entry_id,violent_external,food_taboos,year_from,world_region,year_scaled
173,0,0,90,Southwest Asia,-0.9673057745308193
174,1,0,50,Southwest Asia,-1.0047721684272437
212,0,0,-481,East Asia,-1.5021385474022777
217,0,0,-202,Europe,-1.2408104499747175
230,1,0,-3300,Southwest Asia,-4.142582657252788
231,0,0,-600,Europe,-1.6136010692441403
284,0,1,-3500,Oceania-Australia,-4.32991462673491
354,0,0,-330,Southwest Asia,-1.3607029104432755
381,0,0,1469,South Asia,0.32434815504841213
389,0,0,1840,Southeast Asia,0.6718489584377485
392,1,1,1606,South Asia,0.45267055414366575
400,0,0,1980,Southeast Asia,0.8029813370752339
415,0,1,1970,South Asia,0.7936147386011279
419,0,0,1970,South Asia,0.7936147386011279
422,0,0,-1500,Europe,-2.4565949319136897
424,1,0,-550,Southwest Asia,-1.5667680768736099
441,0,0,1690,South Asia,0.531349981326157
442,0,0,311,Africa,-0.7603039482530745
456,0,1,-165,Southwest Asia,-1.206154035620525
469,0,0,1916,East Asia,0.7430351068409549
476,1,1,1000,Southeast Asia,-0.11494531338716404
483,0,0,2015,Europe,0.8357644317346052
484,0,0,2015,Europe,0.8357644317346052
485,1,1,500,Europe,-0.5832752370924691
486,0,0,1830,North America,0.6624823599636424
492,1,0,-800,Europe,-1.8009330387262623
520,1,1,1600,Southeast Asia,0.4470505950592021
525,0,0,1951,Africa,0.7758182015003262
526,0,0,1900,Southeast Asia,0.7280485492823852
534,1,0,-42,Europe,-1.0909448743890198
562,1,0,1017,South Asia,-0.09902209598118368
563,0,0,1845,South Asia,0.6765322576748015
564,1,1,1950,South Asia,0.7748815416529157
567,0,0,2001,Europe,0.8226511938708567
570,1,0,1986,Southeast Asia,0.8086012961596976
580,0,0,1700,South Asia,0.5407165798002631
581,0,1,1970,Southeast Asia,0.7936147386011279
590,0,0,670,East Asia,-0.4240430630326654
592,0,1,1200,South Asia,0.072386656094958
608,1,1,1926,Southwest Asia,0.752401705315061
623,0,0,1893,North America,0.7214919303505108
624,1,0,1550,South Asia,0.40021760268867157
629,0,0,1200,South Asia,0.072386656094958
632,1,0,-650,Europe,-1.6604340616146709
633,0,0,1238,South Asia,0.10797973029656117
645,0,1,1100,South Asia,-0.02127932864610303
649,0,0,700,South Asia,-0.3959432676103471
654,1,1,1198,Europe,0.07051333640013677
661,0,1,1113,Europe,-0.009102750629765097
676,0,1,1198,Europe,0.07051333640013677
680,0,0,1850,South Asia,0.6812155569118546
685,0,0,1940,Southeast Asia,0.7655149431788095
688,0,0,1866,South Asia,0.6962021144704243
690,0,0,1880,South Asia,0.7093153523341729
714,0,1,550,South Asia,-0.5364422447219387
719,0,0,1845,North America,0.6765322576748015
726,0,1,-700,South Asia,-1.7072670539852013
727,1,1,1160,Southeast Asia,0.03492026219853358
739,1,0,1885,Oceania-Australia,0.713998651571226
745,1,0,1860,Oceania-Australia,0.6905821553859607
749,0,1,1800,East Asia,0.6343825645413241
755,1,1,1850,Central Eurasia,0.6812155569118546
770,1,0,1920,Southeast Asia,0.7467817462305973
788,0,0,-1500,Southwest Asia,-2.4565949319136897
794,1,1,1840,North America,0.6718489584377485
834,0,0,1982,Southeast Asia,0.8048546567700552
841,0,0,1073,South Asia,-0.0465691445261895
842,0,0,1730,North America,0.5688163752225814
846,0,1,645,East Asia,-0.4474595592179307
848,0,1,-200,Southwest Asia,-1.2389371302798964
849,0,0,1750,North America,0.5875495721707936
850,1,1,-600,Europe,-1.6136010692441403
851,1,1,1899,North America,0.7271118894349745
854,1,1,-400,Europe,-1.4262690997620182
857,0,0,1738,Africa,0.5763096540018663
858,1,1,165,Europe,-0.8970562859750235
859,0,0,135,Europe,-0.9251560813973418
862,0,0,1907,South Asia,0.7346051682142594
863,0,1,-550,Europe,-1.5667680768736099
867,0,0,1200,South Asia,0.072386656094958
869,1,1,855,East Asia,-0.25076099126170254
870,0,0,1990,Central Eurasia,0.81234793554934
871,0,0,1848,North America,0.6793422372170334
877,0,0,1989,Southeast Asia,0.8114112757019294
879,0,0,1860,Africa,0.6905821553859607
880,1,1,1870,Southwest Asia,0.6999487538600668
882,0,0,-450,Europe,-1.4731020921325488
883,0,0,1949,Central Eurasia,0.773944881805505
884,1,0,1907,Africa,0.7346051682142594
885,0,1,-1960,Africa,-2.88745846172257
886,0,1,1990,Europe,0.81234793554934
891,0,1,1956,South America,0.7805015007373793
892,0,0,1960,North America,0.7842481401270217
896,0,0,800,East Asia,-0.30227728286928607
897,0,1,1928,East Asia,0.7542750250098822
900,1,1,-150,Southwest Asia,-1.1921041379093658
906,0,0,1963,Europe,0.7870581196692535
910,0,0,1968,North America,0.7917414189063066
914,0,0,1258,Africa,0.12671292724477337
919,0,0,1995,Europe,0.8170312347863931
921,0,1,1700,South Asia,0.5407165798002631
924,1,1,1853,Africa,0.6840255364540865
927,1,1,0,Southwest Asia,-1.0516051607977743
928,0,0,1860,North America,0.6905821553859607
931,1,0,1580,Europe,0.42831739811098984
933,0,0,144,Europe,-0.9167261427706463
934,1,0,1911,Central Eurasia,0.7383518076039018
935,1,0,1910,Africa,0.7374151477564912
938,1,0,-1600,Southwest Asia,-2.5502609166547505
940,1,0,-31,Europe,-1.0806416160675032
941,0,1,1600,East Asia,0.4470505950592021
942,0,0,1816,Africa,0.6493691220998938
943,1,0,1752,North America,0.5894228918656148
944,1,0,1620,Europe,0.46578379200741427
946,1,0,700,South Asia,-0.3959432676103471
949,0,0,1963,North America,0.7870581196692535
950,0,0,1652,Africa,0.4957569071245538
952,0,1,1980,Southwest Asia,0.8029813370752339
953,0,0,1975,South Asia,0.7982980378381809
957,0,0,-800,Europe,-1.8009330387262623
958,1,0,1540,Europe,0.3908510042145655
960,0,0,1000,South Asia,-0.11494531338716404
961,0,0,1885,Europe,0.713998651571226
962,1,1,1400,East Asia,0.25971862557708003
963,1,1,1119,Europe,-0.003482791545301436
966,1,1,1318,Central Eurasia,0.18291251808941
967,0,0,1825,Europe,0.6577990607265893
969,0,0,1891,South Asia,0.7196186106556897
971,1,0,500,South Asia,-0.5832752370924691
972,1,0,431,Southwest Asia,-0.6479047665638012
973,1,1,1845,South Asia,0.6765322576748015
974,1,0,1204,Southwest Asia,0.07613329548460043
975,0,0,1980,North America,0.8029813370752339
976,0,0,1187,South Asia,0.060210078078620055
978,0,0,1500,Southeast Asia,0.35338461031814106
980,0,0,1175,East Asia,0.04897015990969274
982,1,1,-499,Southwest Asia,-1.5189984246556687
983,0,0,600,South Asia,-0.4896092523514081
984,0,0,1520,Europe,0.37211780726635324
985,0,0,1108,Europe,-0.013786049866818148
986,0,0,150,Europe,-0.9111061836861827
987,0,0,1600,South Asia,0.4470505950592021
988,0,0,1832,North America,0.6643556796584636
989,0,0,1928,Europe,0.7542750250098822
991,0,0,1944,North America,0.769261582568452
993,1,0,-712,Europe,-1.7185069721541286
994,1,1,330,Africa,-0.7425074111522729
997,1,0,-2950,Africa,-3.8147517106590745
1004,1,0,-200,Europe,-1.2389371302798964
1006,1,0,-2670,Africa,-3.5524869533841033
1011,1,1,-800,Southwest Asia,-1.8009330387262623
1013,1,1,1510,South Asia,0.36275120879224715
1028,1,1,1100,Europe,-0.02127932864610303
1037,1,1,-1100,Africa,-2.0819309929494456
1038,0,1,1644,East Asia,0.48826362834526893
1041,0,0,1600,East Asia,0.4470505950592021
1043,1,1,1500,Southeast Asia,0.35338461031814106
1044,0,0,-141,East Asia,-1.1836741992826703
1060,0,0,1500,East Asia,0.35338461031814106
1069,0,1,-1504,Africa,-2.460341571303332
1071,0,0,2001,Africa,0.8226511938708567
1076,1,1,1560,South Asia,0.40958420116277766
1083,0,0,1625,South Asia,0.47046709124446734
1087,1,0,969,Europe,-0.14398176865689297
1127,0,0,1890,East Asia,0.718681950808279
1129,1,0,-700,Europe,-1.7072670539852013
1134,0,1,538,East Asia,-0.5476821628908659
1140,0,0,220,East Asia,-0.84553999436744
1154,0,0,1500,East Asia,0.35338461031814106
1162,0,0,400,East Asia,-0.6769412218335301
1178,0,0,1997,South America,0.8189045544812144
1180,1,1,1600,Southeast Asia,0.4470505950592021
1191,0,1,-300,Africa,-1.3326031150209572
1192,1,1,1945,Southeast Asia,0.7701982424158625
1220,1,0,1227,Central Eurasia,0.09767647197504446
1229,0,0,1950,Central Eurasia,0.7748815416529157
1231,0,0,1100,East Asia,-0.02127932864610303
1241,0,0,1837,East Asia,0.6690389788955167
1247,0,1,1885,North America,0.713998651571226
1248,0,0,-1972,Southwest Asia,-2.8986983798914974
1249,0,0,-294,Europe,-1.3269831559364937
1250,0,1,850,Southwest Asia,-0.25544429049875556
1258,1,1,-1000,Southwest Asia,-1.9882650082083844
1259,0,0,1200,Central Eurasia,0.072386656094958
1279,1,1,1593,Southeast Asia,0.44049397612732777
1281,1,1,1910,Africa,0.7374151477564912
