entry_id,violent_external,food_taboos,year_from,world_region,year_scaled
1283,1,1,1500,Southeast Asia,0.35338461031814106
1289,1,1,1500,Southeast Asia,0.35338461031814106
1295,1,0,311,Africa,-0.7603039482530745
1300,1,0,1990,North America,0.81234793554934
1303,0,0,-1400,Southwest Asia,-2.3629289471726285
1304,0,0,1875,North America,0.7046320530971198
1307,0,0,1845,North America,0.6765322576748015
1311,0,1,1870,North America,0.6999487538600668
1333,0,0,150,Europe,-0.9111061836861827
1335,0,0,1575,Europe,0.4236340988739368
1340,0,1,1957,Europe,0.7814381605847899
1344,0,0,1840,East Asia,0.6718489584377485
1348,1,0,2012,Southwest Asia,0.8329544521923735
1349,1,0,1124,Central Eurasia,0.0012005076917516152
1352,0,0,2,South Asia,-1.049731841102953
1370,1,1,1935,Africa,0.7608316439417565
1371,1,1,1979,Southwest Asia,0.8020446772278234
1374,1,0,1560,Europe,0.40958420116277766
1376,0,1,1900,Africa,0.7280485492823852
1386,0,0,1807,East Asia,0.6409391834731983
1390,1,1,1855,North America,0.6858988561489077
1392,0,0,360,Southwest Asia,-0.7144076157299546
1396,0,0,-304,Africa,-1.3363497544105998
1397,1,0,400,North America,-0.6769412218335301
1400,1,1,300,East Asia,-0.7706072065745911
1412,0,0,1838,Central Eurasia,0.6699756387429273
1415,1,0,350,Europe,-0.7237742142040606
1419,1,1,-1550,Africa,-2.50342792428422
1420,1,1,1785,North America,0.620332666830165
1426,1,0,1580,East Asia,0.42831739811098984
1433,0,0,250,Europe,-0.8174401989451217
1434,1,1,1912,South America,0.7392884674513125
1436,0,0,320,Southwest Asia,-0.751874009626379
1441,1,1,1325,North America,0.18946913702128426
1454,0,0,1337,Europe,0.2007090551902116
1468,0,0,325,Europe,-0.7471907103893259
1474,1,1,1945,South America,0.7701982424158625
1492,1,1,1925,South America,0.7514650454676504
1495,0,0,1997,Europe,0.8189045544812144
1511,1,1,1804,Africa,0.6381292039309665
1517,0,0,1936,Africa,0.761768303789167
1522,1,0,1781,Africa,0.6165860274405225
1544,1,0,1596,Europe,0.4433039556695596
1555,1,1,1970,Southwest Asia,0.7936147386011279
1570,0,1,1900,South Asia,0.7280485492823852
1574,0,0,-2000,Southwest Asia,-2.9249248556189946
1619,1,0,1200,Europe,0.072386656094958
1621,1,0,1700,Europe,0.5407165798002631
1626,0,0,-800,Europe,-1.8009330387262623
1627,0,0,1978,North America,0.8011080173804127
1636,0,0,814,Europe,-0.28916404500553755
1653,1,0,341,Europe,-0.7322041528307561
1654,1,0,1981,Africa,0.8039179969226445
1667,0,0,1850,Africa,0.6812155569118546
1677,1,0,-1650,Southwest Asia,-2.597093909025281
1689,0,1,1516,Southwest Asia,0.3683711678767108
1690,1,0,843,Europe,-0.26200090943062987
1694,1,0,1054,Europe,-0.06436568162699109
1697,1,0,450,Europe,-0.6301082294629996
1701,1,1,1120,Europe,-0.0025461316978908255
1708,1,0,708,Southwest Asia,-0.38844998883106224
1734,0,0,-1600,South America,-2.5502609166547505
1737,1,1,661,Southwest Asia,-0.4324730016593609
1759,0,0,1195,Africa,0.06770335685790493
1776,0,0,1881,Africa,0.7102520121815835
1777,0,0,1881,Africa,0.7102520121815835
1780,0,0,1881,Africa,0.7102520121815835
1781,0,0,1969,Africa,0.7926780787537172
1791,1,0,1100,Southwest Asia,-0.02127932864610303
1820,0,0,1980,Africa,0.8029813370752339
1829,0,0,1986,Africa,0.8086012961596976
1835,0,0,1948,Africa,0.7730082219580944
1845,0,1,1018,Europe,-0.09808543613377306
1869,0,1,1930,Africa,0.7561483447047034
1872,0,0,1947,Africa,0.7720715621106838
1897,0,0,1951,Africa,0.7758182015003262
1903,1,1,750,Southwest Asia,-0.3491102752398166
1904,1,1,1800,Africa,0.6343825645413241
1908,1,0,1100,East Asia,-0.02127932864610303
1938,0,0,1850,Southwest Asia,0.6812155569118546
1940,0,0,1950,Africa,0.7748815416529157
1943,0,0,1990,South America,0.81234793554934
1961,0,0,1990,Africa,0.81234793554934
1966,0,0,1972,Africa,0.795488058295949
1972,0,0,1970,North America,0.7936147386011279
1974,0,0,1989,Africa,0.8114112757019294
1978,0,0,1965,East Asia,0.7889314393640748
1983,0,0,400,Southwest Asia,-0.6769412218335301
1985,0,0,34,Southwest Asia,-1.0197587259858134
1993,1,0,-600,Europe,-1.6136010692441403
1994,0,0,1968,Africa,0.7917414189063066
2000,0,0,1933,Africa,0.7589583242469352
2003,1,0,1914,Africa,0.7411617871461337
2006,0,0,1972,Africa,0.795488058295949
2009,1,0,-800,Europe,-1.8009330387262623
2010,1,0,1240,Europe,0.1098530499913824
2011,0,0,1885,Africa,0.713998651571226
2016,1,0,909,Southwest Asia,-0.20018135950152957
2021,1,0,1905,Africa,0.7327318485194382
2023,1,0,971,Africa,-0.14210844896207175
2038,1,0,1000,Europe,-0.11494531338716404
2051,0,0,2022,Southeast Asia,0.8423210506664796
2052,0,0,1992,Africa,0.8142212552441612
2054,0,0,1918,Africa,0.7449084265357762
2061,0,1,1800,Africa,0.6343825645413241
2069,1,1,1969,Africa,0.7926780787537172
2070,0,0,2003,Africa,0.824524513565678
2074,0,0,1905,Africa,0.7327318485194382
2084,0,0,1980,Africa,0.8029813370752339
2089,1,1,1974,Africa,0.7973613779907702
2104,0,0,1700,Africa,0.5407165798002631
2111,1,0,700,Africa,-0.3959432676103471
2114,0,0,1837,Africa,0.6690389788955167
2116,0,0,1804,Africa,0.6381292039309665
2122,0,0,1978,Africa,0.8011080173804127
2126,0,0,1984,Africa,0.8067279764648764
2133,0,0,1923,Africa,0.7495917257728292
2138,1,0,1916,Africa,0.7430351068409549
2139,1,0,1980,Africa,0.8029813370752339
2147,1,0,1229,Africa,0.09954979166986569
2149,0,1,330,Europe,-0.7425074111522729
2160,1,1,250,Southwest Asia,-0.8174401989451217
2178,0,0,1918,Africa,0.7449084265357762
2194,0,0,1952,Africa,0.7767548613477369
2203,0,0,-476,East Asia,-1.4974552481652248
2209,0,0,1842,Africa,0.6737222781325697
2210,0,1,1981,Africa,0.8039179969226445
2228,1,0,1972,Africa,0.795488058295949
2238,0,0,1700,Africa,0.5407165798002631
2244,1,0,1204,Europe,0.07613329548460043
2245,1,0,652,Europe,-0.44090294028605637
2246,1,0,819,Africa,-0.2844807457684845
2247,1,1,647,Africa,-0.44558623952310944
2248,0,0,1631,Africa,0.476087050328931
2256,0,0,1700,Africa,0.5407165798002631
2266,0,0,-571,East Asia,-1.5864379336692327
2271,1,0,1964,Africa,0.7879947795166642
2273,0,0,1291,East Asia,0.1576227022093235
2274,0,0,1920,Africa,0.7467817462305973
2278,0,0,1700,Africa,0.5407165798002631
2279,0,0,1890,Africa,0.718681950808279
2283,0,0,283,East Asia,-0.7865304239805716
2290,0,0,1200,Africa,0.072386656094958
2297,1,0,1173,Europe,0.04709684021487152
2299,1,0,1100,Southwest Asia,-0.02127932864610303
2308,1,0,711,Europe,-0.3856400092888304
2309,1,0,756,Europe,-0.3434903161553529
2312,1,0,-1800,Africa,-2.7375928861368726
2313,0,0,600,Central Eurasia,-0.4896092523514081
2320,0,1,500,East Asia,-0.5832752370924691
2321,0,0,1992,East Asia,0.8142212552441612
2322,1,0,661,Southwest Asia,-0.4324730016593609
2324,0,1,1970,Africa,0.7936147386011279
2325,0,0,-200,East Asia,-1.2389371302798964
2327,0,0,1900,Africa,0.7280485492823852
2328,0,0,1991,East Asia,0.8132845953967507
2329,1,0,1937,Southeast Asia,0.7627049636365777
2330,0,0,1893,Africa,0.7214919303505108
2331,1,0,750,Southwest Asia,-0.3491102752398166
2333,0,0,1930,Africa,0.7561483447047034
2339,0,1,1100,Africa,-0.02127932864610303
2346,0,0,1800,Africa,0.6343825645413241
2347,0,0,1222,Africa,0.09299317273799142
2348,1,1,-1200,Southwest Asia,-2.1755969776905064
2349,0,0,1738,Africa,0.5763096540018663
2363,1,0,1940,Africa,0.7655149431788095
2365,1,1,1502,Africa,0.35525793001296224
2369,1,0,1787,Africa,0.6222059865249862
2371,0,0,1950,North America,0.7748815416529157
