entry_id,violent_external,permanent_scarring,year_scaled,world_region,tip_name
2051,0,0,0.8398988520076088,Southeast Asia,AuA.VIET_MUONG.VIETNAMESE
2052,0,0,0.8119651661778152,Africa,NC.DEFOID.YORUBA
2054,0,0,0.7430620744643242,Africa,NC.DEFOID.YORUBA
2061,0,0,0.6331895768671357,Africa,NC.DEFOID.YORUBA
2069,1,0,0.7905493403749734,Africa,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2070,0,0,0.8222075176487396,Africa,IE.GERMANIC.ENGLISH
2074,0,0,0.7309574772714136,Africa,AA.SEMITIC.STANDARD_ARABIC
2084,0,0,0.8007916918458977,Africa,NC.DEFOID.YORUBA
2089,1,0,0.795204954679939,Africa,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2104,0,0,0.5400772907678235,Africa,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2111,1,0,-0.3910455702252986,Africa,AA.WEST_CHADIC.HAUSA
2114,0,0,0.6676411227238812,Africa,AA.SEMITIC.STANDARD_ARABIC
2116,0,0,0.6369140683111082,Africa,AA.SEMITIC.STANDARD_ARABIC
2122,0,0,0.7989294461239115,Africa,AA.SEMITIC.STANDARD_ARABIC
2126,0,0,0.8045161832898702,Africa,AA.SEMITIC.STANDARD_ARABIC
2128,1,0,-0.4376017132749547,Europe,IE.GREEK.GREEK_ANCIENT
2131,1,0,-0.2048209980266742,South America,Cmu.CHIMUAN.MOCHICA
2133,0,0,0.7477176887692898,Africa,AA.SEMITIC.STANDARD_ARABIC
2138,1,0,0.7411998287423379,Africa,AA.SEMITIC.STANDARD_ARABIC
2139,1,0,0.8007916918458977,Africa,AA.SEMITIC.STANDARD_ARABIC
2141,1,0,0.8212763947877464,Africa,AA.SEMITIC.STANDARD_ARABIC
2146,0,0,0.6983681771366543,East Asia,Jap.JAPANESE.JAPANESE
2147,1,0,0.101518423240063,Africa,AA.SEMITIC.CLASSICAL_ARABIC
2149,0,1,-0.7355610287927538,Europe,IE.GREEK.GREEK_ANCIENT
2178,0,0,0.7430620744643242,Africa,NC.DEFOID.YORUBA
2194,0,0,0.7747202517380903,Africa,NC.DEFOID.YORUBA
2203,0,0,-1.4860460547532102,East Asia,ST.CHINESE.OLD_CHINESE
2209,0,0,0.6722967370288468,Africa,IE.GERMANIC.ENGLISH
2210,0,0,0.8017228147068909,Africa,NC.DEFOID.YORUBA
2228,1,0,0.7933427089579528,Africa,IE.GERMANIC.ENGLISH
2232,1,0,0.2141842894202307,Europe,IE.GERMANIC.ENGLISH
2233,0,0,0.5717354680415897,East Asia,ST.CHINESE.MANDARIN
2238,0,0,0.5400772907678235,Africa,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2240,1,0,-0.2048209980266742,South America,Que.QUECHUAN.CUZCO_GNL
2241,1,1,-1.7411737186653258,Europe,IE.ROMANCE.LATIN
2244,1,0,0.0782403517152349,Europe,IE.ROMANCE.LATIN
2245,1,0,-0.4357394675529685,Europe,AA.SEMITIC.CLASSICAL_ARABIC
2246,1,0,-0.2802419497671171,Africa,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2247,1,0,-0.4403950818579341,Africa,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2248,0,0,0.4758298133592981,Africa,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2256,0,0,0.5400772907678235,Africa,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2264,1,0,0.4097200902287864,Europe,IE.GERMANIC.ENGLISH
2266,0,0,-1.5745027265475569,East Asia,ST.CHINESE.OLD_CHINESE
2271,1,0,0.7858937260700077,Africa,NC.DEFOID.YORUBA
2273,0,0,0.1592480406216365,East Asia,ST.CHINESE.MIDDLE_CHINESE
2274,0,0,0.7449243201863104,Africa,NC.DEFOID.YORUBA
2278,0,0,0.5400772907678235,Africa,AA.SEMITIC.MOROCCAN_ARABIC
2279,0,0,0.7169906343565168,Africa,NC.BANTOID.SHONA_NDAU
2283,0,0,-0.7793238032594305,East Asia,ST.CHINESE.OLD_CHINESE
2284,1,1,0.1676281463705746,North America,Tar.TARASCAN.PUREPECHA
2290,0,0,0.0745158602712624,Africa,AA.SEMITIC.CLASSICAL_ARABIC
2297,1,0,0.0493755430244481,Europe,IE.ROMANCE.LATIN
2299,1,0,-0.0185964258280497,Southwest Asia,AA.SEMITIC.CLASSICAL_ARABIC
2301,1,1,0.4469650046685113,Europe,IE.GREEK.GREEK
2308,1,0,-0.3808032187543743,Europe,AA.SEMITIC.CLASSICAL_ARABIC
2309,1,0,-0.3389026900096837,Europe,AA.SEMITIC.CLASSICAL_ARABIC
2312,1,0,-2.718852722708104,Africa,NC.BANTOID.XHOSA
2313,0,0,-0.4841578563246108,Central Eurasia,ST.CHINESE.DUNGAN
2321,0,0,0.8119651661778152,East Asia,ST.CHINESE.MANDARIN
2322,1,0,-0.4273593618040304,Southwest Asia,AA.SEMITIC.CLASSICAL_ARABIC
2324,0,0,0.7914804632359665,Africa,AA.SEMITIC.MOROCCAN_ARABIC
2325,0,0,-1.2290561451191084,East Asia,ST.CHINESE.OLD_CHINESE
2327,0,0,0.7263018629664479,Africa,NC.DEFOID.YORUBA
2328,0,0,0.811034043316822,East Asia,ST.CHINESE.MANDARIN
2329,1,0,0.7607534088231934,Southeast Asia,AuA.VIET_MUONG.VIETNAMESE
2330,0,0,0.7197840029394961,Africa,NC.DEFOID.YORUBA
2331,1,0,-0.3444894271756425,Southwest Asia,AA.SEMITIC.CLASSICAL_ARABIC
2333,0,0,0.7542355487962417,Africa,Jap.JAPANESE.JAPANESE
2335,0,0,0.7393375830203517,Africa,IE.GERMANIC.ENGLISH
2339,0,0,-0.0185964258280497,Africa,NC.DEFOID.YORUBA
2341,1,0,-0.4841578563246108,North America,Tot.TOTONACAN.PAPANTLA_TOTONAC
2344,1,1,-0.2048209980266742,South America,Cmu.CHIMUAN.MOCHICA
2346,0,0,0.6331895768671357,Africa,NC.IGBOID.IGBO_ONITSHA
2347,0,0,0.0950005632131111,Africa,Jap.JAPANESE.JAPANESE
2348,1,0,-2.1601790061122306,Southwest Asia,AA.SEMITIC.BIBLICAL_HEBREW
2349,0,0,0.5754599594855622,Africa,IE.GERMANIC.ENGLISH
2353,0,0,0.4627940933053944,East Asia,Jap.JAPANESE.JAPANESE
2360,0,1,-0.4841578563246108,North America,UA.AZTECAN.CLASSICAL_NAHUATL
2363,1,1,0.7635467774061728,Africa,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2365,1,0,0.3557149642911853,Africa,IE.ROMANCE.SPANISH
2369,1,1,0.6210849796742252,Africa,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB
2371,0,0,0.7728580060161041,North America,KT.KIOWA_TANOAN.TEWA_SAN_JUAN_PUEBLO
2373,0,0,0.6331895768671357,South America,IE.GERMANIC.ENGLISH
2375,1,0,0.498176762023133,North America,IE.GERMANIC.ENGLISH
2376,0,0,0.6145671196472733,North America,IE.GERMANIC.ENGLISH
2407,0,0,0.5959446624274108,South America,IE.GERMANIC.ENGLISH
2420,0,0,0.5307660621578923,Europe,IE.GREEK.GREEK
2428,1,0,0.7784447431820628,South Asia,IE.INDIC.HINDI
2429,0,0,0.5177303421039886,Europe,IE.GREEK.GREEK
2433,0,0,-1.3333419055503382,Southwest Asia,IE.GREEK.GREEK_ANCIENT
2445,0,0,-1.4152807173177329,Africa,IE.GREEK.GREEK_ANCIENT
2451,0,0,-0.73742327451474,Africa,AA.SEMITIC.AMHARIC
2455,1,0,0.6331895768671357,North America,IE.GERMANIC.ENGLISH
2464,1,0,0.7244396172444617,Southeast Asia,An.GREATER_CENTRAL_PHILIPPINE.TAGALOG
2490,1,0,-0.4282904846650235,Central Eurasia,ST.CHINESE.MIDDLE_CHINESE
2496,0,0,-1.042831572920484,Southeast Asia,AuA.VIET_MUONG.VIETNAMESE
2567,0,0,-0.2048209980266742,Africa,AA.SEMITIC.CLASSICAL_ARABIC
2614,1,0,0.7821692346260353,Africa,AA.SEMITIC.STANDARD_ARABIC
