entry_id,entry_name,entrytag_name,Glottocode,n_candidates,candidates
1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
1291,Mañjuśrī Devotionalism,Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
1349,The Dingxiang Wang Cult,Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
1386,Liumen (Liu School),Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
1426,Early Missionary Christianity in China,Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
1627,Mount Putuo 普陀山,Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
1737,الإمامية Al-Imamia,Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
222,Late Classic Lowland Maya,Epigraphic Mayan,epig1241,0,
1454,Hesychastic Controversy,Greek,gree1276,2,GREEK (GREEK); GREEK_ANCIENT (GREEK_ANCIENT)
1468,Eastern Christianity From Nicaea to Chalcedon,Greek,gree1276,2,GREEK (GREEK); GREEK_ANCIENT (GREEK_ANCIENT)
1626,The Cult of Maritime Hera,Greek,gree1276,2,GREEK (GREEK); GREEK_ANCIENT (GREEK_ANCIENT)
1636,The second phase of the Iconoclastic Controversy,Greek,gree1276,2,GREEK (GREEK); GREEK_ANCIENT (GREEK_ANCIENT)
1690,Christianity in Byzantium: between the end of Iconoclasm and the Schism,Greek,gree1276,2,GREEK (GREEK); GREEK_ANCIENT (GREEK_ANCIENT)
1694,Christianity in Byzantium: Between the Schism and the Fourth Crusade,Greek,gree1276,2,GREEK (GREEK); GREEK_ANCIENT (GREEK_ANCIENT)
1697,Stylite Monks,Greek,gree1276,2,GREEK (GREEK); GREEK_ANCIENT (GREEK_ANCIENT)
526,Hmong Christianity,Hmongic,hmon1337,26,BUNU (BUNU); CHENHU_SHE (CHENHU_SHE); DAHUA_BUNU (DAHUA_BUNU); GUNDONG_PA_HNG (GUNDONG_PA_HNG); HAIFENG_SHE (HAIFENG_SHE); HMONG_DAW (HMONG_DAW); HMONG_NJUA (HMONG_NJUA); HMU (HMU); HUANGLUO_BUNU (HUANGLUO_BUNU); JINGCUN_BUNU (JINGCUN_BUNU); JIWEI_HMONG (JIWEI_HMONG); LAYIPING_HMONG (LAYIPING_HMONG); LIANHUA_SHE (LIANHUA_SHE); LIUXIANG_BUNU (LIUXIANG_BUNU); LONGHUA_BUNU (LONGHUA_BUNU); LONGHUA_BUNU_2 (LONGHUA_BUNU_2); NUMAO_BUNU (NUMAO_BUNU); PA_HNG (PA_HNG); PHETCHABUN_HMONG (PHETCHABUN_HMONG); SHE_CHINA (SHE_CHINA); TAK_HMONG (TAK_HMONG); WESTERN_XIANGXI_HMONG (WESTERN_XIANGXI_HMONG); XIANGXI_HMONG (XIANGXI_HMONG); YANGHAO_HMONG (YANGHAO_HMONG); YOUNUO_BUNU (YOUNUO_BUNU); ZHENFENG_HMONG (ZHENFENG_HMONG)
661,Congregation of Savigny,Imperial Latin,impe1234,50,ARAGONESE (ARAGONESE); ARPITAN (ARPITAN); ASTURIAN (ASTURIAN); BALEAR_CATALAN (BALEAR_CATALAN); CATALAN (CATALAN); CATALAN_2 (CATALAN_2); CORSICAN (CORSICAN); DALMATIAN (DALMATIAN); EMILIANO_CARPIGIANO (EMILIANO_CARPIGIANO); EMILIANO_FERRARESE (EMILIANO_FERRARESE); EMILIANO_REGGIANO (EMILIANO_REGGIANO); FRENCH (FRENCH); FRIULIAN (FRIULIAN); GALICIAN (GALICIAN); GASCON (GASCON); ITALIAN (ITALIAN); ITALIAN_GROSSETO_TUSCAN (ITALIAN_GROSSETO_TUSCAN); JUDEO_ESPAGNOL (JUDEO_ESPAGNOL); LANGUEDOCIEN (LANGUEDOCIEN); LATIN (LATIN); LIGURIAN_GENOESE (LIGURIAN_GENOESE); LIGURIAN_RAPALLO (LIGURIAN_RAPALLO); LIGURIAN_STELLA (LIGURIAN_STELLA); LOMBARD_BERGAMO (LOMBARD_BERGAMO); LOMBARD_PLESIO (LOMBARD_PLESIO); NEAPOLITAN_CALABRESE (NEAPOLITAN_CALABRESE); NONES (NONES); NONES_FASSANO (NONES_FASSANO); NONES_GARDENESE (NONES_GARDENESE); OCCITAN_ARANESE (OCCITAN_ARANESE); PIEMONTESE_BARBANIA (PIEMONTESE_BARBANIA); PIEMONTESE_CARMAGNOLA (PIEMONTESE_CARMAGNOLA); PIEMONTESE_LANZO_TORINESE (PIEMONTESE_LANZO_TORINESE); PIEMONTESE_VERCELLESE (PIEMONTESE_VERCELLESE); PORTUGUESE (PORTUGUESE); ROMAGNOL_RAVENNATE (ROMAGNOL_RAVENNATE); ROMANIAN (ROMANIAN); ROMANIAN_2 (ROMANIAN_2); ROMANIAN_MEGLENO (ROMANIAN_MEGLENO); ROMANSH_GRISHUN (ROMANSH_GRISHUN); ROMANSH_SURMIRAN (ROMANSH_SURMIRAN); ROMANSH_SURSILVAN (ROMANSH_SURSILVAN); ROMANSH_VALLADER (ROMANSH_VALLADER); SARDINIAN_CAMPIDANESE (SARDINIAN_CAMPIDANESE); SARDINIAN_LOGUDARESE (SARDINIAN_LOGUDARESE); SICILIAN_UnnamedInSource (SICILIAN_UnnamedInSource); SPANISH (SPANISH); TURIA_AROMANIAN (TURIA_AROMANIAN); VALENCIAN (VALENCIAN); VLACH (VLACH)
1434,Kuna,Kuna,kuna1280,2,CUNA (CUNA); KUNA_YALA_SAN_BLAS (KUNA_YALA_SAN_BLAS)
608,Kurd,Kurdish,kurd1259,2,KURDISH_CENTRAL (KURDISH_CENTRAL); KURDISH_KURMANJI (KURDISH_KURMANJI)
1037,Third Intermediate Period in Ancient Egypt,Late Egyptian,late1256,0,
1069,Religion at Deir el-Medina,Late Egyptian,late1256,0,
1419,Ancient Egyptian Religion in the Early 18th Dynasty,Middle Egyptian,midd1369,0,
870,Postsocialist Mongolian Buddhism,Mongolian,mong1331,3,KALAQIN (KALAQIN); KALMYK (KALMYK); MONGOLIAN (MONGOLIAN)
887,Postsocialist Mongolian Shamanism,Mongolian,mong1331,3,KALAQIN (KALAQIN); KALMYK (KALMYK); MONGOLIAN (MONGOLIAN)
934,Mongolian Buddhism during the Revolutionary Period,Mongolian,mong1331,3,KALAQIN (KALAQIN); KALMYK (KALMYK); MONGOLIAN (MONGOLIAN)
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Mongolian,mong1331,3,KALAQIN (KALAQIN); KALMYK (KALMYK); MONGOLIAN (MONGOLIAN)
1492,Nambicuara,Nambiquaran,namb1299,3,MAMAINDE (MAMAINDE); NAMBIKWARA (NAMBIKWARA); SABANE (SABANE)
1624,Neo-Assyrian Healers (āšipu/mašmaššu-exorcists),Neo-Assyrian,neoa1235,0,
442,Donatism,Neo-Punic,neop1239,0,
1337,Tell Afis (Syria),Old Aramaic (up to 700 BCE),olda1246,0,
1006,Ancient Egypt - Old Kingdom,Old Egyptian,olde1242,0,
896,Sannō Shintō,Old Japanese,oldj1239,0,
624,The Roshaniyya,Pashto,pash1269,36,BAFFA_PASHTO (BAFFA_PASHTO); BAJAUR_PASHTO (BAJAUR_PASHTO); BANNU_PASHTO (BANNU_PASHTO); BAR_PASHTO (BAR_PASHTO); BATAGRAM_PASHTO (BATAGRAM_PASHTO); CHAMAN_PASHTO (CHAMAN_PASHTO); CHARSADDA_PASHTO (CHARSADDA_PASHTO); CHERAT_PASHTO (CHERAT_PASHTO); DIR_PASHTO (DIR_PASHTO); HANGU_PASHTO (HANGU_PASHTO); JALLOZAI_PASHTO (JALLOZAI_PASHTO); JAMRUD_AFRIDI_PASHTO (JAMRUD_AFRIDI_PASHTO); KANDAHAR_PASHTO (KANDAHAR_PASHTO); KARAK_PASHTO (KARAK_PASHTO); LAKKI_MARWAT_PASHTO (LAKKI_MARWAT_PASHTO); MADYAN_PASHTO (MADYAN_PASHTO); MALLAGORI_PASHTO (MALLAGORI_PASHTO); MARDAN_PASHTO (MARDAN_PASHTO); MINGORA_PASHTO (MINGORA_PASHTO); MIRAN_SHAH_PASHTO (MIRAN_SHAH_PASHTO); MOHMAND_PASHTO (MOHMAND_PASHTO); NINGRAHAR_PASHTO (NINGRAHAR_PASHTO); NORTHERN_PASHTO (NORTHERN_PASHTO); OGHI_PASHTO (OGHI_PASHTO); PARACHINAR_PASHTO (PARACHINAR_PASHTO); PASHIN_KAKARI_PASHTO (PASHIN_KAKARI_PASHTO); PESHAWAR_PASHTO (PESHAWAR_PASHTO); PISHIN_PASHTO (PISHIN_PASHTO); QUETTA_PASHTO (QUETTA_PASHTO); SHINWARI_PASHTO (SHINWARI_PASHTO); SWABI_PASHTO (SWABI_PASHTO); THAL_PASHTO (THAL_PASHTO); TIRAH_AFRIDI_PASHTO (TIRAH_AFRIDI_PASHTO); WANA_PASHTO (WANA_PASHTO); WANECI (WANECI); ZAKHA_KHEL_AFRIDI_PASHTO (ZAKHA_KHEL_AFRIDI_PASHTO)
626,Barama River Carib,Patamona,pata1262,0,
1436,The Monastic School of Gaza,Semitic,semi1276,87,ACHAEMENID_ARAMAIC (ACHAEMENID_ARAMAIC); AKKADIAN (AKKADIAN); AKKADIAN_2 (AKKADIAN_2); AMEDYA_ARAMAIC (AMEDYA_ARAMAIC); AMHARIC (AMHARIC); AMHARIC_2 (AMHARIC_2); AMHARIC_3 (AMHARIC_3); ARABIC_CYPRIOT_SPOKEN (ARABIC_CYPRIOT_SPOKEN); ARABIC_GULF_SPOKEN (ARABIC_GULF_SPOKEN); ARABIC_LIBYAN_SPOKEN (ARABIC_LIBYAN_SPOKEN); ARABIC_NORTH_LEVANTINE_SPOKEN (ARABIC_NORTH_LEVANTINE_SPOKEN); ARABIC_QURANIC (ARABIC_QURANIC); ARABIC_SUDANESE_SPOKEN (ARABIC_SUDANESE_SPOKEN); ARAMAIC (ARAMAIC); ARGOBBA (ARGOBBA); BIBLICAL_HEBREW (BIBLICAL_HEBREW); CAIRO_ARABIC (CAIRO_ARABIC); CHAHA (CHAHA); CHRISTIAN_PALESTINIAN (CHRISTIAN_PALESTINIAN); CLASSICAL_ARABIC (CLASSICAL_ARABIC); CLASSICAL_MANDAIC (CLASSICAL_MANDAIC); CLASSICAL_SYRIAC (CLASSICAL_SYRIAC); DAMASCUS_ARABIC (DAMASCUS_ARABIC); DELLYS (DELLYS); ETHIOPIC (ETHIOPIC); GAFAT (GAFAT); GEEZ (GEEZ); GEEZ_2 (GEEZ_2); GEEZ_3 (GEEZ_3); GETO (GETO); HARARI (HARARI); HARARI_2 (HARARI_2); HARSUSI (HARSUSI); HEBREW (HEBREW); HERTEVIN (HERTEVIN); HOBYOT (HOBYOT); INNEMOR (INNEMOR); IRAQ_MUSLIM_BAGHDAD_ARABIC (IRAQ_MUSLIM_BAGHDAD_ARABIC); JILU (JILU); KUWAITI_ARABIC (KUWAITI_ARABIC); LISHAN_DIDAN (LISHAN_DIDAN); MALTESE (MALTESE); MALTESE_ARABIC (MALTESE_ARABIC); MALULA (MALULA); MEHRI (MEHRI); MEHRI_2 (MEHRI_2); MESMES (MESMES); MESMES_2 (MESMES_2); MESQAN (MESQAN); MLAHSO (MLAHSO); MODERN_MANDAIC (MODERN_MANDAIC); MOROCCAN_ARABIC (MOROCCAN_ARABIC); MOROCCAN_ARABIC_2 (MOROCCAN_ARABIC_2); NEO_MANDAIC_KHORRAMSHAHR (NEO_MANDAIC_KHORRAMSHAHR); NIGERIAN_ARABIC (NIGERIAN_ARABIC); PALESTINIAN_ARABIC (PALESTINIAN_ARABIC); PHOENICIAN (PHOENICIAN); SABEAN (SABEAN); SAN_ANDRES_ARABIC_1 (SAN_ANDRES_ARABIC_1); SAN_ANDRES_ARABIC_2 (SAN_ANDRES_ARABIC_2); SAN_ANDRES_ARABIC_3 (SAN_ANDRES_ARABIC_3); SAURI (SAURI); SHEHRI (SHEHRI); SILTE (SILTE); SODDO (SODDO); SOQOTRI (SOQOTRI); SOQOTRI_2 (SOQOTRI_2); SOUKHNE_SYRIAN_ARABIC (SOUKHNE_SYRIAN_ARABIC); STANDARD_ARABIC (STANDARD_ARABIC); SUDANESE_ARABIC (SUDANESE_ARABIC); SYRIAC (SYRIAC); SYRIAC_2 (SYRIAC_2); SYRIAN_ARABIC (SYRIAN_ARABIC); TIGRE (TIGRE); TIGRE_2 (TIGRE_2); TIGRIGNA (TIGRIGNA); TIGRINYA (TIGRINYA); TIGRINYA_2 (TIGRINYA_2); TRIPOLI_JEWISH_ARABIC (TRIPOLI_JEWISH_ARABIC); TUNISIAN_ARABIC_MAGHRIB (TUNISIAN_ARABIC_MAGHRIB); TUROYO (TUROYO); UGARITIC (UGARITIC); URMI (URMI); WALANI_SILTE (WALANI_SILTE); WESTERN_NEO_ARAMAIC (WESTERN_NEO_ARAMAIC); YEMEN_SANAANI_ARABIC (YEMEN_SANAANI_ARABIC); ZWAY (ZWAY)
719,Hinduism in Trinidad,Trinidadian Creole English,trin1276,0,
173,Johannine Christianity,Turkic,turk1311,60,ALTAI (ALTAI); ASADLI_KHORASANI (ASADLI_KHORASANI); AZERBAIJANI_NORTH (AZERBAIJANI_NORTH); AZERBAIJANI_NORTH_2 (AZERBAIJANI_NORTH_2); AZERBAIJANI_SOUTHERN (AZERBAIJANI_SOUTHERN); BASHKIR (BASHKIR); CHAGATAI (CHAGATAI); CHARAM_SARJAM_KHORASANI (CHARAM_SARJAM_KHORASANI); CHUVASH (CHUVASH); CRIMEAN_TATAR (CRIMEAN_TATAR); CRIMEAN_TURKISH (CRIMEAN_TURKISH); DARA_GAZ_KHORASANI_1 (DARA_GAZ_KHORASANI_1); DARA_GAZ_KHORASANI_2 (DARA_GAZ_KHORASANI_2); DOLGAN (DOLGAN); DOUGHAI_KHORASANI (DOUGHAI_KHORASANI); GAGAUZ (GAGAUZ); GUJGI_KHORASANI (GUJGI_KHORASANI); HARW_E_OLYA_KHORASANI (HARW_E_OLYA_KHORASANI); HOKM_ABAD_KHORASANI (HOKM_ABAD_KHORASANI); ILI_TURKI (ILI_TURKI); JOGHATAY_KHORASANI (JOGHATAY_KHORASANI); JONK_KHORASANI (JONK_KHORASANI); KARACHAY_BALKAR (KARACHAY_BALKAR); KARAIM (KARAIM); KARAKALPAK (KARAKALPAK); KAZAKH (KAZAKH); KAZAN_TATAR (KAZAN_TATAR); KHAKAS (KHAKAS); KHALAJ_IRAN (KHALAJ_IRAN); KUMYK (KUMYK); KYRGYZ (KYRGYZ); LANGAR_KHORASANI (LANGAR_KHORASANI); LOTF_ABAD_KHORASANI (LOTF_ABAD_KHORASANI); MARESHK_KHORASANI (MARESHK_KHORASANI); MIDDLE_CHULYM (MIDDLE_CHULYM); MISHER_TATAR (MISHER_TATAR); NOGAI (NOGAI); PIR_KOMAJ_KHORASANI (PIR_KOMAJ_KHORASANI); QARA_BAGH_KHORASANI (QARA_BAGH_KHORASANI); QUCHAN_KHORASANI (QUCHAN_KHORASANI); RUH_ABAD_KHORASANI (RUH_ABAD_KHORASANI); SAKHA (SAKHA); SALAR (SALAR); SALAR_2 (SALAR_2); SHEYH_TEYMUR_KHORASANI (SHEYH_TEYMUR_KHORASANI); SHIRWAN_KHORASANI (SHIRWAN_KHORASANI); SHOR (SHOR); SHURAK_KHORASANI (SHURAK_KHORASANI); SOLTAN_ABAD_KHORASANI (SOLTAN_ABAD_KHORASANI); TATAR (TATAR); TEREKEME_AZERI (TEREKEME_AZERI); TOFA (TOFA); TURKISH (TURKISH); TURKISH_2 (TURKISH_2); TURKMEN (TURKMEN); TURKMEN_2 (TURKMEN_2); TUVAN (TUVAN); UYGHUR (UYGHUR); UZBEK (UZBEK); ZEYARAT_KHORASANI (ZEYARAT_KHORASANI)
257,Classic Zapotec,Zapotecan,zapo1436,29,ALOAPAM_ZAPOTEC (ALOAPAM_ZAPOTEC); AMATLAN_ZAPOTEC (AMATLAN_ZAPOTEC); AYOQUESCO_ZAPOTEC (AYOQUESCO_ZAPOTEC); CAJONOS_ZAPOTEC (CAJONOS_ZAPOTEC); CHATINO_TATALTEPEC (CHATINO_TATALTEPEC); CHATINO_WESTERN_HIGHLAND (CHATINO_WESTERN_HIGHLAND); CHOAPAN_ZAPOTEC (CHOAPAN_ZAPOTEC); COATLAN_LOXICHA_ZAPOTEC (COATLAN_LOXICHA_ZAPOTEC); ISTHMUS_ZAPOTEC (ISTHMUS_ZAPOTEC); LACHIXIO_ZAPOTEC (LACHIXIO_ZAPOTEC); OCOTLAN_ZAPOTEC (OCOTLAN_ZAPOTEC); QUIOQUITANI_QUIERI_ZAPOTEC (QUIOQUITANI_QUIERI_ZAPOTEC); SANTA_INES_YATZECHI_ZAPOTEC (SANTA_INES_YATZECHI_ZAPOTEC); SANTA_MARIA_QUIEGOLANI_ZAPOTEC (SANTA_MARIA_QUIEGOLANI_ZAPOTEC); SAN_PEDRO_QUIATONI_ZAPOTEC (SAN_PEDRO_QUIATONI_ZAPOTEC); TEXMELUCAN_ZAPOTEC (TEXMELUCAN_ZAPOTEC); TILQUIAPAN_ZAPOTEC (TILQUIAPAN_ZAPOTEC); XANAGUIA_ZAPOTEC (XANAGUIA_ZAPOTEC); YARENI_ZAPOTEC (YARENI_ZAPOTEC); ZACATEPEC_CHATINO (ZACATEPEC_CHATINO); ZAPOTEC_LOXICHA (ZAPOTEC_LOXICHA); ZAPOTEC_MITLA (ZAPOTEC_MITLA); ZAPOTEC_MIXTEPEC (ZAPOTEC_MIXTEPEC); ZAPOTEC_SAN_LUCAS_QUIAVINI (ZAPOTEC_SAN_LUCAS_QUIAVINI); ZAPOTEC_SIERRA_DE_JUAREZ (ZAPOTEC_SIERRA_DE_JUAREZ); ZAPOTEC_SOUTHERN_RINCON (ZAPOTEC_SOUTHERN_RINCON); ZAPOTEC_YALALAG (ZAPOTEC_YALALAG); ZAPOTEC_YATZACHI (ZAPOTEC_YATZACHI); ZAPOTEC_ZOOGOCHO (ZAPOTEC_ZOOGOCHO)
1397,The Classic Period Peripheral Coastal Lowlands Ritual Ballgame Cult,Zapotec,zapo1437,26,ALOAPAM_ZAPOTEC (ALOAPAM_ZAPOTEC); AMATLAN_ZAPOTEC (AMATLAN_ZAPOTEC); AYOQUESCO_ZAPOTEC (AYOQUESCO_ZAPOTEC); CAJONOS_ZAPOTEC (CAJONOS_ZAPOTEC); CHOAPAN_ZAPOTEC (CHOAPAN_ZAPOTEC); COATLAN_LOXICHA_ZAPOTEC (COATLAN_LOXICHA_ZAPOTEC); ISTHMUS_ZAPOTEC (ISTHMUS_ZAPOTEC); LACHIXIO_ZAPOTEC (LACHIXIO_ZAPOTEC); OCOTLAN_ZAPOTEC (OCOTLAN_ZAPOTEC); QUIOQUITANI_QUIERI_ZAPOTEC (QUIOQUITANI_QUIERI_ZAPOTEC); SANTA_INES_YATZECHI_ZAPOTEC (SANTA_INES_YATZECHI_ZAPOTEC); SANTA_MARIA_QUIEGOLANI_ZAPOTEC (SANTA_MARIA_QUIEGOLANI_ZAPOTEC); SAN_PEDRO_QUIATONI_ZAPOTEC (SAN_PEDRO_QUIATONI_ZAPOTEC); TEXMELUCAN_ZAPOTEC (TEXMELUCAN_ZAPOTEC); TILQUIAPAN_ZAPOTEC (TILQUIAPAN_ZAPOTEC); XANAGUIA_ZAPOTEC (XANAGUIA_ZAPOTEC); YARENI_ZAPOTEC (YARENI_ZAPOTEC); ZAPOTEC_LOXICHA (ZAPOTEC_LOXICHA); ZAPOTEC_MITLA (ZAPOTEC_MITLA); ZAPOTEC_MIXTEPEC (ZAPOTEC_MIXTEPEC); ZAPOTEC_SAN_LUCAS_QUIAVINI (ZAPOTEC_SAN_LUCAS_QUIAVINI); ZAPOTEC_SIERRA_DE_JUAREZ (ZAPOTEC_SIERRA_DE_JUAREZ); ZAPOTEC_SOUTHERN_RINCON (ZAPOTEC_SOUTHERN_RINCON); ZAPOTEC_YALALAG (ZAPOTEC_YALALAG); ZAPOTEC_YATZACHI (ZAPOTEC_YATZACHI); ZAPOTEC_ZOOGOCHO (ZAPOTEC_ZOOGOCHO)
