entry_id,entry_name,entrytag_name,Glottocode,n_candidates,candidates
1904,الطريقة القادرية في تونس القرن  19 و20   =  L'ordre Qadiri en Tunisie aux XIXe et XXe siècles,Arabic,arab1395,28,ARABIC_CYPRIOT_SPOKEN (ARABIC_CYPRIOT_SPOKEN); ARABIC_GULF_SPOKEN (ARABIC_GULF_SPOKEN); ARABIC_LIBYAN_SPOKEN (ARABIC_LIBYAN_SPOKEN); ARABIC_NORTH_LEVANTINE_SPOKEN (ARABIC_NORTH_LEVANTINE_SPOKEN); ARABIC_QURANIC (ARABIC_QURANIC); ARABIC_SUDANESE_SPOKEN (ARABIC_SUDANESE_SPOKEN); CAIRO_ARABIC (CAIRO_ARABIC); CLASSICAL_ARABIC (CLASSICAL_ARABIC); DAMASCUS_ARABIC (DAMASCUS_ARABIC); DELLYS (DELLYS); IRAQ_MUSLIM_BAGHDAD_ARABIC (IRAQ_MUSLIM_BAGHDAD_ARABIC); KUWAITI_ARABIC (KUWAITI_ARABIC); MALTESE (MALTESE); MALTESE_ARABIC (MALTESE_ARABIC); MOROCCAN_ARABIC (MOROCCAN_ARABIC); MOROCCAN_ARABIC_2 (MOROCCAN_ARABIC_2); NIGERIAN_ARABIC (NIGERIAN_ARABIC); PALESTINIAN_ARABIC (PALESTINIAN_ARABIC); SAN_ANDRES_ARABIC_1 (SAN_ANDRES_ARABIC_1); SAN_ANDRES_ARABIC_2 (SAN_ANDRES_ARABIC_2); SAN_ANDRES_ARABIC_3 (SAN_ANDRES_ARABIC_3); SOUKHNE_SYRIAN_ARABIC (SOUKHNE_SYRIAN_ARABIC); STANDARD_ARABIC (STANDARD_ARABIC); SUDANESE_ARABIC (SUDANESE_ARABIC); SYRIAN_ARABIC (SYRIAN_ARABIC); TRIPOLI_JEWISH_ARABIC (TRIPOLI_JEWISH_ARABIC); TUNISIAN_ARABIC_MAGHRIB (TUNISIAN_ARABIC_MAGHRIB); YEMEN_SANAANI_ARABIC (YEMEN_SANAANI_ARABIC)
997,Ancient Egypt - Early Dynastic Period,Archaic Egyptian,arch1248,0,
1441,Mexica (Aztec) Religion,Aztec,azte1234,36,CLASSICAL_NAHUATL (CLASSICAL_NAHUATL); HIGHLAND_PUEBLA_NAHUATL (HIGHLAND_PUEBLA_NAHUATL); NAHUATL_ACATLAN (NAHUATL_ACATLAN); NAHUATL_ATLACHOLOAYA_XOCHITEPEC (NAHUATL_ATLACHOLOAYA_XOCHITEPEC); NAHUATL_ATLIACA_TIXTLA (NAHUATL_ATLIACA_TIXTLA); NAHUATL_BUENOS_AIRES_ALAMO (NAHUATL_BUENOS_AIRES_ALAMO); NAHUATL_CHICONTEPEC (NAHUATL_CHICONTEPEC); NAHUATL_CHILACACHAPA_CUETZALA_DEL_PROGRESO (NAHUATL_CHILACACHAPA_CUETZALA_DEL_PROGRESO); NAHUATL_COATEPEC_COSTALES (NAHUATL_COATEPEC_COSTALES); NAHUATL_COATEPEC_COSTALES_TELEOLOAPAN (NAHUATL_COATEPEC_COSTALES_TELEOLOAPAN); NAHUATL_COXCATLAN (NAHUATL_COXCATLAN); NAHUATL_CUACUILA_HUAUCHINANGO (NAHUATL_CUACUILA_HUAUCHINANGO); NAHUATL_CUENTEPEC_TEMIXCO (NAHUATL_CUENTEPEC_TEMIXCO); NAHUATL_DEL_NORTE_DEL_ESTADO_DE_PUEBLA (NAHUATL_DEL_NORTE_DEL_ESTADO_DE_PUEBLA); NAHUATL_HUATLATLAUCA (NAHUATL_HUATLATLAUCA); NAHUATL_HUITZILTEPEC_ZUMPANGO_DEL_RIO (NAHUATL_HUITZILTEPEC_ZUMPANGO_DEL_RIO); NAHUATL_MECAYAPAN (NAHUATL_MECAYAPAN); NAHUATL_PAJAPAN (NAHUATL_PAJAPAN); NAHUATL_POMARO_AQUILA (NAHUATL_POMARO_AQUILA); NAHUATL_RAFAEL_DELGADO (NAHUATL_RAFAEL_DELGADO); NAHUATL_SAN_AGUSTIN_DE_BUENAVENTURA (NAHUATL_SAN_AGUSTIN_DE_BUENAVENTURA); NAHUATL_SAN_AGUSTIN_OAPAN (NAHUATL_SAN_AGUSTIN_OAPAN); NAHUATL_SAN_BERNARDINO_TEOTITLAN_DEL_CAMINO (NAHUATL_SAN_BERNARDINO_TEOTITLAN_DEL_CAMINO); NAHUATL_SAN_JOSE_MIAHUATLAN (NAHUATL_SAN_JOSE_MIAHUATLAN); NAHUATL_SAN_MIGUEL_AYOTLA (NAHUATL_SAN_MIGUEL_AYOTLA); NAHUATL_SAN_PABLO_ZOQUITLAN (NAHUATL_SAN_PABLO_ZOQUITLAN); NAHUATL_SAN_PEDRO_TLALCUAPAN_SANTA_ANA_CHIAUTEMPAN (NAHUATL_SAN_PEDRO_TLALCUAPAN_SANTA_ANA_CHIAUTEMPAN); NAHUATL_SIERRA_DE_ZACAPOAXTLA (NAHUATL_SIERRA_DE_ZACAPOAXTLA); NAHUATL_STA_MA_COAPAN (NAHUATL_STA_MA_COAPAN); NAHUATL_TEPOTZTLAN (NAHUATL_TEPOTZTLAN); NAHUATL_XILOCUAUTLA_HUAUCHINANGO (NAHUATL_XILOCUAUTLA_HUAUCHINANGO); NAHUATL_ZITLALA (NAHUATL_ZITLALA); PIPIL (PIPIL); POCHUTLA_NAHUATL (POCHUTLA_NAHUATL); TABASCO_NAHUATL_CUPILCO (TABASCO_NAHUATL_CUPILCO); TETELCINGO_NAHUATL (TETELCINGO_NAHUATL)
1051,Religion at Tell el-Dab'a (ancient Avaris) in Ancient Egypt,Canaanite,cana1267,4,BIBLICAL_HEBREW (BIBLICAL_HEBREW); HEBREW (HEBREW); PHOENICIAN (PHOENICIAN); UGARITIC (UGARITIC)
1083,Drukpa Kagyü School (Bhutan),Classical Tibetan,clas1254,0,
869,Sichuan Esoteric Buddhist Cult,Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
1044,Han Imperial Cult under Emperor Wu,Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
1060,The Taizhou Movement,Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
1134,Tiantai,Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
1154,The Cult of the Fox,Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
1172,Twofold Mystery (Chongxuan 重玄),Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
1241,Taiping 太平 Movement,Classical-Middle-Modern Sinitic,clas1255,9,CANTONESE (CANTONESE); DUNGAN (DUNGAN); HAKKA (HAKKA); KUNMING_MANDARIN (KUNMING_MANDARIN); MANDARIN (MANDARIN); MANDARIN_2 (MANDARIN_2); MIDDLE_CHINESE (MIDDLE_CHINESE); SUZHOU_WU (SUZHOU_WU); XIANG (XIANG)
