ID,Name,Glottocode,Glottolog_Name,Family,classification_wals,classification_ethnologue,classification_glottolog
MA_2,MA_2,made1252,Ma (Democratic Republic of Congo),Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Mba","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,UbangiKa,Mbaic"
MA_MANDA,MA_MANDA,sauk1252,Ma Manda,Nuclear Trans New Guinea,TNG.FINISTERRE,"Trans-NewGuinea,Finisterre-Huon,Finisterre,Erap","NuclearTransNewGuinea,Finisterre-Huon,Finisterre-Saruwaged,Erap,Sauk-Nimi"
MA_MANDA_2,MA_MANDA_2,sauk1252,Ma Manda,Nuclear Trans New Guinea,TNG.FINISTERRE,"Trans-NewGuinea,Finisterre-Huon,Finisterre,Erap","NuclearTransNewGuinea,Finisterre-Huon,Finisterre-Saruwaged,Erap,Sauk-Nimi"
MBA,MBA,mbaa1245,Mba,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Mba","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,UbangiKa,Mbaic,Ndunga-Mba-Dongo,Ndunga-Mba"
MBABARAM,MBABARAM,mbab1239,Mbabaram,Pama-Nyungan,PN.NORTHERN_PAMA-NYUNGAN,"Australian,Pama-Nyungan,Paman,SouthernPama","Pama-Nyungan,Paman,FinasleighPama"
MBAELELEA,MBAELELEA,bael1237,Baelelea,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,SoutheastSolomonic,Malaita-SanCristobal,Malaita,Northern","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SoutheastSolomonic,Longgu-Malaita-Makira,Malaita-Makira,Malaita,Central-NorthernMalaita,NorthMalaitan"
MBAENGGUU,MBAENGGUU,baeg1237,Baeggu,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,SoutheastSolomonic,Malaita-SanCristobal,Malaita,Northern","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SoutheastSolomonic,Longgu-Malaita-Makira,Malaita-Makira,Malaita,Central-NorthernMalaita,NorthMalaitan"
MBAHAM,MBAHAM,baha1258,Baham,West Bomberai,GWB.WestBomberai,"Trans-NewGuinea,West,WestBomberai,WestBomberaiProper","WestBomberai,NuclearWestBomberai"
MBALA,MBALA,mbal1257,Mbala,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Mbala-Hunganna(H.41)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,NorthernNjila,Mbala-Holu-Sondi(K.10),Mbala-Sondi"
MBALANGWE,MBALANGWE,subi1246,Subiya,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,K,Subiya-Totela(K.42)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Botatwe,WesternBotatwe,Machili"
MBALANHU,MBALANHU,mbal1255,Central Wambo,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,R,Wambo(R.214)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,SouthernNjila,Kunene,Cimbebasia,Ndonga(R.20)"
MBALA_2,MBALA_2,mbal1257,Mbala,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Mbala-Hunganna(H.41)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,NorthernNjila,Mbala-Holu-Sondi(K.10),Mbala-Sondi"
MBALA_3,MBALA_3,mbal1257,Mbala,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Mbala-Hunganna(H.41)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,NorthernNjila,Mbala-Holu-Sondi(K.10),Mbala-Sondi"
MBALA_4,MBALA_4,mbal1257,Mbala,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Mbala-Hunganna(H.41)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,NorthernNjila,Mbala-Holu-Sondi(K.10),Mbala-Sondi"
MBALA_5,MBALA_5,mbal1257,Mbala,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Mbala-Hunganna(H.41)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,NorthernNjila,Mbala-Holu-Sondi(K.10),Mbala-Sondi"
MBALA_6,MBALA_6,mbal1257,Mbala,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Mbala-Hunganna(H.41)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,NorthernNjila,Mbala-Holu-Sondi(K.10),Mbala-Sondi"
MBAMA,MBAMA,omba1241,Ombamba-Congo,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Mbete(B.62)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,MoyenKasai-Ngounie,InteriorKasai-Ngounie,WestKasai-Ngounie,NorthwestKasai-Ngounie,Mbere(B.60),Tsitsekeic,Lekaningic,Mbere-Mbamba"
MBAMBA_1,MBAMBA_1,omba1241,Ombamba-Congo,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Mbete(B.62)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,MoyenKasai-Ngounie,InteriorKasai-Ngounie,WestKasai-Ngounie,NorthwestKasai-Ngounie,Mbere(B.60),Tsitsekeic,Lekaningic,Mbere-Mbamba"
MBAMBA_2,MBAMBA_2,omba1241,Ombamba-Congo,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Mbete(B.62)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,MoyenKasai-Ngounie,InteriorKasai-Ngounie,WestKasai-Ngounie,NorthwestKasai-Ngounie,Mbere(B.60),Tsitsekeic,Lekaningic,Mbere-Mbamba"
MBAMBA_LIWEME,MBAMBA_LIWEME,omba1241,Ombamba-Congo,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Mbete(B.62)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,MoyenKasai-Ngounie,InteriorKasai-Ngounie,WestKasai-Ngounie,NorthwestKasai-Ngounie,Mbere(B.60),Tsitsekeic,Lekaningic,Mbere-Mbamba"
MBAMBA_SIBITI,MBAMBA_SIBITI,omba1241,Ombamba-Congo,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Mbete(B.62)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,MoyenKasai-Ngounie,InteriorKasai-Ngounie,WestKasai-Ngounie,NorthwestKasai-Ngounie,Mbere(B.60),Tsitsekeic,Lekaningic,Mbere-Mbamba"
MBANGALA,MBANGALA,mban1264,Mbangala,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Yaka(H.34)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,NorthernNjila,Mbala-Holu-Sondi(K.10),Holu(K.10),Pheende-Kwezo"
MBANGALA_2,MBANGALA_2,mban1264,Mbangala,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Yaka(H.34)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,Njila,NorthernNjila,Mbala-Holu-Sondi(K.10),Holu(K.10),Pheende-Kwezo"
MBANGWE,MBANGWE,mban1268,Mbangwe,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Kele(B.23)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Ngomic,NuclearNgomic"
MBANGWE_2,MBANGWE_2,mban1268,Mbangwe,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Kele(B.23)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Ngomic,NuclearNgomic"
MBANIATA,MBANIATA,touo1238,Touo,Touo,SoP.TOUO,CentralSolomons,Touo
MBANIATA_2,MBANIATA_2,touo1238,Touo,Touo,SoP.TOUO,CentralSolomons,Touo
MBANJA,MBANJA,mban1263,Mbandja,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Banda,Southern","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,UbangiKa,Bandaic,NuclearBandaic,SouthwestBandaic,CentralNorthWestBandaic"
MBANUA,MBANUA,natu1246,Natügu,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Temotu,Reefs-SantaCruz","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Temotu,Reefs-SantaCruz,Natugu-Nalogo"
MBANYO,MBANYO,nalo1235,Nalögo,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Temotu,Reefs-SantaCruz","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Temotu,Reefs-SantaCruz,Natugu-Nalogo"
MBANZA,MBANZA,mban1263,Mbandja,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Banda,Southern","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,UbangiKa,Bandaic,NuclearBandaic,SouthwestBandaic,CentralNorthWestBandaic"
MBANZA_2,MBANZA_2,mban1263,Mbandja,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Banda,Southern","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,UbangiKa,Bandaic,NuclearBandaic,SouthwestBandaic,CentralNorthWestBandaic"
MBANZA_3,MBANZA_3,mban1263,Mbandja,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Banda,Southern","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,UbangiKa,Bandaic,NuclearBandaic,SouthwestBandaic,CentralNorthWestBandaic"
MBANZA_BOMITABA,MBANZA_BOMITABA,bomi1238,Bomitaba,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngondi(C.14)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Likouala-Sangha,Impfondoic"
MBARA,MBARA,mbar1260,Mbara (Chad),Afro-Asiatic,AA.BIU-MANDARA,"Afro-Asiatic,Chadic,Biu-Mandara,B,B.2","Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Musguic,Musgu-Mbara"
MBARA_2,MBARA_2,mbar1260,Mbara (Chad),Afro-Asiatic,AA.BIU-MANDARA,"Afro-Asiatic,Chadic,Biu-Mandara,B,B.2","Afro-Asiatic,Chadic,Biu-Mandara,NorthBiu-Mandara,Musguic,Musgu-Mbara"
MBAREKE,MBAREKE,vang1243,Vangunu,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceanic,MesoMelanesian,NewIreland,SouthNewIreland-NorthwestSolomonic,NewGeorgia,East","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,MesoMelanesianlinkage,NewIreland-NorthwestSolomoniclinkage,StGeorgelinkage,NorthwestSolomonic,NewGeorgia,EastNewGeorgia,Marovo-Vangunu"
MBATO,MBATO,mbat1247,Mbato,Atlantic-Congo,NC.POTOU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kwa,Nyo,Potou-Tano,Potou","Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Nyo,Potou-Tano,Potou"
MBAY,MBAY,mbay1241,Mbay,Central Sudanic,CSu.BONGO-BAGIRMI,"Nilo-Saharan,Satellite-Core,Satellites,CentralSudanic,West,Bongo-Bagirmi,Sara-Bagirmi,Sara,SaraProper","CentralSudanic,Sara-Bongo-Bagirmi,SBBOccidental,NuclearSBBOccidental,Saraic,SaraCentral,SaraCentralLogone-Chari,Sido"
MBAY_2,MBAY_2,mbay1241,Mbay,Central Sudanic,CSu.BONGO-BAGIRMI,"Nilo-Saharan,Satellite-Core,Satellites,CentralSudanic,West,Bongo-Bagirmi,Sara-Bagirmi,Sara,SaraProper","CentralSudanic,Sara-Bongo-Bagirmi,SBBOccidental,NuclearSBBOccidental,Saraic,SaraCentral,SaraCentralLogone-Chari,Sido"
MBA_2,MBA_2,mbaa1245,Mba,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Mba","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,UbangiKa,Mbaic,Ndunga-Mba-Dongo,Ndunga-Mba"
MBA_NDUNGA_LE,MBA_NDUNGA_LE,ndun1249,Ndunga,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Sere-Ngbaka-Mba,Ngbaka-Mba,Mba","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,UbangiKa,Mbaic,Ndunga-Mba-Dongo,Ndunga-Mba"
MBE,MBE,mbee1249,Mbe,Atlantic-Congo,NC.EKOID-MBE,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Mbe","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Ekoid-Mbe"
MBEDAM,MBEDAM,mbed1242,Mbedam,Afro-Asiatic,AA.BIU-MANDARA,"Afro-Asiatic,Chadic,Biu-Mandara,A,A.7","Afro-Asiatic,Chadic,Biu-Mandara,SouthBiu-Mandara,Dabaic"
MBEDE,MBEDE,mber1257,Mbere-Mbamba,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Mbete(B.61)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,MoyenKasai-Ngounie,InteriorKasai-Ngounie,WestKasai-Ngounie,NorthwestKasai-Ngounie,Mbere(B.60),Tsitsekeic,Lekaningic"
MBEDE_2,MBEDE_2,mber1257,Mbere-Mbamba,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Mbete(B.61)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,MoyenKasai-Ngounie,InteriorKasai-Ngounie,WestKasai-Ngounie,NorthwestKasai-Ngounie,Mbere(B.60),Tsitsekeic,Lekaningic"
MBELIME,MBELIME,mbel1240,Mbelime,Atlantic-Congo,NC.OTI-VOLTA,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Gur,Central,Northern,Oti-Volta,Eastern","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,NorthernCentralGur,Bwamu-Oti-Volta,Oti-Volta,NuclearOti-Volta,Oti-VoltaOriental,Waama-Tayari-Ditammari,Tayari-Ditammari,Ditammaric"
MBEMBE,MBEMBE,cros1244,Cross River Mbembe,Atlantic-Congo,NC.UPPER_CROSS,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,CrossRiver,DeltaCross,UpperCross,Central,East-West,Mbembe-Legbo,Mbembe","Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,UpperCross,CentralUpperCross,East-WestCentralDeltaCross,Mbembe-Legbo"
MBERE,MBERE,mber1257,Mbere-Mbamba,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,B,Mbete(B.61)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,MoyenKasai-Ngounie,InteriorKasai-Ngounie,WestKasai-Ngounie,NorthwestKasai-Ngounie,Mbere(B.60),Tsitsekeic,Lekaningic"
MBERE_2,MBERE_2,band1342,Banda-Mbrès,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Banda,Central,CentralCore,Banda-Mbres","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,UbangiKa,Bandaic,NuclearBandaic,CentralBandaic,CoreCentralBandaic"
MBESA,MBESA,mbes1238,Mbesa,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Soko-Kele(C.51)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,InnerBasinBantu,Keleic"
MBIRAO,MBIRAO,bira1254,Birao,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,SoutheastSolomonic,Gela-Guadalcanal,Guadalcanal","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SoutheastSolomonic,Guadalcanal-Nggelic,SoutheastGuadalcanal"
MBO,MBO,mboc1235,Mbo (Cameroon),Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Lundu-Balong(A.15)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Lundu-Balong(A.10),GreaterManenguba,Bafaw-Balong-Manenguba,Manenguba"
MBOA,MBOA,mbon1252,Mbonga,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Jarawan,Cameroon","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Jarawan"
MBOANDEM,MBOANDEM,,,,Oth.ARTIFICIAL,Constructedlanguage,ArtificialLanguage
MBOEWE,MBOEWE,orow1242,Orowe,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NewCaledonian,Southern,South,Wailic","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian,NewCaledonian,MainlandNewCaledonian,SouthernNewCaledonian,Mid-SouthernNewCaledonian"
MBOI,MBOI,mboi1246,Mboi,Atlantic-Congo,NC.BENA-MBOI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Waja-Jen,Yungur,Mboi","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Bena-Mboi"
MBOMFOLI,MBOMFOLI,saka1287,Sakata,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bangi-Ntomba(C.34)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,Kwa-KasaiNorth,Sakata-Tiinic"
MBOMPIYA,MBOMPIYA,saka1287,Sakata,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Bangi-Ntomba(C.34)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,Kwilu-Ngounie,Kasai-Ngounie,Kwa-KasaiNorth,Sakata-Tiinic"
MBONGNO,MBONGNO,mbon1253,Mbongno,Atlantic-Congo,NC.MAMBILOID,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Northern,Mambiloid,Mambila-Konja,Magu-Kamkam-Kila","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,NorthernBantoid,Mambiloid,Nizaa-Mambila-Vute,Konja-Mambila-Vute,Mambila-Vute,Mambila-Mbongno,Mbongno-Mvano"
MBOSHI,MBOSHI,mbos1242,Mbosi,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Mboshi(C.25)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Mboshi(C.20),Koyo-Mboshi"
MBOSHI_BUNJI,MBOSHI_BUNJI,mbos1242,Mbosi,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Mboshi(C.25)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Mboshi(C.20),Koyo-Mboshi"
MBOSHI_NGOLO,MBOSHI_NGOLO,mbos1242,Mbosi,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Mboshi(C.25)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Mboshi(C.20),Koyo-Mboshi"
MBOSHI_OLEE,MBOSHI_OLEE,mbos1242,Mbosi,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Mboshi(C.25)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Mboshi(C.20),Koyo-Mboshi"
MBOSI,MBOSI,mbos1242,Mbosi,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Mboshi(C.25)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Mboshi(C.20),Koyo-Mboshi"
MBOUA_BOMITABA,MBOUA_BOMITABA,bomi1238,Bomitaba,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngondi(C.14)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Likouala-Sangha,Impfondoic"
MBOWE,MBOWE,luya1241,Luyi,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,K,Luyana(K.31)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,GreaterLuyana,EasternGreaterLuyana"
