ID,Name,Glottocode,Glottolog_Name,Family,classification_wals,classification_ethnologue,classification_glottolog
BEDJA_BEDAWI,BEDJA_BEDAWI,beja1238,Beja,Afro-Asiatic,AA.BEJA,"Afro-Asiatic,Cushitic,North","Afro-Asiatic,Cushitic"
BEDJOND,BEDJOND,mang1398,Mango,Central Sudanic,CSu.BONGO-BAGIRMI,"Nilo-Saharan,Satellite-Core,Satellites,CentralSudanic,West,Bongo-Bagirmi,Sara-Bagirmi,Sara,SaraProper","CentralSudanic,Sara-Bongo-Bagirmi,SBBOccidental,NuclearSBBOccidental,Saraic,SaraCentral,SaraCentralLogone-Chari,Bediondo"
BEELE,BEELE,beel1236,Beele,Afro-Asiatic,AA.WEST_CHADIC,"Afro-Asiatic,Chadic,West,A,A.2,Bole,BoleProper","Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.2,Boleic,NuclearBoleic,Galambu-Bele,Kirfi-Bele,Ngamo-Bele,Bolanci-Bele"
BEEMBE,BEEMBE,beem1239,Beembe,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Kikongo(H.11)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,KLCExtended,KikongoLanguageCluster,NuclearKLC,Kikongoic"
BEEZEN,BEEZEN,beez1238,Beezen,Atlantic-Congo,NC.BENUE-CONGO_PLATEAU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Jukunoid,Yukuben-Kuteb","Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,Yukubenic,Akum-Beezen,Beezen-Baazem"
BEGBERE_EJAR,BEGBERE_EJAR,begb1241,Begbere-Ejar,Atlantic-Congo,NC.BENUE-CONGO_PLATEAU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Plateau,Western,Northwestern,Koro","Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,West-CentralBenue-CongoPlateau,NorthwesternBenue-CongoPlateau,Koroic,Tinoric"
BEGBERE_EJAR_2,BEGBERE_EJAR_2,begb1241,Begbere-Ejar,Atlantic-Congo,NC.BENUE-CONGO_PLATEAU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Plateau,Western,Northwestern,Koro","Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,West-CentralBenue-CongoPlateau,NorthwesternBenue-CongoPlateau,Koroic,Tinoric"
BEHDINI,BEHDINI,nort2641,Northern Kurdish,Indo-European,IE.IRANIAN,"Indo-European,Indo-Iranian,Iranian,Western,Northwestern,Kurdish","Indo-European,ClassicalIndo-European,Indo-Iranian,Iranian,CentralIranianPBS,CentralIranianPB,NorthwesternIranian,Laki-Kurdish,Kurdish"
BEIYA,BEIYA,gimn1238,Gimnime,Atlantic-Congo,NC.SAMBA-DURU,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Leko-Nimbari,Duru,Voko-Dowayo,Vere-Dowayo,Vere-Gimme,Gimme","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,CentralAdamawa,Samba-Duru,NorthernSamba-Duru,Vere-Gimme,KomaAlantika"
BEJA,BEJA,beja1238,Beja,Afro-Asiatic,AA.BEJA,"Afro-Asiatic,Cushitic,North","Afro-Asiatic,Cushitic"
BEJA_2,BEJA_2,beja1238,Beja,Afro-Asiatic,AA.BEJA,"Afro-Asiatic,Cushitic,North","Afro-Asiatic,Cushitic"
BEJOND,BEJOND,bedj1245,Nangnda,Central Sudanic,CSu.BONGO-BAGIRMI,"Nilo-Saharan,Satellite-Core,Satellites,CentralSudanic,West,Bongo-Bagirmi,Sara-Bagirmi,Sara,SaraProper","CentralSudanic,Sara-Bongo-Bagirmi,SBBOccidental,NuclearSBBOccidental,Saraic,SaraCentral,SaraCentralLogone-Chari,Bediondo"
BEKATI,BEKATI,beka1241,Riuk Bekati',Austronesian,An.LAND_DAYAK,"Austronesian,Malayo-Polynesian,LandDayak,Bakati'","Austronesian,Malayo-Polynesian,LandDayak,Benyadu-Bekati,Bakati'"
BEKWARRA,BEKWARRA,bekw1241,Bekwarra,Atlantic-Congo,NC.BENDIC,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,CrossRiver,Bendi","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Bendic"
BEKWEL,BEKWEL,bekw1242,Bekwil,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Makaa-Njem(A.85)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Makaa-Kako(A.80-90),Makaa-Njem(A.80),Mpoic"
BEKWEL_2,BEKWEL_2,bekw1242,Bekwil,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Makaa-Njem(A.85)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Makaa-Kako(A.80-90),Makaa-Njem(A.80),Mpoic"
BEKWEL_3,BEKWEL_3,bekw1242,Bekwil,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Makaa-Njem(A.85)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Makaa-Kako(A.80-90),Makaa-Njem(A.80),Mpoic"
BEKWEL_4,BEKWEL_4,bekw1242,Bekwil,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Makaa-Njem(A.85)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Makaa-Kako(A.80-90),Makaa-Njem(A.80),Mpoic"
BEKWIL,BEKWIL,bekw1242,Bekwil,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Makaa-Njem(A.85)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Makaa-Kako(A.80-90),Makaa-Njem(A.80),Mpoic"
BELAIT,BELAIT,bela1260,Lemeting,Austronesian,An.NORTH_BORNEO,"Austronesian,Malayo-Polynesian,NorthBorneo,NorthSarawakan,Berawan-LowerBaram,LowerBaram,Central,A","Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan,Berawan-LowerBaram,LowerBaram,CentralLowerBaramA"
BELALAU_LAMPUNG_API,BELALAU_LAMPUNG_API,lamp1243,Lampung Api,Austronesian,An.LAMPUNGIC,"Austronesian,Malayo-Polynesian,Lampung","Austronesian,Malayo-Polynesian,Lampungic,Pesisir"
BELANDA_BOR,BELANDA_BOR,bela1256,Belanda Bor,Nilotic,ESu.WESTERN_NILOTIC,"Nilo-Saharan,Satellite-Core,Core,EasternSudanic,Southern(nlanguages),Nilotic,Western,Luo,Northern,Bor","Nilotic,WesternNilotic,Lwoo,NorthernLwoo"
BELANDA_VIRI,BELANDA_VIRI,bela1255,Belanda Viri,Atlantic-Congo,NC.UBANGI,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Ubangi,Sere-Ngbaka-Mba,Sere,Sere-Bviri,Bai-Viri","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Cameroun-Ubangian,Ubangi,UbangiKa,Sereic,Sere-Indri,Ndogoic,Bai-Viri"
BELARUSIAN,BELARUSIAN,bela1254,Belarusian,Indo-European,IE.SLAVIC,"Indo-European,Balto-Slavic,Slavic,East","Indo-European,ClassicalIndo-European,Balto-Slavic,Slavic,EastSlavic"
BELARUSIAN_2,BELARUSIAN_2,bela1254,Belarusian,Indo-European,IE.SLAVIC,"Indo-European,Balto-Slavic,Slavic,East","Indo-European,ClassicalIndo-European,Balto-Slavic,Slavic,EastSlavic"
BELEP,BELEP,nyal1254,Belep,Austronesian,An.OCEANIC,"Austronesian,Malayo-Polynesian,Central-EasternMalayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Central-EasternOceanic,RemoteOceanic,NewCaledonian,Northern,ExtremeNorthern","Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian,NewCaledonian,MainlandNewCaledonian,NorthernNewCaledonian,ExtremeNorthernNewCaledonian,Nyalayu"
BELHARE,BELHARE,belh1239,Belhariya,Sino-Tibetan,ST.HIMALAYISH,"Sino-Tibetan,Tibeto-Burman,WesternTibeto-Burman,Himalayan,Kiranti,Eastern","Sino-Tibetan,Himalayish,Mahakiranti,Kiranti,EasternKiranti,Tamar,Yakkha-Athpariyic,Athpariyic"
BELI,BELI,beli1258,Beli (Papua New Guinea),Nuclear Torricelli,Tor.MAIMAI,"Torricelli,Maimai,Beli",NuclearTorricelli
BELIZE_KRIOL_ENGLISH,BELIZE_KRIOL_ENGLISH,beli1260,Belize Kriol English,Indo-European,Oth.CREOLES_AND_PIDGINS,"Creole,Englishbased,Atlantic,Western","Indo-European,ClassicalIndo-European,Germanic,NorthwestGermanic,WestGermanic,NorthSeaGermanic,Anglo-Frisian,Anglic,LaterAnglic,Middle-ModernEnglish,Macro-English,GuineaCoastCreoleEnglish,CaribbeanEnglishCreole,WesternCaribbeanCreole,MiskitoicCreoleEnglish,Belize-MiskitoCreoleEnglish"
BELLA_COOLA,BELLA_COOLA,bell1243,Bella Coola,Salishan,Sal.BELLA_COOLA,Salish,Salishan
BELNENG,BELNENG,beln1234,Belneng,Afro-Asiatic,AA.WEST_CHADIC,"Afro-Asiatic,Chadic,West,A,A.3,AngasProper,1","Afro-Asiatic,Chadic,WestChadic,WestChadicA,WestChadicA.2-3,WestChadicA.3"
BELOGORNOJE,BELOGORNOJE,russ1263,Russian,Indo-European,IE.SLAVIC,"Indo-European,Balto-Slavic,Slavic,East","Indo-European,ClassicalIndo-European,Balto-Slavic,Slavic,EastSlavic"
BEMAL,BEMAL,kein1239,Kein,Nuclear Trans New Guinea,TNG.MABUSO,"Trans-NewGuinea,Madang,Croisilles,Kokon","NuclearTransNewGuinea,Madang,Croisilles,Mabuso,Kokon"
BEMBA,BEMBA,bemb1257,Bemba (Zambia),Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,M,Bemba(M.42)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Sabi,Malungu-CentralSabi,CentralSabi,Bemba(M.40)"
BEMBA_1,BEMBA_1,bemb1257,Bemba (Zambia),Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,M,Bemba(M.42)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Sabi,Malungu-CentralSabi,CentralSabi,Bemba(M.40)"
BEMBA_2,BEMBA_2,bemb1257,Bemba (Zambia),Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,M,Bemba(M.42)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Sabi,Malungu-CentralSabi,CentralSabi,Bemba(M.40)"
BEMBE,BEMBE,beem1239,Beembe,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Kikongo(H.11)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,KLCExtended,KikongoLanguageCluster,NuclearKLC,Kikongoic"
BEMBE_2,BEMBE_2,beem1239,Beembe,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Kikongo(H.11)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,KLCExtended,KikongoLanguageCluster,NuclearKLC,Kikongoic"
BEMBE_3,BEMBE_3,beem1239,Beembe,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,H,Kikongo(H.11)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,West-CoastalBantu,Nzadic,Lweric,Dingic,Loange-Atlantic,KLCExtended,KikongoLanguageCluster,NuclearKLC,Kikongoic"
BEMBE_BMB,BEMBE_BMB,bemb1255,Bembe,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,D,Bembe-Buyi(D.54)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,GreaterLega,Bembe-Buyu"
BEMBE_BMB_2,BEMBE_BMB_2,bemb1255,Bembe,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,D,Bembe-Buyi(D.54)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,GreaterLega,Bembe-Buyu"
BENA,BENA,bena1262,Bena (Tanzania),Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,G,Bena-Kinga(G.63)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,SouthernTanzaniaHighlandsBantu,Bena-Hehe"
BENABENA,BENABENA,bena1264,Benabena,Nuclear Trans New Guinea,TNG.SIANE-YAGARIA,"Trans-NewGuinea,Kainantu-Goroka,Gorokan,Gahuku-Benabena","NuclearTransNewGuinea,Kainantu-Goroka,Goroka,NuclearGoroka,Siane-Yagaria"
BENABENA_2,BENABENA_2,bena1264,Benabena,Nuclear Trans New Guinea,TNG.SIANE-YAGARIA,"Trans-NewGuinea,Kainantu-Goroka,Gorokan,Gahuku-Benabena","NuclearTransNewGuinea,Kainantu-Goroka,Goroka,NuclearGoroka,Siane-Yagaria"
BENARAF,BENARAF,bone1255,Bonerif,Tor-Orya,TKw.TOR-ORYA,"Tor-Kwerba,Orya-Tor,Tor","Tor-Orya,Tor,CoastalTor"
BENA_2,BENA_2,bena1262,Bena (Tanzania),Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,G,Bena-Kinga(G.63)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,SouthernTanzaniaHighlandsBantu,Bena-Hehe"
BENCHO,BENCHO,benc1235,Bench,Ta-Ne-Omotic,AA.TA-NE-OMOTIC,"Afro-Asiatic,Omotic,North,Gonga-Gimojan,Gimojan,Ometo-Gimira,Gimira",Ta-Ne-Omotic
BENDE,BENDE,bend1258,Bende,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,F,Tongwe-Bende(F.12)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,UnclassifiedNortheastSavannaBantu,Bende-Tongwe"
BENDEGHE,BENDEGHE,ejag1239,Ejagham,Atlantic-Congo,NC.EKOID-MBE,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Ekoid","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Ekoid-Mbe,Ekoid,Bakor-Ejagham"
BENDEGHE_2,BENDEGHE_2,ejag1239,Ejagham,Atlantic-Congo,NC.EKOID-MBE,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,Ekoid","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Ekoid-Mbe,Ekoid,Bakor-Ejagham"
BENDE_2,BENDE_2,bend1258,Bende,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Central,F,Tongwe-Bende(F.12)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,UnclassifiedNortheastSavannaBantu,Bende-Tongwe"
BENDI,BENDI,bend1260,Bendi,Central Sudanic,CSu.MANGBUTU-EFE,"Nilo-Saharan,Satellite-Core,Satellites,CentralSudanic,East,Mangbutu-Efe","CentralSudanic,Membi-Mangbutu-Efe,Mangbutu-Efe,Leseic"
BENERAF,BENERAF,bone1255,Bonerif,Tor-Orya,TKw.TOR-ORYA,"Tor-Kwerba,Orya-Tor,Tor","Tor-Orya,Tor,CoastalTor"
BENE_BOMITABA,BENE_BOMITABA,bomi1238,Bomitaba,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngondi(C.14)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Likouala-Sangha,Impfondoic"
BENG,BENG,beng1286,Beng,Mande,Man.EASTERN_MANDE,"Niger-Congo,Mande,Eastern,Southeastern,Nwa-Ben,Ben-Gban","Mande,EasternMande,SoutheasternMande,Nwa-Ben,Ben-Gban,Bengic"
BENGA,BENGA,beng1282,Benga,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bubi-Benga(A.34)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Sawabantu,Bengaic"
BENGALI,BENGALI,beng1280,Bengali,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Bengali-Assamese","Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,Indo-AryanEasternzone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Gauda-Banga"
BENGALI_2,BENGALI_2,beng1280,Bengali,Indo-European,IE.INDIC,"Indo-European,Indo-Iranian,Indo-Aryan,OuterLanguages,Eastern,Bengali-Assamese","Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,Indo-AryanEasternzone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Gauda-Banga"
BENGA_2,BENGA_2,beng1282,Benga,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,A,Bubi-Benga(A.34)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,BantuA-B10-B20-B30,Sawabantu,Bengaic"
BENGE_BATI,BENGE_BATI,bwaa1238,Bwa,Atlantic-Congo,NC.BANTU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,Southern,NarrowBantu,Northwest,C,Ngombe(C.44)","Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Ngiri,NgiriTerrien,Ngombe-Ababuan,Ababuan,OldBomokandian,MiddleBomokandian,LateBomokandian,Pagabeteic"
BENGNI,BENGNI,bori1243,Bori-Karko,Sino-Tibetan,ST.TANI,"Sino-Tibetan,Tibeto-Burman,CentralTibeto-Burman,Tani","Sino-Tibetan,Macro-Tani,Tani,EasternTani"
BENI_SNOUS_WESTERN_ALGERIAN_BERBER,BENI_SNOUS_WESTERN_ALGERIAN_BERBER,tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Afro-Asiatic,AA.BERBER,"Afro-Asiatic,Berber,Northern,Zenati,Riff","Afro-Asiatic,Berber,GreaterZenatic,Zenatic"
BENYADU,BENYADU,beny1237,Benyadu',Austronesian,An.LAND_DAYAK,"Austronesian,Malayo-Polynesian,LandDayak","Austronesian,Malayo-Polynesian,LandDayak,Benyadu-Bekati"
BEN_LOMOND_CAPE_PORTLAND,BEN_LOMOND_CAPE_PORTLAND,benl1235,Ben-Lomond-Cape-Portland,North-Eastern Tasmanian,NET.North-EasternTasmanian,Languageisolate_xpb,North-EasternTasmanian
BEN_TEY_DOGON,BEN_TEY_DOGON,bent1238,Ben Tey Dogon,Dogon,Dog.DOGON,"Niger-Congo,Atlantic-Congo,Volta-Congo,Dogon","Dogon,NanganDogon"
BEOTHUK,BEOTHUK,beot1247,Beothuk,Beothuk,Beo.BEOTHUK,Unclassified_bue,Beothuk
BEPOUR,BEPOUR,bepo1240,Bepour,Nuclear Trans New Guinea,TNG.NORTH_ADELBERT,"Trans-NewGuinea,Madang,Croisilles,NorthernAdelbert,Kumil-Tibor,Kumil","NuclearTransNewGuinea,Madang,Croisilles,GreaterNorthernAdelbert,NorthernAdelbert,Kumil-Tibor,Kumil"
BERBICE_DUTCH_CREOLE,BERBICE_DUTCH_CREOLE,berb1259,Berbice Creole Dutch,Indo-European,Oth.CREOLES_AND_PIDGINS,"Creole,Dutchbased","Indo-European,ClassicalIndo-European,Germanic,NorthwestGermanic,WestGermanic,Macro-Dutch,Middle-ModernDutch,ModernDutch,SouthwesternDutch,Zeeuwic"
BERIA,BERIA,zagh1240,Beria,Saharan,Sah.EASTERN_SAHARAN,"Nilo-Saharan,Saharan,Eastern","Saharan,EasternSaharan"
BERIK_2,BERIK_2,beri1254,Berik,Tor-Orya,TKw.TOR-ORYA,"Tor-Kwerba,Orya-Tor,Tor","Tor-Orya,Tor"
BERIK_3,BERIK_3,beri1254,Berik,Tor-Orya,TKw.TOR-ORYA,"Tor-Kwerba,Orya-Tor,Tor","Tor-Orya,Tor"
BERINOMO,BERINOMO,beri1253,Berinomo,Sepik,Sep.SEPIK_HILL,"Sepik,SepikHill,Bahinemo","Sepik,SepikHill,Central-EasternSepikHill,CentralSepikHill,Bahinemic"
BERNESE_GERMAN,BERNESE_GERMAN,swis1247,Central Alemannic,Indo-European,IE.GERMANIC,"Indo-European,Germanic,West,HighGerman,German,UpperGerman,Alemannic","Indo-European,ClassicalIndo-European,Germanic,NorthwestGermanic,WestGermanic,HighGerman,UpperGerman,Middle-ModernHighGerman,ModernHighGerman,Alemannic,SouthAlemannic"
BEROM_F,BEROM_F,bero1242,Berom,Atlantic-Congo,NC.BENUE-CONGO_PLATEAU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Plateau,Beromic","Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,Beromic,Iten-Cara-Berom,Cara-Berom"
BEROM_R,BEROM_R,bero1242,Berom,Atlantic-Congo,NC.BENUE-CONGO_PLATEAU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo,Plateau,Beromic","Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,Beromic,Iten-Cara-Berom,Cara-Berom"
BERTA,BERTA,bert1248,Berta,Berta,Ber.BERTA,"Nilo-Saharan,Satellite-Core,Satellites",Berta
BERTI,BERTI,bert1249,Berti,Saharan,Sah.EASTERN_SAHARAN,"Nilo-Saharan,Saharan,Eastern","Saharan,EasternSaharan"
BESEMAH,BESEMAH,cent2053,South Barisan Malay,Austronesian,An.MALAYO-SUMBAWAN,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,Malay","Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,NuclearMalayic,SouthSumatraMalay"
BESME,BESME,besm1235,Besme,Atlantic-Congo,NC.KIM,"Niger-Congo,Atlantic-Congo,Volta-Congo,North,Adamawa-Ubangi,Adamawa,Mbum-Day,Kim","Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Bua-Kim-Day,Kim-Besme-Goundo"
BETAF,BETAF,beta1253,Betaf,Tor-Orya,TKw.TOR-ORYA,"Tor-Kwerba,Orya-Tor,Tor","Tor-Orya,Tor,CoastalTor,Betaf-Vitou"
BETAWI,BETAWI,beta1252,Betawi,Austronesian,Oth.CREOLES_AND_PIDGINS,"Creole,Malaybased","Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,NuclearMalayic,Betawic"
BETE_DALOA,BETE_DALOA,dalo1238,Daloa Bété,Kru,NC.KRU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Eastern,Bete,Western","Kru,EasternKru,Beteic,WesternBete"
BETE_DALOA_2,BETE_DALOA_2,dalo1238,Daloa Bété,Kru,NC.KRU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Eastern,Bete,Western","Kru,EasternKru,Beteic,WesternBete"
BETE_GUIBEROUA,BETE_GUIBEROUA,guib1246,Guiberoua Béte,Kru,NC.KRU,"Niger-Congo,Atlantic-Congo,Volta-Congo,Kru,Eastern,Bete,Western","Kru,EasternKru,Beteic,WesternBete"
BETOI,BETOI,,,,Bet.BETOI,Languageisolate_be0,Betoi-Jirara
BETTA_KURUMBA,BETTA_KURUMBA,bett1235,Betta Kurumba,Dravidian,Dra.DRAVIDIAN,"Dravidian,Southern,Tamil-Kannada,Tamil-Kodagu,Tamil-Malayalam,Tamil","Dravidian,SouthDravidian,SouthDravidianI,Tamil-Kannada,Badaga-Kannada,Kannadoid"
BETTA_KURUMBA_2,BETTA_KURUMBA_2,bett1235,Betta Kurumba,Dravidian,Dra.DRAVIDIAN,"Dravidian,Southern,Tamil-Kannada,Tamil-Kodagu,Tamil-Malayalam,Tamil","Dravidian,SouthDravidian,SouthDravidianI,Tamil-Kannada,Badaga-Kannada,Kannadoid"
BEZHTA,BEZHTA,bezh1248,Bezhta,Nakh-Daghestanian,NDa.AVAR-ANDIC-TSEZIC,"Nakh-Daghestanian,Tsezic,EastTsezic","Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,Tsezic,EastTsezic"
BEZHTA_2,BEZHTA_2,bezh1248,Bezhta,Nakh-Daghestanian,NDa.AVAR-ANDIC-TSEZIC,"Nakh-Daghestanian,Tsezic,EastTsezic","Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,Tsezic,EastTsezic"
