glottolog_name,Glottocode,asjp_id,tip_name
Alyawarr,alya1239,ALYAWARRA,Aus.PAMA_NYUNGAN.ALYAWARRA
Alyawarr,alya1239,ALYAWARR_ALYAWARA,Aus.PAMA_NYUNGAN.ALYAWARR_ALYAWARA
Alyawarr,alya1239,ALYAWARR_MACDONALDDOWNS_ALYAWARA,Aus.PAMA_NYUNGAN.ALYAWARR_MACDONALDDOWNS_ALYAWARA
Kaure-Narau,kaur1271,KAURE,Kau.KAURE.KAURE
Migabac,miga1241,MIGABAC,TNG.FINISTERRE_HUON.MIGABAC
Dedua,dedu1240,DEDUA,TNG.FINISTERRE_HUON.DEDUA
Kulungtfu-Yuanggeng-Tobo,kube1244,HUBE,TNG.FINISTERRE_HUON.HUBE
Mape,mape1249,MAPE,TNG.FINISTERRE_HUON.MAPE
Kâte,kate1253,KATE,TNG.FINISTERRE_HUON.KATE
Mape,mape1249,MAPE_2,TNG.FINISTERRE_HUON.MAPE_2
Ono,onoo1246,ONO,TNG.FINISTERRE_HUON.ONO
Mese,mese1244,MOMOLILI,TNG.FINISTERRE_HUON.MOMOLILI
Nabak,naba1256,NABAK,TNG.FINISTERRE_HUON.NABAK
Timbe,timb1251,TIMBE,TNG.FINISTERRE_HUON.TIMBE
Komba,komb1273,KOMBA,TNG.FINISTERRE_HUON.KOMBA
Selepet,sele1250,SELEPET,TNG.FINISTERRE_HUON.SELEPET
Borong,boro1279,BORONG,TNG.FINISTERRE_HUON.BORONG
Borong,boro1279,KOSORONG,TNG.FINISTERRE_HUON.KOSORONG
Burum-Mindik,buru1306,MINDIK,TNG.FINISTERRE_HUON.MINDIK
Burum-Mindik,buru1306,BURUM,TNG.FINISTERRE_HUON.BURUM
Burum-Mindik,buru1306,BURUM_MINDIK,TNG.FINISTERRE_HUON.BURUM_MINDIK
Iyo,iyoo1238,IYO,TNG.FINISTERRE_HUON.IYO
Rawa,rawa1267,RAWA,TNG.FINISTERRE_HUON.RAWA
Gwahatike,gwah1244,GWAHATIKE,TNG.FINISTERRE_HUON.GWAHATIKE
Muratayak,mura1271,MURATAYAK,TNG.FINISTERRE_HUON.MURATAYAK
Asaro'o,asar1240,ASARO7O,TNG.FINISTERRE_HUON.ASARO7O
Degenan,dege1247,DEGENAN,TNG.FINISTERRE_HUON.DEGENAN
Forak,fora1245,FORAK,TNG.FINISTERRE_HUON.FORAK
Nukna,nukn1238,NUKNA,TNG.FINISTERRE_HUON.NUKNA
Yau-Nungon,yaum1237,NUNGON,TNG.FINISTERRE_HUON.NUNGON
Nankina,nank1250,NANKINA,TNG.FINISTERRE_HUON.NANKINA
Yopno,yopn1238,YOPNO,TNG.FINISTERRE_HUON.YOPNO
Awara,awar1248,AWARA,TNG.FINISTERRE_HUON.AWARA
Wantoat,want1252,WANTOAT,TNG.FINISTERRE_HUON.WANTOAT
Uri,urii1240,URI_PAPUA_NEW_GUINEA,TNG.FINISTERRE_HUON.URI_PAPUA_NEW_GUINEA
Ma Manda,sauk1252,MA_MANDA,TNG.FINISTERRE_HUON.MA_MANDA
Numanggang,numa1254,NUMANGGANG,TNG.FINISTERRE_HUON.NUMANGGANG
Mungkip,mung1272,MUNGKIP,TNG.FINISTERRE_HUON.MUNGKIP
Nakama,naka1264,NAKAME,TNG.FINISTERRE_HUON.NAKAME
Nek,nekk1240,NEK,TNG.FINISTERRE_HUON.NEK
Nuk,nukk1240,NUK,TNG.FINISTERRE_HUON.NUK
Korak,kora1296,KORAK,TNG.MADANG.KORAK
Waskia,wask1241,WASKIA,TNG.MADANG.WASKIA
Kobon,kobo1249,KOBON,TNG.MADANG.KOBON
Kalam,kala1397,KALAM,TNG.MADANG.KALAM
Utarmbung,utar1238,OSUM,TNG.MADANG.OSUM
Wadaginam,wada1263,WADAGINAM,TNG.MADANG.WADAGINAM
Anamuxra,anam1248,IKUNDUN,TNG.MADANG.IKUNDUN
Moresada,more1258,MORESADA,TNG.MADANG.MORESADA
Anam,anam1247,PONDOMA,TNG.MADANG.PONDOMA
Nend,nend1239,ANGAUA,TNG.MADANG.ANGAUA
Mand,atem1241,ATEMPLE,TNG.MADANG.ATEMPLE
Kulsab,fait1240,FAITA,TNG.MADANG.FAITA
Aisi,musa1266,MUSAK,TNG.MADANG.MUSAK
Apali,apal1256,EMERUM,TNG.MADANG.EMERUM
Manat,payn1244,PAYNAMAR,TNG.MADANG.PAYNAMAR
Mum,mumm1238,KATIATI,TNG.MADANG.KATIATI
Sirva,sile1255,SILEIBI,TNG.MADANG.SILEIBI
Ganglau,gang1270,GANGLAU,TNG.MADANG.GANGLAU
Saep,saep1240,SAEP,TNG.MADANG.SAEP
Yabong,yabo1240,YABONG,TNG.MADANG.YABONG
Bongu,bong1291,BONGU,TNG.MADANG.BONGU
Anjam,anja1238,BOM,TNG.MADANG.BOM
Male (Papua New Guinea),male1291,MALE_PAPUANG,TNG.MADANG.MALE_PAPUANG
Sam,samm1244,SONGUM,TNG.MADANG.SONGUM
Kwato,kwat1244,KWATO,TNG.MADANG.KWATO
Ogea,ogea1238,ERIMA,TNG.MADANG.ERIMA
Duduela,dudu1240,DUDUELA,TNG.MADANG.DUDUELA
Uya,uyaa1238,USU,TNG.MADANG.USU
Yangulam,yang1298,YANGULAM,TNG.MADANG.YANGULAM
Sgi Bara,jili1241,JILIM,TNG.MADANG.JILIM
Rerau,rera1240,RERAU,TNG.MADANG.RERAU
Biyom,biyo1244,BIYOM,TNG.MADANG.BIYOM
Tauya,tauy1241,TAUYA,TNG.MADANG.TAUYA
Sop,sopp1247,USINO,TNG.MADANG.USINO
Sumau,suma1270,SUMAU,TNG.MADANG.SUMAU
Danaru,dana1254,DANARU,TNG.MADANG.DANARU
Urigina,urig1240,URIGINA,TNG.MADANG.URIGINA
Asas,asas1240,ASAS,TNG.MADANG.ASAS
Kou,sins1241,SINSAURU,TNG.MADANG.SINSAURU
Dumpu,dump1243,DUMPU,TNG.MADANG.DUMPU
Kesawai,kesa1244,KESAWAI,TNG.MADANG.KESAWAI
Sausi,saus1246,SAUSI,TNG.MADANG.SAUSI
Pulabu,pula1267,PULABU,TNG.MADANG.PULABU
Siroi,siro1249,SUROI,TNG.MADANG.SUROI
Lemio,lemi1243,LEMIO,TNG.MADANG.LEMIO
Arawum,araw1272,ARAWUM,TNG.MADANG.ARAWUM
Kolom,kolo1267,KOLOM,TNG.MADANG.KOLOM
Bargam,barg1252,MUGIL,TNG.MADANG.MUGIL
,,BARGAM,TNG.MADANG.BARGAM
Mala (Papua New Guinea),mala1494,PAY,TNG.MADANG.PAY
Maia,maia1254,SAKI,TNG.MADANG.SAKI
Maia,maia1254,PILA,TNG.MADANG.PILA
Miani,mian1254,TANI,TNG.MADANG.TANI
Amaimon,amai1246,AMAIMON,TNG.MADANG.AMAIMON
Gavak,dimi1244,DIMIR,TNG.MADANG.DIMIR
Manep,mala1495,MALAS,TNG.MADANG.MALAS
Usan,usan1239,WANUMA,TNG.MADANG.WANUMA
Karen,bila1257,BILAKURA,TNG.MADANG.BILAKURA
Yaben,yabe1255,YABEN,TNG.MADANG.YABEN
Parawen,para1307,PARAWEN,TNG.MADANG.PARAWEN
Ukuriguma,ukur1240,UKURIGUMA,TNG.MADANG.UKURIGUMA
Yarawata,yara1250,YARAWATA,TNG.MADANG.YARAWATA
Pal,pall1244,ABASAKUR,TNG.MADANG.ABASAKUR
Kobol,kobo1248,KOGUMAN,TNG.MADANG.KOGUMAN
Mokati,wana1269,WANAMBRE,TNG.MADANG.WANAMBRE
Kowaki,kowa1245,KOWAKI,TNG.MADANG.KOWAKI
Pamosu,pamo1253,HINIHON,TNG.MADANG.HINIHON
Mawak,mawa1266,MAWAK,TNG.MADANG.MAWAK
Hember Avu,musa1265,MUSAR,TNG.MADANG.MUSAR
Barem,brem1238,BUNABUN,TNG.MADANG.BUNABUN
Mauwake,mauw1238,ULINGAN,TNG.MADANG.ULINGAN
Bepour,bepo1240,BEPOUR,TNG.MADANG.BEPOUR
Moere,moer1240,MOERE,TNG.MADANG.MOERE
Kare (Papua New Guinea),kare1341,KARE,TNG.MADANG.KARE
Girawa,gira1247,GIRAWA,TNG.MADANG.GIRAWA
Kein,kein1239,BEMAL,TNG.MADANG.BEMAL
Munit,muni1257,MUNIT,TNG.MADANG.MUNIT
Gumalu,guma1255,GUMALU,TNG.MADANG.GUMALU
Sihan (Gum),siha1245,SIHAN,TNG.MADANG.SIHAN
Amele,amel1241,AMELE,TNG.MADANG.AMELE
Bau,bauu1244,BAU,TNG.MADANG.BAU
Isebe,iseb1246,ISEBE,TNG.MADANG.ISEBE
Panim,pani1258,PANIM,TNG.MADANG.PANIM
Wagi (Papua New Guinea),wagi1249,KAMBA,TNG.MADANG.KAMBA
Nobonob,nobo1238,GARUH,TNG.MADANG.GARUH
Rapting,rapt1240,RAPTING,TNG.MADANG.RAPTING
Garus,garu1246,GARUS,TNG.MADANG.GARUS
Rempi,remp1241,REMPI,TNG.MADANG.REMPI
Yoidik,yoid1240,YOIDIK,TNG.MADANG.YOIDIK
Mawan,mawa1267,MAWAN,TNG.MADANG.MAWAN
Baimak,baim1245,BAIMAK,TNG.MADANG.BAIMAK
Gal,gall1278,GAL,TNG.MADANG.GAL
Matepi,mate1260,MATEPI,TNG.MADANG.MATEPI
Silopi,silo1240,SILOPI,TNG.MADANG.SILOPI
Utu,utuu1240,UTU,TNG.MADANG.UTU
Nake,nake1240,NAKE,TNG.MADANG.NAKE
Bagupi,bagu1252,BAGUPI,TNG.MADANG.BAGUPI
Saruga,saru1243,SARUGA,TNG.MADANG.SARUGA
Murupi,muru1273,MURUPI,TNG.MADANG.MURUPI
Samosa,samo1306,SAMOSA,TNG.MADANG.SAMOSA
Wamas,wama1247,WAMAS,TNG.MADANG.WAMAS
Mosimo,mosi1248,MOSIMO,TNG.MADANG.MOSIMO
Buruwai,buru1308,ASIENARA,TNG.ASMAT_KAMORO.ASIENARA
North Kamrau,kamb1302,KAMBERAU,TNG.ASMAT_KAMORO.KAMBERAU
Kamoro,kamo1255,KAMORO_2,TNG.ASMAT_KAMORO.KAMORO_2
Sempan,semp1241,SEMPAN,TNG.ASMAT_KAMORO.SEMPAN
Momogo-Pupis-Irogo,nort2917,ASMATH_NORTH,TNG.ASMAT_KAMORO.ASMATH_NORTH
Citak,cita1245,CITAK,TNG.ASMAT_KAMORO.CITAK
Casuarina Coast Asmat,casu1237,CASUARINA_COAST_ASMAT,TNG.ASMAT_KAMORO.CASUARINA_COAST_ASMAT
Central Asmat,cent2117,ASMAT_CENTRAL,TNG.ASMAT_KAMORO.ASMAT_CENTRAL
Yaosakor Asmat,yaos1235,ASMAT_YAOSAKOR,TNG.ASMAT_KAMORO.ASMAT_YAOSAKOR
Korowai,koro1312,KOROWAI,TNG.AWJU_DUMUT.KOROWAI
Komyandaret,komy1238,KOMYANDARET,TNG.OK.KOMYANDARET
Tsaukambo,tsak1250,TTSAKWAMBO,TNG.OK.TTSAKWAMBO
Kombai,komb1274,KOMBAI,TNG.AWJU_DUMUT.KOMBAI
Wanggom,wang1299,WANGGOM,TNG.AWJU_DUMUT.WANGGOM
Sawi,sawi1257,SAWUJ,TNG.AWJU_DUMUT.SAWUJ
Mandobo Atas,mand1444,KAETI_DUMUT,TNG.AWJU_DUMUT.KAETI_DUMUT
Wambon,wamb1259,WAMBON,TNG.AWJU_DUMUT.WAMBON
Asue Awyu,asue1235,AWYU_ASUE,TNG.AWJU_DUMUT.AWYU_ASUE
Aghu,aghu1255,AGHU_2,TNG.AWJU_DUMUT.AGHU_2
South Awyu,sout2941,SIAGHA,TNG.AWJU_DUMUT.SIAGHA
Edera Awyu,eder1237,SJIAGHA,TNG.AWJU_DUMUT.SJIAGHA
Oksapmin,oksa1245,OKSAPMIN,Oks.OKSAPMIN.OKSAPMIN
Ngalum,ngal1298,NGALUM_2,TNG.OK.NGALUM_2
Tifal,tifa1245,TIFAL,TNG.OK.TIFAL
Telefol,tele1256,TELEFOL,TNG.OK.TELEFOL
Faiwol,faiw1243,ANGIYAKMIN_FAIWOL,TNG.OK.ANGIYAKMIN_FAIWOL
Bimin,bimi1240,BIMIN,TNG.OK.BIMIN
Mian,mian1256,MIAN,TNG.OK.MIAN
Suganga,suga1249,WAGARABAI,TNG.OK.WAGARABAI
Nakai,naka1265,NAKAI,TNG.OK.NAKAI
Tangko,tang1353,TANGKO,TNG.OK.TANGKO
,,NGALUM,TNG.OK.NGALUM
Ninggerum,ning1274,NINGGIRUM_KAWOMA,TNG.OK.NINGGIRUM_KAWOMA
South Muyu,sout2940,DIGOELEESCH,TNG.OK.DIGOELEESCH
South Muyu,sout2940,DIGUL_MUYU,TNG.OK.DIGUL_MUYU
South Muyu,sout2940,METOMKA_MUYU,TNG.OK.METOMKA_MUYU
Yonggom,yong1280,YONGGOM,TNG.OK.YONGGOM
North Muyu,nort2916,NINATIE_MUYU,TNG.OK.NINATIE_MUYU
Wahgi,nucl1620,MIDDLE_WAHGI,TNG.CHIMBU.MIDDLE_WAHGI
Melpa,melp1238,MELPA,TNG.CHIMBU.MELPA
Imbongu,imbo1238,AUA,TNG.CHIMBU.AUA
Imbongu,imbo1238,IMBONGU,TNG.CHIMBU.IMBONGU
Umbu-Ungu,umbu1258,UMBU_UNGU,TNG.CHIMBU.UMBU_UNGU
,,GAWIL,TNG.CHIMBU.GAWIL
Kandawo,kand1303,KANDAWO,TNG.CHIMBU.KANDAWO
Narak,nara1264,NARAK,TNG.CHIMBU.NARAK
Golin,goli1247,GOLIN,TNG.CHIMBU.GOLIN
Sinasina,sina1271,SINASINA,TNG.CHIMBU.SINASINA
Dom,domm1246,DOM,TNG.CHIMBU.DOM
Dom,domm1246,BOUMAI,TNG.CHIMBU.BOUMAI
Kuman,kuma1280,KUMAN,TNG.CHIMBU.KUMAN
Waffa,waff1241,WAFFA,TNG.EASTERN_HIGHLANDS.WAFFA
North Tairora,nort2920,N_TAIRORA,TNG.EASTERN_HIGHLANDS.N_TAIRORA
Binumarien,binu1245,BINUMARIEN,TNG.EASTERN_HIGHLANDS.BINUMARIEN
Binumarien,binu1245,TAIRORA_BINUMARIEN,TNG.EASTERN_HIGHLANDS.TAIRORA_BINUMARIEN
Awa (Papua New Guinea),awap1236,AWA,TNG.EASTERN_HIGHLANDS.AWA
Awa (Papua New Guinea),awap1236,AWA_2,TNG.EASTERN_HIGHLANDS.AWA_2
Awiyaana,awiy1238,AUYANA,TNG.EASTERN_HIGHLANDS.AUYANA
Gadsup,gads1258,GADSUP,TNG.EASTERN_HIGHLANDS.GADSUP
Agarabi,agar1252,AGARABI,TNG.EASTERN_HIGHLANDS.AGARABI
Agarabi,agar1252,GADSUP_AGARABI,TNG.EASTERN_HIGHLANDS.GADSUP_AGARABI
Gende,gend1249,GENDE,TNG.EASTERN_HIGHLANDS.GENDE
Isabi,isab1240,ISABI,TNG.EASTERN_HIGHLANDS.ISABI
Dano,dano1240,ASARO,TNG.EASTERN_HIGHLANDS.ASARO
Dano,dano1240,DANO,TNG.EASTERN_HIGHLANDS.DANO
Dano,dano1240,GAHUKU_ASARO,TNG.EASTERN_HIGHLANDS.GAHUKU_ASARO
Alekano,alek1238,ALEKANO,TNG.EASTERN_HIGHLANDS.ALEKANO
Alekano,alek1238,GAFUKU,TNG.EASTERN_HIGHLANDS.GAFUKU
Alekano,alek1238,GAHUKU,TNG.EASTERN_HIGHLANDS.GAHUKU
Fore,fore1270,FORE,TNG.EASTERN_HIGHLANDS.FORE
Gimi (Eastern Highlands),gimi1243,GIMI,TNG.EASTERN_HIGHLANDS.GIMI
Yaweyuha,yawe1241,YABIYUFA,TNG.EASTERN_HIGHLANDS.YABIYUFA
Siane,sian1257,SIANE,TNG.EASTERN_HIGHLANDS.SIANE
Benabena,bena1264,BENABENA,TNG.EASTERN_HIGHLANDS.BENABENA
Yagaria,yaga1260,YAGARIA,TNG.EASTERN_HIGHLANDS.YAGARIA
Kamano,kama1370,KAMANO_KAFE,TNG.EASTERN_HIGHLANDS.KAMANO_KAFE
Inoke-Yate,inok1238,YATE,TNG.EASTERN_HIGHLANDS.YATE
Enga,enga1252,ENGA,TNG.ENGAN.ENGA
Kyaka,kyak1244,KYAKA_ENGA,TNG.ENGAN.KYAKA_ENGA
Bisorio,biso1243,BISORIO_2,TNG.ENGAN.BISORIO_2
,,INIAI,TNG.ENGAN.INIAI
Lembena,lemb1266,LEMBENA,TNG.ENGAN.LEMBENA
Lembena,lemb1266,MAIBI,TNG.ENGAN.MAIBI
Lembena,lemb1266,YARIBA,TNG.ENGAN.YARIBA
,,HULI,TNG.ENGAN.HULI
,,HULI_HOLE,TNG.ENGAN.HULI_HOLE
Samberigi,samb1321,SAU,TNG.ENGAN.SAU
Angal,anga1293,ANGAL,TNG.ENGAN.ANGAL
East Kewa,east2516,KEWA_EAST,TNG.ENGAN.KEWA_EAST
West Kewa,west2599,KEWA,TNG.ENGAN.KEWA
,,POLE,TNG.ENGAN.POLE
,,KEWA_S_POLE,TNG.ENGAN.KEWA_S_POLE
Eipomek,eipo1242,EIPOMEK,TNG.MEK.EIPOMEK
Ketengban,kete1254,KETENGBAN_BIME,TNG.MEK.KETENGBAN_BIME
Una,unaa1239,UNA,TNG.MEK.UNA
Nalca,nalc1240,NALCA,TNG.MEK.NALCA
Korupun-Sela,koru1245,KORUPUN_SELA,TNG.MEK.KORUPUN_SELA
Kosarek Yale,kosa1249,YALE_KOSAREK,TNG.MEK.YALE_KOSAREK
Guhu-Samane,guhu1244,GUHU_SAMANE,TNG.BINANDEREAN.GUHU_SAMANE
Suena,suen1241,SUENA,TNG.BINANDEREAN.SUENA
Zia,ziaa1250,ZIA,TNG.BINANDEREAN.ZIA
Binandere,bina1277,BINANDERE,TNG.BINANDEREAN.BINANDERE
Binandere,bina1277,MAMBARE_RIVER,TNG.BINANDEREAN.MAMBARE_RIVER
Korafe-Yegha,kora1294,KORAFE_YEGHA,TNG.BINANDEREAN.KORAFE_YEGHA
Baruga,baru1269,TAFOTA_BARUGA,TNG.BINANDEREAN.TAFOTA_BARUGA
Nduga,ndug1245,DAO,TNG.WISSEL_LAKES_KEMANDOGA.DAO
,,MONI_2,TNG.WISSEL_LAKES_KEMANDOGA.MONI_2
Ekari,ekar1243,KAPAUKU,TNG.WISSEL_LAKES_KEMANDOGA.KAPAUKU
Wolani,wola1243,WOLANI,TNG.WISSEL_LAKES_KEMANDOGA.WOLANI
Silimo,sili1249,KINIAGEIMA,TNG.DANI.KINIAGEIMA
Angguruk Yali,angg1239,ANGGURUK_YALI,TNG.DANI.ANGGURUK_YALI
Kosarek Yale,kosa1249,YALI_PASS_VALLEY,TNG.DANI.YALI_PASS_VALLEY
Wano,wano1243,WANO,TNG.DANI.WANO
Nggem,ngge1241,NGGEM,TNG.DANI.NGGEM
Western Dani,west2594,LANI,TNG.DANI.LANI
Walak,wala1269,PYRAMID_WODO,TNG.DANI.PYRAMID_WODO
Lower Grand Valley Dani,lowe1415,UPPER_PYRAMID_DANI,TNG.DANI.UPPER_PYRAMID_DANI
Mid Grand Valley Dani,midg1235,MID_GRAND_VALLEY_DANI,TNG.DANI.MID_GRAND_VALLEY_DANI
Lower Grand Valley Dani,lowe1415,HITIGIMA_DANI,TNG.DANI.HITIGIMA_DANI
Lower Grand Valley Dani,lowe1415,TANGMA_DANI,TNG.DANI.TANGMA_DANI
Gule,gule1241,GULE,Kom.KOMAN.GULE
Anem,anem1249,ANEM,Ane.ANEM.ANEM
Bilua,bilu1245,BILUA,SoP.BILUA.BILUA
Bilua,bilu1245,NDOVELE_BILUA,SoP.BILUA.NDOVELE_BILUA
Pele-Ata,pele1245,PELE_ATA,Was.WASI.PELE_ATA
Lavukaleve,lavu1241,LAVUKALEVE,SoP.LAVUKALEVE.LAVUKALEVE
Savosavo,savo1255,SAVOSAVO,Sav.SAVOSAVO.SAVOSAVO
Dadibi,dadi1250,DARIBI,Teb.TEBERAN.DARIBI
Folopa,folo1238,FOLOPA,Teb.TEBERAN.FOLOPA
Amto,amto1250,AMTO,AM.AMTO_MUSAN.AMTO
Siawi,siaw1243,MUSAN,AM.AMTO_MUSAN.MUSAN
,,MUSAN_2,AM.AMTO_MUSAN.MUSAN_2
Owiniga,owin1240,OWINIGA,LeM.LEFT_MAY.OWINIGA
Ama (Papua New Guinea),amap1240,AMA,LeM.LEFT_MAY.AMA
Ama (Papua New Guinea),amap1240,AMA_2,LeM.LEFT_MAY.AMA_2
Nakwi,nakw1240,NAKWI,LeM.LEFT_MAY.NAKWI
Nakwi,nakw1240,NIMO_NAKWI,LeM.LEFT_MAY.NIMO_NAKWI
Nimo,nimo1247,NIMO,LeM.LEFT_MAY.NIMO
Bo (Papua New Guinea),bopa1235,BO,LeM.LEFT_MAY.BO
Iteri,iter1241,ITERI,LeM.LEFT_MAY.ITERI
Iteri,iter1241,ROCKY_PEAK,LeM.LEFT_MAY.ROCKY_PEAK
Takelma,take1257,TAKELMA,Tak.TAKELMA.TAKELMA
,,KALAPUYA,Kal.KALAPUYAN.KALAPUYA
Purari,pura1257,PURARI,Ele.PURARI.PURARI
West Makian,west2600,WEST_MAKIAN,WP.NORTH_HALMAHERAN.WEST_MAKIAN
West Makian,west2600,SABALE,WP.NORTH_HALMAHERAN.SABALE
West Makian,west2600,TALAPAO,WP.NORTH_HALMAHERAN.TALAPAO
West Makian,west2600,TAGONO,WP.NORTH_HALMAHERAN.TAGONO
West Makian,west2600,TAFASOHO,WP.NORTH_HALMAHERAN.TAFASOHO
West Makian,west2600,NGOFABOBAWA,WP.NORTH_HALMAHERAN.NGOFABOBAWA
West Makian,west2600,MALAPA,WP.NORTH_HALMAHERAN.MALAPA
West Makian,west2600,BOBAWA,WP.NORTH_HALMAHERAN.BOBAWA
Tidore,tido1248,TIDORE,WP.NORTH_HALMAHERAN.TIDORE
Sahu,sahu1245,SAHU,WP.NORTH_HALMAHERAN.SAHU
Tabaru,taba1263,TABARU,WP.NORTH_HALMAHERAN.TABARU
Pagu,pagu1249,PAGU,WP.NORTH_HALMAHERAN.PAGU
Modole,modo1249,MADOLE,WP.NORTH_HALMAHERAN.MADOLE
Modole,modo1249,MODOLE,WP.NORTH_HALMAHERAN.MODOLE
Modole,modo1249,MODOLE_2,WP.NORTH_HALMAHERAN.MODOLE_2
Tobelo,tobe1252,TOBELO_2,WP.NORTH_HALMAHERAN.TOBELO_2
Loloda-Laba,lolo1264,LODA,WP.NORTH_HALMAHERAN.LODA
Loloda-Laba,lolo1264,LOLODA,WP.NORTH_HALMAHERAN.LOLODA
Galela,gale1259,GALELA,WP.NORTH_HALMAHERAN.GALELA
Galela,gale1259,GALELA_2,WP.NORTH_HALMAHERAN.GALELA_2
Laal,laal1242,LAAL,Laal.LAAL.LAAL
Nobiin,nobi1240,NOBIIN,ESu.NUBIAN.NOBIIN
Old Nubian,oldn1245,OLD_NUBIAN,ESu.NUBIAN.OLD_NUBIAN
Dongola,dong1288,NUBIAN_OF_DONGOLA,ESu.NUBIAN.NUBIAN_OF_DONGOLA
Midob,mido1240,MEIDOB_NUBIAN,ESu.NUBIAN.MEIDOB_NUBIAN
Birked,birk1242,BIRKED,ESu.NUBIAN.BIRKED
Kenuzi,kenu1243,KENZI,ESu.NUBIAN.KENZI
Dilling,dill1242,DILLING,ESu.NUBIAN.DILLING
Kadaru,kada1282,KADARU,ESu.NUBIAN.KADARU
Dair,dair1239,DAIR,ESu.NUBIAN.DAIR
Uncunwee,ghul1238,UNCUNWEE,ESu.NUBIAN.UNCUNWEE
Mískito,misk1235,MISKITO,Mis.MISUMALPAN.MISKITO
Cacaopera,caca1247,CACAOPERA,Mis.MISUMALPAN.CACAOPERA
Ulwa,ulwa1239,ULWA,Mis.MISUMALPAN.ULWA
Tunica,tuni1252,TUNICA,Tun.TUNICA.TUNICA
Natchez,natc1249,NATCHEZ,Nat.NATCHEZ.NATCHEZ
Fur,furr1244,FUR,Fur.FUR.FUR
Kenaboi,kena1236,KENABOI_1,Ken.KENABOI.KENABOI_1
Moi (Indonesia),moii1235,MOI,WP.WEST_BIRDS_HEAD.MOI
Seget,sege1235,SEGET,WP.WEST_BIRDS_HEAD.SEGET
Moraid,mora1239,MORAID_2,WP.WEST_BIRDS_HEAD.MORAID_2
Kalabra,kala1256,KALABRA_2,WP.WEST_BIRDS_HEAD.KALABRA_2
Tehit,tehi1237,TEHIT,WP.WEST_BIRDS_HEAD.TEHIT
Shom Peng,shom1245,SHOM_PENG,Sho.SHOM_PENG.SHOM_PENG
Mararit,mara1396,MARARIT,ESu.TAMA.MARARIT
Assangori,assa1269,ASSANGORI,ESu.TAMA.ASSANGORI
Car Nicobarese,carn1240,CAR,AuA.NICOBARESE.CAR
Central Nicobarese,cent1990,NANCAWRI,AuA.NICOBARESE.NANCAWRI
Teressa,tere1272,TERESSA,AuA.NICOBARESE.TERESSA
Juang,juan1238,JUANG,AuA.MUNDA.JUANG
Kharia,khar1287,KHARIA,AuA.MUNDA.KHARIA
Gata',gata1239,GATA,AuA.MUNDA.GATA
Bondo,bond1245,REMO,AuA.MUNDA.REMO
Gorum-Parenga,pare1266,PARENGA,AuA.MUNDA.PARENGA
Sora,sora1254,SORA_2,AuA.MUNDA.SORA_2
Sora,sora1254,SAVARA,AuA.MUNDA.SAVARA
Juray,jura1242,JURAY,AuA.MUNDA.JURAY
Sora,sora1254,SORA,AuA.MUNDA.SORA
Korku,kork1243,KORKU,AuA.MUNDA.KORKU
Koda,koda1236,KODA,AuA.MUNDA.KODA
Korwa,korw1242,KORWA,AuA.MUNDA.KORWA
Turi,turi1246,TURI,AuA.MUNDA.TURI
Mundari,mund1320,MUNDARI_2,AuA.MUNDA.MUNDARI_2
Mundari,mund1320,MUNDARI,AuA.MUNDA.MUNDARI
Ho,hooo1248,HO,AuA.MUNDA.HO
Ho,hooo1248,HO_2,AuA.MUNDA.HO_2
Santali,sant1410,SANTALI,AuA.MUNDA.SANTALI
Santali,sant1410,PAHARPUR_SANTALI,AuA.MUNDA.PAHARPUR_SANTALI
Santali,sant1410,RASHIDPUR_SANTALI,AuA.MUNDA.RASHIDPUR_SANTALI
Santali,sant1410,RAJARAMPUR_SANTALI,AuA.MUNDA.RAJARAMPUR_SANTALI
Santali,sant1410,JABRI_SANTALI,AuA.MUNDA.JABRI_SANTALI
Santali,sant1410,RAUTNAGAR_SANTALI,AuA.MUNDA.RAUTNAGAR_SANTALI
Santali,sant1410,BODOBELGHORIA_SANTALI,AuA.MUNDA.BODOBELGHORIA_SANTALI
Santali,sant1410,PATICHORA_SANTALI,AuA.MUNDA.PATICHORA_SANTALI
Mahali,maha1291,PACHONDOR_MAHALI,AuA.MUNDA.PACHONDOR_MAHALI
Mahali,maha1291,ABIRPARA_MAHALI,AuA.MUNDA.ABIRPARA_MAHALI
Mahali,maha1291,MATINDOR_MAHALI,AuA.MUNDA.MATINDOR_MAHALI
Besisi,besi1244,MAH_MERI,AuA.ASLIAN.MAH_MERI
Semaq Beri,sema1265,SEMAQ_BERI,AuA.ASLIAN.SEMAQ_BERI
Temoq,temo1243,TEMOQ,AuA.ASLIAN.TEMOQ
Semelai,seme1247,SEMELAI,AuA.ASLIAN.SEMELAI
Jah Hut,jahh1242,JAH_HUT,AuA.ASLIAN.JAH_HUT
Semai,sema1266,SEMAI,AuA.ASLIAN.SEMAI
Semai,sema1266,SEMAI_2,AuA.ASLIAN.SEMAI_2
Temiar,temi1246,TEMIAR,AuA.ASLIAN.TEMIAR
Semnam,semn1250,SEMNAM,AuA.ASLIAN.SEMNAM
Lanoh,lano1248,LANOH,AuA.ASLIAN.LANOH
Sabüm,sabu1253,SABUM,AuA.ASLIAN.SABUM
Chewong,chew1245,CEQ_WONG,AuA.ASLIAN.CEQ_WONG
