entry_id,entry_name,entrytag_name,entrytag_used,glottolog_name,glottolog_id,asjp_id,jaeger_id,glottocode_cands,resolution_status,n_candidates,source,coder_v1,confidence_v1,tip_coder,tip_assigned,tip_confidence,tip_comment
884,Sub Saharan Africa Pentecostalism,,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,manual_A,Matthew Hamm,,,,,
885,Contemporary West African Vodun,Ewe,Fon,Fon,fonn1241,FONGBE,NC.KWA.FONGBE,fonn1241,resolved_unique,1,DRH,,,,,,
886,Pushtimarg (The Path of Grace) in the UK and Gujarat,English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,,,,
887,Postsocialist Mongolian Shamanism,Mongolian,,Halh Mongolian,halh1238,MONGOLIAN,Alt.MONGOLIC.MONGOLIAN,,resolved_unique,1,manual_B,Edward Slingerland,,,,,
891,Peruvian Mormons,Andean Spanish,Spanish,Spanish,stan1288,SPANISH,IE.ROMANCE.SPANISH,stan1288,resolved_unique,1,DRH,,,,,,
892,Charismatic Renewal Movement in Christianity - Second Wave Pentecostalism,North American English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,,,,
896,Sannō Shintō,Old Japanese,,Japanese,nucl1643,JAPANESE,Jap.JAPANESE.JAPANESE,,resolved_unique,1,manual_B,Edward Slingerland,poor,,,,
897,Gaengjeongyudo,Kyongsangdo,Korean,Korean,kore1280,KOREAN,Kor.KOREAN.KOREAN,kore1280,resolved_unique,1,DRH,,,,,,
900,Pharisees,Jewish Babylonian Aramaic (ca. 200-1200 CE),Jewish Babylonian Aramaic (ca. 200-1200 CE),Jewish Babylonian Aramaic (ca. 200-1200 CE),jewi1240,ACHAEMENID_ARAMAIC,AA.SEMITIC.ACHAEMENID_ARAMAIC,jewi1240,resolved_unique,1,DRH,,,,,,
906,The Church of England,English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,,,,
910,Christian Base Community movement,Brazilian Portuguese,Portuguese,Portuguese,port1283,PORTUGUESE,IE.ROMANCE.PORTUGUESE,port1283,resolved_unique,1,DRH,,,,,,
914,Tariqa Shadhiliyya,Andalusian,Spanish,Spanish,stan1288,SPANISH,IE.ROMANCE.SPANISH,stan1288,resolved_unique,1,DRH,,,,,,
915,Protestantism welcoming People with Disabilities,North American English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,,,,
918,Fangshi,Late Han Chinese,Old Chinese,Old Chinese,oldc1244,OLD_CHINESE,ST.CHINESE.OLD_CHINESE,oldc1244,resolved_unique,1,DRH,,,,,,
919,Catholicism in contemporary Croatia,Croatian Standard,Croatian Standard,Croatian Standard,croa1245,CROATIAN,IE.SLAVIC.CROATIAN,croa1245,resolved_unique,1,DRH,,,,,,
921,Bhils,Hindi,Hindi,Hindi,hind1269,HINDI,IE.INDIC.HINDI,hind1269,resolved_unique,1,DRH,,,,,,
924,Muridiyya of Senegal,Hassaniyya,Standard Arabic,Standard Arabic,stan1318,"ARABIC_QURANIC, CLASSICAL_ARABIC, STANDARD_ARABIC","AA.SEMITIC.ARABIC_QURANIC, AA.SEMITIC.CLASSICAL_ARABIC, AA.SEMITIC.STANDARD_ARABIC",stan1318,resolved_multiple,3,DRH,,,,,,
927,Zealots,Jewish Babylonian Aramaic (ca. 200-1200 CE),Jewish Babylonian Aramaic (ca. 200-1200 CE),Jewish Babylonian Aramaic (ca. 200-1200 CE),jewi1240,ACHAEMENID_ARAMAIC,AA.SEMITIC.ACHAEMENID_ARAMAIC,jewi1240,resolved_unique,1,DRH,,,,,,
928,The Ghost Dance Movement and the Lakota Sioux,Lakota,Lakota,Lakota,lako1247,"LAKHOTA, LAKOTA","Sio.SIOUAN.LAKHOTA, Sio.SIOUAN.LAKOTA",lako1247,resolved_multiple,2,DRH,,,,,,
931,The Society of Jesus (Jesuits) in Britain,English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,,,,
933,Marcionites,Jewish Babylonian Aramaic (ca. 200-1200 CE),Jewish Babylonian Aramaic (ca. 200-1200 CE),Jewish Babylonian Aramaic (ca. 200-1200 CE),jewi1240,ACHAEMENID_ARAMAIC,AA.SEMITIC.ACHAEMENID_ARAMAIC,jewi1240,resolved_unique,1,DRH,,,,,,
934,Mongolian Buddhism during the Revolutionary Period,Mongolian,,Halh Mongolian,halh1238,MONGOLIAN,Alt.MONGOLIC.MONGOLIAN,,resolved_unique,1,manual_B,Edward Slingerland,,,,,
935,Nigerian Pentecostalism,Yoruba,Yoruba,Yoruba,yoru1245,"OKA, YORUBA","NC.DEFOID.OKA, NC.DEFOID.YORUBA",yoru1245,resolved_multiple,2,DRH,,,,,,
938,Ugarit,Ugaritic,Ugaritic,Ugaritic,ugar1238,UGARITIC,AA.SEMITIC.UGARITIC,ugar1238,resolved_unique,1,DRH,,,,,,
940,Julio-Claudian Imperial Cult,Vulgar Latin,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,,,,
941,Chan Buddhists in early Qing period,Classical-Middle-Modern Sinitic,Classical-Middle-Modern Sinitic,Classical-Middle-Modern Sinitic,clas1255,,,clas1255,glottocode_no_tree_tip,0,DRH,,,,,,
942,African Methodist Episcopal Church,Brazilian Portuguese,Portuguese,Portuguese,port1283,PORTUGUESE,IE.ROMANCE.PORTUGUESE,port1283,resolved_unique,1,DRH,,,,,,
943,Moravian Missionaries in Nunatsiavut,Nunatsiavut,Eastern Canadian Inuktitut,Eastern Canadian Inuktitut,east2534,INUKTITUT_EASTERN_CANADIAN,EA.ESKIMO.INUKTITUT_EASTERN_CANADIAN,east2534,resolved_unique,1,DRH,,,,,,
944,Mohyla's Ukrainian Church,Ukrainian,Ukrainian,Ukrainian,ukra1253,UKRAINIAN,IE.SLAVIC.UKRAINIAN,ukra1253,resolved_unique,1,DRH,,,,,,
946,Nyingma (rnying ma),Tibetan,Tibetan,Tibetan,tibe1272,"LHASA_TIBETAN, RANG_PAS, TIBETAN_CENTRAL, TIBETAN_LHASA, TIBETAN_WRITTEN","ST.BODIC.LHASA_TIBETAN, ST.BODIC.RANG_PAS, ST.BODIC.TIBETAN_CENTRAL, ST.BODIC.TIBETAN_LHASA, ST.BODIC.TIBETAN_WRITTEN",tibe1272,resolved_multiple,5,DRH,,,,,,
948,Christianity in Ephesus,Attic,Attic,Attic,atti1240,,,atti1240,glottocode_no_tree_tip,0,DRH,,,,,,
949,The Church of All Worlds,Australian English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,,,,
950,The Religious Society of Friends,Bolivian Spanish,Spanish,Spanish,stan1288,SPANISH,IE.ROMANCE.SPANISH,stan1288,resolved_unique,1,DRH,,,,,,
952,Ethiopian Jews,Kailina,Amharic,Amharic,amha1245,"AMHARIC, AMHARIC_2, AMHARIC_3","AA.SEMITIC.AMHARIC, AA.SEMITIC.AMHARIC_2, AA.SEMITIC.AMHARIC_3",amha1245,resolved_multiple,3,DRH,,,,,,
953,Sachchai,Urdu,Urdu,Urdu,urdu1245,URDU,IE.INDIC.URDU,urdu1245,resolved_unique,1,DRH,,,,,,
957,Spartan Religion,Doric,Doric,Doric,dori1248,,,dori1248,glottocode_no_tree_tip,0,DRH,,,,,,
958,Society of Jesus,Latin,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,,,,
960,Bön (Bon),Zhangzhung,Tibetan,Tibetan,tibe1272,"LHASA_TIBETAN, RANG_PAS, TIBETAN_CENTRAL, TIBETAN_LHASA, TIBETAN_WRITTEN","ST.BODIC.LHASA_TIBETAN, ST.BODIC.RANG_PAS, ST.BODIC.TIBETAN_CENTRAL, ST.BODIC.TIBETAN_LHASA, ST.BODIC.TIBETAN_WRITTEN",tibe1272,resolved_multiple,5,DRH,,,,,,
961,Romanian Orthodox Church,Romanian,Romanian,Romanian,roma1327,"ROMANIAN, ROMANIAN_2","IE.ROMANCE.ROMANIAN, IE.ROMANCE.ROMANIAN_2",roma1327,resolved_multiple,2,DRH,,,,,,
962,Amdo Gelukpa,Amdo Tibetan,Amdo Tibetan,Amdo Tibetan,amdo1237,MAQU_TIBETAN,ST.BODIC.MAQU_TIBETAN,amdo1237,resolved_unique,1,DRH,,,,,,
963,The Knights Templar,Old French (842-ca. 1400),Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,,,,
964,Baul Fakirs of Bengal,Bengali,Bengali,Bengali,beng1280,BENGALI,IE.INDIC.BENGALI,beng1280,resolved_unique,1,DRH,,,,,,
966,"Naqshbandī Order, Naqshbandī Tarīqa, Naqshbandīyyah, Khwājagān,",Farsic-Caucasian Tat,Turkmen,Turkmen,turk1304,"TURKMEN, TURKMEN_2","Alt.TURKIC.TURKMEN, Alt.TURKIC.TURKMEN_2",turk1304,resolved_multiple,2,DRH,,,,,,
967,Unitarian Universalism,,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,manual_A,Matthew Hamm,,,,,
969,Adi Dravida/Valluva Sakya Buddhism,Tamil,Tamil,Tamil,tami1289,TAMIL,Dra.SOUTHERN_DRAVIDIAN.TAMIL,tami1289,resolved_unique,1,DRH,,,,,,
971,Gāṇapatya,Sanskrit,Sanskrit,Sanskrit,sans1269,SANSKRIT,IE.INDIC.SANSKRIT,sans1269,resolved_unique,1,DRH,,,,,,
972,Nestorian Christianity,Classical Syriac,Classical Syriac,Classical Syriac,clas1252,"CLASSICAL_SYRIAC, SYRIAC, SYRIAC_2","AA.SEMITIC.CLASSICAL_SYRIAC, AA.SEMITIC.SYRIAC, AA.SEMITIC.SYRIAC_2",clas1252,resolved_multiple,3,DRH,,,,,,
973,The Sarna religion of the Oraons of Jharkhand,Sadri,Sadri,Sadri,sadr1248,SADRI,IE.INDIC.SADRI,sadr1248,resolved_unique,1,DRH,,,,,,
974,"Greek Chalcedonian Christians, Nicaea",Medieval Greek,Medieval Greek,Medieval Greek,medi1251,,,medi1251,glottocode_no_tree_tip,0,DRH,,,,,,
975,Neo-Charismatic Movement - Third Wave Charismatic Movement,North American English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,,,,
976,Mising Community,Assamese,Assamese,Assamese,assa1263,ASSAMESE,IE.INDIC.ASSAMESE,assa1263,resolved_unique,1,DRH,,,,,,
978,Indonesian Catholicism,Latin,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,,,,
980,Pure Land Buddhist Schools in Early Medieval Japan,Japanese,Japanese,Japanese,nucl1643,"EI_JAPANESE, JAPANESE, JAPANESE_2, JAPANESE_KYOTO, TAKARAJIMA_JAPANESE, TOKYO_JAPANESE","Jap.JAPANESE.EI_JAPANESE, Jap.JAPANESE.JAPANESE, Jap.JAPANESE.JAPANESE_2, Jap.JAPANESE.JAPANESE_KYOTO, Jap.JAPANESE.TAKARAJIMA_JAPANESE, Jap.JAPANESE.TOKYO_JAPANESE",nucl1643,resolved_multiple,6,DRH,,,,,,
982,The Samaritans (Persian to early Roman periods),Samaritan,Ionic-Attic Ancient Greek,Ionic-Attic Ancient Greek,anci1242,GREEK_ANCIENT,IE.GREEK.GREEK_ANCIENT,anci1242,resolved_unique,1,DRH,,,,,,
983,Tibetan and Himalayan Mundane and Landscape Cults,Gyalsumdo-Nubri,Kyerung,Kyerung,kyer1238,KYIRONG,ST.BODIC.KYIRONG,kyer1238,resolved_unique,1,DRH,,,,,,
984,Calvinism (Early/Reformation),Middle French,French,French,stan1290,FRENCH,IE.ROMANCE.FRENCH,stan1290,resolved_unique,1,DRH,,,,,,
985,The Victorines,Medieval Latin,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,,,,
986,Theurgy,Late Latin,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,,,,
987,"Parsis, Zoroastrians of India",Gujarati,Gujarati,Gujarati,guja1252,GUJARATI,IE.INDIC.GUJARATI,guja1252,resolved_unique,1,DRH,,,,,,
988,Churches of Christ- United States,North American English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,,,,
989,Opus Dei,French,French,French,stan1290,FRENCH,IE.ROMANCE.FRENCH,stan1290,resolved_unique,1,DRH,,,,,,
991,Beat Buddhism,North American English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,,,,
993,Pontifex Maximus and Pontifices (Pontifical College),Latin,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,,,,
994,"Monastic Communities of Lower Egypt: Nitria, Kellia, Scetis",Classical Syriac,Classical Syriac,Classical Syriac,clas1252,"CLASSICAL_SYRIAC, SYRIAC, SYRIAC_2","AA.SEMITIC.CLASSICAL_SYRIAC, AA.SEMITIC.SYRIAC, AA.SEMITIC.SYRIAC_2",clas1252,resolved_multiple,3,DRH,,,,,,
997,Ancient Egypt - Early Dynastic Period,Archaic Egyptian,,,,MIDDLE_EGYPTIAN,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN,,resolved_unique,1,manual_B,Willis Monroe,perfect,,,,
1004,Religion in Roman Ostia,Biblical Hebrew,Ancient Hebrew,Ancient Hebrew,anci1244,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW,anci1244,resolved_unique,1,DRH,,,,,,
1006,Ancient Egypt - Old Kingdom,Old Egyptian,,,,MIDDLE_EGYPTIAN,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN,,resolved_unique,1,manual_B,Willis Monroe,,,,,
1010,Pythagoreanism,Late Latin,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,,,,
1011,Kingdom of Edom,Edomite,Ancient Hebrew,Ancient Hebrew,anci1244,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW,anci1244,resolved_unique,1,DRH,,,,,,
1013,Estado da Índia Renegades in Deccan,Indo-Portuguesic,,Portuguese,port1283,PORTUGUESE,IE.ROMANCE.PORTUGUESE,,resolved_unique,1,manual_B,Willis Monroe,,,,,
1028,German Pietists (Hasidei Ashkenaz),Biblical Hebrew,Ancient Hebrew,Ancient Hebrew,anci1244,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW,anci1244,resolved_unique,1,DRH,,,,,,
1037,Third Intermediate Period in Ancient Egypt,Late Egyptian,,,,MIDDLE_EGYPTIAN,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN,,resolved_unique,1,manual_B,Willis Monroe,perfect,,,,
1038,Sino-Muslims in Qing China,Classical-Middle-Modern Sinitic,Classical-Middle-Modern Sinitic,Classical-Middle-Modern Sinitic,clas1255,,,clas1255,glottocode_no_tree_tip,0,DRH,,,,,,
1041,Korean Catholicism,Korean,Korean,Korean,kore1280,KOREAN,Kor.KOREAN.KOREAN,kore1280,resolved_unique,1,DRH,,,,,,
1043,Islam in Aceh,Acehnese,Acehnese,Acehnese,achi1257,ACEH,An.MALAYO_SUMBAWAN.ACEH,achi1257,resolved_unique,1,DRH,,,,,,
1044,Han Imperial Cult under Emperor Wu,Classical-Middle-Modern Sinitic,,Old Chinese,oldc1244,OLD_CHINESE,ST.CHINESE.OLD_CHINESE,,resolved_unique,1,manual_B,Matthew Hamm,medium,,,,
1051,Religion at Tell el-Dab'a (ancient Avaris) in Ancient Egypt,Canaanite,,Ancient Hebrew,anci1244,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW,,resolved_unique,1,manual_B,Willis Monroe,poor,,,,
1060,The Taizhou Movement,Classical-Middle-Modern Sinitic,,Wu Chinese,wuch1236,SUZHOU_WU,ST.CHINESE.SUZHOU_WU,,resolved_unique,1,manual_B,Matthew Hamm,poor,,,,
1069,Religion at Deir el-Medina,Late Egyptian,,,,MIDDLE_EGYPTIAN,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN,,resolved_unique,1,manual_B,Willis Monroe,perfect,,,,
1071,Digital Shinto Communities,Portuguese,Portuguese,Portuguese,port1283,PORTUGUESE,IE.ROMANCE.PORTUGUESE,port1283,resolved_unique,1,DRH,,,,,,
1076,Inquisitors of Goa's Santo Ofício,Indo-Portuguesic,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,,,,
1083,Drukpa Kagyü School (Bhutan),Classical Tibetan,,Tibetan,tibe1272,TIBETAN_WRITTEN,ST.BODIC.TIBETAN_WRITTEN,,resolved_unique,1,manual_B,Edward Slingerland,medium,,,,
1087,The Bogomils,Bulgarian,Bulgarian,Bulgarian,bulg1262,BULGARIAN,IE.SLAVIC.BULGARIAN,bulg1262,resolved_unique,1,DRH,,,,,,
1127,Anglican Church of Korea,Korean,Korean,Korean,kore1280,KOREAN,Kor.KOREAN.KOREAN,kore1280,resolved_unique,1,DRH,,,,,,
1129,Ancient Thessalians,Ionic-Attic Ancient Greek,Ionic-Attic Ancient Greek,Ionic-Attic Ancient Greek,anci1242,GREEK_ANCIENT,IE.GREEK.GREEK_ANCIENT,anci1242,resolved_unique,1,DRH,,,,,,
1134,Tiantai,Classical-Middle-Modern Sinitic,,Middle Chinese,midd1344,MIDDLE_CHINESE,ST.CHINESE.MIDDLE_CHINESE,,resolved_unique,1,manual_B,Matthew Hamm,poor,,,,
1136,The Fellowship of Goodness 同善社 (Tongshanshe),Mandarin Chinese,Mandarin Chinese,Mandarin Chinese,mand1415,"KUNMING_MANDARIN, MANDARIN, MANDARIN_2","ST.CHINESE.KUNMING_MANDARIN, ST.CHINESE.MANDARIN, ST.CHINESE.MANDARIN_2",mand1415,resolved_multiple,3,DRH,,,,,,
1140,Early Medieval Confucianism,Classical-Middle-Modern Sinitic,Classical-Middle-Modern Sinitic,Classical-Middle-Modern Sinitic,clas1255,,,clas1255,glottocode_no_tree_tip,0,DRH,,,,,,
1154,The Cult of the Fox,Classical-Middle-Modern Sinitic,,Mandarin Chinese,mand1415,MANDARIN,ST.CHINESE.MANDARIN,,resolved_unique,1,manual_B,Matthew Hamm,medium,,,,
1162,Lingbao dafa,Classical-Middle-Modern Sinitic,Classical-Middle-Modern Sinitic,Classical-Middle-Modern Sinitic,clas1255,,,clas1255,glottocode_no_tree_tip,0,DRH,,,,,,
1172,Twofold Mystery (Chongxuan 重玄),Classical-Middle-Modern Sinitic,,Middle Chinese,midd1344,MIDDLE_CHINESE,ST.CHINESE.MIDDLE_CHINESE,,resolved_unique,1,manual_B,Matthew Hamm,medium,,,,
1178,Modern Mystery School (MMS),Brazilian Portuguese,French,French,stan1290,FRENCH,IE.ROMANCE.FRENCH,stan1290,resolved_unique,1,DRH,,,,,,
1180,Batak Traditional Religions,Batak Angkola,Batak Angkola,Batak Angkola,bata1290,BATAK_ANGKOLA,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.BATAK_ANGKOLA,bata1290,resolved_unique,1,DRH,,,,,,
1191,Religion in Greco-Roman Alexandria,Biblical Hebrew,Ancient Hebrew,Ancient Hebrew,anci1244,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW,anci1244,resolved_unique,1,DRH,,,,,,
1192,Kaharingan,Ma'anyan,Ma'anyan,Ma'anyan,maan1238,SAMIHIM,An.BARITO.SAMIHIM,maan1238,resolved_unique,1,DRH,,,,,,
1196,K’iche’ (Quiché),K'iche',K'iche',K'iche',kich1262,"CENTRAL_QUICHE, CENTRAL_QUICHE_SANTA_MARIA_CHIQUIMULA, KICHE, KICHEE_ALDEA_ARGUETA_SOLOLA, KICHEE_CANTEL, KICHEE_CHICHICASTENANGO, KICHEE_CUBULCO, KICHEE_CUNEN_1, KICHEE_CUNEN_2, KICHEE_JOYABAJ_1, KICHEE_JOYABAJ_2, KICHEE_MOMOSTENANGO, KICHEE_NAHUALA_1, KICHEE_NAHUALA_2, KICHEE_SAMAYAC_1, KICHEE_SAMAYAC_2, KICHEE_SANTA_CLARA_LA_LAGUNA, KICHEE_SANTA_CRUZ_DE_EL_QUICHE, KICHEE_SANTA_LUCIA_UTATLAN, KICHEE_SANTA_MARIA_CHIQUIMULA_1, KICHEE_SANTA_MARIA_CHIQUIMULA_2, KICHEE_SAN_ANTONIO_ILOTENANGO, KICHEE_SAN_JOSE_CHIQUILAJA_QUETZ, KICHEE_SAN_MIGUEL_CHICAJ, KICHEE_TOTONICAPAN_1, KICHEE_TOTONICAPAN_2, KICHEE_ZACUALPA, KICHEE_ZUNIL, QUICHE, WESTERN_QUICHE_MOMOSTENANGO, WESTERN_QUICHE_SANTA_CATARINA_IXTAHUACAN, WESTERN_QUICHE_TOTONICAPAN","May.MAYAN.CENTRAL_QUICHE, May.MAYAN.CENTRAL_QUICHE_SANTA_MARIA_CHIQUIMULA, May.MAYAN.KICHE, May.MAYAN.KICHEE_ALDEA_ARGUETA_SOLOLA, May.MAYAN.KICHEE_CANTEL, May.MAYAN.KICHEE_CHICHICASTENANGO, May.MAYAN.KICHEE_CUBULCO, May.MAYAN.KICHEE_CUNEN_1, May.MAYAN.KICHEE_CUNEN_2, May.MAYAN.KICHEE_JOYABAJ_1, May.MAYAN.KICHEE_JOYABAJ_2, May.MAYAN.KICHEE_MOMOSTENANGO, May.MAYAN.KICHEE_NAHUALA_1, May.MAYAN.KICHEE_NAHUALA_2, May.MAYAN.KICHEE_SAMAYAC_1, May.MAYAN.KICHEE_SAMAYAC_2, May.MAYAN.KICHEE_SANTA_CLARA_LA_LAGUNA, May.MAYAN.KICHEE_SANTA_CRUZ_DE_EL_QUICHE, May.MAYAN.KICHEE_SANTA_LUCIA_UTATLAN, May.MAYAN.KICHEE_SANTA_MARIA_CHIQUIMULA_1, May.MAYAN.KICHEE_SANTA_MARIA_CHIQUIMULA_2, May.MAYAN.KICHEE_SAN_ANTONIO_ILOTENANGO, May.MAYAN.KICHEE_SAN_JOSE_CHIQUILAJA_QUETZ, May.MAYAN.KICHEE_SAN_MIGUEL_CHICAJ, May.MAYAN.KICHEE_TOTONICAPAN_1, May.MAYAN.KICHEE_TOTONICAPAN_2, May.MAYAN.KICHEE_ZACUALPA, May.MAYAN.KICHEE_ZUNIL, May.MAYAN.QUICHE, May.MAYAN.WESTERN_QUICHE_MOMOSTENANGO, May.MAYAN.WESTERN_QUICHE_SANTA_CATARINA_IXTAHUACAN, May.MAYAN.WESTERN_QUICHE_TOTONICAPAN",kich1262,resolved_multiple,32,DRH,,,,,,
1199,Tiv,Tiv,Tiv,Tiv,tivv1240,"TIV_1, TIV_2","NC.BANTOID.TIV_1, NC.BANTOID.TIV_2",tivv1240,resolved_multiple,2,DRH,,,,,,
1210,Mende,Mende (Sierra Leone),Mende (Sierra Leone),Mende (Sierra Leone),mend1266,MENDE,Man.WESTERN_MANDE.MENDE,mend1266,resolved_unique,1,DRH,,,,,,
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Mongolian,,Halh Mongolian,halh1238,MONGOLIAN,Alt.MONGOLIC.MONGOLIAN,,resolved_unique,1,manual_B,Edward Slingerland,,,,,
1223,Toda,Toda,Toda,Toda,toda1252,TODA,Dra.SOUTHERN_DRAVIDIAN.TODA,toda1252,resolved_unique,1,DRH,,,,,,
1227,Polytheistic Pre-Islamic South Arabia,Sabaic,Sabaic,Sabaic,saba1279,SABEAN,AA.SEMITIC.SABEAN,saba1279,resolved_unique,1,DRH,,,,,,
1229,Three Self Patriotic Movement (TSPM),Mandarin Chinese,Mandarin Chinese,Mandarin Chinese,mand1415,"KUNMING_MANDARIN, MANDARIN, MANDARIN_2","ST.CHINESE.KUNMING_MANDARIN, ST.CHINESE.MANDARIN, ST.CHINESE.MANDARIN_2",mand1415,resolved_multiple,3,DRH,,,,,,
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Mandarin Chinese,Mandarin Chinese,Mandarin Chinese,mand1415,"KUNMING_MANDARIN, MANDARIN, MANDARIN_2","ST.CHINESE.KUNMING_MANDARIN, ST.CHINESE.MANDARIN, ST.CHINESE.MANDARIN_2",mand1415,resolved_multiple,3,DRH,,,,,,
1234,Ashanti,Twi,Akan,Akan,akan1250,"TWI_ASANTE, TWI_FANTE","NC.KWA.TWI_ASANTE, NC.KWA.TWI_FANTE",akan1250,resolved_multiple,2,DRH,,,,,,
1241,Taiping 太平 Movement,Classical-Middle-Modern Sinitic,,Hakka Chinese,hakk1236,HAKKA,ST.CHINESE.HAKKA,,resolved_unique,1,manual_B,Matthew Hamm,medium,,,,
1246,Shilluk,Shilluk,Shilluk,Shilluk,shil1265,"SHILLUK, SHILLUK_2","ESu.NILOTIC.SHILLUK, ESu.NILOTIC.SHILLUK_2",shil1265,resolved_multiple,2,DRH,,,,,,
1247,Exovedate,French,French,French,stan1290,FRENCH,IE.ROMANCE.FRENCH,stan1290,resolved_unique,1,DRH,,,,,,
1248,Religion in the Old Assyrian Period,Old Assyrian,Akkadian,Akkadian,akka1240,"AKKADIAN, AKKADIAN_2","AA.SEMITIC.AKKADIAN, AA.SEMITIC.AKKADIAN_2",akka1240,resolved_multiple,2,DRH,,,,,,
1249,Cult of the Egyptian Gods at Demetrias,Macedonian Greek,Modern Greek,Modern Greek,mode1248,GREEK,IE.GREEK.GREEK,mode1248,resolved_unique,1,DRH,,,,,,
1250,Hanbalism,Arabic,,Gilit Mesopotamian Arabic,meso1252,IRAQ_MUSLIM_BAGHDAD_ARABIC,AA.SEMITIC.IRAQ_MUSLIM_BAGHDAD_ARABIC,,resolved_unique,1,manual_B,Julian Weideman,medium,,,,
1258,Religion in Judah,Biblical Hebrew,Ancient Hebrew,Ancient Hebrew,anci1244,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW,anci1244,resolved_unique,1,DRH,,,,,,
1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",Classical-Middle-Modern Sinitic,,Mandarin Chinese,mand1415,MANDARIN,ST.CHINESE.MANDARIN,,resolved_unique,1,manual_B,Matthew Hamm,poor,,,,
1268,Monotheistic Pre-Islamic South Arabia,Qatabanian,Sabaic,Sabaic,saba1279,SABEAN,AA.SEMITIC.SABEAN,saba1279,resolved_unique,1,DRH,,,,,,
1279,Mandarese Muslims,Arabic,Mandar,Mandar,mand1442,MANDAR,An.SOUTH_SULAWESI.MANDAR,mand1442,resolved_unique,1,DRH,,,,,,
1281,Otoro Nuba,Arabic,Otoro,Otoro,otor1240,UTORO,Krd.HEIBAN.UTORO,otor1240,resolved_unique,1,DRH,,,,,,
1283,Butonese Muslims,Wolio,Wolio,Wolio,woli1241,WOLIO,An.CELEBIC.WOLIO,woli1241,resolved_unique,1,DRH,,,,,,
1289,Buginese Muslims,Buginese,Buginese,Buginese,bugi1244,"BUGINESE, SOPPENG_BUGINESE","An.SOUTH_SULAWESI.BUGINESE, An.SOUTH_SULAWESI.SOPPENG_BUGINESE",bugi1244,resolved_multiple,2,DRH,,,,,,
1291,Mañjuśrī Devotionalism,,Classical-Middle-Modern Sinitic,Classical-Middle-Modern Sinitic,clas1255,,,clas1255,glottocode_no_tree_tip,0,manual_A,Matthew Hamm,,,,,
1295,Donatism,Late Latin,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,,,,
