tip_name,asjp_id,glottocode,glottolog_name
An.CENTRAL_MALAYO_POLYNESIAN.FORDATA,FORDATA,ford1242,Fordata
An.CENTRAL_MALAYO_POLYNESIAN.KEI,KEI,keii1239,Kei
An.CENTRAL_MALAYO_POLYNESIAN.YAMDENA,YAMDENA,yamd1240,Yamdena
An.CENTRAL_MALAYO_POLYNESIAN.ONIN,ONIN,onin1245,Onin
An.CENTRAL_MALAYO_POLYNESIAN.SEKAR,SEKAR,seka1247,Sekar
An.CENTRAL_MALAYO_POLYNESIAN.URUANGNIRIN,URUANGNIRIN,urua1244,Uruangnirin
An.CENTRAL_MALAYO_POLYNESIAN.DAI,DAI,daii1240,Dai
An.CENTRAL_MALAYO_POLYNESIAN.DAWERA_DAWELOOR,DAWERA_DAWELOOR,dawe1237,Dawera-Daweloor
An.CENTRAL_MALAYO_POLYNESIAN.NORTH_BABAR,NORTH_BABAR,nort2860,North Babar
An.CENTRAL_MALAYO_POLYNESIAN.WEST_DAMAR,WEST_DAMAR,west2548,West Damar
An.CENTRAL_MALAYO_POLYNESIAN.EMPLAWAS,EMPLAWAS,empl1237,Emplawas
An.CENTRAL_MALAYO_POLYNESIAN.IMROING,IMROING,imro1237,Imroing
An.CENTRAL_MALAYO_POLYNESIAN.TELA_MASBUAR,TELA_MASBUAR,tela1241,Tela-Masbuar
An.CENTRAL_MALAYO_POLYNESIAN.CENTRAL_MASELA,CENTRAL_MASELA,cent2072,Central Masela
An.CENTRAL_MALAYO_POLYNESIAN.EAST_MASELA,EAST_MASELA,east2462,East Masela
An.CENTRAL_MALAYO_POLYNESIAN.SERILI,SERILI,seri1255,Serili
An.CENTRAL_MALAYO_POLYNESIAN.SOUTHEAST_BABAR,SOUTHEAST_BABAR,sout2883,Southeast Babar
An.CENTRAL_MALAYO_POLYNESIAN.MAMBAE,MAMBAE,mamb1306,Mambae
An.CENTRAL_MALAYO_POLYNESIAN.KEMAK,KEMAK,kema1243,Kemak
An.CENTRAL_MALAYO_POLYNESIAN.TUKUDEDE,TUKUDEDE,tuku1254,Tukudede
An.CENTRAL_MALAYO_POLYNESIAN.SELARU,SELARU,sela1259,Selaru
An.CENTRAL_MALAYO_POLYNESIAN.HABU,HABU,habu1241,Habu
An.CENTRAL_MALAYO_POLYNESIAN.TETUN,TETUN,tetu1245,Tetum
An.CENTRAL_MALAYO_POLYNESIAN.NAUETE,NAUETE,naue1237,Nauete
An.CENTRAL_MALAYO_POLYNESIAN.WAIMAA,WAIMAA,waim1252,Waima'a
An.CENTRAL_MALAYO_POLYNESIAN.KISAR,KISAR,kisa1266,Kisar
An.CENTRAL_MALAYO_POLYNESIAN.ROMA,ROMA,roma1332,Roma
An.CENTRAL_MALAYO_POLYNESIAN.LETINESE,LETINESE,leti1246,Leti (Indonesia)
An.CENTRAL_MALAYO_POLYNESIAN.LUANG,LUANG,luan1263,Luang
An.CENTRAL_MALAYO_POLYNESIAN.HELONG,HELONG,helo1243,Helong
An.CENTRAL_MALAYO_POLYNESIAN.TERMANU,TERMANU,term1237,Termanu
An.CENTRAL_MALAYO_POLYNESIAN.BAIKENO,BAIKENO,baik1238,Baikeno
An.CENTRAL_MALAYO_POLYNESIAN.UAB_METO,UAB_METO,uabm1237,Uab Meto
An.CENTRAL_MALAYO_POLYNESIAN.EAST_DAMAR,EAST_DAMAR,east2472,East Damar
An.CENTRAL_MALAYO_POLYNESIAN.TEUN,TEUN,teun1241,Te'un
An.CENTRAL_MALAYO_POLYNESIAN.NILA,NILA,nila1244,Nila
An.CENTRAL_MALAYO_POLYNESIAN.SERUA,SERUA,seru1245,Serua
An.CENTRAL_MALAYO_POLYNESIAN.GALOLI,GALOLI,galo1243,Galoli-Talur
An.CENTRAL_MALAYO_POLYNESIAN.TALUR,TALUR,galo1243,Galoli-Talur
An.CENTRAL_MALAYO_POLYNESIAN.ERAI,ERAI,iliu1237,Ili'uun
An.CENTRAL_MALAYO_POLYNESIAN.ILIUN,ILIUN,iliu1237,Ili'uun
An.CENTRAL_MALAYO_POLYNESIAN.TUGUN,TUGUN,tugu1245,Tugun
An.CENTRAL_MALAYO_POLYNESIAN.APUTAI,APUTAI,aput1237,Aputai
An.CENTRAL_MALAYO_POLYNESIAN.PERAI,PERAI,pera1257,Perai
An.CENTRAL_MALAYO_POLYNESIAN.SOBOYO,SOBOYO,tali1262,Taliabu
An.CENTRAL_MALAYO_POLYNESIAN.HUKUMINA,HUKUMINA,huku1237,Hukumina
An.CENTRAL_MALAYO_POLYNESIAN.LISELA,LISELA,lise1239,Lisela
An.CENTRAL_MALAYO_POLYNESIAN.BURU_MASARETE,BURU_MASARETE,buru1303,Buru (Indonesia)
An.CENTRAL_MALAYO_POLYNESIAN.ELAT_KEI_BESAR,ELAT_KEI_BESAR,band1355,Banda (Indonesia)
An.CENTRAL_MALAYO_POLYNESIAN.WATUBELA,WATUBELA,watu1247,Watubela
An.CENTRAL_MALAYO_POLYNESIAN.GESER,GESER,gese1240,Geser-Gorom
An.CENTRAL_MALAYO_POLYNESIAN.WARU_SERAM,WARU_SERAM,gese1240,Geser-Gorom
An.CENTRAL_MALAYO_POLYNESIAN.MASIWANG,MASIWANG,masi1266,Masiwang
An.CENTRAL_MALAYO_POLYNESIAN.BONFIAY,BONFIAY,masi1266,Masiwang
An.CENTRAL_MALAYO_POLYNESIAN.BOBOT,BOBOT,bobo1254,Bobot
An.CENTRAL_MALAYO_POLYNESIAN.BONFIA,BONFIA,masi1266,Masiwang
An.CENTRAL_MALAYO_POLYNESIAN.FATAKAI_NUAULU_SERAM,FATAKAI_NUAULU_SERAM,sout2895,South Nuaulu
An.CENTRAL_MALAYO_POLYNESIAN.KAYELI,KAYELI,kaye1241,Kayeli
An.CENTRAL_MALAYO_POLYNESIAN.ALUNE,ALUNE,alun1238,Alune
An.CENTRAL_MALAYO_POLYNESIAN.SAPOLEWA_SOOW_KWELE_ULUI_SERAM,SAPOLEWA_SOOW_KWELE_ULUI_SERAM,alun1238,Alune
An.CENTRAL_MALAYO_POLYNESIAN.ASILULU,ASILULU,asil1242,Asilulu
An.CENTRAL_MALAYO_POLYNESIAN.LARIKE_WAKASIHU,LARIKE_WAKASIHU,lari1255,Larike-Wakasihu
An.CENTRAL_MALAYO_POLYNESIAN.ASILULU_LIMA_RUMAHSOSAL_NUWETETU,ASILULU_LIMA_RUMAHSOSAL_NUWETETU,asil1242,Asilulu
An.CENTRAL_MALAYO_POLYNESIAN.ASILULU_LIMA_WARAKA,ASILULU_LIMA_WARAKA,asil1242,Asilulu
An.CENTRAL_MALAYO_POLYNESIAN.TALUTI_TAMILOUW,TALUTI_TAMILOUW,telu1263,Teluti
An.CENTRAL_MALAYO_POLYNESIAN.TALUTI_LAIMU,TALUTI_LAIMU,telu1263,Teluti
An.CENTRAL_MALAYO_POLYNESIAN.SEPA_INDONESIA,SEPA_INDONESIA,sepa1242,Sepa (Indonesia)
An.CENTRAL_MALAYO_POLYNESIAN.TALUTI,TALUTI,telu1263,Teluti
An.CENTRAL_MALAYO_POLYNESIAN.ELPAPUTIH_SERAM_2,ELPAPUTIH_SERAM_2,paul1238,Paulohi
An.CENTRAL_MALAYO_POLYNESIAN.ELPAPUTIH_SERAM_3,ELPAPUTIH_SERAM_3,paul1238,Paulohi
An.CENTRAL_MALAYO_POLYNESIAN.PAULOHI,PAULOHI,paul1238,Paulohi
An.CENTRAL_MALAYO_POLYNESIAN.ELPAPUTIH_SAMASURU_PAULOHIJ,ELPAPUTIH_SAMASURU_PAULOHIJ,paul1238,Paulohi
An.CENTRAL_MALAYO_POLYNESIAN.ELPAPUTIH_SERAM_1,ELPAPUTIH_SERAM_1,paul1238,Paulohi
An.CENTRAL_MALAYO_POLYNESIAN.HITU,HITU,hitu1239,Hitu
An.CENTRAL_MALAYO_POLYNESIAN.TULEHU,TULEHU,tule1244,Tulehu
An.CENTRAL_MALAYO_POLYNESIAN.HARUKU,HARUKU,haru1244,Haruku
An.CENTRAL_MALAYO_POLYNESIAN.PELAUW_HARUKU,PELAUW_HARUKU,haru1244,Haruku
An.CENTRAL_MALAYO_POLYNESIAN.AMAHAI,AMAHAI,amah1245,Amahai
An.CENTRAL_MALAYO_POLYNESIAN.NUSA_LAUT,NUSA_LAUT,nusa1245,Nusa Laut
An.CENTRAL_MALAYO_POLYNESIAN.SAPARUA_IHAMAHU,SAPARUA_IHAMAHU,sapa1251,Saparua
An.CENTRAL_MALAYO_POLYNESIAN.SAPARUA_HARIA,SAPARUA_HARIA,sapa1251,Saparua
An.CENTRAL_MALAYO_POLYNESIAN.SAPARUA_OUW,SAPARUA_OUW,sapa1251,Saparua
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.IRARUTU,IRARUTU,irar1238,Irarutu
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.KURI,KURI,kuri1260,Nabi
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.AMBEL,AMBEL,waig1244,Ambel
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.BIGA,BIGA,biga1238,Biga
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.MATBAT,MATBAT,matb1237,Matbat
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.BUTLEH,BUTLEH,maya1282,Misool-Salawati Ma'ya
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.MISOOL_MAYA,MISOOL_MAYA,maya1282,Misool-Salawati Ma'ya
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.SALAWATI_MAAYA,SALAWATI_MAAYA,maya1282,Misool-Salawati Ma'ya
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.LANGANYAN,LANGANYAN,lege1241,Legenyem
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.WAUYAI,WAUYAI,wauy1237,Wauyai
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.KAWE,KAWE,kawe1240,Kawe
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.AS,AS,asss1237,As
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.GEBE,GEBE,gebe1237,Gebe
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.BULI,BULI,buli1255,Buli (Indonesia)
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.PATANI,PATANI,pata1260,Patani
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.SAWAI_UnnamedInSource,SAWAI_UnnamedInSource,sawa1247,Sawai
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.SOMA,SOMA,east2440,East Makian
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.TAHANE,TAHANE,east2440,East Makian
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.GIMAN,GIMAN,gane1237,Gane
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.SAKETA,SAKETA,east2440,East Makian
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.WOSI,WOSI,east2440,East Makian
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.MAILOA,MAILOA,east2440,East Makian
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.NGOFAGITA,NGOFAGITA,east2440,East Makian
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.EAST_MAKIAN,EAST_MAKIAN,east2440,East Makian
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.NGOFAKIAHA,NGOFAKIAHA,east2440,East Makian
An.CENTRAL_MALAYO_POLYNESIAN.ARGUNI,ARGUNI,argu1237,Arguni
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.YARIK,YARIK,bedo1237,Mbaruan
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.KAMBRAM,KAMBRAM,erok1237,Yarikman
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.TANDIA,TANDIA,tand1253,Tandia
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.WAROPEN,WAROPEN,waro1242,Waropen
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.MOR,MOR,morm1235,Mor (Mor Islands)
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.WAREMBORI,WAREMBORI,ware1253,Warembori
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.DUSNER,DUSNER,dusn1237,Dusner
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.MEOSWAR,MEOSWAR,meos1237,Meoswar
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.RON,RON,roon1237,Roon
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.NUMFOR,NUMFOR,biak1248,Biak
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.BIAK_2,BIAK_2,biak1248,Biak
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.BIAK,BIAK,biak1248,Biak
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.YERETUAR,YERETUAR,yere1243,Yeretuar
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.IRESIM,IRESIM,ires1239,Yerisiam
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.YAUR,YAUR,yaur1239,Yaur
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.KURUDU,KURUDU,kuru1305,Kurudu
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.WABO,WABO,wabo1240,Wabo
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.SERUI_LAUT,SERUI_LAUT,seru1244,Serui-Laut
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.MUNGGUI,MUNGGUI,mung1269,Munggui
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.PAPUMA,PAPUMA,papu1251,Papuma
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.POM,POM,pomm1237,Pom
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.ANSUS,ANSUS,ansu1237,Ansus
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.WOI,WOI,woii1237,Woi
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.WANDAMEN,WANDAMEN,wand1267,Wandamen
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.AMBAI,AMBAI,amba1265,Ambai
An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.WADAPI_LAUT,WADAPI_LAUT,amba1265,Ambai
An.OCEANIC.NAURUAN,NAURUAN,naur1243,Nauru
An.OCEANIC.KUSAIE,KUSAIE,kosr1238,Kosraean
An.OCEANIC.KIRIBATI,KIRIBATI,gilb1244,Gilbertese
An.OCEANIC.EASTERN_MARSHALLESE,EASTERN_MARSHALLESE,mars1254,Marshallese
An.OCEANIC.MARSHALLESE,MARSHALLESE,mars1254,Marshallese
An.OCEANIC.MOKILESE,MOKILESE,moki1238,Mokilese
An.OCEANIC.PINGELAPESE,PINGELAPESE,ping1243,Pingelapese
An.OCEANIC.POHNPEIAN,POHNPEIAN,pohn1238,Pohnpeian
An.OCEANIC.ULITHIAN,ULITHIAN,ulit1238,Ulithian
An.OCEANIC.PULO_ANNA,PULO_ANNA,sons1242,Sonsorol
An.OCEANIC.SONSOROLESE,SONSOROLESE,sons1242,Sonsorol
An.OCEANIC.WOLEAIAN,WOLEAIAN,wole1240,Woleaian
An.OCEANIC.SATAWALESE,SATAWALESE,sata1237,Satawalese
An.OCEANIC.CAROLINIAN,CAROLINIAN,caro1242,Carolinian
An.OCEANIC.PULUWATESE,PULUWATESE,pulu1242,Puluwatese
An.OCEANIC.MORTLOCKESE,MORTLOCKESE,mort1237,Mortlockese
An.OCEANIC.TRUKESE,TRUKESE,chuu1238,Chuukese
An.OCEANIC.NIMOA,NIMOA,nimo1246,Nimoa
An.OCEANIC.SUDEST,SUDEST,sude1239,Sudest
An.OCEANIC.MISIMA_PANAEATI,MISIMA_PANAEATI,misi1243,Misima-Paneati
An.OCEANIC.KILIVILA,KILIVILA,kili1267,Kilivila
An.OCEANIC.MUYUW,MUYUW,muyu1244,Muyuw
An.OCEANIC.OUMA,OUMA,ouma1237,Ouma
An.OCEANIC.BINA,BINA,bina1271,Bina (Papua New Guinea)
An.OCEANIC.MAGORI,MAGORI,mago1248,Magori
An.OCEANIC.YOBA,YOBA,yoba1237,Yoba
An.OCEANIC.SINAUGORO,SINAUGORO,sina1266,Sinaugoro
An.OCEANIC.KEAPARA,KEAPARA,keap1239,Keapara
An.OCEANIC.MOTU,MOTU,motu1246,Motu
An.OCEANIC.GABADI,GABADI,abad1241,Abadi
An.OCEANIC.MEKEO,MEKEO,meke1243,Mekeo
An.OCEANIC.RORO,RORO,waim1251,Waima
An.OCEANIC.DOURA,DOURA,tour1243,Toura (Papua New Guinea)
An.OCEANIC.KUNI,KUNI,kuni1263,Kuni
An.OCEANIC.LALA,LALA,lala1268,Lala
An.OCEANIC.BWANABWANA,BWANABWANA,bwan1241,Bwanabwana
An.OCEANIC.BUHUTU,BUHUTU,buhu1237,Buhutu
An.OCEANIC.SALIBA_PAPUA_NEWGUINEA,SALIBA_PAPUA_NEWGUINEA,sali1295,Saliba
An.OCEANIC.SUAU,SUAU,suau1242,Suau
An.OCEANIC.MAISIN,MAISIN,mais1250,Maisin
An.OCEANIC.GUMAWANA,GUMAWANA,guma1254,Gumawana
An.OCEANIC.DOBU,DOBU,dobu1241,Dobu
An.OCEANIC.SEWA_BAY,SEWA_BAY,sewa1251,Sewa Bay
An.OCEANIC.BUNAMA,BUNAMA,buna1276,Bunama
An.OCEANIC.MOLIMA,MOLIMA,moli1248,Molima
An.OCEANIC.IAMALELE,IAMALELE,iama1237,Iamalele
An.OCEANIC.DIODIO,DIODIO,diod1237,Diodio
An.OCEANIC.BWAIDOKA,BWAIDOKA,bwai1242,Bwaidoka
An.OCEANIC.IDUNA,IDUNA,idun1242,Iduna
An.OCEANIC.DAWAWA,DAWAWA,dawa1242,Dawawa
An.OCEANIC.ANUKI,ANUKI,anuk1239,Anuki
An.OCEANIC.ARE,ARE,aree1239,Are
An.OCEANIC.UBIR,UBIR,ubir1237,Ubir
An.OCEANIC.GAPAPAIWA,GAPAPAIWA,gapa1238,Gapapaiwa
An.OCEANIC.GHAYAVI_1,GHAYAVI_1,ghay1237,Ghayavi
An.OCEANIC.GHAYAVI_2,GHAYAVI_2,ghay1237,Ghayavi
An.OCEANIC.MINAVEHA,MINAVEHA,mina1269,Minaveha
An.OCEANIC.WEDAU,WEDAU,weda1241,Wedau
An.OCEANIC.YAKAIKEKE,YAKAIKEKE,yaka1275,Yakaikeke
An.OCEANIC.TAWALA,TAWALA,tawa1275,Tawala
An.OCEANIC.HAIGWAI,HAIGWAI,haig1237,Haigwai
An.OCEANIC.TAUPOTA,TAUPOTA,taup1242,Taupota
An.OCEANIC.VITU,VITU,mudu1242,Muduapa
An.OCEANIC.BOLA,BOLA,bola1250,Bola
An.OCEANIC.MAUTUTU,MAUTUTU,naka1262,Nakanai
An.OCEANIC.NAKANAI_2,NAKANAI_2,naka1262,Nakanai
An.OCEANIC.BILEKI_NAKANAI,BILEKI_NAKANAI,naka1262,Nakanai
An.OCEANIC.NAKANAI,NAKANAI,naka1262,Nakanai
An.OCEANIC.LAMASONG,LAMASONG,lava1239,Lavatbura-Lamusong
An.OCEANIC.BAROK,BAROK,baro1253,Barok
An.OCEANIC.MADAK,MADAK,mada1285,Madak
An.OCEANIC.SUNGLIK_LIHIR,SUNGLIK_LIHIR,lihi1237,Lihir
An.OCEANIC.MANDARA,MANDARA,mand1440,Mandara
An.OCEANIC.TABAR,TABAR,mand1440,Mandara
An.OCEANIC.NALIK,NALIK,nali1244,Nalik
An.OCEANIC.WEST_KARA,WEST_KARA,kara1486,Kara (Papua New Guinea)
An.OCEANIC.KARA_PNG,KARA_PNG,kara1486,Kara (Papua New Guinea)
An.OCEANIC.TIANG,TIANG,tian1237,Tiang
An.OCEANIC.TIGAK,TIGAK,tiga1245,Tigak
An.OCEANIC.TUNGAK,TUNGAK,tung1290,Tungag
An.OCEANIC.TANGA,TANGA,niwe1234,Niwer Mil
An.OCEANIC.SURSURUNGA,SURSURUNGA,surs1246,Sursurunga
An.OCEANIC.SIAR,SIAR,siar1238,Siar-Lak
An.OCEANIC.BILUR,BILUR,bilu1244,Bilur
An.OCEANIC.KANDAS,KANDAS,kand1301,Kandas
An.OCEANIC.PATPATAR,PATPATAR,patp1243,Patpatar
An.OCEANIC.MINIGIR,MINIGIR,mini1251,Minigir
An.OCEANIC.TOLAI,TOLAI,kuan1248,Kuanua
An.OCEANIC.BANONI,BANONI,bann1247,Bannoni
An.OCEANIC.SOLOS,SOLOS,solo1257,Solos
An.OCEANIC.NEHAN,NEHAN,neha1247,Nehan
An.OCEANIC.TAIOF,TAIOF,sapo1253,Saposa
An.OCEANIC.TEOP,TEOP,teop1238,Teop
An.OCEANIC.HAKU,HAKU,hako1237,Hakö
An.OCEANIC.HALIA,HALIA,hali1244,Halia
An.OCEANIC.HALIA_2,HALIA_2,hali1244,Halia
An.OCEANIC.VAGHUA,VAGHUA,vagh1249,Vaghua
An.OCEANIC.VARISI,VARISI,vari1239,Varisi
An.OCEANIC.RIRIO,RIRIO,riri1237,Ririo
An.OCEANIC.KATAZI_BABATANA,KATAZI_BABATANA,baba1268,Babatana
An.OCEANIC.TUNOE_BABATANA,TUNOE_BABATANA,baba1268,Babatana
An.OCEANIC.AVASO_BABATANA,AVASO_BABATANA,baba1268,Babatana
An.OCEANIC.LOMAUMBI_BABATANA,LOMAUMBI_BABATANA,baba1268,Babatana
An.OCEANIC.SISIQA,SISIQA,baba1268,Babatana
An.OCEANIC.SENGGA_BABATANA,SENGGA_BABATANA,baba1268,Babatana
An.OCEANIC.ZABANA,ZABANA,zaba1237,Zabana
An.OCEANIC.KOKOTA,KOKOTA,koko1269,Kokota
An.OCEANIC.BLABLANGA,BLABLANGA,blab1237,Blablanga
An.OCEANIC.GHOVE_BLABLANGA,GHOVE_BLABLANGA,blab1237,Blablanga
An.OCEANIC.ZAZAO,ZAZAO,zaza1245,Zazao
An.OCEANIC.CHEKE_HOLO,CHEKE_HOLO,chek1238,Cheke Holo
An.OCEANIC.TATABA_MARINGE_CHEKE_HOLO,TATABA_MARINGE_CHEKE_HOLO,chek1238,Cheke Holo
An.OCEANIC.KMAGHA_MARINGE_CHEKE_HOLO,KMAGHA_MARINGE_CHEKE_HOLO,chek1238,Cheke Holo
An.OCEANIC.LELEGHIA_MARINGE_CHEKE_HOLO,LELEGHIA_MARINGE_CHEKE_HOLO,chek1238,Cheke Holo
An.OCEANIC.DUKE,DUKE,duke1237,Duke
An.OCEANIC.SIMBO,SIMBO,simb1256,Simbo
An.OCEANIC.LUNGGA,LUNGGA,lung1249,Lungga
An.OCEANIC.KAZUKURU,KAZUKURU,kazu1245,Kazukuru
An.OCEANIC.ROVIANA,ROVIANA,rovi1238,Roviana
An.OCEANIC.UGHELE,UGHELE,ughe1237,Ughele
An.OCEANIC.MAROVO,MAROVO,maro1244,Marovo
An.OCEANIC.MBAREKE,MBAREKE,vang1243,Vangunu
An.OCEANIC.HOAVA,HOAVA,hoav1238,Hoava
An.OCEANIC.KUSAGHE,KUSAGHE,kusa1251,Kusaghe-Njela
An.OCEANIC.URUAVA,URUAVA,urua1242,Uruava
An.OCEANIC.TORAU,TORAU,tora1259,Torau
An.OCEANIC.MONO_ALU,MONO_ALU,mono1273,Mono-Alu
An.OCEANIC.FAURO_MONO,FAURO_MONO,mono1273,Mono-Alu
An.OCEANIC.ALU_MONO,ALU_MONO,mono1273,Mono-Alu
An.OCEANIC.MONO,MONO,mono1273,Mono-Alu
An.OCEANIC.BARIAI,BARIAI,bari1286,Bariai
An.OCEANIC.KOVE,KOVE,kove1237,Kove
An.OCEANIC.LUSI,LUSI,lusi1240,Lusi
An.OCEANIC.MUTU,MUTU,mutu1242,Mutu
An.OCEANIC.GITUA,GITUA,gitu1237,Gitua
An.OCEANIC.TUAM,TUAM,mutu1242,Mutu
An.OCEANIC.KAULONG,KAULONG,kaul1240,Kaulong
An.OCEANIC.SENGSENG,SENGSENG,seng1281,Sengseng
An.OCEANIC.AIKLEP,AIKLEP,aikl1237,Aiklep
An.OCEANIC.ARAWE,ARAWE,solo1258,Solong
An.OCEANIC.AMARA,AMARA,amar1272,Amara
An.OCEANIC.LAMOGAI,LAMOGAI,lamo1244,Lamogai
An.OCEANIC.MOUK_1,MOUK_1,mouk1239,Mouk-Aria
An.OCEANIC.MOUK_2,MOUK_2,mouk1239,Mouk-Aria
An.OCEANIC.LOTE,LOTE,lote1237,Lote
An.OCEANIC.MENGEN,MENGEN,meng1267,Mengen
An.OCEANIC.MALEU,MALEU,male1289,Maleu-Kilenge
An.OCEANIC.MALEU_2,MALEU_2,male1289,Maleu-Kilenge
An.OCEANIC.MANGAP,MANGAP,mbul1263,Mbula
An.OCEANIC.MBULA_PAPUA_NEW_GUINEA,MBULA_PAPUA_NEW_GUINEA,mbul1263,Mbula
An.OCEANIC.AROP_LOKEP,AROP_LOKEP,arop1243,Arop-Lokep
An.OCEANIC.LUKEP,LUKEP,arop1243,Arop-Lokep
An.OCEANIC.MALASANGA,MALASANGA,mala1487,Malasanga
An.OCEANIC.BARIM,BARIM,karn1252,Karnai
An.OCEANIC.TAMI,TAMI,tami1290,Tami
An.OCEANIC.SIO,SIO,sioo1240,Sio
An.OCEANIC.ROINJI,ROINJI,ronj1237,Ronji
An.OCEANIC.NENGAYA,NENGAYA,mato1252,Mato
An.OCEANIC.MATO,MATO,mato1252,Mato
An.OCEANIC.BILIAU,BILIAU,awad1244,Awad Bing
An.OCEANIC.BILBIL,BILBIL,bilb1241,Bilibil
An.OCEANIC.GEDAGED,GEDAGED,geda1237,Gedaged
An.OCEANIC.GEDAGED_2,GEDAGED_2,geda1237,Gedaged
An.OCEANIC.TAKIA,TAKIA,taki1248,Takia
An.OCEANIC.DAMI,DAMI,mari1428,Marik
An.OCEANIC.MATUKAR,MATUKAR,matu1261,Matukar
An.OCEANIC.KAYUPULAU,KAYUPULAU,kayu1243,Kayupulau
An.OCEANIC.ORMU,ORMU,ormu1248,Ormu
An.OCEANIC.TOBATI,TOBATI,toba1266,Tobati
An.OCEANIC.SOBEI,SOBEI,sobe1238,Sobei
An.OCEANIC.TARPIA,TARPIA,tarp1240,Tarpia
An.OCEANIC.BONGGO,BONGGO,bong1287,Bonggo
An.OCEANIC.KAPTIAU,KAPTIAU,kapt1235,Kaptiau
An.OCEANIC.ULAU,ULAU,ulau1237,Ulau-Suain
An.OCEANIC.SERA,SERA,sera1260,Sera
An.OCEANIC.AROP_SISSANO,AROP_SISSANO,arop1242,Arop
An.OCEANIC.SISSANO,SISSANO,siss1243,Sissano
An.OCEANIC.TUMLEO_2,TUMLEO_2,tuml1238,Tumleo
An.OCEANIC.TUMLEO,TUMLEO,tuml1238,Tumleo
An.OCEANIC.YAKAMUL,YAKAMUL,kapp1237,Kap
An.OCEANIC.KAIRIRU,KAIRIRU,kair1263,Kairiru
An.OCEANIC.KAIEP,KAIEP,kaie1237,Kaiep
An.OCEANIC.MEDEBUR,MEDEBUR,mede1237,Medebur
An.OCEANIC.KIS,KIS,kiss1246,Kis
An.OCEANIC.WOGEO,WOGEO,woge1237,Wogeo
An.OCEANIC.BIEM,BIEM,biem1237,Biem
An.OCEANIC.MANAM,MANAM,mana1295,Manam
An.OCEANIC.SEPA_PAPUA_NEW_GUINEA,SEPA_PAPUA_NEW_GUINEA,sepa1241,Sepa (Papua New Guinea)
An.OCEANIC.NUMBAMI,NUMBAMI,numb1247,Numbami
An.OCEANIC.SIPOMA,SIPOMA,numb1247,Numbami
An.OCEANIC.KELA,KELA,kela1255,Kela (Papua New Guinea)
An.OCEANIC.JABEM,JABEM,yabe1254,Yabem
An.OCEANIC.YABEM,YABEM,yabe1254,Yabem
An.OCEANIC.BUKAUA,BUKAUA,buga1250,Bugawac
