tip_name,asjp_id,glottocode,glottolog_name
NC.EDOID.OKPAMHERI,OKPAMHERI,okpa1238,Okpamheri
NC.EDOID.UHAMI,UHAMI,uham1238,Uhami
NC.EDOID.EHUEUN,EHUEUN,ehue1238,Ehueun
NC.EDOID.UKUE,UKUE,ukue1238,Ukue
NC.EDOID.AOMA,AOMA,emai1241,Emai-Iuleha-Ora
NC.EDOID.EMAI,EMAI,emai1241,Emai-Iuleha-Ora
NC.EDOID.EDO,EDO,bini1246,Bini
NC.EDOID.EDO_2,EDO_2,bini1246,Bini
NC.EDOID.GHOTUO,GHOTUO,ghot1243,Ghotuo
NC.EDOID.AVBIANWU,AVBIANWU,yekh1238,Yekhee
NC.EDOID.AUCHI,AUCHI,yekh1238,Yekhee
NC.EDOID.UNEME,UNEME,unem1238,Uneme
NC.OKO.OKO_OSANYE_ENI,OKO_OSANYE_ENI,okoe1238,Oko-Eni-Osayen
NC.IDOMOID.IGEDE,IGEDE,iged1239,Igede
NC.IDOMOID.IDOMA,IDOMA,idom1241,Idoma
NC.IDOMOID.YALA,YALA,yala1263,Yala
NC.CROSS_RIVER.ABUA,ABUA,abua1244,Abua
NC.CROSS_RIVER.OGBRONUAGUM,OGBRONUAGUM,ogbr1243,Ogbronuagum
NC.CROSS_RIVER.MBEMBE,MBEMBE,cros1244,Cross River Mbembe
NC.CROSS_RIVER.KOHUMONO,KOHUMONO,kohu1244,Kohumono
NC.CROSS_RIVER.BAN_OGOI,BAN_OGOI,baan1241,Baan
NC.CROSS_RIVER.ELEME,ELEME,elem1253,Eleme
NC.CROSS_RIVER.ELEME_2,ELEME_2,elem1253,Eleme
NC.CROSS_RIVER.GOKANA,GOKANA,goka1239,Gokana
NC.CROSS_RIVER.KANA,KANA,khan1278,Khana
NC.CROSS_RIVER.TEE,TEE,teee1242,Tee
NC.CROSS_RIVER.OBOLO,OBOLO,obol1243,Obolo
NC.CROSS_RIVER.IKO,IKO,ikoo1245,Iko
NC.CROSS_RIVER.IBINO,IBINO,ibin1241,Ibino
NC.CROSS_RIVER.IBUORO,IBUORO,ibuo1242,Ibuoro
NC.CROSS_RIVER.ITUMBUSO,ITUMBUSO,itum1245,Itu Mbon Uzo
NC.CROSS_RIVER.EFAI,EFAI,efai1241,Efai
NC.CROSS_RIVER.EKIT,EKIT,ekit1246,Ekit
NC.CROSS_RIVER.ETEBI,ETEBI,eteb1238,Etebi
NC.CROSS_RIVER.ANAANG,ANAANG,anaa1238,Anaang
NC.CROSS_RIVER.UKWA,UKWA,ukwa1238,Ukwa
NC.CROSS_RIVER.IBIBIO_2,IBIBIO_2,ibib1240,Ibibio
NC.CROSS_RIVER.EFIK,EFIK,efik1245,Efik
NC.CROSS_RIVER.IBIBIO_1,IBIBIO_1,ibib1240,Ibibio
NC.CROSS_RIVER.USAKADE,USAKADE,usag1244,Usaghade
NC.CROSS_RIVER.ILUE,ILUE,ilue1241,Ilue
NC.CROSS_RIVER.OKOBO,OKOBO,okob1241,Okobo
NC.CROSS_RIVER.ORO,ORO,oroo1241,Oro
NC.CROSS_RIVER.EBUGHU,EBUGHU,ebug1241,Ebughu
NC.CROSS_RIVER.ENWANG,ENWANG,enwa1245,Enwan (Akwa Ibom State)
NC.CROSS_RIVER.UDA,UDA,udaa1238,Uda
NC.KAINJI.RESHE,RESHE,resh1242,Reshe
NC.KAINJI.LARU_NIGERIA,LARU_NIGERIA,laru1238,Laru (Nigeria)
NC.KAINJI.LOPA,LOPA,lopa1238,Lopa
NC.KAINJI.LELA,LELA,clel1238,C'lela
NC.KAINJI.DUKA,DUKA,huns1239,Hun-Saare
NC.KAINJI.FAKAI_A,FAKAI_A,kagf1238,Ut-Main
NC.KAINJI.GWAMHI_WURI,GWAMHI_WURI,gwam1244,Gwamhi-Wuri
NC.KAINJI.ROR,ROR,kagf1238,Ut-Main
NC.KAINJI.PONGU,PONGU,pong1250,Pongu
NC.KAINJI.PONGU_2,PONGU_2,pong1250,Pongu
NC.KAINJI.MADAKA,MADAKA,bauc1238,Bauchi
NC.KAINJI.ROGO,ROGO,rogo1238,Rogo
NC.KAINJI.SEGEMUK,SEGEMUK,east2403,Eastern Acipa
NC.KAINJI.SHAMA,SHAMA,sham1278,Shama-Sambuga
NC.KAINJI.CINDA_1,CINDA_1,cind1241,Yara
NC.KAINJI.CINDA_2,CINDA_2,cind1241,Yara
NC.KAINJI.CINDA_5,CINDA_5,cind1241,Yara
NC.KAINJI.REGI,REGI,cind1241,Yara
NC.KAINJI.KUKI,KUKI,cind1241,Yara
NC.KAINJI.CICIPU,CICIPU,cici1237,Cicipu
NC.KAINJI.CISHINGINI,CISHINGINI,cish1238,Western-Kambari-Cishingini
NC.KAINJI.SALKA,SALKA,tsis1238,Salka-Tsishingini
NC.KAINJI.TSUVADI,TSUVADI,tsuv1239,Tsuvadi
NC.KAINJI.RUBASA,RUBASA,basa1282,Basa (Nigeria)
NC.KAINJI.AMO,AMO,amoo1242,Amo
NC.KAINJI.GAMO_NINGI,GAMO_NINGI,gamo1241,Gamo-Ningi
NC.KAINJI.KUDU_CAMO,KUDU_CAMO,kudu1241,Kudu-Camo
NC.KAINJI.LERE_TAKAYA,LERE_TAKAYA,lere1241,Lere
NC.KAINJI.LERE_GANA,LERE_GANA,lere1241,Lere
NC.KAINJI.LERE_SI,LERE_SI,lere1241,Lere
NC.KAINJI.SHENI,SHENI,shen1251,Sheni-Ziriya
NC.KAINJI.ZIRIYA,ZIRIYA,ziri1239,Ziriya
NC.KAINJI.GYEM,GYEM,gyem1238,Gyem
NC.KAINJI.SHAU,SHAU,shau1238,Shau
NC.KAINJI.IZORA,IZORA,izor1238,Izora
NC.KAINJI.SANGA,SANGA,sang1329,Sanga (Nigeria)
NC.KAINJI.JANJI,JANJI,janj1240,Janji
NC.KAINJI.JERE,JERE,jere1244,Jere
NC.KAINJI.IGUTA,IGUTA,igut1238,Iguta
NC.NUPOID.GADE,GADE,gade1242,Gade
NC.NUPOID.IGBIRRA,IGBIRRA,ebir1243,Ebira
NC.NUPOID.GBARI,GBARI,gbar1246,Gbari
NC.NUPOID.NUPE,NUPE,nupe1254,Nupe-Nupe-Tako
NC.PLATOID.KUTEB,KUTEB,kute1248,Kutep
NC.PLATOID.KPAN,KPAN,kpan1246,Kpan
NC.JUKUNOID.JIBA,JIBA,jiba1237,Jiba
NC.PLATOID.JIBU,JIBU,jibu1239,Jibu
NC.PLATOID.JUKUN_TAKUM,JUKUN_TAKUM,juku1254,Jukun Takum
NC.JUKUNOID.HONE,HONE,hone1235,Hõne
NC.JUKUNOID.WAPAN,WAPAN,wapa1235,Wapan
NC.JUKUNOID.WAPHA,WAPHA,waph1238,Wãpha
NC.PLATOID.KADARA,KADARA,kada1284,Kadara
NC.PLATOID.KULU,KULU,ikul1238,Ikulu
NC.PLATOID.KWANKA,KWANKA,,
NC.PLATOID.TAPSHIN,TAPSHIN,surr1238,Sur
NC.PLATOID.YANGKAM,YANGKAM,yang1290,Yangkam
NC.PLATOID.PE,PE,peee1238,Pye
NC.PLATOID.TAROK,TAROK,taro1263,Tarok
NC.PLATOID.RUKUL,RUKUL,boru1244,Bo-Rukul
NC.PLATOID.FYEM,FYEM,fyam1238,Fyam
NC.PLATOID.HOROM,HOROM,horo1245,Horom
NC.PLATOID.SHALL,SHALL,shal1242,Shall-Zwall
NC.PLATOID.ITEN,ITEN,eten1239,Eten
NC.PLATOID.BEROM_F,BEROM_F,bero1242,Berom
NC.PLATOID.TAHOSS,TAHOSS,bero1242,Berom
NC.PLATOID.BEROM_R,BEROM_R,bero1242,Berom
NC.PLATOID.NDUN,NDUN,ahwa1235,Ndunic
NC.PLATOID.SHAKARA,SHAKARA,ahwa1235,Ndunic
NC.PLATOID.CARA,CARA,cara1270,Cara
NC.PLATOID.TYAP,TYAP,tyap1238,Tyap
NC.PLATOID.IZERE,IZERE,izer1241,Izere
NC.PLATOID.GANANG,GANANG,gana1270,Ganang
NC.PLATOID.CEN,CEN,cenn1238,Cen
NC.PLATOID.FIRAN,FIRAN,fira1238,Firan
NC.PLATOID.ELOYI,ELOYI,eloy1241,Ajiri
NC.PLATOID.AKE,AKE,akee1238,Akye
NC.PLATOID.EGGON,EGGON,eggo1239,Eggon
NC.PLATOID.JIJILI,JIJILI,tanj1247,Rjili
NC.PLATOID.JILI,JILI,liji1238,Lijili
NC.PLATOID.HASHA,HASHA,hash1238,Hasha
NC.PLATOID.TORO,TORO,toro1249,Toro
NC.PLATOID.TESU,TESU,alum1246,Arum
NC.PLATOID.CORI,CORI,cori1240,Kyoli
NC.PLATOID.HYAM,HYAM,hyam1245,Hyam
NC.PLATOID.BEGBERE_EJAR,BEGBERE_EJAR,begb1241,Begbere-Ejar
NC.PLATOID.NYANKPA,NYANKPA,yesk1239,Nyankpa
NC.PLATOID.IDU,IDU,idun1241,Dũya
NC.PLATOID.ITOO,ITOO,ashe1269,Ashe
NC.PLATOID.GWARA,GWARA,,
NC.PLATOID.AYU,AYU,ayuu1242,Ayu
NC.PLATOID.SAMBE,SAMBE,ninz1246,Ninzo
NC.PLATOID.CE,CE,chee1238,Che
NC.PLATOID.ANIB,ANIB,kanu1277,Kanufi
NC.PLATOID.NINKYOP,NINKYOP,kani1277,Kaningdon-Nindem
NC.PLATOID.BU_NIGERIA,BU_NIGERIA,buuu1244,Bu
NC.PLATOID.NINGYE,NINGYE,ning1271,Ningye
NC.PLATOID.NINKA,NINKA,ning1271,Ningye
NC.PLATOID.NUNKU,NUNKU,numa1252,Numana
NC.PLATOID.MADA,MADA,mada1282,Mada (Nigeria)
NC.PLATOID.NDEYWAN,NDEYWAN,mada1282,Mada (Nigeria)
NC.PLATOID.NCEKPE,NCEKPE,mada1282,Mada (Nigeria)
NC.PLATOID.KEJA,KEJA,mada1282,Mada (Nigeria)
NC.PLATOID.GBUGYAR,GBUGYAR,mada1282,Mada (Nigeria)
NC.PLATOID.RIJA,RIJA,mada1282,Mada (Nigeria)
NC.PLATOID.NJIGBAN,NJIGBAN,mada1282,Mada (Nigeria)
NC.PLATOID.RINZE,RINZE,mada1282,Mada (Nigeria)
NC.PLATOID.NCO,NCO,mada1282,Mada (Nigeria)
NC.BANTOID.DONG,DONG,dong1293,Dong
NC.BANTOID.SAMBA_DAGA,SAMBA_DAGA,samb1311,Sama Mum
NC.BANTOID.TIKAR_AKUEN,TIKAR_AKUEN,tika1246,Tikar
NC.BANTOID.TWUMWU,TWUMWU,tika1246,Tikar
NC.BANTOID.NIZAA,NIZAA,suga1248,Nizaa
NC.BANTOID.KONJA_NDUNG,KONJA_NDUNG,kwan1276,Kwanja
NC.BANTOID.KONJA_SUNDANI,KONJA_SUNDANI,kwan1276,Kwanja
NC.BANTOID.MAMBILA,MAMBILA,nige1255,Western Mambila
NC.BANTOID.MAMBILA_ATTA,MAMBILA_ATTA,came1252,Donga Mambila
NC.BANTOID.SOMYEV,SOMYEV,somy1238,Somyev
NC.BANTOID.WAWA,WAWA,wawa1246,Wawa
NC.BANTOID.VUTE_MBANJO,VUTE_MBANJO,vute1244,Vute
NC.BANTOID.VUTE_YOKO,VUTE_YOKO,vute1244,Vute
NC.CROSS_RIVER.BEKWARRA,BEKWARRA,bekw1241,Bekwarra
NC.CROSS_RIVER.BOKI,BOKI,boky1238,Bokyi
NC.BANTOID.BURU,BURU,buru1299,Buru-Angwe
NC.BANTOID.NJWANDE,NJWANDE,bita1251,Bitare
NC.BANTOID.BATU_ANWE,BATU_ANWE,batu1255,Batu
NC.BANTOID.AFI_AMANDA,AFI_AMANDA,batu1255,Batu
NC.BANTOID.KAMINO,KAMINO,batu1255,Batu
NC.BANTOID.ESIMBI,ESIMBI,esim1238,Esimbi
NC.BANTOID.IPULO,IPULO,ipul1238,Ipulo-Olulu
NC.BANTOID.TIV_1,TIV_1,tivv1240,Tiv
NC.BANTOID.TIV_2,TIV_2,tivv1240,Tiv
NC.BANTOID.MBE,MBE,mbee1249,Mbe
NC.BANTOID.BALEP,BALEP,ndoe1238,Ndoe
NC.BANTOID.EKPARABONG,EKPARABONG,ndoe1238,Ndoe
NC.BANTOID.EKAJUK,EKAJUK,ekaj1238,Ekajuk
NC.BANTOID.NNAM,NNAM,nnam1238,Nnam
NC.BANTOID.EFUTOP,EFUTOP,efut1242,Efutop
NC.BANTOID.NSELLE,NSELLE,nden1250,Nde-Nsele-Nta
NC.BANTOID.NTA,NTA,nden1250,Nde-Nsele-Nta
NC.BANTOID.NDE,NDE,nden1250,Nde-Nsele-Nta
NC.BANTOID.NKIM,NKIM,nkem1242,Nkem-Nkum
NC.BANTOID.NKUMM,NKUMM,nkem1242,Nkem-Nkum
NC.BANTOID.EJAGHAM,EJAGHAM,ejag1239,Ejagham
NC.BANTOID.BENDEGHE,BENDEGHE,ejag1239,Ejagham
NC.BANTOID.EKOI,EKOI,ejag1239,Ejagham
NC.BANTOID.KEAKA,KEAKA,ejag1239,Ejagham
NC.BANTOID.OBANG,OBANG,ejag1239,Ejagham
NC.BANTOID.KENYANG_KITWII,KENYANG_KITWII,keny1279,Kenyang
NC.BANTOID.BAS_KENYANG,BAS_KENYANG,keny1279,Kenyang
NC.BANTOID.CENTRAL_KENYANG,CENTRAL_KENYANG,keny1279,Kenyang
NC.BANTOID.HAUT_KENYANG,HAUT_KENYANG,keny1279,Kenyang
NC.BANTOID.KENDEM,KENDEM,kend1252,Kendem
NC.BANTOID.DENYA_TAKAMANDA,DENYA_TAKAMANDA,deny1238,Denya
NC.BANTOID.DENYA_BITIEKU,DENYA_BITIEKU,deny1238,Denya
NC.BANTOID.DENYA_BAJWO,DENYA_BAJWO,deny1238,Denya
NC.BANTOID.DENYA_BASHO,DENYA_BASHO,deny1238,Denya
NC.BANTOID.MBU,MBU,mbuu1238,Ajumbu
NC.BANTOID.MISSONG,MISSONG,abar1238,Mungbam
NC.BANTOID.ABAR,ABAR,abar1238,Mungbam
NC.BANTOID.FANG,FANG,fang1248,Fang (Cameroon)
NC.BANTOID.KOSHIN,KOSHIN,kosh1246,Koshin
NC.BANTOID.MUNDABLI,MUNDABLI,mund1328,Mundabli-Mufu
NC.BANTOID.BU,BU,mund1328,Mundabli-Mufu
NC.BANTOID.KEMEZUNG,KEMEZUNG,keme1240,Kemezung
NC.BANTOID.MASHI_NIGERIA,MASHI_NIGERIA,mash1269,Mashi (Nigeria)
NC.BANTOID.NAKI,NAKI,naki1238,Naki
NC.BANTOID.NSARI,NSARI,nsar1238,Nsari
NC.BANTOID.NONI,NONI,noon1243,Noone
NC.BANTOID.CUNG,CUNG,,
NC.BANTOID.MUNGONG,MUNGONG,ncan1245,Ncane-Mungong
NC.BANTOID.NCANE,NCANE,ncan1245,Ncane-Mungong
NC.BANTOID.MODELE,MODELE,befa1241,Menchum
NC.BANTOID.AMBELE,AMBELE,ambe1247,Ambele
NC.BANTOID.AMBELE_2,AMBELE_2,ambe1247,Ambele
NC.BANTOID.AMASI,AMASI,mant1267,Manta
NC.BANTOID.NDEMLI,NDEMLI,ndem1249,Ndemli
NC.BANTOID.LAMNSOQ,LAMNSOQ,lamn1239,Lamnso'
NC.BANTOID.WUSHI,WUSHI,wush1238,Wushi
NC.BANTOID.BABUNGO,BABUNGO,veng1238,Vengo
NC.BANTOID.KENSWEINSEI,KENSWEINSEI,kens1251,Kenswei Nsei
NC.BANTOID.AGHEM_ISU,AGHEM_ISU,aghe1239,Aghem
NC.BANTOID.AGHEM_WEH,AGHEM_WEH,aghe1239,Aghem
NC.BANTOID.BU_CAMEROON,BU_CAMEROON,laim1240,Laimbue
NC.BANTOID.AGHEM_WUM,AGHEM_WUM,aghe1239,Aghem
NC.BANTOID.MMEN,MMEN,mmen1238,Mmen
NC.BANTOID.BUM_A_CAMEROON,BUM_A_CAMEROON,,
NC.BANTOID.KOM,KOM,komc1235,Kom (Cameroon)
NC.BANTOID.KOM_MBIZINAKU,KOM_MBIZINAKU,komc1235,Kom (Cameroon)
NC.BANTOID.BABANKI,BABANKI,baba1266,Babanki
NC.BANTOID.KUO,KUO,okuu1243,Oku
NC.BANTOID.MUNDANI,MUNDANI,mund1327,Mundani
NC.BANTOID.NGOMBALE,NGOMBALE,ngom1271,Ngombale
NC.BANTOID.NGOMBA,NGOMBA,ngom1272,Ngomba
NC.BANTOID.YEMBA_2,YEMBA_2,yemb1246,Yemba
NC.BANTOID.YEMBA_1,YEMBA_1,yemb1246,Yemba
NC.BANTOID.BAMILEKE,BAMILEKE,yemb1246,Yemba
NC.BANTOID.MEDUMBA,MEDUMBA,medu1238,Medumba
NC.BANTOID.FEFE_1,FEFE_1,fefe1239,Fe'fe'
NC.BANTOID.FEFE_2,FEFE_2,fefe1239,Fe'fe'
NC.BANTOID.NDANDA_SUD,NDANDA_SUD,ndan1241,Nda'nda'
NC.BANTOID.GHOMALA_1,GHOMALA_1,ghom1247,Ghomálá'
NC.BANTOID.GHOMALA_2,GHOMALA_2,ghom1247,Ghomálá'
NC.BANTOID.BAMBILI,BAMBILI,bamb1266,Bambili-Bambui
NC.BANTOID.BAFUT,BAFUT,bafu1246,Bafut
NC.BANTOID.PINYIN,PINYIN,piny1238,Pinyin
NC.BANTOID.AWING,AWING,awin1248,Awing
NC.BANTOID.MANKON,MANKON,ngem1255,Ngemba
NC.BANTOID.BABA,BABA,baba1264,Baba
NC.BANTOID.MUNGAKA,MUNGAKA,mung1266,Mungaka
NC.BANTOID.BAMENYAM,BAMENYAM,bame1260,Bamenyam
NC.BANTOID.SHUPAMEM,SHUPAMEM,bamu1253,Bamun
NC.BANTOID.YAMBA,YAMBA,yamb1251,Yamba
NC.BANTOID.DZODINKA,DZODINKA,dzod1238,Dzodinka
NC.BANTOID.LIMBUM,LIMBUM,limb1268,Limbum
NC.BANTOID.NDE_BUKWOK,NDE_BUKWOK,ndak1242,Ndaktup
NC.BANTOID.NDE_YULANA,NDE_YULANA,ndak1242,Ndaktup
NC.BANTOID.DE_WUNGTSE,DE_WUNGTSE,ndak1242,Ndaktup
NC.BANTOID.MFUMTE,MFUMTE,mfum1238,Southern Mfumte
NC.BANTOID.LABIR,LABIR,labi1245,Labir
NC.BANTOID.BANKALA,BANKALA,bank1257,Bankal
NC.BANTOID.BADA,BADA,bada1258,Bada (Nigeria)
NC.BANTOID.DUGURI,DUGURI,dugu1249,Duguri
NC.BANTOID.KULUNG_NIGERIA,KULUNG_NIGERIA,kulu1255,Kulung (Nigeria)
NC.BANTOID.BILE,BILE,bile1244,Bile
NC.BANTOID.MBULA_NIGERIA,MBULA_NIGERIA,mbul1260,Mbula-Bwazza
NC.BANTOID.ZAAMBO,ZAAMBO,mbul1260,Mbula-Bwazza
NC.BANTOID.A61_NGORO_ASOM,A61_NGORO_ASOM,tuki1240,Tuki
NC.BANTOID.TUKI,TUKI,tuki1240,Tuki
NC.BANTOID.TUKI_2,TUKI_2,tuki1240,Tuki
NC.BANTOID.YAMBETA,YAMBETA,yamb1252,Yambeta
NC.BANTOID.BONEK,BONEK,tuot1238,Tuotomb
NC.BANTOID.ALINGA,ALINGA,tune1261,Tunen
NC.BANTOID.TUNEN,TUNEN,tune1261,Tunen
NC.BANTOID.MANDI_CAMEROON,MANDI_CAMEROON,noma1260,Nomaande
NC.BANTOID.NYOKON,NYOKON,nyok1243,Nyokon
NC.BANTOID.A60_GUNU,A60_GUNU,nugu1242,Nugunu (Cameroon)
NC.BANTOID.NUGUNU,NUGUNU,nugu1242,Nugunu (Cameroon)
NC.BANTOID.MBULE,MBULE,mbul1262,Mbule
NC.BANTOID.NUBACA,NUBACA,nuba1241,Nubaca
NC.BANTOID.KALONG,KALONG,yang1293,Nuasue
NC.BANTOID.A62_KALONGE,A62_KALONGE,yang1293,Nuasue
NC.BANTOID.LIBIE,LIBIE,elip1238,Elip
NC.BANTOID.A60_MMAALA,A60_MMAALA,mmaa1238,Mmaala
NC.BANTOID.MMALA,MMALA,mmaa1238,Mmaala
NC.BANTOID.BUBE,BUBE,bube1242,Bube
NC.BANTOID.MYENE,MYENE,myen1241,Myene
NC.BANTOID.MPONGWE,MPONGWE,myen1241,Myene
NC.BANTOID.B11c_GALWA_2,B11c_GALWA_2,myen1241,Myene
NC.BANTOID.B11c_GALWA_1,B11c_GALWA_1,myen1241,Myene
NC.BANTOID.PINZI,PINZI,pinj1243,Pinji
NC.BANTOID.XEPINZIPINZI,XEPINZIPINZI,pinj1243,Pinji
NC.BANTOID.OKANDE,OKANDE,kand1300,Kande
NC.BANTOID.XEHIMBA,XEHIMBA,simb1254,Simba
NC.BANTOID.POVE,POVE,bubi1250,Bubi
NC.BANTOID.TSOGO,TSOGO,tsog1243,Tsogo
NC.BANTOID.XETSOXO,XETSOXO,tsog1243,Tsogo
NC.BANTOID.XEBIA,XEBIA,bubi1250,Bubi
NC.BANTOID.XEBOBE,XEBOBE,bubi1250,Bubi
NC.BANTOID.BATANGA,BATANGA,bata1285,Batanga
NC.BANTOID.DUALA,DUALA,dual1243,Duala
NC.BANTOID.BAKUERI,BAKUERI,mokp1239,Mokpwe
NC.BANTOID.OROKO,OROKO,orok1266,Oroko
NC.BANTOID.BATANGA_BALUNDU,BATANGA_BALUNDU,orok1266,Oroko
NC.BANTOID.KUNDU,KUNDU,orok1266,Oroko
NC.BANTOID.MBANGWE,MBANGWE,mban1268,Mbangwe
NC.BANTOID.NGOM_KELE,NGOM_KELE,ngom1270,Ngom
NC.BANTOID.SAKE_1,SAKE_1,sake1247,Sake
NC.BANTOID.SAKE_2,SAKE_2,sake1247,Sake
NC.BANTOID.NDASA_2,NDASA_2,ndas1238,Ndasa
NC.BANTOID.NDASA_1,NDASA_1,ndas1238,Ndasa
NC.BANTOID.WUMBVU,WUMBVU,wumb1242,Wumbvu
NC.BANTOID.WUMBVU_2,WUMBVU_2,wumb1242,Wumbvu
NC.BANTOID.MAHONGWE,MAHONGWE,maho1248,Mahongwe
NC.BANTOID.MAHONGWE_SAMA,MAHONGWE_SAMA,maho1248,Mahongwe
NC.BANTOID.KOTA,KOTA,kota1274,Kota (Gabon)
NC.BANTOID.B25_KOTA_2,B25_KOTA_2,kota1274,Kota (Gabon)
NC.BANTOID.KOTA_MANDUNGWE,KOTA_MANDUNGWE,kota1274,Kota (Gabon)
NC.BANTOID.KOTA_MEKAMBO,KOTA_MEKAMBO,kota1274,Kota (Gabon)
NC.BANTOID.SEKIYANI,SEKIYANI,seki1238,Seki
NC.BANTOID.BUJEBA,BUJEBA,kwas1243,Kwasio
NC.BANTOID.POL,POL,,
NC.BANTOID.KAKO_BATOURI,KAKO_BATOURI,kako1242,Kako
NC.BANTOID.KAKO_2,KAKO_2,kako1242,Kako
NC.BANTOID.KAKO,KAKO,kako1242,Kako
NC.BANTOID.KWESO_NGULO,KWESO_NGULO,pomo1271,Pol
NC.BANTOID.POMO,POMO,pomo1271,Pol
NC.BANTOID.KWESO,KWESO,pomo1271,Pol
NC.BANTOID.KOL,KOL,kolc1235,Kol (Cameroon)
NC.BANTOID.KOONZIME,KOONZIME,koon1245,Koonzime
NC.BANTOID.KOOZIME,KOOZIME,koon1245,Koonzime
NC.BANTOID.BOMWALI,BOMWALI,bomw1238,Bomwali
NC.BANTOID.BOMWALI_2,BOMWALI_2,bomw1238,Bomwali
NC.BANTOID.MPYEMO_1,MPYEMO_1,mpie1238,Mpiemo
NC.BANTOID.MPYEMO_2,MPYEMO_2,mpie1238,Mpiemo
NC.BANTOID.KWEL,KWEL,bekw1242,Bekwil
NC.BANTOID.BEKWIL,BEKWIL,bekw1242,Bekwil
NC.BANTOID.KWELE_HAKOKU,KWELE_HAKOKU,bekw1242,Bekwil
NC.BANTOID.BANKON,BANKON,bank1256,Bankon
NC.BANTOID.BAKOKO,BAKOKO,bako1249,Bakoko
NC.BANTOID.BASAA,BASAA,basa1284,Basa (Cameroon)
NC.BANTOID.BUM_B_CAMEROON,BUM_B_CAMEROON,bumm1238,Bum
NC.BANTOID.FANG_GABON,FANG_GABON,fang1246,Fang (Equatorial Guinea)
NC.BANTOID.BULU,BULU,bulu1251,Bulu (Cameroon)
NC.BANTOID.ETON_CAMEROON,ETON_CAMEROON,eton1253,Eton-Mengisa
NC.BANTOID.FANG_MEKE,FANG_MEKE,fang1246,Fang (Equatorial Guinea)
NC.BANTOID.FANG_SOUANKE,FANG_SOUANKE,fang1246,Fang (Equatorial Guinea)
NC.BANTOID.FANG_NTUMU,FANG_NTUMU,fang1246,Fang (Equatorial Guinea)
NC.BANTOID.ETON,ETON,eton1253,Eton-Mengisa
NC.BANTOID.A72a_EWONDO,A72a_EWONDO,ewon1239,Ewondo
NC.BANTOID.EWONDO_2,EWONDO_2,ewon1239,Ewondo
NC.BANTOID.EWONDO,EWONDO,ewon1239,Ewondo
NC.BANTOID.EWONDO_4,EWONDO_4,ewon1239,Ewondo
NC.BANTOID.EWONDO_3,EWONDO_3,ewon1239,Ewondo
NC.BANTOID.A54_BAFIA_NJANTI,A54_BAFIA_NJANTI,tibe1274,Tibea
NC.BANTOID.TIBEA,TIBEA,tibe1274,Tibea
NC.BANTOID.A51_BAFIA_TUMI_TINGON,A51_BAFIA_TUMI_TINGON,lefa1242,Lefa
NC.BANTOID.LEFA,LEFA,lefa1242,Lefa
NC.BANTOID.A53_BAFIA_RIKPA,A53_BAFIA_RIKPA,bafi1243,Bafia
NC.BANTOID.BAFIA,BAFIA,bafi1243,Bafia
NC.BANTOID.BAFIA_ROPE,BAFIA_ROPE,bafi1243,Bafia
NC.BANTOID.A51_BAFIA_MAJA,A51_BAFIA_MAJA,lefa1242,Lefa
NC.BANTOID.A51_BAFIA_ZAKAAN,A51_BAFIA_ZAKAAN,lefa1242,Lefa
NC.BANTOID.NKONGHO,NKONGHO,nkon1247,Nkongho
NC.BANTOID.BAFAW,BAFAW,bafa1247,Bafaw-Balong
NC.BANTOID.NLE_MBO,NLE_MBO,mboc1235,Mbo (Cameroon)
NC.BANTOID.NLA_MBO,NLA_MBO,mboc1235,Mbo (Cameroon)
NC.BANTOID.EHO_MBO,EHO_MBO,mboc1235,Mbo (Cameroon)
NC.BANTOID.MIENGE,MIENGE,bass1260,Bassossi
NC.BANTOID.ELUNG,ELUNG,akoo1248,Akoose
NC.BANTOID.BAKOSSI,BAKOSSI,akoo1248,Akoose
NC.BANTOID.NNINONG,NNINONG,akoo1248,Akoose
NC.BANTOID.MANEHAS,MANEHAS,baka1273,Bakaka
NC.BANTOID.BABONG,BABONG,baka1273,Bakaka
NC.BANTOID.BALONDO,BALONDO,baka1273,Bakaka
NC.BANTOID.BANEKA,BANEKA,baka1273,Bakaka
NC.BANTOID.BAKAKA,BAKAKA,baka1273,Bakaka
NC.BANTOID.NYALI,NYALI,nyal1250,Nyali
NC.BANTOID.NYALI_2,NYALI_2,nyal1250,Nyali
NC.BANTOID.LENGOLA_2,LENGOLA_2,leng1258,Lengola
NC.BANTOID.LENGOLA,LENGOLA,leng1258,Lengola
NC.BANTOID.BODO,BODO,bodo1272,Bodo (Central African Republic)
NC.BANTOID.C301_BODO_1,C301_BODO_1,bodo1272,Bodo (Central African Republic)
NC.BANTOID.KOMO,KOMO,komo1260,Komo (Democratic Republic of Congo)
NC.BANTOID.KOMO_2,KOMO_2,komo1260,Komo (Democratic Republic of Congo)
NC.BANTOID.BIRA,BIRA,bera1259,Bera
NC.BANTOID.BIRA_MIALA_BUNIA,BIRA_MIALA_BUNIA,bera1259,Bera
NC.BANTOID.BIRA_SEDZABO,BIRA_SEDZABO,bera1259,Bera
NC.BANTOID.LILIKO,LILIKO,lika1243,Liko
NC.BANTOID.NGELIMA,NGELIMA,ngel1238,Ngelima
NC.BANTOID.C45_LEBEO,C45_LEBEO,ngel1238,Ngelima
NC.BANTOID.NGELEMA_1,NGELEMA_1,ngel1238,Ngelima
