entry_id,entrytag_name,entrytag_level,entrytag_path,Glottocode,Glottolog_Name,ID,Name,tip_name
595,Samoan,13,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757]->Polynesian[9240]->Nuclear Polynesian[10467]->Ellicean[11397]->Pukapukic[12239]->Samoan-Tokelauan[12968]->Samoan[13642],samo1305,Samoan,SAMOAN,SAMOAN,An.OCEANIC.SAMOAN
598,Masai,8,Language[1747]->Nilotic[1844]->Eastern Nilotic[2297]->Teso-Lotuxo-Maa[3688]->Lotuxo-Maa[5095]->Ongamo-Maa[6469]->Nuclear Maa[8044]->Masai[9572],masa1300,Masai,MAASAI,MAASAI,ESu.NILOTIC.MAASAI
599,Nepali,11,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Indo-Aryan Northern zone[10943]->Eastern Pahari[11900]->Nepali[12779],nepa1254,Nepali,NEPALI,NEPALI,IE.INDIC.NEPALI
600,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,6,Language[1747]->Afro-Asiatic[1977]->Berber[3240]->Greater Zenatic[4445]->Zenatic[5710]->Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber[7118],tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,TARIFIT_GUELAIA,TARIFIT_GUELAIA,AA.BERBER.TARIFIT_GUELAIA
604,Bambara,11,Language[1747]->Mande[1836]->Western Mande[2273]->Manding-Kpelle[3658]->Central Mande[5063]->Manding-Jogo[6435]->Manding-Vai[8014]->Manding-Mokole[9552]->Manding[10850]->East Manding[11819]->Bambara[12699],bamb1269,Bambara,BAMBARA,BAMBARA,Man.WESTERN_MANDE.BAMBARA
605,Burmese,9,Language[1747]->Sino-Tibetan[1946]->Burmo-Qiangic[3021]->Lolo-Burmese[4298]->Burmish[5546]->Southern Burmish[6927]->Mranmaic[8437]->Nuclear Mranmaic[9834]->Burmese[11030],nucl1310,Burmese,YANGON_BURMESE,YANGON_BURMESE,ST.BURMESE_LOLO.YANGON_BURMESE
609,Farefare,17,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->North Volta-Congo[3614]->Gur[4994]->Central Gur[6317]->Northern Central Gur[7833]->Bwamu-Oti-Volta[9340]->Oti-Volta[10608]->Nuclear Oti-Volta[11581]->Gurma-Yom-Oti-Volta Occidental[12445]->Oti-Volta Occidental[13126]->Nuclear Oti-Volta Occidental[13734]->Northwest Oti-Volta[14127]->Mossi-Farefare[14364]->Farefareic[14512]->Farefare[14600],fare1241,Farefare,FRAFRA,FRAFRA,NC.GUR.FRAFRA
610,Somali,10,Language[1747]->Afro-Asiatic[1977]->Cushitic[3239]->East Cushitic[4438]->Lowland East Cushitic[5702]->Southern Lowland East Cushitic[7107]->Mainstream Lowland East Cushitic[8613]->Omo-Tana[9986]->Eastern Omo-Tana[11136]->Somali[12061],soma1255,Somali,SOMALI,SOMALI,AA.LOWLAND_EAST_CUSHITIC.SOMALI
611,Javanese,6,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Javanesic[3535]->Modern Javanese[4889]->Javanese[6209],java1254,Javanese,MALANG,MALANG,An.JAVANESE.MALANG
612,Marshallese,11,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Micronesian[30198]->Nuclear Micronesian[31780]->Central Micronesian[33555]->Western Micronesian[35292]->Marshallese[36916],mars1254,Marshallese,MARSHALLESE,MARSHALLESE,An.OCEANIC.MARSHALLESE
613,Maori,16,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Eastern Malayo-Polynesian[3548]->Oceanic[4923]->Central Pacific linkage[6264]->Tokalau Fijian[7757]->Polynesian[9240]->Nuclear Polynesian[10467]->Northern Outlier Polynesian-East Polynesian[11395]->Solomons Northern Outlier Polynesian-East Polynesian[12234]->Central Northern Outlier Polynesian-East Polynesian[12964]->East Polynesian[13640]->East Polynesian Proximal[14077]->Southern East Polynesian Proximal[14331]->Maori[14492],maor1246,Maori,MAORI,MAORI,An.OCEANIC.MAORI
614,North-Central Ju,4,Language[1747]->Kxa[1952]->Ju-Kung[3058]->North-Central Ju[4363],kung1261,North-Central Ju,KUNG,KUNG,Kxa.KXA.KUNG
616,Balinese,7,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Malayo-Sumbawan[3523]->North and East Malayo-Sumbawan[4858]->Bali-Sasak-Sumbawa[6153]->Balinese[7575],bali1278,Balinese,BALI,BALI,An.MALAYO_SUMBAWAN.BALI
618,English,13,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951],stan1293,English,ENGLISH,ENGLISH,IE.GERMANIC.ENGLISH
619,Sakhalin Nivkh,3,Language[1747]->Nivkh[1771]->Sakhalin Nivkh[27704],,,DYARIM,DYARIM,AA.WEST_CHADIC.DYARIM
620,Tohono O'odham,6,Language[1747]->Uto-Aztecan[1803]->Southern Uto-Aztecan[2140]->Tepiman[3475]->Piman[4746]->Tohono O'odham[5991],toho1245,Tohono O'odham,UPPER_PIMA,UPPER_PIMA,UA.TEPIMAN.UPPER_PIMA
622,Spanish,15,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Castilic[14285]->Spanish[14455],stan1288,Spanish,SPANISH,SPANISH,IE.ROMANCE.SPANISH
623,Hindi,13,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Shaurasenic[10945]->Indo-Aryan Central zone[11905]->Western Hindi[12783]->Hindustani[13478]->Hindi[13972],hind1269,Hindi,HINDI,HINDI,IE.INDIC.HINDI
625,Western Canadian Inuktitut,5,Language[1747]->Eskimo-Aleut[1966]->Eskimo[3088]->Inuit[4394]->Western Canadian Inuktitut[5657],west2618,Western Canadian Inuktitut,KANGIRYUARMIUTUN,KANGIRYUARMIUTUN,EA.ESKIMO.KANGIRYUARMIUTUN
627,Tikopia,11,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197]->Tokelau-Fijian[31779]->Polynesian[33552]->Nuclear Polynesian[35286]->Tikopia[36903],tiko1237,Tikopia,TIKOPIA,TIKOPIA,An.OCEANIC.TIKOPIA
629,Nepali,11,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Indo-Aryan Northern zone[10943]->Eastern Pahari[11900]->Nepali[12779],nepa1254,Nepali,NEPALI,NEPALI,IE.INDIC.NEPALI
630,Alyawarr,7,Language[1747]->Pama-Nyungan[1984]->Arandic-Thura-Yura[3283]->Arandic[4521]->South Arandic[5803]->Upper Arrernte[7243]->Alyawarr[8761],alya1239,Alyawarr,ALYAWARR_MACDONALDDOWNS_ALYAWARA,ALYAWARR_MACDONALDDOWNS_ALYAWARA,Aus.PAMA_NYUNGAN.ALYAWARR_MACDONALDDOWNS_ALYAWARA
631,Cha'palaa,4,Language[1747]->Barbacoan[1934]->Cayapa-Colorado[2606]->Cha'palaa[4229],chac1249,Cha'palaa,CAYAPA,CAYAPA,Bar.BARBACOAN.CAYAPA
632,Ionic-Attic Ancient Greek,8,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->South Greek[6723]->Central Greek[8272]->Ionic-Attic Ancient Greek[9686],anci1242,Ionic-Attic Ancient Greek,GREEK_ANCIENT,GREEK_ANCIENT,IE.GREEK.GREEK_ANCIENT
633,Konkan Marathi,14,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Southern zone[9716]->Marathic[10941]->Marathi-Konkani[11898]->Old-Modern Marathi[12776]->Modern Marathi[13475]->Western Marathi[13967]->Konkan Marathi[14300],konk1267,Konkan Marathi,KONKANI,KONKANI,IE.INDIC.KONKANI
634,Old Chinese,4,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Old Chinese[4344],oldc1244,Old Chinese,OLD_CHINESE,OLD_CHINESE,ST.CHINESE.OLD_CHINESE
635,Tagalog,8,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Greater Central Philippine[3531]->Central Philippine[4880]->Tagalogic[6196]->Tagalog-Filipino[7671]->Tagalog[9163],taga1270,Tagalog,TAGALOG,TAGALOG,An.GREATER_CENTRAL_PHILIPPINE.TAGALOG
636,Balinese,7,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Malayo-Sumbawan[3523]->North and East Malayo-Sumbawan[4858]->Bali-Sasak-Sumbawa[6153]->Balinese[7575],bali1278,Balinese,BALI,BALI,An.MALAYO_SUMBAWAN.BALI
637,Spanish,15,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Castilic[14285]->Spanish[14455],stan1288,Spanish,SPANISH,SPANISH,IE.ROMANCE.SPANISH
639,Middle Chinese,6,Language[1747]->Sino-Tibetan[1946]->Sinitic[3038]->Classical-Middle-Modern Sinitic[4342]->Middle-Modern Sinitic[5613]->Middle Chinese[7037],midd1344,Middle Chinese,MIDDLE_CHINESE,MIDDLE_CHINESE,ST.CHINESE.MIDDLE_CHINESE
645,Urdu,13,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Shaurasenic[10945]->Indo-Aryan Central zone[11905]->Western Hindi[12783]->Hindustani[13478]->Urdu[13970],urdu1245,Urdu,URDU,URDU,IE.INDIC.URDU
646,Lakota,7,Language[1747]->Siouan[1788]->Core Siouan[2099]->Mississippi Valley[3407]->Dakotan[4670]->Sioux[5930]->Lakota[7339],lako1247,Lakota,LAKOTA,LAKOTA,Sio.SIOUAN.LAKOTA
647,English,13,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951],stan1293,English,ENGLISH,ENGLISH,IE.GERMANIC.ENGLISH
648,English,13,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951],stan1293,English,ENGLISH,ENGLISH,IE.GERMANIC.ENGLISH
649,Tamil,13,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian I[4058]->Tamil-Kannada[5382]->Tamil-Kota[6773]->Tamil-Toda[8325]->Tamil-Irula[9751]->Tamil-Kodagu[10977]->Tamil-Malayalam[11959]->Tamiloid[12845]->Tamil-Paliyan[13570]->Tamil[14047],tami1289,Tamil,TAMIL,TAMIL,Dra.SOUTHERN_DRAVIDIAN.TAMIL
650,Titan,12,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Admiralty Islands[30204]->Eastern Admiralty Islands[31793]->Manus[33590]->East Manus[35382]->Koro-Lele-Nali-Titan[37094]->Titan[38480],tita1241,Titan,SIVISA_TITAN,SIVISA_TITAN,An.OCEANIC.SIVISA_TITAN
651,Ekari,4,Language[1747]->Nuclear Trans New Guinea[1804]->Paniai Lakes[2142]->Ekari[3484],ekar1243,Ekari,KAPAUKU,KAPAUKU,TNG.WISSEL_LAKES_KEMANDOGA.KAPAUKU
652,Tiwi,3,Language[1747]->Language Isolates[43177]->Tiwi[43359],tiwi1244,Tiwi,TIWI,TIWI,Aus.TIWIAN.TIWI
654,Latin,8,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Latin[9691],lati1261,Latin,LATIN,LATIN,IE.ROMANCE.LATIN
655,Spanish,15,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Castilic[14285]->Spanish[14455],stan1288,Spanish,SPANISH,SPANISH,IE.ROMANCE.SPANISH
657,Chuukese,17,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Micronesian[30198]->Nuclear Micronesian[31780]->Central Micronesian[33555]->Western Micronesian[35292]->Chuukic-Ponapeic[36915]->Trukic[38215]->Nuclear Trukic[39259]->Central Trukic[40348]->Eastern Trukic[41163]->Mortlockese-Trukese[41753]->Chuukese[42203],chuu1238,Chuukese,TRUKESE,TRUKESE,An.OCEANIC.TRUKESE
658,Spanish,15,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Castilic[14285]->Spanish[14455],stan1288,Spanish,SPANISH,SPANISH,IE.ROMANCE.SPANISH
660,Remun,11,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Malayo-Sumbawan[3523]->North and East Malayo-Sumbawan[4858]->Malayic[6155]->Ibanic[7582]->Iban-Mualang-Seberuang[9081]->Iban-Seberuang[10313]->Northern Iban[11319]->Remun[12180],remu1237,Remun,REMUN,REMUN,An.MALAYO_SUMBAWAN.REMUN
662,Spanish,15,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Castilic[14285]->Spanish[14455],stan1288,Spanish,SPANISH,SPANISH,IE.ROMANCE.SPANISH
666,English,13,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951],stan1293,English,ENGLISH,ENGLISH,IE.GERMANIC.ENGLISH
667,Russian,7,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->East Slavic[6720]->Russian[8263],russ1263,Russian,NINILCHIK_RUSSIAN,NINILCHIK_RUSSIAN,IE.SLAVIC.NINILCHIK_RUSSIAN
671,Fijian,10,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197]->Tokelau-Fijian[31779]->East Fijian[33553]->Fijian[35287],fiji1243,Fijian,FIJIAN,FIJIAN,An.OCEANIC.FIJIAN
673,Pawnee,6,Language[1747]->Caddoan[1805]->Northern Caddoan[2153]->Pawnee-Kitsai[3510]->Pawnee-Arikara[4828]->Pawnee[6119],pawn1254,Pawnee,PAWNEE_2,PAWNEE_2,Cad.CADDOAN.PAWNEE_2
674,Spanish,15,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Castilic[14285]->Spanish[14455],stan1288,Spanish,SPANISH,SPANISH,IE.ROMANCE.SPANISH
675,Russian,7,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->East Slavic[6720]->Russian[8263],russ1263,Russian,NINILCHIK_RUSSIAN,NINILCHIK_RUSSIAN,IE.SLAVIC.NINILCHIK_RUSSIAN
676,Latin,8,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Latin[9691],lati1261,Latin,LATIN,LATIN,IE.ROMANCE.LATIN
677,English,13,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951],stan1293,English,ENGLISH,ENGLISH,IE.GERMANIC.ENGLISH
679,Santali,7,Language[1747]->Austroasiatic[1937]->Mundaic[2612]->North Munda[4234]->Kherwarian[5478]->Santalic[6841]->Santali[8374],sant1410,Santali,RAUTNAGAR_SANTALI,RAUTNAGAR_SANTALI,AuA.MUNDA.RAUTNAGAR_SANTALI
680,Hindi,13,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Midlands Indo-Aryan[9718]->Shaurasenic[10945]->Indo-Aryan Central zone[11905]->Western Hindi[12783]->Hindustani[13478]->Hindi[13972],hind1269,Hindi,HINDI,HINDI,IE.INDIC.HINDI
681,Akkadian,5,Language[1747]->Afro-Asiatic[1977]->Semitic[3237]->East Semitic[4432]->Akkadian[5692],akka1240,Akkadian,AKKADIAN,AKKADIAN,AA.SEMITIC.AKKADIAN
682,Tlongsai,9,Language[1747]->Sino-Tibetan[1946]->Kuki-Chin-Naga[3024]->Kuki-Chin[4313]->Central Kuki-Chin[5578]->Maraic[6979]->Nuclear Maraic[8497]->Mara Chin[9899]->Tlongsai[34545],,,COMMON_TOCHARIAN,COMMON_TOCHARIAN,IE.TOCHARIAN.COMMON_TOCHARIAN
684,Huron-Wyandot,4,Language[1747]->Iroquoian[1798]->Northern Iroquoian[2125]->Huron-Wyandot[3439],wyan1247,Huron-Wyandot,WENDAT_HURON,WENDAT_HURON,Iro.NORTHERN_IROQUOIAN.WENDAT_HURON
685,Southern Sama,9,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Basap-Greater Barito[3550]->Greater Barito linkage[4928]->Sama-Bajaw[6281]->Sulu-Borneo[7792]->Inner Sulu Sama[9303]->Southern Sama[10578],sout2918,Southern Sama,SIBUTU_SOUTHERN_SAMA,SIBUTU_SOUTHERN_SAMA,An.SAMA_BAJAW.SIBUTU_SOUTHERN_SAMA
686,Highland Popoluca,5,Language[1747]->Mixe-Zoque[1961]->Zoque[3076]->Gulf Zoque[4372]->Highland Popoluca[5634],high1276,Highland Popoluca,SOTEAPAN_ZOQUE,SOTEAPAN_ZOQUE,MZ.MIXE_ZOQUE.SOTEAPAN_ZOQUE
688,Konkan Marathi,14,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Southern zone[9716]->Marathic[10941]->Marathi-Konkani[11898]->Old-Modern Marathi[12776]->Modern Marathi[13475]->Western Marathi[13967]->Konkan Marathi[14300],konk1267,Konkan Marathi,KONKANI,KONKANI,IE.INDIC.KONKANI
689,Enlhet Norte,4,Language[1747]->Lengua-Mascoy[1921]->Lengua[2563]->Enlhet Norte[4164],nort2971,Enlhet Norte,SANAPANA_ENLHET,SANAPANA_ENLHET,Mas.MASCOIAN.SANAPANA_ENLHET
690,Konkan Marathi,14,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Middle-Modern Indo-Aryan[6751]->Continental Indo-Aryan[8297]->Indo-Aryan Southern zone[9716]->Marathic[10941]->Marathi-Konkani[11898]->Old-Modern Marathi[12776]->Modern Marathi[13475]->Western Marathi[13967]->Konkan Marathi[14300],konk1267,Konkan Marathi,KONKANI,KONKANI,IE.INDIC.KONKANI
691,Fur,3,Language[1747]->Furan[1864]->Fur[2346],furr1244,Fur,FUR,FUR,Fur.FUR.FUR
694,Eyak,4,Language[1747]->Athabaskan-Eyak-Tlingit[1886]->Athabaskan-Eyak[2438]->Eyak[3882],eyak1241,Eyak,EYAK,EYAK,NDe.EYAK.EYAK
710,Hidatsa,5,Language[1747]->Siouan[1788]->Core Siouan[2099]->Missouri River Siouan[3406]->Hidatsa[4667],hida1246,Hidatsa,HIDATSA,HIDATSA,Sio.SIOUAN.HIDATSA
711,Kwoma,4,Language[1747]->Sepik[1784]->Nukuma[2089]->Kwoma[3391],kwom1262,Kwoma,KWOMA,KWOMA,Sep.MIDDLE_SEPIK.KWOMA
712,Spanish,15,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Castilic[14285]->Spanish[14455],stan1288,Spanish,SPANISH,SPANISH,IE.ROMANCE.SPANISH
713,English,13,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951],stan1293,English,ENGLISH,ENGLISH,IE.GERMANIC.ENGLISH
714,Tamil,13,Language[1747]->Dravidian[1908]->South Dravidian[2492]->South Dravidian I[4058]->Tamil-Kannada[5382]->Tamil-Kota[6773]->Tamil-Toda[8325]->Tamil-Irula[9751]->Tamil-Kodagu[10977]->Tamil-Malayalam[11959]->Tamiloid[12845]->Tamil-Paliyan[13570]->Tamil[14047],tami1289,Tamil,TAMIL,TAMIL,Dra.SOUTHERN_DRAVIDIAN.TAMIL
717,Igbo,7,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Igboid[5015]->Nuclear Igboid[6377]->Igbo[7958],nucl1417,Igbo,IGBO_ONITSHA,IGBO_ONITSHA,NC.IGBOID.IGBO_ONITSHA
721,Batek,9,Language[1747]->Austroasiatic[1937]->Aslian[2614]->Central-Northern Aslian[4241]->North Aslian[5493]->Maniq-Menraq-Batek[6864]->Menraq-Batek[8395]->Batekic[9787]->Batek[10990],bate1262,Batek,BATEK_NONG,BATEK_NONG,AuA.ASLIAN.BATEK_NONG
722,English,13,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951],stan1293,English,ENGLISH,ENGLISH,IE.GERMANIC.ENGLISH
723,Trumai,3,Language[1747]->Language Isolates[43177]->Trumai[43219],trum1247,Trumai,TRUMAI,TRUMAI,Tru.TRUMAI.TRUMAI
724,Portuguese,17,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Galician Romance[14287]->Macro-Portuguese[14461]->Brazil-Portugal Portuguese[14577]->Portuguese[14640],port1283,Portuguese,PORTUGUESE,PORTUGUESE,IE.ROMANCE.PORTUGUESE
726,Sanskrit,6,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Indo-Iranian[4034]->Indo-Aryan[5357]->Sanskrit[6749],sans1269,Sanskrit,SANSKRIT,SANSKRIT,IE.INDIC.SANSKRIT
727,Chru,11,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Malayo-Sumbawan[3523]->North and East Malayo-Sumbawan[4858]->Aceh-Chamic[6154]->Chamic[7578]->Highlands Chamic[9077]->Chru-Northern Cham[10310]->Chruic[11314]->Chru[12178],chru1239,Chru,CHRU,CHRU,An.MALAYO_SUMBAWAN.CHRU
728,Sowa,11,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->North and Central Vanuatu[30203]->Central Vanuatu[31790]->South Pentecost[33580]->Seke-Sowa[35353]->Sowa[37048],sowa1244,Sowa,SOWA,SOWA,An.OCEANIC.SOWA
729,Kikuyu,13,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697]->Central Kenya Bantu[11684]->Western Central Kenya Bantu[12553]->Kikuyu-Embu[13223]->Kikuyu[13798],kiku1240,Kikuyu,GIKUYU,GIKUYU,NC.BANTOID.GIKUYU
732,North Marquesan,17,Language[1747]->Austronesian[1807]->Malayo-Polynesian[2158]->Central-Eastern Malayo-Polynesian[27860]->Eastern Malayo-Polynesian[28256]->Oceanic[29007]->Central Pacific linkage[30197]->Tokelau-Fijian[31779]->Polynesian[33552]->Nuclear Polynesian[35286]->Northern Outlier Polynesian-East Polynesian[36899]->Solomons Northern Outlier Polynesian-East Polynesian[38206]->Central Northern Outlier Polynesian-East Polynesian[39249]->East Polynesian[40337]->Central Eastern Polynesian[41158]->Marquesan[41741]->North Marquesan[42163],nort2845,North Marquesan,LANGUE_DE_ISLES_MARQUISES,LANGUE_DE_ISLES_MARQUISES,An.OCEANIC.LANGUE_DE_ISLES_MARQUISES
733,English,13,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951],stan1293,English,ENGLISH,ENGLISH,IE.GERMANIC.ENGLISH
