NEEDS_CODE,CODE,CODER,entry_id,entry_name,entrytag_name,tip_name,Glottocode,ID,asjp_candidates,source,coding
False,,,1544,Ukrainian Greek Catholic Church,Church Slavic,IE.SLAVIC.OLD_CHURCH_SLAVONIC,chur1257,OLD_CHURCH_SLAVONIC,,DRH,SCCSR.v3
False,,,1570,Tamil Muslims,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,1624,Neo-Assyrian Healers (āšipu/mašmaššu-exorcists),Neo-Assyrian,AA.SEMITIC.AKKADIAN,,,,manual_B,Willis Monroe
False,,,1626,The Cult of Maritime Hera,Greek,IE.GREEK.GREEK_ANCIENT,,,,manual_B,Willis Monroe
False,,,1627,Mount Putuo 普陀山,Classical-Middle-Modern Sinitic,ST.CHINESE.MANDARIN,,,,manual_B,Matthew Hamm
False,,,1636,The second phase of the Iconoclastic Controversy,Greek,IE.GREEK.GREEK_ANCIENT,,,,manual_B,Willis Monroe
False,,,1653,Visigothic Homoian Christianity,Gothic,IE.GERMANIC.GOTHIC,goth1244,GOTHIC,,manual_A,Matthew Hamm
False,,,1667,Medérsiens,French,IE.ROMANCE.FRENCH,stan1290,FRENCH,,manual_A,Matthew Hamm
False,,,1689,The Isma'ilis in the Ottoman Empire,Arabic,AA.SEMITIC.SYRIAN_ARABIC,,,,manual_B,Julian Weideman
False,,,1690,Christianity in Byzantium: between the end of Iconoclasm and the Schism,Greek,IE.GREEK.GREEK_ANCIENT,,,,manual_B,Willis Monroe
False,,,1694,Christianity in Byzantium: Between the Schism and the Fourth Crusade,Greek,IE.GREEK.GREEK_ANCIENT,,,,manual_B,Willis Monroe
False,,,1697,Stylite Monks,Greek,IE.GREEK.GREEK_ANCIENT,,,,manual_B,Willis Monroe
False,,,1701,The Premonstratensian Order in the Middle Ages,French,IE.ROMANCE.FRENCH,stan1290,FRENCH,,manual_A,Matthew Hamm
False,,,1708,الإباضية  Al-Ibadia,Arabic,AA.SEMITIC.ARABIC_GULF_SPOKEN,,,,manual_B,Julian Weideman
False,,,1737,الإمامية Al-Imamia,Classical-Middle-Modern Sinitic,IE.IRANIAN.EASTERN_FARSI,,,,manual_B,Willis Monroe
False,,,1759,الطريقة الشاذلية = Attarika Achadoulia,Arabic,AA.SEMITIC.STANDARD_ARABIC,,,,manual_B,Julian Weideman
False,,,1776,الطريقة القادرية في البلاد التونسية The Qadiriyya Order in Tunisia,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,,,,manual_B,Julian Weideman
False,,,1777,الطريقة التّيجانية بالبلاد التونسية The Tijaniyya Order in Tunisia,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,,,,manual_B,Julian Weideman
False,,,1780,الطريقة الشاذلية في تونس The Shadhiliyya Order in Tunisia,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,,,,manual_B,Julian Weideman
False,,,1781,المذهب الشيعي في تونس The Shiʿi madhhab in Tunisia,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,,,,manual_B,Julian Weideman
False,,,1791,"الطريقة القادرية في بغداد: فترة التأسيس ق12 Attarika Al Qadiria à Bagdad: la période fondatrice, le XIIe siècle",Arabic,AA.SEMITIC.IRAQ_MUSLIM_BAGHDAD_ARABIC,,,,manual_B,Julian Weideman
False,,,1845,Benedictine Order in Denmark,Danish,IE.GERMANIC.DANISH,dani1285,DANISH,,manual_A,Matthew Hamm
False,,,1903,The 'Abbāsids,Arabic,AA.SEMITIC.SYRIAN_ARABIC,,,,manual_B,Julian Weideman
False,,,1904,الطريقة القادرية في تونس القرن  19 و20   =  L'ordre Qadiri en Tunisie aux XIXe et XXe siècles,Arabic,AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB,,,,manual_B,Julian Weideman
False,,,1943,Cult of Gauchito Gil,Spanish,IE.ROMANCE.SPANISH,stan1288,SPANISH,,manual_A,Matthew Hamm
False,,,1974,"Chapel of Grace, Ile-Ife",English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,1978,"The Dharmalakshana Buddhist Institute 佛教法相學會, Hong Kong",Yue Chinese,ST.CHINESE.CANTONESE,yuec1235,CANTONESE,,DRH,SCCSR.v3
False,,,1994,Nigeria Fellowship of Evangelical Students (NIFES),English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2003,Nigerian Baptist Convention,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2011,Scripture Union Nigeria,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2021,The United Missionary Church of Africa,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2070,Overcomers Evangelical Mission International (Ori-Oke Asegun),English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2128,Paulicians,Classical-Middle Armenian,IE.ARMENIAN.ARMENIAN_CLASSICAL,clas1249,ARMENIAN_CLASSICAL,,DRH,SCCSR.v3
False,,,2131,Chimú Empire Religion,Mochica,Cmu.CHIMUAN.MOCHICA,moch1259,MOCHICA,,DRH,SCCSR.v3
False,,,2133,ANSAR-UD-DEEN SOCIETY OF NIGERIA,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2138,الجماعة الأحمدية الإسلامية في نيجيريا,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2139,Shi'a Group in Nigeria,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2149,Judaism in Byzantium,Ancient Hebrew,AA.SEMITIC.BIBLICAL_HEBREW,anci1244,BIBLICAL_HEBREW,,DRH,SCCSR.v3
False,,,2194,The Redeemed Christian Church of God,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2203,Huang-Lao Daoism,Old Chinese,ST.CHINESE.OLD_CHINESE,oldc1244,OLD_CHINESE,,DRH,SCCSR.v3
False,,,2209,The Church of Nigeria Anglican Communion,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2228,Church of God Mission,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2232,"Lollards, Lollard, the Lollard movement, Lollardism,  Lollardy, Wycliffites",English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2241,The Cult of Cybele and Attis,Latin,IE.ROMANCE.LATIN,lati1261,LATIN,,DRH,SCCSR.v3
False,,,2264,Puritans,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2266,Yangsheng Daoism from Laozi to Ge Hong,Old Chinese,ST.CHINESE.OLD_CHINESE,oldc1244,OLD_CHINESE,,DRH,SCCSR.v3
False,,,2297,Waldensians (Waldenses),English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2312,The philosophical system of 'Ubuntu' in Southern Africa,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2313,Dungan people,Middle Chinese,ST.CHINESE.MIDDLE_CHINESE,midd1344,MIDDLE_CHINESE,,DRH,SCCSR.v3
False,,,2333,Sōka Gakkai (創価学会),English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2335,The Seventh-day Adventist Church in Nigeria,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2348,Ancient Israelite Religion (Iron Age),Ancient Hebrew,AA.SEMITIC.BIBLICAL_HEBREW,anci1244,BIBLICAL_HEBREW,,DRH,SCCSR.v3
False,,,2349,Methodism (Wesleyanism),English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2353,Sannō Ichijitsu Shintō,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2360,Toltecas,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2373,"The London Missionary Society in British Guiana, 1800-1824",English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2375,"Quakers in Barbados, 1655-1780",English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2376,"Baptists in Jamaica, 1780-1832",English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2407,"Obeah in Jamaica, British Guiana, and Barbados, 1760-1834",English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2428,Navayana Buddhism,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2451,Ethiopian Orthodox Tewahedo Church,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2455,New Orleans Voodoo,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2464,Philippine Catholicism,English,IE.GERMANIC.ENGLISH,stan1293,ENGLISH,,DRH,SCCSR.v3
False,,,2526,The Chontal Maya (Yoko t’anob),Tabasco Chontal,May.MAYAN.CHONTAL_TABASCO,taba1266,CHONTAL_TABASCO,,DRH,SCCSR.v3
