ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_glottolog,recently_extinct,long_extinct,tip_name
CABECAR,CABECAR,cabe1245,Cabécar,cjp,North America,9.75,-83.42,Chibchan,"Chibchan,CoreChibchan,IsthmicChibchan,WesternIsthmicChibchan,Viceitic",False,False,Chi.TALAMANCA.CABECAR
CABECAR_CHIRIPO,CABECAR_CHIRIPO,cabe1245,Cabécar,cjp,North America,9.75,-83.42,Chibchan,"Chibchan,CoreChibchan,IsthmicChibchan,WesternIsthmicChibchan,Viceitic",False,False,Chi.TALAMANCA.CABECAR_CHIRIPO
CABIYARI,CABIYARI,cabi1241,Cabiyarí,cbb,South America,0.15,-71.0,Arawakan,"Arawakan,Japura-Colombia,NuclearJapura-Colombia,NortheastJapura-Colombia",False,False,Arw.NORTHERN_ARAWAKAN.CABIYARI
CACAOPERA,CACAOPERA,caca1247,Cacaopera,ccr,North America,13.0,-88.5,Misumalpan,"Misumalpan,Sumalpan,Matagalpan",True,False,Mis.MISUMALPAN.CACAOPERA
CACUA,CACUA,cacu1241,Kakua,cbv,South America,1.08,-70.0,Kakua-Nukak,Kakua-Nukak,False,False,CN.CACUA_NUKAK.CACUA
CADDO,CADDO,cadd1256,Caddo,cad,North America,33.33,-93.5,Caddoan,Caddoan,False,False,Cad.CADDOAN.CADDO
CAGA_KILEMA,CAGA_KILEMA,sege1246,Segeju,seg,Africa,-5.0,39.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,CoastalNECBantu,Mijikenda-Pokomo-Comorian,Mijikenda,SouthernMijikenda",False,False,NC.BANTOID.CAGA_KILEMA
CAGA_KIWOSO,CAGA_KIWOSO,sege1246,Segeju,seg,Africa,-5.0,39.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,NortheastSavannaBantu,NortheastCoastalBantu,CoastalNECBantu,Mijikenda-Pokomo-Comorian,Mijikenda,SouthernMijikenda",False,False,NC.BANTOID.CAGA_KIWOSO
CAHUARANO,CAHUARANO,cahu1268,Cahuarano,cah,South America,-3.75,-73.5,Zaparoan,"Zaparoan,Iquito-Arabela,Cahuarano-Iquito",True,False,Zap.ZAPAROAN.CAHUARANO
CAHUILLA,CAHUILLA,cahu1264,Cahuilla,chl,North America,33.5,-116.25,Uto-Aztecan,"Uto-Aztecan,NorthernUto-Aztecan,Takic,Cupan,Cahuilla-Cupeno",False,False,UA.TAKIC.CAHUILLA
CAIRO_ARABIC,CAIRO_ARABIC,egyp1253,Egyptian Arabic,arz,Africa,30.0,31.0,Afro-Asiatic,"Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,Arabian,Arabic,EgypticArabic,Egypto-SudanicArabic",False,False,AA.SEMITIC.CAIRO_ARABIC
CAIYUAN_BIYO,CAIYUAN_BIYO,biyo1243,Biyo,byo,Eurasia,23.02,101.33,Sino-Tibetan,"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Hani-Jino,Bisoid-Hanic,Hanic,Bi-Ka",False,False,ST.BURMESE_LOLO.CAIYUAN_BIYO
CAJONOS_ZAPOTEC,CAJONOS_ZAPOTEC,cajo1238,Cajonos Zapotec,zad,North America,17.15,-96.23,Otomanguean,"Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Zapotecan,Zapotec,CoreZapotec,NarrowCoreZapotec,NorthernCoreZapotec,Cajonosic",False,False,OM.ZAPOTECAN.CAJONOS_ZAPOTEC
CAMBERRA_LANGUAGE,CAMBERRA_LANGUAGE,,,,,-35.31,149.12,,Pama-Nyungan,True,False,Aus.PAMA_NYUNGAN.CAMBERRA_LANGUAGE
CAMLING,CAMLING,caml1239,Camling,rab,Eurasia,27.0,86.67,Sino-Tibetan,"Sino-Tibetan,Himalayish,Mahakiranti,Kiranti,EasternKiranti,SouthernKiranti",False,False,ST.MAHAKIRANTI.CAMLING
CAMPALAGIAN,CAMPALAGIAN,camp1262,Campalagian,cml,Papunesia,-3.42,119.17,Austronesian,"Austronesian,Malayo-Polynesian,GreaterSouthSulawesi,SouthSulawesi,Tamanic-Bugis,Bugis",False,False,An.SOUTH_SULAWESI.CAMPALAGIAN
CAMPA_DE_PERENE,CAMPA_DE_PERENE,ashe1272,Ashéninka Perené,prq,South America,-11.05,-75.32,Arawakan,"Arawakan,SouthernMaipuran,Kampa-Amuesha,Pre-AndineMaipuran,Asha-Ashe-Kak-Matsi-Nan,Asha-Ashe-Kak,Ashe-Asha,Ashe-AshaNorte",False,False,Arw.PRE_ANDINE_ARAWAKAN.CAMPA_DE_PERENE
CAMUS,CAMUS,samb1315,Samburu,saq,Africa,0.52,36.08,Nilotic,"Nilotic,EasternNilotic,Teso-Lotuxo-Maa,Lotuxo-Maa,Ongamo-Maa,NuclearMaa",False,False,ESu.NILOTIC.CAMUS
CANDOSHI,CANDOSHI,cand1248,Candoshi-Shapra,cbu,South America,-4.17,-77.0,Candoshi-Shapra,Candoshi-Shapra,False,False,Cnd.CANDOSHI.CANDOSHI
CANICHANA,CANICHANA,cani1243,Canichana,caz,South America,-16.71,-64.67,Canichana,Canichana,True,False,Can.CANICHANA.CANICHANA
CANIPAAN_PALAWAN,CANIPAAN_PALAWAN,sout2916,Southwest Palawano,plv,Papunesia,8.67,117.3,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,Palawanic-Kalamian,Palawanic,SouthernPalawanic,Molbog-Palawan,NuclearPalawan,Brooke-CanipaanPalawan",False,False,An.GREATER_CENTRAL_PHILIPPINE.CANIPAAN_PALAWAN
CANTONESE,CANTONESE,yuec1235,Yue Chinese,yue,Eurasia,23.0,113.0,Sino-Tibetan,"Sino-Tibetan,Sinitic,Classical-Middle-ModernSinitic,Middle-ModernSinitic,Yue-Pinghua",False,False,ST.CHINESE.CANTONESE
CAPANAHUA,CAPANAHUA,capa1241,Capanahua,kaq,South America,-7.0,-74.0,Pano-Tacanan,"Pano-Tacanan,Panoan,MainlinePano,PanoNawa,Chamasubgroup,Shipibo-Konibo-Kapanawa",False,False,Pan.PANOAN.CAPANAHUA
CAPIZNON,CAPIZNON,capi1239,Capiznon,cps,Papunesia,11.42,123.0,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan,CentralBisayan,PeripheralCentralBisayan,Capiznon-Ilonggo-Kawayan",False,False,An.GREATER_CENTRAL_PHILIPPINE.CAPIZNON
CAQUINTE,CAQUINTE,caqu1242,Caquinte,cot,South America,-11.5,-73.5,Arawakan,"Arawakan,SouthernMaipuran,Kampa-Amuesha,Pre-AndineMaipuran,Asha-Ashe-Kak-Matsi-Nan,Asha-Ashe-Kak",False,False,Arw.PRE_ANDINE_ARAWAKAN.CAQUINTE
CAR,CAR,carn1240,Car Nicobarese,caq,Eurasia,9.0,93.0,Austroasiatic,"Austroasiatic,Nicobaric",False,False,AuA.NICOBARESE.CAR
CARA,CARA,cara1270,Cara,cfd,Africa,10.17,8.75,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,Beromic,Iten-Cara-Berom,Cara-Berom",False,False,NC.PLATOID.CARA
CARAMANTA,CARAMANTA,cara1271,Caramanta,crf,South America,5.62,-75.88,Chocoan,"Chocoan,UnclassifiedChocoan",True,False,Cho.CHOCO.CARAMANTA
CARAPANA,CARAPANA,cara1272,Carapana,cbc,South America,0.83,-70.75,Tucanoan,"Tucanoan,EasternTucanoan,EasternEasternTucanoan,EasternEasternTucanoanII,Pisamira-Yuruti,Pisamira-Carapana",False,False,Tuc.TUCANOAN.CARAPANA
CARIB_1665,CARIB_1665,,,,,13.13,-61.22,,Arawakan,True,False,Arw.NORTHERN_ARAWAKAN.CARIB_1665
CARIJONA,CARIJONA,cari1279,Carijona,cbd,South America,1.0,-73.0,Cariban,"Cariban,Guianan,Taranoan",False,False,Car.CARIBAN.CARIJONA
CARIJONA_2,CARIJONA_2,cari1279,Carijona,cbd,South America,1.0,-73.0,Cariban,"Cariban,Guianan,Taranoan",False,False,Car.CARIBAN.CARIJONA_2
CAROLINIAN,CAROLINIAN,caro1242,Carolinian,cal,Papunesia,15.2,145.75,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,Micronesian,CentralMicronesian,WesternMicronesian,Chuukic-Ponapeic,Trukic,NuclearTrukic,CentralTrukic,Satawalese-Carolinian,Macro-Carolinian",False,False,An.OCEANIC.CAROLINIAN
CARRIER,CARRIER,carr1249,Central Carrier,crx,North America,53.75,-123.5,Athabaskan-Eyak-Tlingit,"Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan,CentralBritishColumbiaAthabaskan,Carrieric,Dakelh",False,False,NDe.ATHAPASKAN.CARRIER
CASHIBO,CASHIBO,cash1251,Cashibo-Cacataibo,cbr,South America,-8.5,-75.5,Pano-Tacanan,"Pano-Tacanan,Panoan,MainlinePano",False,False,Pan.PANOAN.CASHIBO
CASIGURAN_NEGRITO,CASIGURAN_NEGRITO,casi1235,Casiguran-Nagtipunan Agta,dgc,Papunesia,16.33,122.0,Austronesian,"Austronesian,Malayo-Polynesian,NorthernLuzon,NortheasternLuzon,NuclearNortheasternLuzon",False,False,An.NORTHERN_LUZON.CASIGURAN_NEGRITO
CASUARINA_COAST_ASMAT,CASUARINA_COAST_ASMAT,casu1237,Casuarina Coast Asmat,asc,Papunesia,-6.3,138.45,Nuclear Trans New Guinea,"NuclearTransNewGuinea,Asmat-Awyu-Ok,Asmat-Kamoro,Asmat",False,False,TNG.ASMAT_KAMORO.CASUARINA_COAST_ASMAT
CATALAN,CATALAN,stan1289,Catalan,cat,Eurasia,41.75,2.0,Indo-European,"Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance",False,False,IE.ROMANCE.CATALAN
CATALAN_2,CATALAN_2,stan1289,Catalan,cat,Eurasia,41.38,2.18,Indo-European,"Indo-European,ClassicalIndo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance",False,False,IE.ROMANCE.CATALAN_2
CATAWBA,CATAWBA,cata1286,Catawba,chc,North America,35.5,-80.5,Siouan,"Siouan,Catawban",True,False,Sio.SIOUAN.CATAWBA
CATIO,CATIO,embe1260,Emberá-Catío,cto,South America,7.17,-76.33,Chocoan,"Chocoan,Embera,Atrato",False,False,Cho.CHOCO.CATIO
CAVINENA_1,CAVINENA_1,cavi1250,Cavineña,cav,South America,-13.33,-66.5,Pano-Tacanan,"Pano-Tacanan,Tacanan",False,False,Tac.TACANAN.CAVINENA_1
CAVINENA_2,CAVINENA_2,cavi1250,Cavineña,cav,South America,-13.33,-66.5,Pano-Tacanan,"Pano-Tacanan,Tacanan",False,False,Tac.TACANAN.CAVINENA_2
CAYAPA,CAYAPA,chac1249,Cha'palaa,cbi,South America,0.67,-79.0,Barbacoan,"Barbacoan,Awa-SouthernBarbacoan,Cayapa-Colorado",False,False,Bar.BARBACOAN.CAYAPA
CAYUBABA,CAYUBABA,cayu1262,Cayubaba,cyb,South America,-13.5,-65.5,Cayubaba,Cayubaba,True,False,Cay.CAYUVAVA.CAYUBABA
CAYUGA,CAYUGA,cayu1261,Cayuga,cay,North America,42.75,-76.75,Iroquoian,"Iroquoian,NorthernIroquoian,LakeIroquoian,GreaterIroquois,Iroquois",False,False,Iro.NORTHERN_IROQUOIAN.CAYUGA
CA_HA_GELAO,CA_HA_GELAO,gree1278,Hagei Gelao,giq,Eurasia,22.6,104.7,Tai-Kadai,"Tai-Kadai,Kadaic,SouthwesternKra,WesternKra,Gauic,Gelaoic,SouthwesternGelao",False,False,TK.KADAI.CA_HA_GELAO
CE,CE,chee1238,Che,ruk,Africa,9.83,8.58,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,Ninzic,Rukubic",False,False,NC.PLATOID.CE
CEBUANO,CEBUANO,cebu1242,Cebuano,ceb,Papunesia,10.0,124.0,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan",False,False,An.GREATER_CENTRAL_PHILIPPINE.CEBUANO
CEFO,CEFO,tief1242,Tiefo-Daramandugu,tiq,Africa,10.72,-4.53,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,Tiefoic",False,False,NC.GUR.CEFO
CEMUHI,CEMUHI,cemu1238,Cemuhî,cam,Papunesia,-20.83,165.0,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian,NewCaledonian,MainlandNewCaledonian,NorthernNewCaledonian,Mid-NorthernNewCaledonian,Voh-Kone-Cem-Pac,Cem-Pac",False,False,An.OCEANIC.CEMUHI
CEN,CEN,cenn1238,Cen,cen,Africa,9.44,9.01,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,West-CentralBenue-CongoPlateau,Zaric,NuclearZaric,Izeric",False,False,NC.PLATOID.CEN
CENTRAL_AYMARA,CENTRAL_AYMARA,cent2142,Central Aymara,ayr,South America,-17.0,-69.0,Aymaran,"Aymaran,Central-SouthernAymara",False,False,Aym.AYMARAN.CENTRAL_AYMARA
CENTRAL_AYMARA_2,CENTRAL_AYMARA_2,cent2142,Central Aymara,ayr,South America,-17.0,-69.0,Aymaran,"Aymaran,Central-SouthernAymara",False,False,Aym.AYMARAN.CENTRAL_AYMARA_2
CENTRAL_AZAD_KASHMIR_GUJARI,CENTRAL_AZAD_KASHMIR_GUJARI,guja1253,Gujari,gju,Eurasia,33.76,73.79,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,MidlandsIndo-Aryan,Apabhramsic,Gujarati-Rajasthani,Rajasthani,Mewati-Gojri",False,False,IE.INDIC.CENTRAL_AZAD_KASHMIR_GUJARI
CENTRAL_BERAWAN,CENTRAL_BERAWAN,cent2098,Central Berawan,zbc,Papunesia,3.9,114.2,Austronesian,"Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,NorthSarawakan,Berawan-LowerBaram,Berawan,Central-EastBerawan",False,False,An.NORTH_BORNEO.CENTRAL_BERAWAN
CENTRAL_BICOLANO,CENTRAL_BICOLANO,cent2087,Coastal-Naga Bikol,bcl,Papunesia,13.33,123.5,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bikol,CoastalBikol",False,False,An.GREATER_CENTRAL_PHILIPPINE.CENTRAL_BICOLANO
CENTRAL_BONTOC,CENTRAL_BONTOC,cent2292,Central Bontoc,lbk,Papunesia,17.08,120.92,Austronesian,"Austronesian,Malayo-Polynesian,NorthernLuzon,Meso-Cordilleran,South-CentralCordilleran,CentralCordilleran,NuclearCordilleran,Bontok-Kankanay,Bontok",False,False,An.NORTHERN_LUZON.CENTRAL_BONTOC
CENTRAL_DUSUN,CENTRAL_DUSUN,cent2100,Kadazan Dusun,dtp,Papunesia,6.1,116.6,Austronesian,"Austronesian,Malayo-Polynesian,NorthBorneoMalayo-Polynesian,Sabahan,SouthwestSabahan,GreaterDusunic,Dusunic,Kadazan-Sugut-Minokok",False,False,An.NORTH_BORNEO.CENTRAL_DUSUN
CENTRAL_GOJAL_WAKHI,CENTRAL_GOJAL_WAKHI,wakh1245,Wakhi,wbl,Eurasia,36.5,72.0,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Iranian,Saka-Wakhi",False,False,IE.IRANIAN.CENTRAL_GOJAL_WAKHI
CENTRAL_KENYANG,CENTRAL_KENYANG,keny1279,Kenyang,ken,Africa,5.67,9.5,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,Mamfe",False,False,NC.BANTOID.CENTRAL_KENYANG
CENTRAL_KOMA,CENTRAL_KOMA,komo1258,Komo (Sudan-Ethiopia),xom,Africa,8.75,33.75,Koman,"Koman,CentralKoman,Komo-Uduk",False,False,Kom.KOMAN.CENTRAL_KOMA
CENTRAL_MAEWO,CENTRAL_MAEWO,cent2058,Central Maewo,mwo,Papunesia,-15.09,168.09,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,Maewo",False,False,An.OCEANIC.CENTRAL_MAEWO
CENTRAL_MASELA,CENTRAL_MASELA,cent2072,Central Masela,mxz,Papunesia,-8.17,129.83,Austronesian,"Austronesian,Malayo-Polynesian,Timor-Babar,SouthwestMaluku,Babar,SouthBabar,Masela-SouthBabar",False,False,An.CENTRAL_MALAYO_POLYNESIAN.CENTRAL_MASELA
CENTRAL_PAME,CENTRAL_PAME,cent2145,Central Pame,pbs,North America,21.47,-99.44,Otomanguean,"Otomanguean,WesternOtomanguean,Otopame-Chinantecan,Otopamean,Pamean",False,False,OM.PAMEAN.CENTRAL_PAME
CENTRAL_QUICHE,CENTRAL_QUICHE,kich1262,K'iche',quc,North America,15.0,-91.42,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterQuichean,CoreQuichean,Quiche-Achi",False,False,May.MAYAN.CENTRAL_QUICHE
CENTRAL_QUICHE_SANTA_MARIA_CHIQUIMULA,CENTRAL_QUICHE_SANTA_MARIA_CHIQUIMULA,kich1262,K'iche',quc,North America,15.03,-91.33,Mayan,"Mayan,CoreMayan,Quichean-Mamean,GreaterQuichean,CoreQuichean,Quiche-Achi",False,False,May.MAYAN.CENTRAL_QUICHE_SANTA_MARIA_CHIQUIMULA
CENTRAL_SIERRA_MIWOK,CENTRAL_SIERRA_MIWOK,cent2140,Central Sierra Miwok,csm,North America,38.0,-120.33,Miwok-Costanoan,"Miwok-Costanoan,Miwokan,EasternMiwokan,SierraMiwokan",False,False,Pen.MIWOK.CENTRAL_SIERRA_MIWOK
CENTRAL_TAGBANWA,CENTRAL_TAGBANWA,cent2090,Central Tagbanwa,tgt,Papunesia,10.75,119.42,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,Palawanic-Kalamian,Palawanic,NorthernPalawanic",False,False,An.GREATER_CENTRAL_PHILIPPINE.CENTRAL_TAGBANWA
CENTRAL_TARAHUMARA,CENTRAL_TARAHUMARA,cent2131,Central Tarahumara,tar,North America,27.5,-107.5,Uto-Aztecan,"Uto-Aztecan,SouthernUto-Aztecan,Tarahumara-Guarijio,Tarahumaran",False,False,UA.TARAHUMARAN.CENTRAL_TARAHUMARA
CENTRAL_YASIN_BURUSHASKI,CENTRAL_YASIN_BURUSHASKI,buru1296,Burushaski,bsk,Eurasia,36.5,74.5,Burushaski,Burushaski,False,False,Brs.BURUSHASKI.CENTRAL_YASIN_BURUSHASKI
CEQ_WONG,CEQ_WONG,chew1245,Chewong,cwg,Eurasia,3.23,102.42,Austroasiatic,"Austroasiatic,Aslian,Central-NorthernAslian,NorthAslian",False,False,AuA.ASLIAN.CEQ_WONG
CEWA,CEWA,nyan1308,Nyanja,nya,Africa,-14.0,34.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,EastBantu,Tumbuka-Sena-Nyanja,Sena-Nyanja,Nyanjaic",False,False,NC.BANTOID.CEWA
CHACOBO,CHACOBO,chac1251,Chácobo,cao,South America,-12.17,-66.75,Pano-Tacanan,"Pano-Tacanan,Panoan,MainlinePano,PanoNawa,BolivianNawa",False,False,Pan.PANOAN.CHACOBO
CHACPAR,CHACPAR,sout2992,Southern Conchucos Ancash Quechua,qxo,South America,-9.58,-77.21,Quechuan,"Quechuan,QuechuaI,CentralQuechuaI,Huaylay,Conchucos",False,False,Que.QUECHUAN.CHACPAR
CHADONG,CHADONG,chad1240,Chadong,cdy,Eurasia,25.3,110.0,Tai-Kadai,"Tai-Kadai,Kam-Tai,Kam-Sui,Then-MMS,Maonan-Mak-Sui,Maonan-Chadong",False,False,TK.KAM_TAI.CHADONG
CHADONG_2,CHADONG_2,chad1240,Chadong,cdy,Eurasia,25.3,110.0,Tai-Kadai,"Tai-Kadai,Kam-Tai,Kam-Sui,Then-MMS,Maonan-Mak-Sui,Maonan-Chadong",False,False,TK.KAM_TAI.CHADONG_2
CHAGATAI,CHAGATAI,chag1247,Chagatai,chg,Eurasia,42.15,65.15,Turkic,"Turkic,CommonTurkic,Kipchak-Turkestan,Turkestan",True,False,Alt.TURKIC.CHAGATAI
CHAHA,CHAHA,seba1251,Sebat Bet Gurage,sgw,Africa,8.0,37.5,Afro-Asiatic,"Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,SouthEthiopic,OuterSouthEthiopic,TT-Group",False,False,AA.SEMITIC.CHAHA
CHAKMA_UnnamedInSource,CHAKMA_UnnamedInSource,chak1266,Chakma,ccp,Eurasia,22.0,92.0,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,ContinentalIndo-Aryan,Indo-AryanEasternzone,Oriya-Gauda-Kamrupa,Gauda-Kamrupa,Gauda-Banga,SoutheasternBengali",False,False,IE.INDIC.CHAKMA_UnnamedInSource
CHALCATONGO_MIXTEC,CHALCATONGO_MIXTEC,sanm1295,San Miguel El Grande Mixtec,mig,North America,17.05,-97.57,Otomanguean,"Otomanguean,EasternOtomanguean,Amuzgo-Mixtecan,Mixtecan,Mixtec-Cuicatec,Mixtec,WesternAltaMixtec,SouthwesternAltaMixtec,Chalcatongic",False,False,OM.MIXTECAN.CHALCATONGO_MIXTEC
CHALT_SHINA,CHALT_SHINA,shin1264,Shina,scl,Eurasia,36.0,74.0,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,EasternDardic,NuclearEasternDardic,Shinaic",False,False,IE.INDIC.CHALT_SHINA
CHAMACOCO,CHAMACOCO,cham1315,Chamacoco,ceg,South America,-20.58,-58.33,Zamucoan,Zamucoan,False,False,Zam.ZAMUCOAN.CHAMACOCO
CHAMALAL,CHAMALAL,cham1309,Chamalal,cji,Eurasia,42.55,46.05,Nakh-Daghestanian,"Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,Andic",False,False,NDa.AVAR_ANDIC_TSEZIC.CHAMALAL
CHAMAN_PASHTO,CHAMAN_PASHTO,sout2649,Southern Pashto,pbt,Eurasia,30.93,66.45,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Iranian,Pashto,NuclearPashto",False,False,IE.IRANIAN.CHAMAN_PASHTO
CHAMBEALI,CHAMBEALI,cham1307,Chambeali,cdh,Eurasia,32.55,76.12,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Indo-Aryan,Middle-ModernIndo-Aryan,EasternDardic,Himachali,Kangric-Chamealic-Bhattiyali,Chamealic",False,False,IE.INDIC.CHAMBEALI
CHAMBRI,CHAMBRI,cham1313,Chambri,can,Papunesia,-4.17,143.08,Lower Sepik,LowerSepik,False,False,LSR.LOWER_SEPIK.CHAMBRI
CHAMBRI_KILIMBIT,CHAMBRI_KILIMBIT,cham1313,Chambri,can,Papunesia,-4.17,143.08,Lower Sepik,LowerSepik,False,False,LSR.LOWER_SEPIK.CHAMBRI_KILIMBIT
CHAMICURO,CHAMICURO,cham1318,Chamicuro,ccc,South America,-5.33,-75.5,Arawakan,"Arawakan,SouthernMaipuran,Purus-Chamicuro,Chamicuro-Morike",True,False,Arw.WESTERN_ARAWAKAN.CHAMICURO
CHAMORRO,CHAMORRO,cham1312,Chamorro,cha,Papunesia,13.45,144.75,Austronesian,"Austronesian,Malayo-Polynesian",False,False,An.CHAMORRO.CHAMORRO
CHAM_EASTERN,CHAM_EASTERN,east2563,Eastern Cham,cjm,Eurasia,11.33,108.5,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Aceh-Chamic,Chamic,Cham",False,False,An.MALAYO_SUMBAWAN.CHAM_EASTERN
CHAM_WESTERN,CHAM_WESTERN,west2650,Western Cham,cja,Eurasia,12.0,105.0,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Aceh-Chamic,Chamic,Cham",False,False,An.MALAYO_SUMBAWAN.CHAM_WESTERN
CHANG,CHANG,chan1313,Chang Naga,nbc,Eurasia,26.33,94.75,Sino-Tibetan,"Sino-Tibetan,Brahmaputran,Patkaian,SouthPatkaian,SouthwesternPatkaian,Chang-Phom-Konyak",False,False,ST.NORTHERN_NAGA.CHANG
CHANGPING_BIAO_MON,CHANGPING_BIAO_MON,biao1256,Biao Mon,bmt,Eurasia,24.12,110.31,Hmong-Mien,"Hmong-Mien,Mienic,Mien-Mun",False,False,HM.HMONG_MIEN.CHANGPING_BIAO_MON
CHANG_2,CHANG_2,chan1313,Chang Naga,nbc,Eurasia,26.33,94.75,Sino-Tibetan,"Sino-Tibetan,Brahmaputran,Patkaian,SouthPatkaian,SouthwesternPatkaian,Chang-Phom-Konyak",False,False,ST.NORTHERN_NAGA.CHANG_2
CHANTYAL,CHANTYAL,chan1310,Chantyal,chx,Eurasia,28.58,83.42,Sino-Tibetan,"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Thakali-Chantyal",False,False,ST.BODIC.CHANTYAL
CHAOYANG_CHINESE,CHAOYANG_CHINESE,minn1241,Min Nan Chinese,,Eurasia,23.25,116.58,Sino-Tibetan,"Sino-Tibetan,Sinitic,Min,CoastalMin,SouthernMin-Pu-Xian,SouthernMin",False,False,ST.CHINESE.CHAOYANG_CHINESE
CHAPURSAN_WAKHI,CHAPURSAN_WAKHI,wakh1245,Wakhi,wbl,Eurasia,36.5,72.0,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Iranian,Saka-Wakhi",False,False,IE.IRANIAN.CHAPURSAN_WAKHI
CHARA,CHARA,char1269,Chara,cra,Africa,6.64,36.42,Ta-Ne-Omotic,"Ta-Ne-Omotic,Ometo",False,False,AA.NORTH_OMOTIC.CHARA
CHARAM_SARJAM_KHORASANI,CHARAM_SARJAM_KHORASANI,khor1269,Khorasan Turkic,kmz,Eurasia,35.78,59.58,Turkic,"Turkic,CommonTurkic,Oghuz,NuclearOghuz,EastOghuz",False,False,Alt.TURKIC.CHARAM_SARJAM_KHORASANI
CHARSADDA_PASHTO,CHARSADDA_PASHTO,nort2646,Northern Pashto,pbu,Eurasia,34.15,71.73,Indo-European,"Indo-European,ClassicalIndo-European,Indo-Iranian,Iranian,Pashto,NuclearPashto",False,False,IE.IRANIAN.CHARSADDA_PASHTO
CHATINO_TATALTEPEC,CHATINO_TATALTEPEC,tata1258,Tataltepec Chatino,cta,North America,16.31,-97.54,Otomanguean,"Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Zapotecan,Chatino,CoreChatino,CoastalChatino",False,False,OM.ZAPOTECAN.CHATINO_TATALTEPEC
CHATINO_WESTERN_HIGHLAND,CHATINO_WESTERN_HIGHLAND,west2644,Western Highland Chatino,ctp,North America,16.25,-97.38,Otomanguean,"Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Zapotecan,Chatino,CoreChatino,CoastalChatino,EasternChatino",False,False,OM.ZAPOTECAN.CHATINO_WESTERN_HIGHLAND
