Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(violent_external) > 0,1.3788670735877195,0.4628491678954457,0.6345467370814096,2.136792299629027,257.06451612903226,0.996125,*
(year_scaled) > 0,-0.15013625945557957,0.1739723735055398,-0.43045055206992655,0.13945235366573358,0.23475845037814477,0.190125,
