intercept,beta,effect
0.21831654693080202,0.47630431983968075,0.25798777290887875
0.19474814634137558,0.4177369510764674,0.22298880473509183
0.10028221116690983,0.38188702331336355,0.2816048121464537
0.1127577267352564,0.31227388805334283,0.19951616131808642
0.12197890649723878,0.29116965574862513,0.16919074925138636
0.12120636604098724,0.3462071211442728,0.2250007551032856
0.14404675820335774,0.44971271008848085,0.30566595188512313
0.1420613210770635,0.37098199590399533,0.22892067482693182
0.09640361474033435,0.4775616820103954,0.3811580672700611
0.21881868007378424,0.49630984365604824,0.277491163582264
0.14272275196295442,0.48167876416358707,0.33895601220063265
0.16840564294088578,0.39454002059165816,0.22613437765077238
0.1434050736962542,0.281592963320646,0.1381878896243918
0.10923253690813642,0.3628322195879712,0.2535996826798348
0.1492814283707288,0.29585440975648297,0.14657298138575417
0.13682822165952832,0.3965558326030957,0.25972761094356733
0.15006613183786147,0.19508227979362308,0.045016147955761615
0.11691424926673127,0.2636796524727642,0.14676540320603293
0.2515139032399047,0.5813667883965675,0.32985288515666283
0.18589865928468213,0.36687413209139114,0.180975472806709
0.14958023489847028,0.31625576801908745,0.16667553312061717
0.2047733365104726,0.33740097467557784,0.13262763816510523
0.18275746759018732,0.2941203766250712,0.11136290903488386
0.14796524628955887,0.4748082775414059,0.32684303125184705
0.19575694354398956,0.4262612894777927,0.23050434593380312
0.15950939201453757,0.392621152148176,0.23311176013363843
0.18430328605670115,0.38190641199666936,0.1976031259399682
0.15654323085168634,0.3252560637457814,0.16871283289409508
0.18117793157975717,0.44166629785539324,0.2604883662756361
0.1338026194127558,0.370918247984412,0.23711562857165616
0.11154593873426918,0.3948363385868949,0.2832903998526257
0.22693245309051815,0.4439765269720431,0.21704407388152494
0.09752985587040332,0.23514382866830266,0.13761397279789933
0.19160878874117837,0.29337093396645986,0.10176214522528149
0.12414907707825111,0.37338541450491525,0.24923633742666412
0.12578297182515802,0.4073881200873347,0.2816051482621767
0.12223210393469025,0.26833621674441976,0.14610411280972951
0.1533387155711858,0.294619400163018,0.1412806845918322
0.18291227339324653,0.5115536957825487,0.32864142238930216
0.14684159669327745,0.34140804481283027,0.19456644811955282
0.1357221595541115,0.36004776871888944,0.22432560916477795
0.12740450261367822,0.4007709013913637,0.2733663987776854
0.26396322073256573,0.36021347590569996,0.09625025517313424
0.15372547114819415,0.5893510168707992,0.43562554572260503
0.20611318996660896,0.502437198809405,0.29632400884279597
0.1950243852600953,0.5046817550765096,0.3096573698164143
0.1806823829841008,0.36125297733732675,0.18057059435322595
0.21732078394264043,0.3271958568738729,0.1098750729312325
0.16469054126457192,0.4276412309531605,0.2629506896885886
0.12721761902435946,0.2779475081257457,0.15072988910138624
0.08373470631413099,0.2771411474913643,0.19340644117723332
0.20999305181475253,0.42339328811407445,0.21340023629932192
0.17682668462519818,0.6014615925174686,0.4246349078922704
0.24904715831514415,0.5479638788382487,0.2989167205231046
0.12528869331462061,0.456085545209827,0.3307968518952064
0.18037943837234677,0.36906961446448405,0.18869017609213729
0.2102196076534095,0.43066185880683244,0.22044225115342295
0.12274930202284903,0.28725624108909575,0.16450693906624672
0.10207492562941389,0.3279358191112428,0.22586089348182892
0.14119232053010006,0.4299169267921403,0.2887246062620402
0.12985038385356215,0.35859372711771725,0.2287433432641551
0.15740288638735264,0.34954860636443186,0.19214571997707922
0.1090863695955078,0.3791686982820506,0.2700823286865428
0.15621998650172705,0.3175187841733744,0.16129879767164737
0.17014751972621805,0.4055778007242556,0.23543028099803753
0.1801513313985281,0.3495450834274175,0.16939375202888943
0.12235733448938153,0.4751114385074708,0.35275410401808927
0.12382393659765555,0.3353889748066311,0.21156503820897554
0.14409787433673912,0.38701777652078784,0.24291990218404871
0.175736341257193,0.42032022865196056,0.24458388739476755
0.17886965429974663,0.2600853945179643,0.08121574021821767
0.16183473309622956,0.46297482961255615,0.30114009651632656
0.15971587351723748,0.4845577502499394,0.32484187673270193
0.15736536115365243,0.4867688113091769,0.3294034501555244
0.14745313967131982,0.48363183173145313,0.3361786920601333
0.14377979041568967,0.3040855480837521,0.16030575766806243
0.16890951174703908,0.32304715466752,0.1541376429204809
0.15685373726880497,0.30875588566460277,0.1519021483957978
0.14676463260288847,0.31428320633838713,0.16751857373549867
0.16685402050178252,0.4485518453881691,0.2816978248863866
0.13087974192842322,0.35220049791147473,0.2213207559830515
0.1787371449211841,0.2903184726444812,0.1115813277232971
0.1549385844084958,0.3435773528731344,0.1886387684646386
0.20170590674271885,0.21621632459470658,0.014510417851987728
0.14468304155964623,0.6630844183114141,0.5184013767517679
0.11755019847503169,0.2810098474784408,0.16345964900340915
0.11845019677344176,0.3052022192807301,0.18675202250728834
0.09721263122664389,0.29468388249216,0.1974712512655161
0.19709306021056228,0.5591525864033122,0.36205952619274995
0.06741185014266945,0.15958691433330102,0.09217506419063157
0.05287956585439788,0.20893105361901318,0.1560514877646153
0.23996407499426986,0.3780906373248926,0.13812656233062276
0.23352031145555355,0.4252985206732185,0.19177820921766495
0.13886466858839042,0.37367973757635603,0.23481506898796561
0.19499409727647327,0.3792283951816196,0.18423429790514634
0.20728550724607217,0.5002598988830925,0.2929743916370203
0.14528802104016175,0.4241843776646724,0.2788963566245106
0.1451837947385757,0.29059147867255486,0.14540768393397915
0.1636710538781434,0.4799982896616897,0.3163272357835463
0.18471117054031713,0.2690015948109,0.08429042427058289
0.18327227082948297,0.3776419033194494,0.19436963248996644
0.1458554489459319,0.30095641835013676,0.15510096940420487
0.17572384554191975,0.36787077038361476,0.19214692484169502
