Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(violent_external) > 0,1.310742372950982,0.39194754182150937,0.7514465435325358,1.9944202712939072,3199,0.9996875,*
(year_scaled) > 0,0.030574261598875094,0.11904458673260652,-0.16135376508797086,0.22985406750091228,1.4760136180748995,0.596125,
