intercept,beta,effect
0.22866309224245562,0.39734784946368046,0.16868475722122483
0.16588711863190633,0.268365059750764,0.10247794111885769
0.16737306201545085,0.3333699825941296,0.16599692057867874
0.18902378251975477,0.35335726590612754,0.16433348338637277
0.28229909209183607,0.4878669679062216,0.20556787581438551
0.15743112596285813,0.27272283602815883,0.1152917100653007
0.1393277761599515,0.2711242300047332,0.13179645384478167
0.16505736799167134,0.3600651003094578,0.19500773231778648
0.2472639572026207,0.4761751935890771,0.2289112363864564
0.29787255403357443,0.3417142177758346,0.04384166374226017
0.32110378288682606,0.2950260486828183,-0.026077734204007774
0.24947734340789268,0.3833621108537298,0.1338847674458371
0.09247742125105286,0.22673065324386724,0.13425323199281436
0.13092615097639332,0.3296555018056371,0.19872935082924376
0.10462274618994753,0.28429294821455314,0.1796702020246056
0.18845919922464466,0.30286441868352026,0.1144052194588756
0.19429484456040003,0.3551694523874139,0.16087460782701385
0.21745637610167906,0.3063951546863573,0.08893877858467825
0.12395637810611343,0.3192675700776002,0.19531119197148678
0.17011843531598944,0.36352730445721826,0.19340886914122882
0.19130431327471184,0.25003023391324697,0.05872592063853513
0.21564042869213262,0.29945508344072413,0.08381465474859151
0.1725430931669403,0.3978399520911576,0.22529685892421727
0.24262339268392785,0.44312444487415076,0.2005010521902229
0.09718278456493469,0.31346538977622884,0.21628260521129417
0.11756754722982814,0.1976575612947865,0.08009001406495837
0.19586187530485757,0.3929292454015082,0.19706737009665062
0.13065887822572517,0.36021579329626274,0.22955691507053758
0.16043547860514765,0.20212902910616765,0.04169355050102
0.11596921626034928,0.48110406512627263,0.36513484886592334
0.16715323072137536,0.501302380871503,0.3341491501501277
0.1558902485563514,0.2692887591788016,0.11339851062245018
0.1181373352429364,0.10783788500778875,-0.010299450235147653
0.08793885787098306,0.26996608527038235,0.1820272273993993
0.22276376457767494,0.5318233023832837,0.30905953780560874
0.15037138395793415,0.27796122410619595,0.1275898401482618
0.09194621283515476,0.2570840160426403,0.16513780320748556
0.1684599869709641,0.3597266815692672,0.1912666945983031
0.17370002531895987,0.48153263343811464,0.3078326081191548
0.11456095275177651,0.30004729557648196,0.18548634282470544
0.14127708570334827,0.23148361616535731,0.09020653046200905
0.10991428598589828,0.23724183827523587,0.1273275522893376
0.10247106429320381,0.2445238545283591,0.14205279023515527
0.1430246492663379,0.30764729343447617,0.16462264416813827
0.1163766311091786,0.31371709708809553,0.1973404659789169
0.10566603939758334,0.2914768708915675,0.18581083149398414
0.18297861684682656,0.28568298107234336,0.10270436422551679
0.10535778407904524,0.3300108039432791,0.22465301986423386
0.08246392489314469,0.2633807139225884,0.1809167890294437
0.10076852270772829,0.19242742329336587,0.09165890058563758
0.13052373112090834,0.3173671415701287,0.18684341044922034
0.1399321095588032,0.29177610505263946,0.15184399549383626
0.13826475210600916,0.34186525847562027,0.2036005063696111
0.2354129639044641,0.5671111962228924,0.3316982323184283
0.22533956380133924,0.5931189616224827,0.36777939782114344
0.09140984010385912,0.1829696667472676,0.09155982664340849
0.07744135823468991,0.12303864779452033,0.04559728955983042
0.13997959531175155,0.16098047127086496,0.021000875959113402
0.1559873568899946,0.25120796299780623,0.09522060610781163
0.12068432458933619,0.24969097508129282,0.12900665049195664
0.1698059258010274,0.35601432851348036,0.18620840271245295
0.17188445272829045,0.33672606214554285,0.1648416094172524
0.14665725575991614,0.23776453837536177,0.09110728261544562
0.18419699592919475,0.3356668086931929,0.15146981276399812
0.12997025215628089,0.23351529189834583,0.10354503974206494
0.12876419783724766,0.2568642388436851,0.12810004100643743
0.1682692416234879,0.1568857705734496,-0.011383471050038285
0.10551707407234671,0.3658112725330544,0.26029419846070767
0.10502269393950565,0.3440294228879724,0.23900672894846675
0.13863983108285116,0.2703492865433514,0.13170945546050022
0.1624276082499262,0.2948018314111572,0.13237422316123099
0.2774605425461911,0.4454141587198459,0.16795361617365479
0.2653863214619401,0.5397640304883818,0.27437770902644176
0.19703069696487877,0.4328272995995709,0.23579660263469213
0.2396249691076948,0.4903843990948198,0.25075942998712497
0.1826058304432107,0.4157491407314129,0.2331433102882022
0.1610281918778987,0.22643134460602257,0.06540315272812386
0.1466284183491076,0.28008532386730506,0.13345690551819747
0.14482608829463267,0.39714760045882,0.25232151216418736
0.2620332094965073,0.47477534866331056,0.21274213916680323
0.10365166520295267,0.27687203694874846,0.1732203717457958
0.1867814154538061,0.33432132490838684,0.14753990945458073
0.13072977424123278,0.3345790377028625,0.20384926346162974
0.14135051701755796,0.3527957046327336,0.2114451876151756
0.0728686729990365,0.20707016202460193,0.13420148902556545
0.0984799198667347,0.19976010146912054,0.10128018160238585
0.1296791879291634,0.27239148246341205,0.14271229453424866
0.1839254548960089,0.3678818569530679,0.18395640205705902
0.12430811634054385,0.23833505753055353,0.11402694119000968
0.24502841934361336,0.39992129593056774,0.1548928765869544
0.16813987140893308,0.2838504423149649,0.11571057090603185
0.25687087674609915,0.36434319106633134,0.10747231432023219
0.28166618552141676,0.4308558751567706,0.14918968963535384
0.19686383349960238,0.35173187761865066,0.15486804411904828
0.1446273504246119,0.338560450596976,0.1939331001723641
0.1848643859778773,0.3038923718562305,0.11902798587835323
0.14826247507484172,0.36301034662351933,0.2147478715486776
0.19778100714838445,0.2858217245801606,0.08804071743177613
0.2304121558804617,0.5675090457342987,0.337096889853837
0.21165723932256486,0.3146598497379858,0.10300261041542091
0.14206200306007566,0.38199014312498925,0.2399281400649136
0.1532650168841515,0.4087292892189868,0.2554642723348353
0.16175378627418044,0.408104503796836,0.24635071752265555
0.0494292991837114,0.26573772637168935,0.21630842718797794
0.263880899176643,0.4726176052080016,0.20873670603135863
0.11901163848274784,0.23751608039358746,0.11850444191083961
0.28809345469127656,0.41468261273630797,0.1265891580450314
0.2894475092040691,0.5425269100319862,0.2530794008279171
0.5894745774816794,0.787104687014859,0.1976301095331796
0.228797693863513,0.8640844924091211,0.6352867985456081
0.14880394696934837,0.6313798682485131,0.4825759212791647
0.1672051498472745,0.6569486782560867,0.4897435284088122
0.19753160610940515,0.5934661660885528,0.3959345599791477
0.2530747837941626,0.3100778763856826,0.05700309259152003
0.24050544690068637,0.3733167882598145,0.13281134135912814
0.22896058404431502,0.4169017835165181,0.18794119947220306
0.23065988147847175,0.4322073560237646,0.20154747454529284
