Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(violent_external) > 0,0.9834520022524228,0.41655600863474945,0.3701722583842256,1.6914806651938965,169.2127659574468,0.994125,*
(year_scaled) > 0,0.09061591572955527,0.1387422381993085,-0.13499539611763242,0.3227220572782316,2.8369304556354917,0.739375,
