entry_id,violent_external,food_taboos,year_scaled,world_region,tip_name,ID,Glottocode
2070,0,0,0.7772091790653655,Africa,NC.DEFOID.YORUBA,YORUBA,yoru1245
2074,0,0,0.6864013608829793,Africa,UA.AZTECAN.NAHUATL_REYES_DE_VALLARTA_TUZAMAPAN,NAHUATL_REYES_DE_VALLARTA_TUZAMAPAN,
2084,0,0,0.7558971401041932,Africa,Aus.PAMA_NYUNGAN.BIRRDHAWAL,BIRRDHAWAL,
2089,1,1,0.7503374777664961,Africa,Tot.TOTONACAN.TOTONAC_OZELONACAXTLA,TOTONAC_OZELONACAXTLA,
2104,0,0,0.4964462310116612,Africa,An.OCEANIC.TAHITIAN_18TH_CENTURY,TAHITIAN_18TH_CENTURY,
2111,1,0,-0.4301641586045243,Africa,NC.PLATOID.KWANKA,KWANKA,
2114,0,0,0.6233918543890786,Africa,UA.AZTECAN.NAHUATL_MONTEGRANDE_PLATON_SANCHEZ,NAHUATL_MONTEGRANDE_PLATON_SANCHEZ,
2116,0,0,0.5928137115317446,Africa,AA.WEST_CHADIC.DYARIM,DYARIM,
2122,0,0,0.7540439193249608,Africa,Tot.TOTONACAN.TOTONAC_OLINTLA,TOTONAC_OLINTLA,
2126,0,0,0.759603581662658,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2133,0,0,0.7030803478960707,Africa,NC.DEFOID.YORUBA,YORUBA,yoru1245
2138,1,0,0.6965940751687574,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2139,1,0,0.7558971401041932,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2141,1,0,0.7762825686757493,Africa,Aus.PAMA_NYUNGAN.KERAMIN,KERAMIN,
2146,0,0,0.6539699972464128,East Asia,Jap.JAPANESE.EI_JAPANESE,EI_JAPANESE,nucl1643
2147,1,0,0.0600127375024378,Africa,Aus.PAMA_NYUNGAN.DJADJALA,DJADJALA,
2149,0,1,-0.773010002762513,Europe,AA.SEMITIC.BIBLICAL_HEBREW,BIBLICAL_HEBREW,anci1244
2160,1,1,-0.8471388339318079,Southwest Asia,An.OCEANIC.TAHITIAN_18TH_CENTURY,TAHITIAN_18TH_CENTURY,
2178,0,0,0.6984472959479897,Africa,NC.DEFOID.YORUBA,YORUBA,yoru1245
2194,0,0,0.7299520491949401,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2203,0,0,-1.5198579767931586,East Asia,NC.BANTOID.CUNG,CUNG,
2209,0,0,0.6280249063371596,Africa,NC.DEFOID.YORUBA,YORUBA,yoru1245
2210,0,1,0.7568237504938095,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2228,1,0,0.7484842569872637,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2238,0,0,0.4964462310116612,Africa,Aus.PAMA_NYUNGAN.THAWA,THAWA,
2241,1,0,-1.7737492235479937,Europe,IE.ROMANCE.LATIN,LATIN,lati1261
2244,1,0,0.0368474777620331,Europe,MZ.MIXE_ZOQUE.ULTERIOR_MIXE_C,ULTERIOR_MIXE_C,
2245,1,0,-0.4746414573061012,Europe,UA.AZTECAN.NAHUATL_XALPATLAHUAC,NAHUATL_XALPATLAHUAC,
2246,1,0,-0.3198975222401982,Africa,UA.AZTECAN.NAHUATL_AYOTOXCO,NAHUATL_AYOTOXCO,
2247,1,1,-0.4792745092541822,Africa,AA.SEMITIC.ARAMAIC_ANCIENT,ARAMAIC_ANCIENT,
