entry_id,violent_external,food_taboos,year_scaled,world_region,tip_name,ID,Glottocode
2248,0,0,0.4325101141281444,Africa,UA.AZTECAN.NAHUATL_LA_REFORMA_TEPEHUACAN_DE_GUERRERO,NAHUATL_LA_REFORMA_TEPEHUACAN_DE_GUERRERO,
2256,0,0,0.4964462310116612,Africa,Hur.HUARPE.ALLENTIAC,ALLENTIAC,
2266,0,0,-1.6078859638066962,East Asia,ST.CHINESE.OLD_CHINESE,OLD_CHINESE,oldc1244
2271,1,0,0.7410713738703343,Africa,NC.DEFOID.OKA,OKA,yoru1245
2273,0,0,0.1174625816586413,East Asia,Aus.PAMA_NYUNGAN.YITHA_YITHA,YITHA_YITHA,
2274,0,0,0.700300516727222,Africa,NC.DEFOID.OKA,OKA,yoru1245
2278,0,0,0.4964462310116612,Africa,UA.AZTECAN.NAHUATL_IXHUATLAN_DE_MADERO,NAHUATL_IXHUATLAN_DE_MADERO,
2279,0,0,0.6725022050387365,Africa,May.MAYAN.TZOTZIL_ZINACANTAN_1600,TZOTZIL_ZINACANTAN_1600,
2283,0,0,-0.8165606910744737,East Asia,Hur.HUARPE.ALLENTIAC,ALLENTIAC,
2290,0,0,0.0331410362035684,Africa,MZ.MIXE_ZOQUE.ULTERIOR_MIXE_C,ULTERIOR_MIXE_C,
2297,1,0,0.0081225556839314,Europe,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2299,1,0,-0.0595200027580501,Southwest Asia,OM.ZAPOTECAN.ZAPOTEC_1578,ZAPOTEC_1578,
2308,1,0,-0.4199714443187463,Europe,An.OCEANIC.TAPE,TAPE,
2309,1,0,-0.3782739767860179,Europe,MZ.MIXE_ZOQUE.ULTERIOR_MIXE_C,ULTERIOR_MIXE_C,
2312,1,0,-2.7466901326449884,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2313,0,0,-0.5228251975661429,Central Eurasia,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344
2320,0,1,-0.6154862365277615,East Asia,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN,MIDDLE_EGYPTIAN,
2321,0,0,0.7670164647795874,East Asia,UA.AZTECAN.NAHUATL_CHILOCOYO_HUEHUETLA,NAHUATL_CHILOCOYO_HUEHUETLA,
2322,1,0,-0.4663019637995556,Southwest Asia,Hur.HUARPE.ALLENTIAC,ALLENTIAC,
2324,0,1,0.7466310362080314,Africa,UA.AZTECAN.NAHUATL_XAALITLA_TEPECUAUILCO,NAHUATL_XAALITLA_TEPECUAUILCO,
2325,0,0,-1.2641135092590914,East Asia,TAP.GREATER_ALOR.KAWA,KAWA,
2327,0,0,0.6817683089348984,Africa,NC.DEFOID.YORUBA,YORUBA,yoru1245
2328,0,0,0.7660898543899712,East Asia,Aus.PAMA_NYUNGAN.THAWA,THAWA,
2329,1,0,0.7160528933506972,Southeast Asia,AuA.VIET_MUONG.VIETNAMESE_2,VIETNAMESE_2,viet1252
2330,0,0,0.6752820362075851,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2331,1,0,-0.383833639123715,Southwest Asia,Aus.PAMA_NYUNGAN.THAWA,THAWA,
2333,0,0,0.7095666206233839,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2339,0,1,-0.0595200027580501,Africa,NC.DEFOID.OKA,OKA,yoru1245
2346,0,0,0.5891072699732798,Africa,UA.AZTECAN.NAHUATL_COYOTEPEC,NAHUATL_COYOTEPEC,
2347,0,0,0.0535264647751245,Africa,Jap.JAPANESE.JAPANESE,JAPANESE,nucl1643
2348,1,1,-2.190723898875277,Southwest Asia,AA.SEMITIC.BIBLICAL_HEBREW,BIBLICAL_HEBREW,anci1244
2349,0,0,0.5316574258170763,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2363,1,0,0.7188327245195458,Africa,TC.TIMOTE_CUICA.CUICA,CUICA,
2365,1,1,0.3129773738676565,Africa,Hur.HUARPE.ALLENTIAC,ALLENTIAC,
2369,1,0,0.5770613349082694,Africa,TAP.GREATER_ALOR.SAR_INDONESIA,SAR_INDONESIA,
2371,0,0,0.7280988284157076,North America,Aus.PAMA_NYUNGAN.OMEO,OMEO,
2375,1,0,0.4547487634789329,North America,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2428,1,0,0.7336584907534047,South Asia,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2429,0,0,0.4742075816608728,Europe,Aus.PAMA_NYUNGAN.BARRANBIYA,BARRANBIYA,
2433,0,0,-1.367893872896104,Southwest Asia,UA.AZTECAN.NAHUATL_HUEYAPAN_TETELA_DEL_VOLCAN,NAHUATL_HUEYAPAN_TETELA_DEL_VOLCAN,
2445,0,1,-1.4494355871823286,Africa,UA.AZTECAN.NAHUATL_AYOTOXCO,NAHUATL_AYOTOXCO,
2451,0,1,-0.7748632235417454,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2464,1,0,0.679915088155666,Southeast Asia,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2496,0,0,-1.0787914313358542,Southeast Asia,Hur.HUARPE.ALLENTIAC,ALLENTIAC,
2526,1,1,-0.8471388339318079,North America,May.MAYAN.CHONTAL_TABASCO,CHONTAL_TABASCO,taba1266
2567,0,0,-0.2448420806812872,Africa,OM.ZAPOTECAN.ZAPOTEC_1578,ZAPOTEC_1578,
2614,1,0,0.7373649323118695,Africa,AA.WEST_CHADIC.KANO,KANO,haus1257
