entry_id,violent_external,extra_ritual_group_markers,year_scaled,world_region,tip_name,ID,Glottocode
2238,0,0,0.5607371719344363,Africa,An.OCEANIC.TAPE,TAPE,
2241,1,1,-1.5703260432886657,Europe,IE.ROMANCE.LATIN,LATIN,lati1261
2244,1,1,0.1293055985668205,Europe,UA.AZTECAN.NAHUATL_CUATLAMAYAN_ANTONIO_SANTOS,NAHUATL_CUATLAMAYAN_ANTONIO_SANTOS,
2245,1,1,-0.3508359911487518,Europe,UA.AZTECAN.NAHUATL_LA_REFORMA_TEPEHUACAN_DE_GUERRERO,NAHUATL_LA_REFORMA_TEPEHUACAN_DE_GUERRERO,
2246,1,0,-0.2055757638253811,Africa,UA.AZTECAN.NAHUATL_TLALNEPANTLA_TAMAZUNCHALE,NAHUATL_TLALNEPANTLA_TAMAZUNCHALE,
2247,1,1,-0.3551850997512479,Africa,AA.EGYPTIAN_COPTIC.LATE_EGYPTIAN,LATE_EGYPTIAN,
2248,0,0,0.5007194732199898,Africa,An.NORTHWEST_FORMOSAN.PAZEH,PAZEH,
2256,0,0,0.5607371719344363,Africa,UA.AZTECAN.NAHUATL_IXTACAMAXTITLAN,NAHUATL_IXTACAMAXTITLAN,
2266,0,0,-1.4146279553193042,East Asia,ST.CHINESE.OLD_CHINESE,OLD_CHINESE,oldc1244
2271,1,0,0.7903701061462317,Africa,NC.DEFOID.OKA,OKA,yoru1245
2273,0,1,0.2049800882502531,East Asia,An.OCEANIC.TAPE,TAPE,
2274,0,0,0.7520979504442659,Africa,NC.DEFOID.YORUBA,YORUBA,yoru1245
2278,0,0,0.5607371719344363,Africa,UA.AZTECAN.NAHUATL_ACAXOCHITLAN,NAHUATL_ACAXOCHITLAN,
2279,0,0,0.726003298829289,Africa,Aus.PAMA_NYUNGAN.BIGAMBAL,BIGAMBAL,
2283,0,0,-0.6718002060129659,East Asia,UA.AZTECAN.NAHUATL_LA_REFORMA_TEPEHUACAN_DE_GUERRERO,NAHUATL_LA_REFORMA_TEPEHUACAN_DE_GUERRERO,
2286,0,1,-3.9623357746615353,South America,TAP.GREATER_ALOR.SAR_INDONESIA,SAR_INDONESIA,
2290,0,0,0.1258263116848236,Africa,Aus.PAMA_NYUNGAN.YITHA_YITHA,YITHA_YITHA,
2297,1,0,0.1023411252313445,Europe,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2299,1,0,0.0388441396349011,Southwest Asia,IE.ROMANCE.SARDINIAN,SARDINIAN,
2308,1,0,-0.2995165096392975,Europe,TAP.GREATER_ALOR.SAR_INDONESIA,SAR_INDONESIA,
2309,1,1,-0.2603745322168324,Europe,Aus.PAMA_NYUNGAN.THAWA,THAWA,
2312,1,0,-2.483638849812852,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2313,0,0,-0.3960667206147115,Central Eurasia,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344
2320,0,1,-0.483048892664634,East Asia,AA.SEMITIC.OGADEN_ARABIC,OGADEN_ARABIC,
2321,0,0,0.81472511432021,East Asia,AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN,MIDDLE_EGYPTIAN,
2322,1,1,-0.3430075956642587,Southwest Asia,Arw.NORTHERN_ARAWAKAN.GUINAU,GUINAU,
2324,0,1,0.7955890364692271,Africa,UA.AZTECAN.NAHUATL_QUETZALAPA_AZOYU,NAHUATL_QUETZALAPA_AZOYU,
2325,0,0,-1.0919240970140918,East Asia,Arw.NORTHERN_ARAWAKAN.CARIB_1665,CARIB_1665,
2327,0,0,0.7347015160342814,Africa,NC.DEFOID.YORUBA,YORUBA,yoru1245
2328,0,0,0.8138552925997108,East Asia,NC.PLATOID.GWARA,GWARA,
2329,1,1,0.7668849196927526,Southeast Asia,AuA.VIET_MUONG.VIETNAMESE,VIETNAMESE,viet1252
2330,0,0,0.7286127639907868,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2331,1,0,-0.2655934625398277,Southwest Asia,UA.AZTECAN.NAHUATL_QUETZALAPA_AZOYU,NAHUATL_QUETZALAPA_AZOYU,
2333,0,0,0.7607961676492581,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2339,0,1,0.0388441396349011,Africa,NC.DEFOID.YORUBA,YORUBA,yoru1245
2346,0,0,0.6477193439843588,Africa,UA.AZTECAN.NAHUATL_AMILCINGO_ZACUALPAN,NAHUATL_AMILCINGO_ZACUALPAN,
2347,0,0,0.1449623895358066,Africa,Jap.JAPANESE.EI_JAPANESE,EI_JAPANESE,nucl1643
2348,1,1,-1.9617458175133171,Southwest Asia,AA.SEMITIC.BIBLICAL_HEBREW,BIBLICAL_HEBREW,anci1244
2349,0,0,0.5937903973134068,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2363,1,0,0.7694943848542504,Africa,Hur.HUARPE.ALLENTIAC,ALLENTIAC,
2365,1,1,0.3885124712755897,Africa,Tot.TOTONACAN.TOTONAC_TEJERIA,TOTONAC_TEJERIA,
2369,1,0,0.6364116616178689,Africa,Oto.OTOMACO.TAPARITA,TAPARITA,
2371,0,0,0.7781926020592426,North America,Oto.OTOMACO.OTOMACO,OTOMACO,
2375,1,1,0.5215951945119711,North America,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2418,1,1,-0.830977580864324,South America,Aus.PAMA_NYUNGAN.COLAC,COLAC,
2428,1,0,0.7834115323822379,South Asia,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2429,0,1,0.5398614506424548,Europe,Pay.PAYAGUA.PAYAGUA,PAYAGUA,
2433,0,0,-1.189344129710005,Southwest Asia,UA.AZTECAN.NAHUATL_CHILOCOYO_HUEHUETLA,NAHUATL_CHILOCOYO_HUEHUETLA,
2445,0,1,-1.2658884411139366,Africa,TC.TIMOTE_CUICA.CUICA,CUICA,
2451,0,1,-0.6326582285905008,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2464,1,1,0.7329618725932828,Southeast Asia,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2496,0,0,-0.9179597529142466,Southeast Asia,AA.SEMITIC.ARAMAIC_ANCIENT,ARAMAIC_ANCIENT,
2526,1,1,-0.7005043227894403,North America,May.MAYAN.CHONTAL_TABASCO,CHONTAL_TABASCO,taba1266
2567,0,0,-0.1351202044649439,Africa,UA.AZTECAN.NAHUATL_CHIGNAUTLA,NAHUATL_CHIGNAUTLA,
2614,1,0,0.7868908192642349,Africa,AA.WEST_CHADIC.KANO,KANO,haus1257
