entry_id,violent_external,extra_ritual_group_markers,year_scaled,world_region,tip_name,ID,Glottocode
492,1,1,-1.6138171293136268,Europe,IE.ROMANCE.LATIN,LATIN,lati1261
520,1,1,0.4737549998845137,Southeast Asia,Aus.PAMA_NYUNGAN.BIGAMBAL,BIGAMBAL,
525,0,0,0.7790624237797418,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
534,1,0,-0.954492265175214,Europe,IE.ROMANCE.LATIN,LATIN,lati1261
563,0,0,0.6868613214068239,South Asia,IE.INDIC.HINDI,HINDI,hind1269
564,1,1,0.7781926020592426,South Asia,IE.INDIC.NEPALI,NEPALI,nepa1254
567,0,0,0.8225535098047031,Europe,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
570,1,0,0.8095061839972146,Southeast Asia,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
580,0,1,0.5607371719344363,South Asia,IE.INDIC.URDU,URDU,urdu1245
581,0,1,0.7955890364692271,Southeast Asia,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.MENTAWAI,MENTAWAI,ment1249
590,0,0,-0.3351792001797657,East Asia,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344
592,0,1,0.1258263116848236,South Asia,IE.INDIC.URDU,URDU,urdu1245
604,0,1,0.726003298829289,Africa,Man.WESTERN_MANDE.BAMBARA,BAMBARA,bamb1269
623,0,1,0.7286127639907868,North America,IE.INDIC.HINDI,HINDI,hind1269
629,0,0,0.1258263116848236,South Asia,IE.INDIC.NEPALI,NEPALI,nepa1254
630,1,1,0.7225240119472922,Oceania-Australia,Aus.PAMA_NYUNGAN.ALYAWARRA,ALYAWARRA,alya1239
632,1,0,-1.483343871238743,Europe,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242
633,0,0,0.1588795370637942,South Asia,IE.INDIC.KONKANI,KONKANI,konk1267
645,0,1,0.0388441396349011,South Asia,IE.INDIC.HINDI,HINDI,hind1269
649,0,0,-0.3090845485647889,South Asia,Dra.SOUTHERN_DRAVIDIAN.TAMIL,TAMIL,tami1289
654,1,1,0.1240866682438252,Europe,IE.ROMANCE.LATIN,LATIN,lati1261
667,0,1,0.6955595386118162,East Asia,IE.SLAVIC.NINILCHIK_RUSSIAN,NINILCHIK_RUSSIAN,russ1263
676,0,1,0.1240866682438252,Europe,IE.ROMANCE.LATIN,LATIN,lati1261
680,0,0,0.69121043000932,South Asia,IE.INDIC.URDU,URDU,urdu1245
685,0,1,0.7694943848542504,Southeast Asia,An.GREATER_CENTRAL_PHILIPPINE.TAUSUG,TAUSUG,taus1251
688,0,0,0.7051275775373077,South Asia,IE.INDIC.KONKANI,KONKANI,konk1267
690,0,0,0.7173050816242968,South Asia,IE.INDIC.KONKANI,KONKANI,konk1267
711,1,1,0.745139376680272,Oceania-Australia,Sep.MIDDLE_SEPIK.KWOMA,KWOMA,kwom1262
714,0,1,-0.4395578066396727,South Asia,Dra.SOUTHERN_DRAVIDIAN.TAMIL,TAMIL,tami1289
726,0,1,-1.5268349572637043,South Asia,IE.INDIC.SANSKRIT,SANSKRIT,sans1269
727,1,1,0.0910334428648546,Southeast Asia,An.MALAYO_SUMBAWAN.CHRU,CHRU,chru1239
729,1,1,0.7303524074317852,Africa,NC.BANTOID.GIKUYU,GIKUYU,kiku1240
732,1,1,0.6477193439843588,Oceania-Australia,An.OCEANIC.UA_POU,UA_POU,nort2845
739,1,0,0.7216541902267929,Oceania-Australia,An.OCEANIC.BILEKI_NAKANAI,BILEKI_NAKANAI,naka1262
745,1,1,0.6999086472143123,Oceania-Australia,An.OCEANIC.HALIA_2,HALIA_2,hali1244
749,0,1,0.6477193439843588,East Asia,Kor.KOREAN.KOREAN,KOREAN,kore1280
755,1,1,0.69121043000932,Central Eurasia,Alt.TURKIC.UYGHUR,UYGHUR,uigh1240
770,1,0,0.7520979504442659,Southeast Asia,TK.KAM_TAI.TAI_CHIENGMAI,TAI_CHIENGMAI,nort2740
788,0,0,-2.2226923336630846,Southwest Asia,AA.SEMITIC.UGARITIC,UGARITIC,ugar1238
794,1,1,0.6825122128043278,North America,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
834,0,0,0.8060268971152178,Southeast Asia,AuA.VIET_MUONG.VIETNAMESE,VIETNAMESE,viet1252
841,0,1,0.015358953181422,South Asia,ST.BODIC.LHASA_TIBETAN,LHASA_TIBETAN,tibe1272
842,0,0,0.586831823549413,North America,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
846,0,1,-0.3569247431922464,East Asia,ST.CHINESE.MIDDLE_CHINESE,MIDDLE_CHINESE,midd1344
848,0,1,-1.0919240970140918,Southwest Asia,AA.SEMITIC.ACHAEMENID_ARAMAIC,ACHAEMENID_ARAMAIC,jewi1240
849,0,0,0.6042282579593975,North America,Iro.NORTHERN_IROQUOIAN.SENECA,SENECA,sene1264
850,1,1,-1.4398527852137817,Europe,MZ.MIXE_ZOQUE.ULTERIOR_MIXE_C,ULTERIOR_MIXE_C,
851,1,1,0.733831694313782,North America,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
854,1,1,-1.2658884411139366,Europe,IE.CELTIC.OLD_IRISH,OLD_IRISH,oldi1245
857,0,0,0.5937903973134068,Africa,IE.ROMANCE.SPANISH,SPANISH,stan1288
858,1,1,-0.7744391690318745,Europe,AA.SEMITIC.CLASSICAL_SYRIAC,CLASSICAL_SYRIAC,clas1252
859,0,0,-0.8005338206468512,Europe,AA.SEMITIC.ACHAEMENID_ARAMAIC,ACHAEMENID_ARAMAIC,jewi1240
862,0,0,0.7407902680777759,South Asia,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
863,0,1,-1.3963616991888206,Europe,AA.SEMITIC.ACHAEMENID_ARAMAIC,ACHAEMENID_ARAMAIC,jewi1240
867,0,1,0.1258263116848236,South Asia,ST.BODIC.TIBETAN_WRITTEN,TIBETAN_WRITTEN,tibe1272
871,0,0,0.6894707865683216,Europe,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
877,0,0,0.8121156491587124,Southeast Asia,TK.KAM_TAI.THAI_3,THAI_3,thai1261
880,1,1,0.7086068644193045,Southwest Asia,AA.SEMITIC.MOROCCAN_ARABIC_2,MOROCCAN_ARABIC_2,moro1292
882,0,0,-1.309379527138898,Europe,AA.SEMITIC.ACHAEMENID_ARAMAIC,ACHAEMENID_ARAMAIC,jewi1240
883,0,0,0.7773227803387434,Central Eurasia,ST.CHINESE.KUNMING_MANDARIN,KUNMING_MANDARIN,mand1415
885,0,1,0.7868908192642349,Africa,NC.KWA.FONGBE,FONGBE,fonn1241
886,0,1,0.8129854708792116,Europe,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
891,0,1,0.7834115323822379,South America,IE.ROMANCE.SPANISH,SPANISH,stan1288
892,0,0,0.7868908192642349,North America,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
897,0,1,0.7590565242082596,East Asia,Kor.KOREAN.KOREAN,KOREAN,kore1280
900,1,1,-1.0484330109891304,Southwest Asia,AA.SEMITIC.ACHAEMENID_ARAMAIC,ACHAEMENID_ARAMAIC,jewi1240
906,0,0,0.7895002844257325,Europe,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
910,0,0,0.7938493930282287,North America,IE.ROMANCE.PORTUGUESE,PORTUGUESE,port1283
914,0,1,0.1762759714737787,Africa,IE.ROMANCE.SPANISH,SPANISH,stan1288
919,0,0,0.8173345794817077,Europe,IE.SLAVIC.CROATIAN,CROATIAN,croa1245
921,0,1,0.5607371719344363,South Asia,IE.INDIC.MARATHI,MARATHI,mara1378
924,1,1,0.6938198951708178,Africa,AA.SEMITIC.ARABIC_QURANIC,ARABIC_QURANIC,stan1318
927,1,1,-0.9179597529142466,Southwest Asia,AA.SEMITIC.ACHAEMENID_ARAMAIC,ACHAEMENID_ARAMAIC,jewi1240
928,0,0,0.6999086472143123,North America,Sio.SIOUAN.LAKHOTA,LAKHOTA,lako1247
931,1,0,0.4563585654745292,Europe,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
933,0,0,-0.7927054251623582,Europe,AA.SEMITIC.ACHAEMENID_ARAMAIC,ACHAEMENID_ARAMAIC,jewi1240
935,1,0,0.7433997332392736,Africa,NC.DEFOID.OKA,OKA,yoru1245
938,1,0,-2.3096745057130073,Southwest Asia,AA.SEMITIC.UGARITIC,UGARITIC,ugar1238
940,1,0,-0.9449242262497226,Europe,IE.ROMANCE.LATIN,LATIN,lati1261
941,0,1,0.4737549998845137,East Asia,Hur.HUARPE.ALLENTIAC,ALLENTIAC,
942,0,0,0.6616364915123464,Africa,IE.ROMANCE.PORTUGUESE,PORTUGUESE,port1283
943,1,0,0.605967901400396,North America,EA.ESKIMO.INUKTITUT_EASTERN_CANADIAN,INUKTITUT_EASTERN_CANADIAN,east2534
944,1,0,0.4911514342944982,Europe,IE.SLAVIC.POLISH,POLISH,poli1260
946,1,0,-0.3090845485647889,South Asia,ST.BODIC.RANG_PAS,RANG_PAS,tibe1272
949,0,0,0.7895002844257325,North America,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
950,0,0,0.5189857293504735,Africa,NC.BANTOID.SWAHILI_CHIRAZI,SWAHILI_CHIRAZI,swah1253
952,0,1,0.8042872536742193,Southwest Asia,AA.SEMITIC.HEBREW,HEBREW,hebr1245
953,0,0,0.7999381450717232,South Asia,IE.INDIC.HINDI,HINDI,hind1269
957,0,0,-1.6138171293136268,Europe,UA.AZTECAN.NAHUATL_AYOTOXCO,NAHUATL_AYOTOXCO,
958,1,0,0.4215656966545602,Europe,IE.ROMANCE.LATIN,LATIN,lati1261
960,0,0,-0.0481380324150213,South Asia,ST.BODIC.TIBETAN_LHASA,TIBETAN_LHASA,tibe1272
961,0,0,0.7216541902267929,Europe,IE.ROMANCE.ROMANIAN,ROMANIAN,roma1327
962,1,1,0.2997906557846687,East Asia,ST.BODIC.MAQU_TIBETAN,MAQU_TIBETAN,amdo1237
963,1,1,0.0553707523243864,Europe,IE.ROMANCE.LATIN,LATIN,lati1261
966,1,1,0.2284652747037322,Central Eurasia,Alt.TURKIC.TURKMEN_2,TURKMEN_2,turk1304
969,0,0,0.7268731205497883,South Asia,Dra.SOUTHERN_DRAVIDIAN.TAMIL,TAMIL,tami1289
971,1,1,-0.483048892664634,South Asia,IE.INDIC.SANSKRIT,SANSKRIT,sans1269
972,1,0,-0.5430665913790805,Southwest Asia,AA.SEMITIC.CLASSICAL_SYRIAC,CLASSICAL_SYRIAC,clas1252
973,1,1,0.6868613214068239,South Asia,IE.INDIC.SADRI,SADRI,sadr1248
974,1,0,0.1293055985668205,Southwest Asia,Aus.PAMA_NYUNGAN.DJADJALA,DJADJALA,
975,0,0,0.8042872536742193,North America,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
976,0,0,0.1145186293183337,South Asia,IE.INDIC.ASSAMESE,ASSAMESE,assa1263
978,0,0,0.3867728278345912,Southeast Asia,IE.ROMANCE.LATIN,LATIN,lati1261
980,0,0,0.104080768672343,East Asia,Jap.JAPANESE.JAPANESE_KYOTO,JAPANESE_KYOTO,nucl1643
982,1,1,-1.35200079144336,Southwest Asia,IE.GREEK.GREEK_ANCIENT,GREEK_ANCIENT,anci1242
983,0,0,-0.3960667206147115,South Asia,ST.BODIC.KYIRONG,KYIRONG,kyer1238
984,0,0,0.4041692622445757,Europe,IE.ROMANCE.FRENCH,FRENCH,stan1290
985,0,0,0.0458027133988949,Europe,IE.ROMANCE.LATIN,LATIN,lati1261
986,0,0,-0.7874864948393628,Europe,IE.ROMANCE.LATIN,LATIN,lati1261
987,0,0,0.4737549998845137,South Asia,IE.INDIC.GUJARATI,GUJARATI,guja1252
988,0,0,0.6755536390403339,North America,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
989,0,0,0.7590565242082596,Europe,IE.ROMANCE.FRENCH,FRENCH,stan1290
991,0,0,0.7729736717362472,North America,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
993,1,0,-1.537272817909695,Europe,IE.ROMANCE.LATIN,LATIN,lati1261
994,1,1,-0.6309185851495023,Africa,AA.SEMITIC.CLASSICAL_SYRIAC,CLASSICAL_SYRIAC,clas1252
1004,1,0,-1.0919240970140918,Europe,AA.SEMITIC.BIBLICAL_HEBREW,BIBLICAL_HEBREW,anci1244
1011,1,1,-1.6138171293136268,Southwest Asia,AA.SEMITIC.BIBLICAL_HEBREW,BIBLICAL_HEBREW,anci1244
1028,1,1,0.0388441396349011,Europe,AA.SEMITIC.BIBLICAL_HEBREW,BIBLICAL_HEBREW,anci1244
1038,0,1,0.5120271555864796,East Asia,Pay.PAYAGUA.PAYAGUA,PAYAGUA,
1041,0,0,0.4737549998845137,East Asia,Kor.KOREAN.KOREAN,KOREAN,kore1280
1043,1,1,0.3867728278345912,Southeast Asia,An.MALAYO_SUMBAWAN.ACEH,ACEH,achi1257
1071,0,0,0.8225535098047031,Africa,IE.ROMANCE.PORTUGUESE,PORTUGUESE,port1283
1076,1,1,0.4389621310645447,South Asia,IE.ROMANCE.LATIN,LATIN,lati1261
1087,1,0,-0.0751025057504973,Europe,IE.SLAVIC.BULGARIAN,BULGARIAN,bulg1262
1127,0,0,0.726003298829289,East Asia,Kor.KOREAN.KOREAN,KOREAN,kore1280
1129,1,0,-1.5268349572637043,Europe,UA.AZTECAN.NAHUATL_CHINANCAHUATL_ZACUALTIPAN,NAHUATL_CHINANCAHUATL_ZACUALTIPAN,
1140,0,0,-0.7265989744044171,East Asia,Tot.TOTONACAN.TOTONAC_OZELONACAXTLA,TOTONAC_OZELONACAXTLA,
1162,0,0,-0.5700310647145566,East Asia,Tup.TUPI_GUARANI.GUARANI_ANTIGO,GUARANI_ANTIGO,
1178,0,0,0.8190742229227062,South America,IE.ROMANCE.FRENCH,FRENCH,stan1290
1180,1,1,0.4737549998845137,Southeast Asia,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.BATAK_MANDAILING,BATAK_MANDAILING,bata1291
1191,0,1,-1.1789062690640142,Africa,AA.SEMITIC.BIBLICAL_HEBREW,BIBLICAL_HEBREW,anci1244
1192,1,1,0.7738434934567464,Southeast Asia,An.BARITO.SAMIHIM,SAMIHIM,maan1238
1199,1,1,0.7390506246367774,Africa,NC.BANTOID.TIV_1,TIV_1,tivv1240
1223,0,1,0.7216541902267929,South Asia,Dra.SOUTHERN_DRAVIDIAN.TODA,TODA,toda1252
1229,0,0,0.7781926020592426,Central Eurasia,ST.CHINESE.MANDARIN_2,MANDARIN_2,mand1415
1231,0,1,0.0388441396349011,East Asia,ST.CHINESE.MANDARIN_2,MANDARIN_2,mand1415
1234,1,1,0.7173050816242968,Africa,NC.KWA.TWI_FANTE,TWI_FANTE,akan1250
1247,0,1,0.7216541902267929,North America,IE.ROMANCE.FRENCH,FRENCH,stan1290
1248,0,0,-2.633248185738719,Southwest Asia,AA.SEMITIC.AKKADIAN,AKKADIAN,akka1240
1249,0,0,-1.173687338741019,Europe,IE.GREEK.GREEK,GREEK,mode1248
1258,1,1,-1.787781473413472,Southwest Asia,AA.SEMITIC.BIBLICAL_HEBREW,BIBLICAL_HEBREW,anci1244
1268,1,1,-0.6048239335345256,Southwest Asia,AA.SEMITIC.SABEAN,SABEAN,saba1279
1279,1,1,0.4676662478410192,Southeast Asia,An.SOUTH_SULAWESI.MANDAR,MANDAR,mand1442
1281,1,1,0.7433997332392736,Africa,Krd.HEIBAN.UTORO,UTORO,otor1240
1283,1,1,0.3867728278345912,Southeast Asia,An.CELEBIC.WOLIO,WOLIO,woli1241
1289,1,1,0.3867728278345912,Southeast Asia,An.SOUTH_SULAWESI.SOPPENG_BUGINESE,SOPPENG_BUGINESE,bugi1244
1295,1,0,-0.6474451978389876,Africa,IE.ROMANCE.LATIN,LATIN,lati1261
1300,1,0,0.8129854708792116,North America,IE.ROMANCE.SPANISH,SPANISH,stan1288
1303,0,0,-2.135710161613162,Southwest Asia,AA.SEMITIC.AKKADIAN_2,AKKADIAN_2,akka1240
1304,0,0,0.7129559730218007,North America,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
1307,0,0,0.6868613214068239,North America,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
1323,1,1,0.7433997332392736,Africa,NC.BANTOID.LUGURU,LUGURU,lugu1238
1333,0,0,-0.7874864948393628,Europe,AA.SEMITIC.CLASSICAL_SYRIAC,CLASSICAL_SYRIAC,clas1252
1335,0,1,0.4520094568720331,Europe,IE.ROMANCE.LATIN,LATIN,lati1261
1340,0,1,0.7842813541027371,Europe,IE.ROMANCE.FRENCH,FRENCH,stan1290
1344,0,0,0.6825122128043278,East Asia,ST.BODIC.LHASA_TIBETAN,LHASA_TIBETAN,tibe1272
1348,1,0,0.8321215487301945,Southwest Asia,AA.SEMITIC.HEBREW,HEBREW,hebr1245
1352,0,0,-0.9162201094732482,South Asia,IE.INDIC.SANSKRIT,SANSKRIT,sans1269
1370,1,1,0.7651452762517542,Africa,IE.ROMANCE.FRENCH,FRENCH,stan1290
1371,1,1,0.8034174319537201,Southwest Asia,IE.IRANIAN.PERSIAN,PERSIAN,west2369
1374,1,1,0.4389621310645447,Europe,IE.ROMANCE.FRENCH,FRENCH,stan1290
1376,0,1,0.7347015160342814,Africa,NC.BANTOID.NGONI_2,NGONI_2,zulu1248
1390,1,1,0.6955595386118162,North America,NDe.ATHAPASKAN.JICARILLA_APACHE,JICARILLA_APACHE,jica1244
1392,0,0,-0.6048239335345256,Southwest Asia,AA.SEMITIC.SYRIAC_2,SYRIAC_2,clas1252
1396,0,0,-1.182385555946011,Africa,An.OCEANIC.NATI,NATI,
1400,1,1,-0.6570132367644791,East Asia,IE.TOCHARIAN.COMMON_TOCHARIAN,COMMON_TOCHARIAN,
1412,0,0,0.6807725693633293,Central Eurasia,Jap.JAPANESE.TOKYO_JAPANESE,TOKYO_JAPANESE,nucl1643
1415,1,0,-0.6135221507395178,Europe,Tot.TOTONACAN.TOTONAC_TEJERIA,TOTONAC_TEJERIA,
1420,1,1,0.6346720181768704,North America,Mus.MUSKOGEAN.MIKASUKI,MIKASUKI,mika1239
1450,1,1,0.6955595386118162,South America,IE.ROMANCE.SPANISH,SPANISH,stan1288
1474,1,1,0.7738434934567464,South America,Pan.PANOAN.SHARANAHUA,SHARANAHUA,shar1245
1495,0,0,0.8190742229227062,Europe,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
1511,1,1,0.6511986308663557,Africa,AA.WEST_CHADIC.HAUSA_2,HAUSA_2,haus1257
1517,0,0,0.7660150979722534,Africa,IE.ROMANCE.FRENCH,FRENCH,stan1290
1522,1,0,0.6311927312948735,Africa,Hur.HUARPE.ALLENTIAC,ALLENTIAC,
1544,1,0,0.4702757130025168,Europe,IE.SLAVIC.POLISH,POLISH,poli1260
1555,1,1,0.7955890364692271,Southwest Asia,An.NORTHWEST_FORMOSAN.PAZEH,PAZEH,
1570,0,1,0.7347015160342814,South Asia,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
1574,0,0,-2.6576031939126974,Southwest Asia,AA.SEMITIC.AKKADIAN_2,AKKADIAN_2,akka1240
1619,1,0,0.1258263116848236,Europe,AA.SEMITIC.AKKADIAN_2,AKKADIAN_2,akka1240
1621,1,0,0.5607371719344363,Europe,AA.SEMITIC.AKKADIAN,AKKADIAN,akka1240
1654,1,0,0.8051570753947186,Africa,May.MAYAN.TZOTZIL_ZINACANTAN_1600,TZOTZIL_ZINACANTAN_1600,
1677,1,0,-2.353165591737969,Southwest Asia,AA.SEMITIC.AKKADIAN,AKKADIAN,akka1240
1734,0,0,-2.3096745057130073,South America,AA.SEMITIC.ARAMAIC_ANCIENT,ARAMAIC_ANCIENT,
1869,0,1,0.7607961676492581,Africa,NC.DEFOID.OKA,OKA,yoru1245
1908,1,0,0.0388441396349011,East Asia,Jap.JAPANESE.TOKYO_JAPANESE,TOKYO_JAPANESE,nucl1643
1966,0,0,0.7973286799102255,Africa,NC.DEFOID.OKA,OKA,yoru1245
1972,0,0,0.7955890364692271,North America,An.NORTHWEST_FORMOSAN.PAZEH,PAZEH,
1974,0,0,0.8121156491587124,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
1978,0,0,0.7912399278667309,East Asia,ST.CHINESE.CANTONESE,CANTONESE,yuec1235
1983,0,0,-0.5700310647145566,Southwest Asia,NC.PLATOID.GWARA,GWARA,
1985,0,0,-0.8883858144172729,Southwest Asia,Hur.HUARPE.ALLENTIAC,ALLENTIAC,
1993,1,0,-1.4398527852137817,Europe,Hur.HUARPE.ALLENTIAC,ALLENTIAC,
1994,0,0,0.7938493930282287,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2000,0,0,0.7634056328107558,Africa,NC.DEFOID.OKA,OKA,yoru1245
2003,1,0,0.7468790201212705,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2006,0,0,0.7973286799102255,Africa,NC.DEFOID.YORUBA,YORUBA,yoru1245
2009,1,0,-1.6138171293136268,Europe,AA.WEST_CHADIC.DYARIM,DYARIM,
2010,1,1,0.1606191805047926,Europe,OM.ZAPOTECAN.ZAPOTEC_1578,ZAPOTEC_1578,
2011,0,0,0.7216541902267929,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2016,1,1,-0.1272918089804509,Southwest Asia,UA.AZTECAN.NAHUATL_IXHUATLAN_DE_MADERO,NAHUATL_IXHUATLAN_DE_MADERO,
2021,1,0,0.7390506246367774,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2023,1,0,-0.0733628623094989,Africa,Aus.PAMA_NYUNGAN.BIGAMBAL,BIGAMBAL,
2038,1,0,-0.0481380324150213,Europe,TC.TIMOTE_CUICA.MIRRIPU_TIMOTE,MIRRIPU_TIMOTE,
2048,1,1,-0.2421082760863486,Africa,AA.SEMITIC.OGADEN_ARABIC,OGADEN_ARABIC,
2051,0,0,0.8408197659351868,Southeast Asia,OM.ZAPOTECAN.ZAPOTEC_1578,ZAPOTEC_1578,
2052,0,0,0.81472511432021,Africa,NC.DEFOID.YORUBA,YORUBA,yoru1245
2054,0,0,0.7503583070032673,Africa,NC.DEFOID.OKA,OKA,yoru1245
2061,0,1,0.6477193439843588,Africa,NC.DEFOID.OKA,OKA,yoru1245
2069,1,1,0.7947192147487279,Africa,Hur.HUARPE.ALLENTIAC,ALLENTIAC,
2070,0,0,0.8242931532457015,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2074,0,0,0.7390506246367774,Africa,NC.BANTOID.CUNG,CUNG,
2084,0,1,0.8042872536742193,Africa,Hur.HUARPE.ALLENTIAC,ALLENTIAC,
2089,1,1,0.799068323351224,Africa,Sch.SECHURA.SECHURA,SECHURA,
2104,0,0,0.5607371719344363,Africa,UA.AZTECAN.NAHUATL_HUEYATI_YAHUALICA,NAHUATL_HUEYATI_YAHUALICA,
2111,1,0,-0.3090845485647889,Africa,OM.ZAPOTECAN.ZAPOTEC_1578,ZAPOTEC_1578,
2114,0,0,0.6799027476428301,Africa,Hur.HUARPE.ALLENTIAC,ALLENTIAC,
2116,0,0,0.6511986308663557,Africa,UA.AZTECAN.NAHUATL_JALATLACO,NAHUATL_JALATLACO,
2122,0,0,0.8025476102332209,Africa,An.OCEANIC.NATI,NATI,
2126,0,0,0.8077665405562162,Africa,NC.DEFOID.OKA,OKA,yoru1245
2133,0,0,0.7547074156057635,Africa,NC.DEFOID.YORUBA,YORUBA,yoru1245
2138,1,0,0.7486186635622689,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2139,1,0,0.8042872536742193,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2141,1,0,0.8234233315252023,Africa,An.OCEANIC.NATI,NATI,
2146,0,0,0.7086068644193045,East Asia,Jap.JAPANESE.TOKYO_JAPANESE,TOKYO_JAPANESE,nucl1643
2147,1,0,0.1510511415793012,Africa,OM.ZAPOTECAN.ZAPOTEC_1578,ZAPOTEC_1578,
2149,0,1,-0.6309185851495023,Europe,AA.SEMITIC.BIBLICAL_HEBREW,BIBLICAL_HEBREW,anci1244
2160,1,1,-0.7005043227894403,Southwest Asia,UA.AZTECAN.NAHUATL_ZAHUASTIPAN_SAN_AUGUSTIN_METZQUITITLAN,NAHUATL_ZAHUASTIPAN_SAN_AUGUSTIN_METZQUITITLAN,
2178,0,1,0.7503583070032673,Africa,NC.DEFOID.OKA,OKA,yoru1245
2194,0,0,0.779932245500241,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2203,0,0,-1.3319948918718778,East Asia,Aus.PAMA_NYUNGAN.BARRANBIYA,BARRANBIYA,
2209,0,0,0.6842518562453263,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
2210,0,1,0.8051570753947186,Africa,NC.DEFOID.OKA,OKA,yoru1245
2214,0,1,-0.3960667206147115,South America,Aus.PAMA_NYUNGAN.CAMBERRA_LANGUAGE,CAMBERRA_LANGUAGE,
2228,1,0,0.7973286799102255,Africa,IE.GERMANIC.ENGLISH,ENGLISH,stan1293
