marker,parameter,rhat,ess_bulk,ess_tail
circumcision,Intercept,1,8178.13,6307.19
circumcision,violent_internal,1,15759.53,6726.38
circumcision,year_scaled,1,10944.24,6056.52
circumcision,world_regionCentralEurasia,1,15010.71,5491.07
circumcision,world_regionEastAsia,1,14767.51,6375.49
circumcision,world_regionEurope,1,15322.14,6191.81
circumcision,world_regionNorthAmerica,1,17116.39,5263.48
circumcision,world_regionOceaniaMAustralia,1,17453.89,6126.73
circumcision,world_regionSouthAmerica,1,21074.18,5815.12
circumcision,world_regionSouthAsia,1,9724.3,6254.62
circumcision,world_regionSoutheastAsia,1,19136.19,5867.09
circumcision,world_regionSouthwestAsia,1,17324.98,6032.92
dress,Intercept,1,8432.96,5481.82
dress,violent_internal,1,17250.04,5019.38
dress,year_scaled,1,11937.69,5940.38
dress,world_regionCentralEurasia,1,13808.31,5904.98
dress,world_regionEastAsia,1,11284.41,6552.56
dress,world_regionEurope,1,11441.57,5699.6
dress,world_regionNorthAmerica,1,13503.57,5476.8
dress,world_regionOceaniaMAustralia,1,18135.2,5311.64
dress,world_regionSouthAmerica,1,15392.11,5879.33
dress,world_regionSouthAsia,1,10007.79,6235.45
dress,world_regionSoutheastAsia,1,15927.35,5262.94
dress,world_regionSouthwestAsia,1,13385.32,5786.19
extra_ritual_group_markers,Intercept,1,6976.02,4541.18
extra_ritual_group_markers,violent_internal,1,12290.14,5946.98
extra_ritual_group_markers,year_scaled,1,8984.17,4853.94
extra_ritual_group_markers,world_regionCentralEurasia,1,11491.88,5767.42
extra_ritual_group_markers,world_regionEastAsia,1,9682.61,6276.9
extra_ritual_group_markers,world_regionEurope,1,8008.45,5969.39
extra_ritual_group_markers,world_regionNorthAmerica,1,10020.47,6023.2
extra_ritual_group_markers,world_regionOceaniaMAustralia,1,12589.6,6119.33
extra_ritual_group_markers,world_regionSouthAmerica,1,11097.94,5765.11
extra_ritual_group_markers,world_regionSouthAsia,1,8511.74,5655.84
extra_ritual_group_markers,world_regionSoutheastAsia,1,12484.35,5279.85
extra_ritual_group_markers,world_regionSouthwestAsia,1,11890.11,6333.94
food_taboos,Intercept,1,7868.45,4326.79
food_taboos,violent_internal,1,13592.29,5693.63
food_taboos,year_scaled,1,10237.65,5876.71
food_taboos,world_regionCentralEurasia,1,13912.08,6198.27
food_taboos,world_regionEastAsia,1,9337.54,5307.16
food_taboos,world_regionEurope,1,10752.27,6696.29
food_taboos,world_regionNorthAmerica,1,12403.21,6002.51
food_taboos,world_regionOceaniaMAustralia,1,13639.02,5727.35
food_taboos,world_regionSouthAmerica,1,13072.41,5455.44
food_taboos,world_regionSouthAsia,1,9354.31,5073.52
food_taboos,world_regionSoutheastAsia,1,12027.32,5604.17
food_taboos,world_regionSouthwestAsia,1,11864.68,6089.3
hair,Intercept,1,8117.4,4396.9
hair,violent_internal,1,12905.88,5851.23
hair,year_scaled,1,8690.01,5406.51
hair,world_regionCentralEurasia,1,14105.6,5204.7
hair,world_regionEastAsia,1,12688.04,5965.28
hair,world_regionEurope,1,14447.29,6539.53
hair,world_regionNorthAmerica,1,13823.38,5420.63
hair,world_regionOceaniaMAustralia,1,16521.24,5433.26
hair,world_regionSouthAmerica,1,16930.12,6441.93
hair,world_regionSouthAsia,1,10021.34,5577.9
hair,world_regionSoutheastAsia,1,14804.84,4918.56
hair,world_regionSouthwestAsia,1,12268.83,5821.77
ornaments,Intercept,1,8949.85,5604
ornaments,violent_internal,1,14893.23,6000.11
ornaments,year_scaled,1,9832.66,6373.05
ornaments,world_regionCentralEurasia,1,14014.03,6511.59
ornaments,world_regionEastAsia,1,10910.47,6044.07
ornaments,world_regionEurope,1,10202.22,6723.13
ornaments,world_regionNorthAmerica,1,13198,5215.08
ornaments,world_regionOceaniaMAustralia,1,12565.22,5902.02
ornaments,world_regionSouthAmerica,1,13642.19,6244.6
ornaments,world_regionSouthAsia,1,9302.19,6490.19
ornaments,world_regionSoutheastAsia,1,14440.34,6082.57
ornaments,world_regionSouthwestAsia,1,11380.56,6320.53
permanent_scarring,Intercept,1,8504.6,5579.07
permanent_scarring,violent_internal,1,13168.81,6495.81
permanent_scarring,year_scaled,1,10491.94,6907.44
permanent_scarring,world_regionCentralEurasia,1,13477.97,5546.39
permanent_scarring,world_regionEastAsia,1,11121.59,5813.03
permanent_scarring,world_regionEurope,1,11664.53,6065.59
permanent_scarring,world_regionNorthAmerica,1,13681.64,5797.68
permanent_scarring,world_regionOceaniaMAustralia,1,14244.08,5578.98
permanent_scarring,world_regionSouthAmerica,1,12862.71,5782.3
permanent_scarring,world_regionSouthAsia,1,11793.64,6109.11
permanent_scarring,world_regionSoutheastAsia,1,13126.93,6246.92
permanent_scarring,world_regionSouthwestAsia,1,11687.3,6251.59
tattoos_scarification,Intercept,1,8671.07,5155.58
tattoos_scarification,violent_internal,1,13714.22,5724.43
tattoos_scarification,year_scaled,1,9613.92,5334.42
tattoos_scarification,world_regionCentralEurasia,1,15471.86,5176.13
tattoos_scarification,world_regionEastAsia,1,11614.8,6020.54
tattoos_scarification,world_regionEurope,1,11750.22,6043.43
tattoos_scarification,world_regionNorthAmerica,1,14635.15,6509.19
tattoos_scarification,world_regionOceaniaMAustralia,1,13872.03,5943.11
tattoos_scarification,world_regionSouthAmerica,1,14913.92,5289.23
tattoos_scarification,world_regionSouthAsia,1,12902.16,6136.93
tattoos_scarification,world_regionSoutheastAsia,1,12995.75,6552.15
tattoos_scarification,world_regionSouthwestAsia,1,13919.93,5991.39
