marker,model,parameter,rhat,ess_bulk,ess_tail
dress,fit_phylo_year,world_regionNorthAmerica,1,7793.59,5033.4
dress,fit_phylo_year,world_regionOceaniaMAustralia,1,11674.35,6124.57
dress,fit_phylo_year,world_regionSouthAmerica,1,10486.46,5942.99
dress,fit_phylo_year,world_regionSouthAsia,1,7443.36,4563.28
dress,fit_phylo_year,world_regionSoutheastAsia,1,9982.29,5523.4
dress,fit_phylo_year,world_regionSouthwestAsia,1,9006.6,5286.21
extra_ritual_group_markers,fit_base,Intercept,1,5313.57,4410.72
extra_ritual_group_markers,fit_base,violent_internal,1,5993.77,5003.44
extra_ritual_group_markers,fit_phylo,Intercept,1,8431.15,5092.74
extra_ritual_group_markers,fit_phylo,violent_internal,1,15356.3,5365.5
extra_ritual_group_markers,fit_phylo_repeat,Intercept,1,10106.96,5759.55
extra_ritual_group_markers,fit_phylo_repeat,violent_internal,1,15796.47,5703.69
extra_ritual_group_markers,fit_phylo_year,Intercept,1,8417.55,5542.33
extra_ritual_group_markers,fit_phylo_year,violent_internal,1,13438.49,6023.69
extra_ritual_group_markers,fit_phylo_year,year_scaled,1,9709.66,5095.72
extra_ritual_group_markers,fit_phylo_year,world_regionCentralEurasia,1,12705.69,5957.45
extra_ritual_group_markers,fit_phylo_year,world_regionEastAsia,1,9276.68,5559.08
extra_ritual_group_markers,fit_phylo_year,world_regionEurope,1,10131.93,6170.24
extra_ritual_group_markers,fit_phylo_year,world_regionNorthAmerica,1,10154.21,5942.11
extra_ritual_group_markers,fit_phylo_year,world_regionOceaniaMAustralia,1,15253.28,6337.33
extra_ritual_group_markers,fit_phylo_year,world_regionSouthAmerica,1,12811.88,5083.29
extra_ritual_group_markers,fit_phylo_year,world_regionSouthAsia,1,10564.37,6534.15
extra_ritual_group_markers,fit_phylo_year,world_regionSoutheastAsia,1,13192.37,5438.41
extra_ritual_group_markers,fit_phylo_year,world_regionSouthwestAsia,1,12811.83,5960.33
food_taboos,fit_base,Intercept,1,4839.35,4416.5
food_taboos,fit_base,violent_internal,1,5037.3,4741.32
food_taboos,fit_phylo,Intercept,1,8152.11,4636.98
food_taboos,fit_phylo,violent_internal,1,13818.29,6081.62
food_taboos,fit_phylo_repeat,Intercept,1,8557.16,4718.37
food_taboos,fit_phylo_repeat,violent_internal,1,13966.5,5852.05
food_taboos,fit_phylo_year,Intercept,1,6783.68,4826.91
food_taboos,fit_phylo_year,violent_internal,1,10388.95,6195.48
food_taboos,fit_phylo_year,year_scaled,1,9097.9,6154.16
food_taboos,fit_phylo_year,world_regionCentralEurasia,1,11036.2,6277.78
food_taboos,fit_phylo_year,world_regionEastAsia,1,8611.09,6048.06
food_taboos,fit_phylo_year,world_regionEurope,1,9272.97,5713.07
food_taboos,fit_phylo_year,world_regionNorthAmerica,1,10813.95,5307.91
food_taboos,fit_phylo_year,world_regionOceaniaMAustralia,1,10853.67,6049.55
food_taboos,fit_phylo_year,world_regionSouthAmerica,1,11079.5,5743.02
food_taboos,fit_phylo_year,world_regionSouthAsia,1,9015.44,6429.92
food_taboos,fit_phylo_year,world_regionSoutheastAsia,1,10770.82,6224.83
food_taboos,fit_phylo_year,world_regionSouthwestAsia,1,9926.55,6600.86
hair,fit_base,Intercept,1,5318.61,4648.24
hair,fit_base,violent_internal,1,5101.18,4306.64
hair,fit_phylo,Intercept,1,10084.9,5205.16
hair,fit_phylo,violent_internal,1,12882.45,5655.91
hair,fit_phylo_repeat,Intercept,1,6788.86,5121.32
hair,fit_phylo_repeat,violent_internal,1,11861.06,6061.23
hair,fit_phylo_year,Intercept,1,8204.18,5227.55
hair,fit_phylo_year,violent_internal,1,15925.47,5802.7
hair,fit_phylo_year,year_scaled,1,11389.45,5940.86
hair,fit_phylo_year,world_regionCentralEurasia,1,17034.13,5647.26
hair,fit_phylo_year,world_regionEastAsia,1,11990.65,6020.96
hair,fit_phylo_year,world_regionEurope,1,14295.42,5980.33
hair,fit_phylo_year,world_regionNorthAmerica,1,13942.71,6008.92
hair,fit_phylo_year,world_regionOceaniaMAustralia,1,17929.18,5998.78
hair,fit_phylo_year,world_regionSouthAmerica,1,17165.11,5343.82
hair,fit_phylo_year,world_regionSouthAsia,1,12555.27,5929.18
hair,fit_phylo_year,world_regionSoutheastAsia,1,15116.31,5743.49
hair,fit_phylo_year,world_regionSouthwestAsia,1,15879.57,6063.11
ornaments,fit_base,Intercept,1,5704.38,4124.31
ornaments,fit_base,violent_internal,1,5220.3,4822.46
ornaments,fit_phylo,Intercept,1,8467.74,5243.83
ornaments,fit_phylo,violent_internal,1,11845.59,5288.07
ornaments,fit_phylo_repeat,Intercept,1,8409.83,5830.41
ornaments,fit_phylo_repeat,violent_internal,1,14340.27,5399.84
ornaments,fit_phylo_year,Intercept,1,9911,5707.42
ornaments,fit_phylo_year,violent_internal,1,18145.96,6441.99
ornaments,fit_phylo_year,year_scaled,1,11691.83,6148.89
ornaments,fit_phylo_year,world_regionCentralEurasia,1,16486.25,5928.6
ornaments,fit_phylo_year,world_regionEastAsia,1,13484.99,5976.25
ornaments,fit_phylo_year,world_regionEurope,1,13220.87,5995.16
ornaments,fit_phylo_year,world_regionNorthAmerica,1,14676.28,5822.73
ornaments,fit_phylo_year,world_regionOceaniaMAustralia,1,17543.94,6480.09
ornaments,fit_phylo_year,world_regionSouthAmerica,1,16005.05,6318.52
ornaments,fit_phylo_year,world_regionSouthAsia,1,10586.97,5519.02
ornaments,fit_phylo_year,world_regionSoutheastAsia,1,16652.77,6177.91
ornaments,fit_phylo_year,world_regionSouthwestAsia,1,14032.03,5501.87
permanent_scarring,fit_base,Intercept,1,4047.73,3707.83
permanent_scarring,fit_base,violent_internal,1,4054.36,4235.22
permanent_scarring,fit_phylo,Intercept,1,9858.5,5778.21
permanent_scarring,fit_phylo,violent_internal,1,12944.02,6166.42
permanent_scarring,fit_phylo_repeat,Intercept,1,10934.03,6244.05
permanent_scarring,fit_phylo_repeat,violent_internal,1,17460.25,6302.43
permanent_scarring,fit_phylo_year,Intercept,1,8387.22,5823.09
permanent_scarring,fit_phylo_year,violent_internal,1,10614.77,5418.65
permanent_scarring,fit_phylo_year,year_scaled,1,8582.41,5933.52
permanent_scarring,fit_phylo_year,world_regionCentralEurasia,1,11407.13,5446.06
permanent_scarring,fit_phylo_year,world_regionEastAsia,1,10413,5308.25
permanent_scarring,fit_phylo_year,world_regionEurope,1,10506.42,6357.19
permanent_scarring,fit_phylo_year,world_regionNorthAmerica,1,11575.57,5837.71
permanent_scarring,fit_phylo_year,world_regionOceaniaMAustralia,1,11297.65,5828
permanent_scarring,fit_phylo_year,world_regionSouthAmerica,1,11813.01,5750.03
permanent_scarring,fit_phylo_year,world_regionSouthAsia,1,10180.69,5975.71
permanent_scarring,fit_phylo_year,world_regionSoutheastAsia,1,12576.04,6007.02
permanent_scarring,fit_phylo_year,world_regionSouthwestAsia,1,9628.55,5748.5
tattoos_scarification,fit_base,Intercept,1,5076.01,4396.75
tattoos_scarification,fit_base,violent_internal,1,5146.7,4559.18
tattoos_scarification,fit_phylo,Intercept,1,8820.88,5583.05
tattoos_scarification,fit_phylo,violent_internal,1,10126.84,6106.84
tattoos_scarification,fit_phylo_repeat,Intercept,1,9354.76,5730.61
tattoos_scarification,fit_phylo_repeat,violent_internal,1,16906.75,5296.32
tattoos_scarification,fit_phylo_year,Intercept,1,11706.16,5498.07
tattoos_scarification,fit_phylo_year,violent_internal,1,18189.59,5629.18
tattoos_scarification,fit_phylo_year,year_scaled,1,12298.34,5545.93
tattoos_scarification,fit_phylo_year,world_regionCentralEurasia,1,17862.21,6198.86
tattoos_scarification,fit_phylo_year,world_regionEastAsia,1,13752.55,6192.91
tattoos_scarification,fit_phylo_year,world_regionEurope,1,15429.01,6024.63
tattoos_scarification,fit_phylo_year,world_regionNorthAmerica,1,16850.96,5373.58
tattoos_scarification,fit_phylo_year,world_regionOceaniaMAustralia,1,17617.54,5564.28
tattoos_scarification,fit_phylo_year,world_regionSouthAmerica,1,16880.76,5659.75
tattoos_scarification,fit_phylo_year,world_regionSouthAsia,1,13898.41,5762.26
tattoos_scarification,fit_phylo_year,world_regionSoutheastAsia,1,17803.99,5284.03
tattoos_scarification,fit_phylo_year,world_regionSouthwestAsia,1,16496.68,5650.69
