Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(violent_external) > 0,1.0524452405002491,0.6215075364636714,0.10949265348069791,2.0404586715092172,26.586206896551722,0.96375,*
(year_scaled) > 0,-0.0188871015754759,0.1616449274152895,-0.28025408979522276,0.24892100202965387,0.8005851901868107,0.44462500000000005,
