Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(violent_external) > 0,0.13283247260365785,0.7933153330010341,-1.2155396109889405,1.299547562777028,1.5184951991185267,0.6029375,
(year_scaled) > 0,-0.4235898873304974,0.2247625109768047,-0.7898528388116577,-0.056786743578981246,0.0323246661074908,0.0313125,
