Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(violent_external) > 0,1.0299067714866164,0.4084993727885857,0.41772208201884814,1.715625285782471,138.1304347826087,0.9928125,*
(year_scaled) > 0,-0.07452323680176696,0.11783499162375914,-0.2664421001539678,0.12059901078104064,0.35295112464062234,0.260875,
