Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(violent_external) > 0,0.5246663126997856,0.6247715145048391,-0.49432409560670987,1.4800004818074708,5.118546845124283,0.8365625,
(year_scaled) > 0,-0.28248963871597593,0.1635350355847136,-0.5491141901211422,-0.009278348623639913,0.04670940730079812,0.044625000000000005,
