Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(violent_external) > 0,1.1061783282510178,0.4346683895135811,0.4312494075998995,1.7933580522304897,94.80838323353294,0.9895625,*
(year_scaled) > 0,-0.13096100731184915,0.13298029597110214,-0.3480461979991921,0.089463998476567,0.1905647741647444,0.1600625,
