Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(violent_external) > 0,0.7406223798445284,0.40041030969407293,0.12704952203845526,1.3911909593138314,35.281179138321995,0.9724375,*
(year_scaled) > 0,0.053043187493742594,0.13867564747777894,-0.17219513462175395,0.28201485020047135,1.8333628475296617,0.6470625,
