entry_id,entry_name,entrytag_name,entrytag_used,glottolog_name,glottolog_id,asjp_id,jaeger_id,glottocode_cands,resolution_status,n_candidates,source,coder_v1,confidence_v1,tip_coder,tip_assigned,tip_confidence,tip_comment
381,Sikhism: Guru Nanak to Guru Arjan,Eastern Panjabi,Eastern Panjabi,Eastern Panjabi,panj1256,PUNJABI_MAJHI,IE.INDIC.PUNJABI_MAJHI,panj1256,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.PUNJABI_MAJHI,medium,
389,Iban traditional religion,Iban,Iban,Iban,iban1264,IBAN,An.MALAYO_SUMBAWAN.IBAN,iban1264,resolved_unique,1,DRH,,,Willis Monroe,An.MALAYO_SUMBAWAN.IBAN,medium,
392,Sikhism: Guru Hargobind to Guru Gobind Singh,Eastern Panjabi,Eastern Panjabi,Eastern Panjabi,panj1256,PUNJABI_MAJHI,IE.INDIC.PUNJABI_MAJHI,panj1256,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.PUNJABI_MAJHI,medium,
400,Singaporean Mega-Churches,Singlish,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,Willis Monroe,IE.GERMANIC.ENGLISH,poor,
415,Shaiva World Renouncers,Hindi,Hindi,Hindi,hind1269,HINDI,IE.INDIC.HINDI,hind1269,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.HINDI,good,
419,The Worship of Jagannath in Puri (Odisha),Odia,Odia,Odia,oriy1255,ORIYA,IE.INDIC.ORIYA,oriy1255,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.ORIYA,good,
422,Demeter Cult,Attic,Attic,Attic,atti1240,,,atti1240,glottocode_no_tree_tip,0,DRH,,,Willis Monroe,IE.GREEK.GREEK_ANCIENT,good,
424,Achaemenid Religion,Jewish Babylonian Aramaic (ca. 200-1200 CE),Jewish Babylonian Aramaic (ca. 200-1200 CE),Jewish Babylonian Aramaic (ca. 200-1200 CE),jewi1240,ACHAEMENID_ARAMAIC,AA.SEMITIC.ACHAEMENID_ARAMAIC,jewi1240,resolved_unique,1,DRH,,,Willis Monroe,AA.SEMITIC.ACHAEMENID_ARAMAIC,good,
441,Worshipers of Śītalā,Urdu,Urdu,Urdu,urdu1245,URDU,IE.INDIC.URDU,urdu1245,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.URDU,good,
442,Donatism,Neo-Punic,,Phoenician,phoe1239,PHOENICIAN,AA.SEMITIC.PHOENICIAN,,resolved_unique,1,manual_B,Willis Monroe,,Willis Monroe,IE.ROMANCE.LATIN,good,
455,Lan Na Buddhism,Shan,Northern Thai,Northern Thai,nort2740,"LAMPANG_THAI, TAI_CHIENGMAI","TK.KAM_TAI.LAMPANG_THAI, TK.KAM_TAI.TAI_CHIENGMAI",nort2740,resolved_multiple,2,DRH,,,Willis Monroe,TK.KAM_TAI.TAI_KHUEN,poor,
456,The Essenes,Ancient Hebrew,Ancient Hebrew,Ancient Hebrew,anci1244,BIBLICAL_HEBREW,AA.SEMITIC.BIBLICAL_HEBREW,anci1244,resolved_unique,1,DRH,,,Willis Monroe,AA.SEMITIC.BIBLICAL_HEBREW,good,
469,Won-Buddhism,Ch'ungch'ongdo,Korean,Korean,kore1280,KOREAN,Kor.KOREAN.KOREAN,kore1280,resolved_unique,1,DRH,,,Willis Monroe,Kor.KOREAN.KOREAN,good,
470,Archaic Spartan Cults,Doric,Doric,Doric,dori1248,,,dori1248,glottocode_no_tree_tip,0,DRH,,,Willis Monroe,IE.GREEK.GREEK_ANCIENT,good,
476,Cham Bani,Eastern Cham,Eastern Cham,Eastern Cham,east2563,CHAM_EASTERN,An.MALAYO_SUMBAWAN.CHAM_EASTERN,east2563,resolved_unique,1,DRH,,,Willis Monroe,An.MALAYO_SUMBAWAN.CHAM_EASTERN,poor,
483,Northern Irish Roman Catholics,Irish English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,Willis Monroe,IE.GERMANIC.ENGLISH,good,
484,Northern Irish Protestants,Irish English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,Willis Monroe,IE.GERMANIC.ENGLISH,good,
485,Sámi pre-Christian religion,Western Finnmarku Saami,Lule Saami,Lule Saami,lule1254,LULE_SAAMI,Ura.SAAMI.LULE_SAAMI,lule1254,resolved_unique,1,DRH,,,Willis Monroe,Ura.SAAMI.LULE_SAAMI,good,
486,Church of Jesus Christ of Latter-day Saints (early),North American English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,Willis Monroe,IE.GERMANIC.ENGLISH,good,
490,Guglielmites,Vulgar Latin,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,Willis Monroe,IE.ROMANCE.LATIN,good,
492,Roman Divination,Vulgar Latin,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,Willis Monroe,IE.ROMANCE.LATIN,good,
520,Cham Ahiér,Haroi,Haroi,Haroi,haro1237,,,haro1237,glottocode_no_tree_tip,0,DRH,,,Willis Monroe,An.MALAYO_SUMBAWAN.CHAM_EASTERN,poor,
525,Church of Jesus Christ of Latter-day Saints (modern),North American English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,Willis Monroe,IE.GERMANIC.ENGLISH,good,
526,Hmong Christianity,Hmongic,,Hmong Daw,hmon1333,HMONG_DAW,HM.HMONG_MIEN.HMONG_DAW,,resolved_unique,1,manual_B,William Noseworthy,,William Noseworthy,HM.HMONG_MIEN.HMONG_DAW,good,
534,Roman Imperial Cult,Vulgar Latin,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,Willis Monroe,IE.ROMANCE.LATIN,good,
562,Medieval Śrīvaiṣṇavism,,Tamil,Tamil,tami1289,TAMIL,Dra.SOUTHERN_DRAVIDIAN.TAMIL,tami1289,resolved_unique,1,manual_A,Matthew Hamm,,Matthew Hamm,Dra.SOUTHERN_DRAVIDIAN.TAMIL,good,
563,"Gaddi, a Hindu community of the Western Himalayas",Hindi,Hindi,Hindi,hind1269,HINDI,IE.INDIC.HINDI,hind1269,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.PAHARI_MAHASU,poor,
564,Tribal Christianity (and allied castes) in the Himalayas,Nepali,Nepali,Nepali,nepa1254,NEPALI,IE.INDIC.NEPALI,nepa1254,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.NEPALI,good,
565,Fellahin,Egyptian Arabic,Egyptian Arabic,Egyptian Arabic,egyp1253,CAIRO_ARABIC,AA.SEMITIC.CAIRO_ARABIC,egyp1253,resolved_unique,1,DRH,,,Willis Monroe,AA.SEMITIC.CAIRO_ARABIC,good,
567,Gay and Lesbian Vaishnava Association (GALVA-108),English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,Willis Monroe,IE.GERMANIC.ENGLISH,medium,
570,Supreme Master Ching Hai World Society,English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,Willis Monroe,IE.GERMANIC.ENGLISH,medium,
576,Kuy traditional religions,Chang,Kuy,Kuy,kuyy1240,"KUI_THAILAND, KUI_THAILAND_2, KUY","AuA.KATUIC.KUI_THAILAND, AuA.KATUIC.KUI_THAILAND_2, AuA.KATUIC.KUY",kuyy1240,resolved_multiple,3,DRH,,,Willis Monroe,AuA.KATUIC.KUI_THAILAND,good,
577,Ganda,Ganda,Ganda,Ganda,gand1255,"J15_GANDA, LUGANDA","NC.BANTOID.J15_GANDA, NC.BANTOID.LUGANDA",gand1255,resolved_multiple,2,DRH,,,Willis Monroe,NC.BANTOID.J15_GANDA,good,
580,Nāth Sampradāya,Urdu,Urdu,Urdu,urdu1245,URDU,IE.INDIC.URDU,urdu1245,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.HINDI,medium,
581,Mentawai (Rereiket),South Siberut,Mentawai,Mentawai,ment1249,MENTAWAI,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.MENTAWAI,ment1249,resolved_unique,1,DRH,,,Willis Monroe,An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.MENTAWAI,good,
590,Huayan School (Early Tang),Middle Chinese,Middle Chinese,Middle Chinese,midd1344,MIDDLE_CHINESE,ST.CHINESE.MIDDLE_CHINESE,midd1344,resolved_unique,1,DRH,,,Willis Monroe,ST.CHINESE.MIDDLE_CHINESE,good,
592,Veerashaivas,Urdu,Urdu,Urdu,urdu1245,URDU,IE.INDIC.URDU,urdu1245,resolved_unique,1,DRH,,,Willis Monroe,Dra.SOUTHERN_DRAVIDIAN.KANNADA,medium,
598,Masai,Purko,Masai,Masai,masa1300,MAASAI,ESu.NILOTIC.MAASAI,masa1300,resolved_unique,1,DRH,,,Willis Monroe,ESu.NILOTIC.MAASAI,good,
602,Amhara,,Amharic,Amharic,amha1245,"AMHARIC, AMHARIC_2, AMHARIC_3","AA.SEMITIC.AMHARIC, AA.SEMITIC.AMHARIC_2, AA.SEMITIC.AMHARIC_3",amha1245,resolved_multiple,3,manual_A,Matthew Hamm,,Willis Monroe,AA.SEMITIC.AMHARIC,good,
604,Bambara,Standard Bambara,Bambara,Bambara,bamb1269,BAMBARA,Man.WESTERN_MANDE.BAMBARA,bamb1269,resolved_unique,1,DRH,,,Willis Monroe,Man.WESTERN_MANDE.BAMBARA,good,
607,Mohism,,Literary Chinese,,,,,,name_not_in_glottolog,0,manual_A,Matthew Hamm,,Willis Monroe,ST.CHINESE.MIDDLE_CHINESE,medium,
608,Kurd,Kurdish,,Central Kurdish,cent1972,KURDISH_CENTRAL,IE.IRANIAN.KURDISH_CENTRAL,,resolved_unique,1,manual_B,Willis Monroe,,Willis Monroe,IE.IRANIAN.KURDISH_CENTRAL,good,
623,Diasporic American Hinduism,North American English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,Willis Monroe,IE.GERMANIC.ENGLISH,medium,
624,The Roshaniyya,Pashto,,Western Farsi,west2369,PERSIAN,IE.IRANIAN.PERSIAN,,resolved_unique,1,manual_B,Julian Weideman,,Willis Monroe,IE.IRANIAN.PERSIAN,medium,
626,Barama River Carib,Patamona,,Trió,trio1238,TIRIYO,Car.CARIBAN.TIRIYO,,resolved_unique,1,manual_B,Edward Slingerland,,Edward Slingerland,Car.CARIBAN.TIRIYO,medium,
629,Newar Buddhists,Nepali,Nepali,Nepali,nepa1254,NEPALI,IE.INDIC.NEPALI,nepa1254,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.NEPALI,good,
630,Aranda,Mparntwe Arrernte,Alyawarr,Alyawarr,alya1239,"ALYAWARRA, ALYAWARR_ALYAWARA, ALYAWARR_MACDONALDDOWNS_ALYAWARA","Aus.PAMA_NYUNGAN.ALYAWARRA, Aus.PAMA_NYUNGAN.ALYAWARR_ALYAWARA, Aus.PAMA_NYUNGAN.ALYAWARR_MACDONALDDOWNS_ALYAWARA",alya1239,resolved_multiple,3,DRH,,,Willis Monroe,Aus.PAMA_NYUNGAN.ARRERNTE_CENTRAL,good,
632,Local Religion at Selinous,Ionic-Attic Ancient Greek,Ionic-Attic Ancient Greek,Ionic-Attic Ancient Greek,anci1242,GREEK_ANCIENT,IE.GREEK.GREEK_ANCIENT,anci1242,resolved_unique,1,DRH,,,Willis Monroe,IE.GREEK.GREEK_ANCIENT,good,
633,Mādhva,Konkan Marathi,Konkan Marathi,Konkan Marathi,konk1267,KONKANI,IE.INDIC.KONKANI,konk1267,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.SANSKRIT,poor,
645,"Meo Muslim, Mev, Mewati Muslim",Urdu,Urdu,Urdu,urdu1245,URDU,IE.INDIC.URDU,urdu1245,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.HINDI,poor,
649,"Worshippers at the Chidambaram Nataraja Temple, Modern Period",Tamil,Tamil,Tamil,tami1289,TAMIL,Dra.SOUTHERN_DRAVIDIAN.TAMIL,tami1289,resolved_unique,1,DRH,,,Willis Monroe,Dra.SOUTHERN_DRAVIDIAN.TAMIL,medium,
654,12th-13th c Cistercians,Vulgar Latin,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,Willis Monroe,IE.ROMANCE.LATIN,medium,
655,Siriono,Bolivian Spanish,Spanish,Spanish,stan1288,SPANISH,IE.ROMANCE.SPANISH,stan1288,resolved_unique,1,DRH,,,Willis Monroe,Tup.TUPI_GUARANI.SIRIONO,good,
658,Mapuche,Rioplatense Spanish,Spanish,Spanish,stan1288,SPANISH,IE.ROMANCE.SPANISH,stan1288,resolved_unique,1,DRH,,,Willis Monroe,Arc.ARAUCANIAN.MAPUDUNGUN,good,
661,Congregation of Savigny,Imperial Latin,,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,,resolved_unique,1,manual_B,Edward Slingerland,,Edward Slingerland,IE.ROMANCE.LATIN,poor,
662,Goajiro,Venezuelan Spanish,Spanish,Spanish,stan1288,SPANISH,IE.ROMANCE.SPANISH,stan1288,resolved_unique,1,DRH,,,Willis Monroe,Arw.NORTHERN_ARAWAKAN.WAYUU,good,
666,Siuai,Tok Pisin,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,Willis Monroe,EB.EAST_BOUGAINVILLE.MOTUNA,good,
667,Ainu,Hokkaidō,Russian,Russian,russ1263,"NINILCHIK_RUSSIAN, RUSSIAN","IE.SLAVIC.NINILCHIK_RUSSIAN, IE.SLAVIC.RUSSIAN",russ1263,resolved_multiple,2,DRH,,,Willis Monroe,Ain.AINU.KURIL_AINU,good,Potentially wrong.
674,Aymara,Bolivian Spanish,Spanish,Spanish,stan1288,SPANISH,IE.ROMANCE.SPANISH,stan1288,resolved_unique,1,DRH,,,Willis Monroe,Aym.AYMARAN.CENTRAL_AYMARA,good,
675,Chukchee,Ninilchik,Russian,Russian,russ1263,"NINILCHIK_RUSSIAN, RUSSIAN","IE.SLAVIC.NINILCHIK_RUSSIAN, IE.SLAVIC.RUSSIAN",russ1263,resolved_multiple,2,DRH,,,Willis Monroe,CK.NORTHERN_CHUKOTKO_KAMCHATKAN.CHUKCHEE,good,Potentially wrong.
676,"The Order of the Holy Trinity for the Redemption of Captives, 1198-1500",Vulgar Latin,Latin,Latin,lati1261,LATIN,IE.ROMANCE.LATIN,lati1261,resolved_unique,1,DRH,,,Willis Monroe,IE.ROMANCE.LATIN,medium,
679,Santal,Karmali,Santali,Santali,sant1410,"BODOBELGHORIA_SANTALI, JABRI_SANTALI, PAHARPUR_SANTALI, PATICHORA_SANTALI, RAJARAMPUR_SANTALI, RASHIDPUR_SANTALI, RAUTNAGAR_SANTALI, SANTALI","AuA.MUNDA.BODOBELGHORIA_SANTALI, AuA.MUNDA.JABRI_SANTALI, AuA.MUNDA.PAHARPUR_SANTALI, AuA.MUNDA.PATICHORA_SANTALI, AuA.MUNDA.RAJARAMPUR_SANTALI, AuA.MUNDA.RASHIDPUR_SANTALI, AuA.MUNDA.RAUTNAGAR_SANTALI, AuA.MUNDA.SANTALI",sant1410,resolved_multiple,8,DRH,,,Willis Monroe,AuA.MUNDA.SANTALI,good,
680,Gujarati Mata Worshipers,Indian English,Hindi,Hindi,hind1269,HINDI,IE.INDIC.HINDI,hind1269,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.GUJARATI,good,
681,Sargonic Empire,Akkadian,Akkadian,Akkadian,akka1240,"AKKADIAN, AKKADIAN_2","AA.SEMITIC.AKKADIAN, AA.SEMITIC.AKKADIAN_2",akka1240,resolved_multiple,2,DRH,,,Willis Monroe,AA.SEMITIC.AKKADIAN,good,
682,Lakher,Lower Zyphe,Zyphe,Zyphe,zyph1238,CHIN_ZYPHE,ST.KUKI_CHIN.CHIN_ZYPHE,zyph1238,resolved_unique,1,DRH,,,Willis Monroe,ST.KUKI_CHIN.NAGA_MARAM,medium,
684,Huron,Wyandot,Huron-Wyandot,Huron-Wyandot,wyan1247,"WENDAT_HURON, WYANDOT","Iro.NORTHERN_IROQUOIAN.WENDAT_HURON, Iro.NORTHERN_IROQUOIAN.WYANDOT",wyan1247,resolved_multiple,2,DRH,,,Willis Monroe,Iro.NORTHERN_IROQUOIAN.WENDAT_HURON,good,
685,Badjau,Simunul,Southern Sama,Southern Sama,sout2918,SIBUTU_SOUTHERN_SAMA,An.SAMA_BAJAW.SIBUTU_SOUTHERN_SAMA,sout2918,resolved_unique,1,DRH,,,Willis Monroe,An.SAMA_BAJAW.SAMAL,poor,
688,Darul Uloom Deoband,Konkan Marathi,Konkan Marathi,Konkan Marathi,konk1267,KONKANI,IE.INDIC.KONKANI,konk1267,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.URDU,medium,
689,Lengua,Enlhet Norte,Enxet Sur,Enxet Sur,sout2989,"LENGUA, LENGUA_2","Mas.MASCOIAN.LENGUA, Mas.MASCOIAN.LENGUA_2",sout2989,resolved_multiple,2,DRH,,,Willis Monroe,Mas.MASCOIAN.LENGUA,good,
690,Ahl-e-Sunnat wa Jamaat,Konkan Marathi,Konkan Marathi,Konkan Marathi,konk1267,KONKANI,IE.INDIC.KONKANI,konk1267,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.URDU,medium,
691,Fur,Fur,Fur,Fur,furr1244,FUR,Fur.FUR.FUR,furr1244,resolved_unique,1,DRH,,,Willis Monroe,Fur.FUR.FUR,good,
694,Eyak,Eyak,Eyak,Eyak,eyak1241,EYAK,NDe.EYAK.EYAK,eyak1241,resolved_unique,1,DRH,,,Willis Monroe,NDe.EYAK.EYAK,good,
710,Hidatsa,Hidatsa,Hidatsa,Hidatsa,hida1246,HIDATSA,Sio.SIOUAN.HIDATSA,hida1246,resolved_unique,1,DRH,,,Willis Monroe,Sio.SIOUAN.HIDATSA,good,
711,Kwoma,Kwoma,Kwoma,Kwoma,kwom1262,KWOMA,Sep.MIDDLE_SEPIK.KWOMA,kwom1262,resolved_unique,1,DRH,,,Willis Monroe,Sep.MIDDLE_SEPIK.KWOMA,good,
714,Tamil Śaiva Bhakti,Tamil,Tamil,Tamil,tami1289,TAMIL,Dra.SOUTHERN_DRAVIDIAN.TAMIL,tami1289,resolved_unique,1,DRH,,,Willis Monroe,Dra.SOUTHERN_DRAVIDIAN.TAMIL,good,
719,Hinduism in Trinidad,Trinidadian Creole English,,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,,resolved_unique,1,manual_B,Edward Slingerland,poor,Edward Slingerland,IE.GERMANIC.ENGLISH,poor,
721,Semang,Batek,Mintil,Mintil,mint1239,MINTIL,AuA.ASLIAN.MINTIL,mint1239,resolved_unique,1,DRH,,,Willis Monroe,AuA.ASLIAN.LANOH,poor,
726,Early Śramaṇas,Paisaci Prakrit,Sanskrit,Sanskrit,sans1269,SANSKRIT,IE.INDIC.SANSKRIT,sans1269,resolved_unique,1,DRH,,,Willis Monroe,IE.INDIC.SANSKRIT,medium,
727,Raglai,Rai (Southern Roglai),Chru,Chru,chru1239,CHRU,An.MALAYO_SUMBAWAN.CHRU,chru1239,resolved_unique,1,DRH,,,Willis Monroe,An.MALAYO_SUMBAWAN.CHAM_EASTERN,poor,
728,Pentecost,Suru Kavian,Seke (Vanuatu),Seke (Vanuatu),seke1241,"SEKE, SKE","An.OCEANIC.SEKE, An.OCEANIC.SKE",seke1241,resolved_multiple,2,DRH,,,Willis Monroe,IE.GERMANIC.ENGLISH,poor,
729,Kikuyu,Southern Gikuyu,Kikuyu,Kikuyu,kiku1240,"GIKUYU, GIKUYU_2","NC.BANTOID.GIKUYU, NC.BANTOID.GIKUYU_2",kiku1240,resolved_multiple,2,DRH,,,Willis Monroe,NC.BANTOID.GIKUYU,good,
732,Marquesans,Nuku Hiva,North Marquesan,North Marquesan,nort2845,"LANGUE_DE_ISLES_MARQUISES, MARQUESAN_NUKUHIVA, NORTH_MARQUESAN, UA_POU","An.OCEANIC.LANGUE_DE_ISLES_MARQUISES, An.OCEANIC.MARQUESAN_NUKUHIVA, An.OCEANIC.NORTH_MARQUESAN, An.OCEANIC.UA_POU",nort2845,resolved_multiple,4,DRH,,,Willis Monroe,An.OCEANIC.LANGUE_DE_ISLES_MARQUISES,good,
739,Lakalai,Nakanai,Nakanai,Nakanai,naka1262,"BILEKI_NAKANAI, MAUTUTU, NAKANAI, NAKANAI_2","An.OCEANIC.BILEKI_NAKANAI, An.OCEANIC.MAUTUTU, An.OCEANIC.NAKANAI, An.OCEANIC.NAKANAI_2",naka1262,resolved_multiple,4,DRH,,,Willis Monroe,An.OCEANIC.NAKANAI,medium,
745,Buka,Hanahan,Halia,Halia,hali1244,"HALIA, HALIA_2","An.OCEANIC.HALIA, An.OCEANIC.HALIA_2",hali1244,resolved_multiple,2,DRH,,,Willis Monroe,An.OCEANIC.TAIOF,poor,
749,Korean shamanism,Korean,Korean,Korean,kore1280,KOREAN,Kor.KOREAN.KOREAN,kore1280,resolved_unique,1,DRH,,,Willis Monroe,Kor.KOREAN.KOREAN,good,
750,Mekeo,Northwest Mekeo,Mekeo,Mekeo,meke1243,MEKEO,An.OCEANIC.MEKEO,meke1243,resolved_unique,1,DRH,,,Willis Monroe,An.OCEANIC.MEKEO,good,
752,Haroi,Haroi,Haroi,Haroi,haro1237,,,haro1237,glottocode_no_tree_tip,0,DRH,,,Willis Monroe,An.MALAYO_SUMBAWAN.CHAM_EASTERN,poor,
755,Uyghur Islam,Uighur,Uighur,Uighur,uigh1240,UYGHUR,Alt.TURKIC.UYGHUR,uigh1240,resolved_unique,1,DRH,,,Willis Monroe,Alt.TURKIC.UYGHUR,good,
759,Comanche,North American English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,Willis Monroe,UA.NUMIC.COMANCHE,good,
763,Moriori,Moriori,Maori,Maori,maor1246,"MAORI, MOORIORI, SOUTH_ISLAND_MAORI","An.OCEANIC.MAORI, An.OCEANIC.MOORIORI, An.OCEANIC.SOUTH_ISLAND_MAORI",maor1246,resolved_multiple,3,DRH,,,Willis Monroe,An.OCEANIC.SOUTH_ISLAND_MAORI,good,
766,Garo,Garo,Garo,Garo,garo1247,GARO,ST.BODO_GARO.GARO,garo1247,resolved_unique,1,DRH,,,Willis Monroe,ST.BODO_GARO.GARO,good,
770,Thai Forest Tradition,Northern Thai,Northern Thai,Northern Thai,nort2740,"LAMPANG_THAI, TAI_CHIENGMAI","TK.KAM_TAI.LAMPANG_THAI, TK.KAM_TAI.TAI_CHIENGMAI",nort2740,resolved_multiple,2,DRH,,,Willis Monroe,TK.KAM_TAI.THAI,medium,
788,The Late Bronze Age City-State of Ugarit,Ugaritic,Ugaritic,Ugaritic,ugar1238,UGARITIC,AA.SEMITIC.UGARITIC,ugar1238,resolved_unique,1,DRH,,,Willis Monroe,AA.SEMITIC.UGARITIC,perfect,
794,Omaha,North American English,English,English,stan1293,ENGLISH,IE.GERMANIC.ENGLISH,stan1293,resolved_unique,1,DRH,,,Willis Monroe,Sio.SIOUAN.OMAHA_PONCA,good,
834,The Plum Village Sangha of Thich Nhat Hanh,Global French,Vietnamese,Vietnamese,viet1252,"VIETNAMESE, VIETNAMESE_2, VIETNAMESE_3","AuA.VIET_MUONG.VIETNAMESE, AuA.VIET_MUONG.VIETNAMESE_2, AuA.VIET_MUONG.VIETNAMESE_3",viet1252,resolved_multiple,3,DRH,,,Willis Monroe,AuA.VIET_MUONG.VIETNAMESE,medium,
