entry_id,circumcision,dress,extra_ritual_group_markers,food_taboos,hair,ornaments,permanent_scarring,tattoos_scarification,violent_external,violent_internal,year_from,region_id,data_source,world_region,year_scaled,judges_other,judges_own,legal_code_other,legal_code_own,military_participate,military_possess,military_protected,police_force_other,police_force_own,punish_other,punish_own,society_type,state
870,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1990,1032,Database of Religious History (DRH) [default],Central Eurasia,0.810102920455829,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848,1033,Database of Religious History (DRH) [default],Europe,0.6778834741948055,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1989,1542,Database of Religious History (DRH) [default],Southeast Asia,0.8091717975948358,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,
879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1860,1103,Database of Religious History (DRH) [default],Africa,0.6890569485267231,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
880,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1870,1038,Database of Religious History (DRH) [default],Southwest Asia,0.6983681771366543,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-450,1040,Database of Religious History (DRH) [default],Europe,-1.461836860367389,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949,1132,Database of Religious History (DRH) [default],Central Eurasia,0.7719268831551109,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1907,1041,Database of Religious History (DRH) [default],Africa,0.7328197229933998,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,
885,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1960,1071,Database of Religious History (DRH) [default],Africa,0.7821692346260353,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,
886,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,1042,Database of Religious History (DRH) [default],Europe,0.810102920455829,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,
887,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,1990,1043,Database of Religious History (DRH) [default],Central Eurasia,0.810102920455829,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
891,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1956,1047,Database of Religious History (DRH) [default],South America,0.7784447431820628,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,A state,1.0
892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960,1018,Database of Religious History (DRH) [default],North America,0.7821692346260353,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,800,1050,Database of Religious History (DRH) [default],East Asia,-0.2979332841259864,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,A state,1.0
897,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1928,717,Database of Religious History (DRH) [default],East Asia,0.7523733030742553,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
900,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,-150,485,Database of Religious History (DRH) [default],Southwest Asia,-1.1825000020694525,1.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,,1.0,A state,1.0
906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963,725,Database of Religious History (DRH) [default],Europe,0.7849626032090147,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1968,1062,Database of Religious History (DRH) [default],North America,0.7896182175139802,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
914,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1258,1064,Database of Religious History (DRH) [default],Africa,0.1285209862088635,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
915,,,,,,,0.0,,0.0,0.0,2000,1065,Database of Religious History (DRH) [default],North America,0.8194141490657602,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-475,10,Database of Religious History (DRH) [default],East Asia,-1.4851149318922172,1.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,1068,Database of Religious History (DRH) [default],Europe,0.8147585347607945,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
921,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1700,1070,Database of Religious History (DRH) [default],South Asia,0.5400772907678235,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,A tribe,0.0
924,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1853,1072,Database of Religious History (DRH) [default],Africa,0.6825390884997712,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,A state,1.0
927,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,485,Database of Religious History (DRH) [default],Southwest Asia,-1.042831572920484,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,A state,1.0
928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1860,1075,Database of Religious History (DRH) [default],North America,0.6890569485267231,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,A tribe,0.0
931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1580,1078,Database of Religious History (DRH) [default],Europe,0.4283425474486488,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,1080,Database of Religious History (DRH) [default],Europe,-0.9087498809374746,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,A tribe,0.0
934,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1911,1081,Database of Religious History (DRH) [default],Central Eurasia,0.7365442144373723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A state,1.0
935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1910,1082,Database of Religious History (DRH) [default],Africa,0.7356130915763792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,A state,1.0
938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1600,1084,Database of Religious History (DRH) [default],Southwest Asia,-2.532628150509479,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,A state,1.0
940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-31,132,Database of Religious History (DRH) [default],Europe,-1.0716963816112708,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,An empire,1.0
941,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1600,1087,Database of Religious History (DRH) [default],East Asia,0.4469650046685113,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,A state,1.0
942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1816,1095,Database of Religious History (DRH) [default],Africa,0.6480875426430257,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1752,1091,Database of Religious History (DRH) [default],North America,0.5884956795394659,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,A state,1.0
944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1620,1101,Database of Religious History (DRH) [default],Europe,0.4655874618883737,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,700,1129,Database of Religious History (DRH) [default],South Asia,-0.3910455702252986,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,A state,1.0
948,,,,,,,0.0,,0.0,,120,1094,Database of Religious History (DRH) [default],Southwest Asia,-0.9310968296013096,1.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,1.0,,An empire,1.0
949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963,1096,Database of Religious History (DRH) [default],North America,0.7849626032090147,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,An empire,1.0
950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1652,1125,Database of Religious History (DRH) [default],Africa,0.4953833934401536,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,
952,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,1104,Database of Religious History (DRH) [default],Southwest Asia,0.8007916918458977,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1975,1140,Database of Religious History (DRH) [default],South Asia,0.7961360775409321,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-800,1142,Database of Religious History (DRH) [default],Europe,-1.7877298617149815,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,,A state,1.0
958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1540,498,Database of Religious History (DRH) [default],Europe,0.391097633008924,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000,1107,Database of Religious History (DRH) [default],South Asia,-0.1117087119273619,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,
961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1885,1108,Database of Religious History (DRH) [default],Europe,0.7123350200515511,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
962,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1400,1109,Database of Religious History (DRH) [default],East Asia,0.2607404324698869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A chiefdom,0.0
963,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1119,1110,Database of Religious History (DRH) [default],Europe,-0.0009050914691804,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,
964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1800,1111,Database of Religious History (DRH) [default],South Asia,0.6331895768671357,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
966,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1318,1113,Database of Religious History (DRH) [default],Central Eurasia,0.1843883578684508,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,
967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1825,1123,Database of Religious History (DRH) [default],Europe,0.6564676483919638,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891,1117,Database of Religious History (DRH) [default],South Asia,0.7179217572175098,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,
971,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,500,1135,Database of Religious History (DRH) [default],South Asia,-0.577270142423923,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,
972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,431,1121,Database of Religious History (DRH) [default],Southwest Asia,-0.6415176198324485,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,An empire,1.0
973,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1845,1136,Database of Religious History (DRH) [default],South Asia,0.6750901056118263,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,A chiefdom,0.0
974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1204,1124,Database of Religious History (DRH) [default],Southwest Asia,0.0782403517152349,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,An empire,1.0
975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,1018,Database of Religious History (DRH) [default],North America,0.8007916918458977,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1187,1133,Database of Religious History (DRH) [default],South Asia,0.0624112630783518,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,A tribe,0.0
978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500,1053,Database of Religious History (DRH) [default],Southeast Asia,0.3538527185691991,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1175,1141,Database of Religious History (DRH) [default],East Asia,0.0512377887464344,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,A band,0.0
982,1.0,,1.0,1.0,,,1.0,0.0,1.0,1.0,-499,1138,Database of Religious History (DRH) [default],Southwest Asia,-1.507461880556052,1.0,,1.0,1.0,,,1.0,,0.0,1.0,,A state,1.0
983,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,600,1107,Database of Religious History (DRH) [default],South Asia,-0.4841578563246108,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,
984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1520,1139,Database of Religious History (DRH) [default],Europe,0.3724751757890615,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,A state,1.0
985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1108,1143,Database of Religious History (DRH) [default],Europe,-0.0111474429401047,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,A state,1.0
986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150,1144,Database of Religious History (DRH) [default],Europe,-0.9031631437715156,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,An empire,1.0
987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,1145,Database of Religious History (DRH) [default],South Asia,0.4469650046685113,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832,1146,Database of Religious History (DRH) [default],North America,0.6629855084189157,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928,1147,Database of Religious History (DRH) [default],Europe,0.7523733030742553,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944,1149,Database of Religious History (DRH) [default],North America,0.7672712688501453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-712,872,Database of Religious History (DRH) [default],Europe,-1.705791049947587,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,
994,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,330,1150,Database of Religious History (DRH) [default],Africa,-0.7355610287927538,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,An empire,1.0
997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2950,535,Database of Religious History (DRH) [default],Africa,-3.7896440128501943,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,A state,1.0
1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-200,1158,Database of Religious History (DRH) [default],Europe,-1.2290561451191084,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,An empire,1.0
1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2670,535,Database of Religious History (DRH) [default],Africa,-3.5289296117721203,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,A state,1.0
1010,,,,,,,0.0,,0.0,1.0,-530,1163,Database of Religious History (DRH) [default],Europe,-1.5363266892468388,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,A band,0.0
1011,1.0,,1.0,1.0,,,,,1.0,,-800,1208,Database of Religious History (DRH) [default],Southwest Asia,-1.7877298617149815,,,,,,0.0,,,0.0,,,A state,1.0
1013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1510,1165,Database of Religious History (DRH) [default],South Asia,0.3631639471791303,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A band,0.0
1028,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,1100,1173,Database of Religious History (DRH) [default],Europe,-0.0185964258280497,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
1037,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1100,535,Database of Religious History (DRH) [default],Africa,-2.0670667200129182,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1038,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1644,1183,Database of Religious History (DRH) [default],East Asia,0.4879344105522087,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,An empire,1.0
1041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600,1188,Database of Religious History (DRH) [default],East Asia,0.4469650046685113,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,A state,1.0
1043,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1500,1187,Database of Religious History (DRH) [default],Southeast Asia,0.3538527185691991,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,A state,1.0
1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-141,89,Database of Religious History (DRH) [default],East Asia,-1.1741198963205144,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,A state,1.0
1051,,,,,,,0.0,,1.0,0.0,-1960,1296,Database of Religious History (DRH) [default],Africa,-2.8678323804670036,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,A state,1.0
1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1225,Database of Religious History (DRH) [default],East Asia,0.3538527185691991,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,An empire,1.0
1069,,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,-1504,1207,Database of Religious History (DRH) [default],Africa,-2.44324035585414,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,An empire,1.0
1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,1435,Database of Religious History (DRH) [default],Africa,0.8203452719267533,1.0,0.0,1.0,0.0,,0.0,1.0,,0.0,1.0,0.0,,
1076,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1560,1166,Database of Religious History (DRH) [default],South Asia,0.4097200902287864,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,An empire,1.0
1083,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1625,1227,Database of Religious History (DRH) [default],South Asia,0.4702430761933394,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,969,1224,Database of Religious History (DRH) [default],Europe,-0.1405735206181487,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,An empire,1.0
1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890,1271,Database of Religious History (DRH) [default],East Asia,0.7169906343565168,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-700,1274,Database of Religious History (DRH) [default],Europe,-1.6946175756156696,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,,
1134,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,538,1278,Database of Religious History (DRH) [default],East Asia,-0.5418874737061844,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,A state,1.0
1136,,,,,,,0.0,,0.0,0.0,1910,1280,Database of Religious History (DRH) [default],East Asia,0.7356130915763792,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,A state,1.0
1140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220,1373,Database of Religious History (DRH) [default],East Asia,-0.8379845435019972,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,An empire,1.0
1154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1299,Database of Religious History (DRH) [default],East Asia,0.3538527185691991,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,An empire,1.0
1162,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,400,1307,Database of Religious History (DRH) [default],East Asia,-0.6703824285232353,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,An empire,1.0
1172,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,500,1317,Database of Religious History (DRH) [default],East Asia,-0.577270142423923,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,An empire,1.0
1178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,1322,Database of Religious History (DRH) [default],South America,0.8166207804827808,1.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,,
1180,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1600,1325,Database of Religious History (DRH) [default],Southeast Asia,0.4469650046685113,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,A state,1.0
1191,1.0,,1.0,1.0,,,,,0.0,1.0,-300,1335,Database of Religious History (DRH) [default],Africa,-1.3221684312184208,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,An empire,1.0
1192,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1945,1336,Database of Religious History (DRH) [default],Southeast Asia,0.7682023917111385,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1196,,,,,,,0.0,,0.0,0.0,1910,1343,eHRAF,North America,0.7356130915763792,,1.0,,,,,,,1.0,,,A chiefdom,0.0
1199,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1905,1345,eHRAF,Africa,0.7309574772714136,,0.0,,0.0,,,,,0.0,,0.0,A chiefdom,0.0
1210,,,,,,,0.0,,1.0,1.0,1920,1355,eHRAF,Africa,0.7449243201863104,1.0,1.0,,,,,,,0.0,,,A chiefdom,0.0
1220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1227,1409,Database of Religious History (DRH) [default],Central Eurasia,0.0996561775180767,1.0,,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,,A state,1.0
1223,,,1.0,,,,,,0.0,0.0,1885,1370,eHRAF,South Asia,0.7123350200515511,,,,,,,,,0.0,,,A chiefdom,0.0
1227,,,,,,,0.0,,1.0,1.0,-800,1376,Database of Religious History (DRH) [default],Africa,-1.7877298617149815,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,A state,1.0
1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950,1132,Database of Religious History (DRH) [default],Central Eurasia,0.7728580060161041,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,A state,1.0
1231,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1100,1248,Database of Religious History (DRH) [default],East Asia,-0.0185964258280497,1.0,0.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,,A state,1.0
1234,,,1.0,,1.0,,0.0,,1.0,0.0,1880,1382,eHRAF,Africa,0.7076794057465855,,,,,,,,,0.0,,,A chiefdom,0.0
1241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1837,1388,Database of Religious History (DRH) [default],East Asia,0.6676411227238812,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,An empire,1.0
1246,,,,,,,0.0,,1.0,1.0,1895,1392,eHRAF,Africa,0.7216462486614823,,,,,,,,,0.0,,,A chiefdom,0.0
