entry_id,entry_name,year_from,year_to
1647,Gregory of Nyssa’s oration 40,372,395
1648,Hosios Loukas,953,1204
1649,St Bartholomew's Priory,1123,2023
1650,"كتاب"" المقدّمة ""لابن  خلدون livre  Mou qaddîma d'Abd Al Rahman Ibn Khaldoun",1332,1406
1651,Roman religion in the Danubian provinces,1,285
1652,Le Livre de al-'Ibana 'an 'Usul al-Diyana de al-Ash'ari كتاب الإبانة عن أصول الديانة للأشعري,874,936
1653,Visigothic Homoian Christianity,341,589
1654,Le Parti du Mouvement de La Nahda حزب حركة النهضة,1981,2023
1655,Obaku Zen,1651,2023
1656,Temple of the Rock/Temple HH1 (Tell Mardikh/ancient Ebla),-2400,-2300
1657,The Institutes of John Cassian,420,430
1658,The Thesmophorion of Pella,-400,100
1659,The Conferences of John Cassian,420,430
1660,Mainline-Pentecostal Christianity,2014,2025
1661,Ludlul Bel Nemeqi,-1300,-300
1662,The miracles of Eric IV Ploughpenny,1258,1309
1663,Religion in the Neo-Assyrian Empire,-911,-609
1664,The Didache,50,110
1665,English Bible Translators,1525,1611
1666,Edict of Faith,1478,1834
1667,Medérsiens,1850,1951
1668,Daphni (Μονή Δαφνίου),1080,1458
1669,The Inner Training (Neiye 內業),-400,9
1670,Baptists,1611,2023
1671,Enūma Eliš,-1900,-539
1672,Babylonian Creation Myth,-1100,500
1673,Isin Sanctuary of the Healing Goddess Gula,-1400,-1000
1674,New Hampshire Declaration of Faith,1833,2023
1675,On the Divine Liturgy,700,730
1676,Saint Catherine's Monastery,565,2023
1677,Royal Hittite Religion,-1650,-1180
1678,Translation of the holy Margrethe,1176,1201
1679,Asopides,-850,200
1680,Cult of Trophonius,-800,200
1681,The Red Monastery,300,700
1682,"The Church of St. Paraskevi, Kitiros, Crete",1372,2023
1683,Book of Leviticus,-800,-400
1684,The Lives of the Philosophers and Sophists,347,414
1685,De Dea Syria,150,250
1686,L'islam et les origines de la gouvernance Ali Abdel Razek الإسلام وأصول الحكم علي عبد الرازق,1924,2023
1687,Poll Diff Test,100,200
1688,Arianism,325,671
1689,The Isma'ilis in the Ottoman Empire,1516,1919
1690,Christianity in Byzantium: between the end of Iconoclasm and the Schism,843,1054
1691,Homoian Christianity amongst Ostrogoths,493,553
1692,The holy Niels of Århus (younger text),1325,1345
1693,Maqam Abou Ali al-Nafti مقام أبو علي النفطي,1101,2023
1694,Christianity in Byzantium: Between the Schism and the Fourth Crusade,1054,1204
1695,"Xiaojing ""Classic of Filial Piety""",-230,1911
1696,Sanctuary of Zeus at Nemea,-600,550
1697,Stylite Monks,450,1450
1698,Biographies of Eminent Monks,67,519
1699,Greek Healing Deities,-700,-200
1700,The Book of Hosea,-800,-500
1701,The Premonstratensian Order in the Middle Ages,1120,2023
1702,Sounion Sanctuaries,-800,200
1703,Arsenites,1265,1310
1704,Temple of Athena Alea,-800,200
1705,The Historia Compostellana,1088,1148
1706,Virú State Religion,-200,700
1707,Zaouia Sidi Bou Makhlouf  زاوية سيدي بومخلوف,-1827,2023
1708,الإباضية  Al-Ibadia,708,2023
1709,Almohads (al-Muwaḥḥidūn),1115,1269
1710,زاوية سيدي عبيد بمنطقة بوسالم و دورها في تعمير المجال من 1861 إلى 2006.,1861,2006
1711,International Dai Bosatsu Zendo Kongo-ji,1976,2023
1713,The Sanctuary of Demeter at Dion,-500,300
1714,Syncretic Polytheism in Curious Pastimes LARP,2019,2022
1717,Temple R,-570,-300
1719,Zaouia Sidi Ali al-Hattab زاوية سيدي علي الحطّاب   بتونس,1271,2023
1720,Samten Hills Dalat,2023,2023
1721,Tell Fekheriyeh Inscription,-890,750
1722,Øm monastery,1254,1255
1723,The holy Niels of Århus (older text),1254,1255
1724,"Church of St. George, Embaros",1436,2023
1725,The holy Anders of Slagelse,1205,1536
1727,Hijra in Zaydi Yemen,897,1700
1728,Prueba,100,600
1729,Chùa Lâm Huê,1942,2023
1730,Cult of Atargatis in Dura Europos,1,256
1731,Mappila Muslims of Kerala,661,2023
1732,Sanctuary of Artemis at Brauron,-2000,-200
1733,Công viên Hỏa táng Tháp Long Thọ (Long Thọ Cremation Park),2014,2023
1734,Cupisnique Culture Religion,-1600,-400
1735,كتاب الملل والنحل لعبد الكريم ابو الفتح الشهرستاني,1127,2023
1736,Ihya'u Sunnah wa Ikhmadul Bid'ah,1754,1817
1737,الإمامية Al-Imamia,661,2023
1738,Taipei National Revolutionary Martyrs' Shrine,1946,2023
1739,The 2012 Phenomenon,1975,2012
1740,The Canterbury School of Theodore of Tarsus and Hadrian the North African,669,690
1741,Methodism in Zimbabwe or Methodist Church in Zimbabwe,1891,2023
1742,Yellow Flower Hill (Huanghuagang) 72 Martyrs' Cemetery,1911,2023
1743,Eight Treasures Mountain (Babaoshan) Revolutionary Cemetery,1950,2024
1745,Heart Sutra,400,2023
1746,"Church of St. Constantine and Helena, Avdou",1445,2023
1747,Al-'Ataba Al-Housainia العتــــبـــة الحُسيْـنّـيـة,680,2023
1748,Pyramid of Cestius,-18,2023
1749,Pyramid of Cestius,-18,2023
1750,The London-Leiden Magical Papyrus,180,225
1751,The holy Kjeld of Viborg (older text),1188,1536
1752,Urban Chinese Funerals,2010,2011
1753,"Church of St. George, Sklavopoula",1290,2023
1754,Đại Bảo Tháp Mandala Tây Thiên (Great Mandala Stupa),2011,2023
1755,xxx,2015,2018
1756,The town of Lund,1103,1536
1758,Jiuge 九歌,-340,140
1759,الطريقة الشاذلية = Attarika Achadoulia,1195,2023
1760,Sanctuary of Hera in the Argolid,-800,400
1761,Paganism in the 4th Century Nicomedia,300,400
1762,Quan Âm Tu Viện,1960,2023
1763,Uḍḍīśatantra,1400,2009
1767,Bhairavapadmāvatīkalpa,900,1100
1770,Bhūtaḍāmaratantra (Buddhist),700,900
1771,إنفاق الميسور في تاريخ بلاد التكرار,1781,1837
1772,Bahà'ì,1844,2023
1773,"Church of St. George and St. Nicholas, Anydri",1323,2023
1774,إباضية جزيرة جربة,-1557,1864
1775,Luật Mật Viện Thắng Nghiêm,1010,2023
1776,الطريقة القادرية في البلاد التونسية,1881,1939
1777,الطريقة التّيجانية بالبلاد التونسية,-1881,1939
1778,Le Conflit d'Adam et Eve contre Satan ou The first and the Second hidden book of Adam and Eve صراع آدم وحوّاء ضدّ الشيطان,300,990
1779,المذهب المالكي بالبلاد التونسية,-1956,2023
1780,الطريقة الشاذلية في تونس,1881,1939
1781,المذهب الشيعي في تونس,1969,2023
1782,"Church of the Panagia, Prodromi",1347,2023
1783,The holy Kjeld of Viborg (younger text),1346,1524
1784,The Cannibal Nun,1100,1200
1785,Carmen de Incendio,1197,1197
1786,Temple 2048 of Tell el-Mutesellum/Megiddo,-1650,-1200
1787,Ekphrasis of the Church of the Holy Apostles,1190,1200
1788,First Temple (Jerusalem),-960,-587
1789,The Church of the Theotokos of the Pharos,760,1204
1790,Prueba Dos,200,250
1791,"الطريقة القادرية في بغداد: فترة التأسيس ق12 Attarika Al Qadiria à Bagdad: la période fondatrice, le XIIe siècle",1100,1200
1792,The Monastery of Mangana,1050,1460
1793,Monothelitism,456,681
1794,A Mathematician,1206,1207
1795,‘Adhwā‘ Al-Bayān fi ‘Idhāḥ Al-Qur‘ān bi Al-Qur‘ān: أضواء البيان في إيضاح القرآن بالقرآن,1965,2023
1796,Annals of Quedlinburg,1008,1030
1797,Roman cult of Sol,-800,395
1798,XXX,1960,2021
1799,Teotihuacán,-400,650
1801,Red Temple/Temple D2 (Tell Mardikh/ancient Ebla),-2400,-2300
1802,Ishtar’s Temple/Temple D on the Acropolis (Tell Mardikh/ancient Ebla),-2000,-1600
1803,مفتاح التفسير,1766,1828
1804,Sera Jey Monastery,2018,2023
1805,Wahhabisme الوهّابيّة,1744,1819
1806,Sango Religious group in Oyo,1800,1900
1807,Maqam Sidi Ali Azzouz مقام سيدي علي عزّوز,1680,2023
1808,'yan Taru (Women Cadre of the Nana Asma'u),1793,1864
1809,(The Character Traits of the Chosen One) كتاب أخلاق المصطفى,1766,1828
1810,Shang Oracle Bone Inscriptions,-1200,-1046
1811,كتاب قصيدة المرثية (Kitab Qasidat al-Marsiyyah).,1793,1864
1812,The Prison Chronicle,1297,1302
1813,"Lalibella, Rock-Hewn Churches",12,2023
1814,"Vapostori, Johanne Masowe, African Initiated Church (AIC), Women, gender",1973,2023
1816,The Zhen'gao,365,2023
1817,The holy spring of St. Regisse,1400,1885
1818,(Urjuzat al-Wildan) أرجوزة الولدان,1403,1445
1820,"Cherubim and Seraphim Church Unification, Campus Fellowship",1980,2019
1821,Pre-Pottery Neolithic Gre Fılla,-9300,-7500
1822,Amarna Central City,-1350,1330
1823,Deir el-Medina,-1550,1100
1824,Deir el-Medina,-1550,1100
1825,Deir el-Medina,-1550,1100
1826,Deir el-Medina,-1550,1100
1829,Cherubim and Seraphim Unification Church of Nigeria (C&SUCN),1986,2019
1835,"The Cherubim and Seraphim Church of Zion, Ugbonla",1948,2023
1836,Lykousada Monastery,1200,1300
1837,Church of Porta Panagia,1283,2023
1839,Second Temple (Jerusalem),-516,70
1844,"Monastery of Saint John the Theologian, Patmos",1088,2023
1845,Benedictine Order in Denmark,1018,1536
1846,Yogasūtra of Patañjali,-100,300
1847,Arthaśāstra,-300,200
1848,"Jagannath Temple of Puri, Odisha (Orissa), India",1200,2018
1850,"TT8, tomb and chapel of Kha and Merit",-1425,-1353
1851,"TT8, tomb and chapel of Kha and Merit",-1425,-1353
1852,The Communion Letters by Whitley and Anne Strieber,1987,1997
1855,Atra-Hasīs,-1700,-600
1858,Christianity in Alexandria: From Origen to Athanasius,185,373
1859,Technitai of Dionysus,-279,300
1860,Technitai of Dionysus,-279,300
1861,Technitai of Dionysus,-279,300
1862,Technitai of Dionysus,-279,300
1863,Technitai of Dionysus,-279,300
1864,Technitai of Dionysus,-279,300
1865,Technitai of Dionysus,-279,300
1866,Technitai of Dionysus,-279,300
1867,Kuumbi Cave,1900,2023
1868,Yuan Dao bian,1178,1179
1869,IFA RELIGIOUS GROUP IN ILE- IFE,1930,2015
1871,Inana's descent to the nether world,-1900,-1600
1872,"The Holy Apostles Community, Ayetoro",1947,2023
1873,زاوية سيدي المازري  - Zaouia Sidi Al-Maziri,1176,2023
1874,"Church of St. John, Trachiniakos",1329,2023
1875,"Jalal al-Din al-Suyuti, Perfect Guide to Qur'anic Studies (al-Itqan fi 'Ulum al-Qur'an)",1440,1505
1876,"Jalal al-Din al-Suyuti, Perfect Guide to Qur'anic Studies (al-Itqan fi 'Ulum al-Qur'an)",1440,1505
1877,"Jalal al-Din al-Suyuti, Perfect Guide to Qur'anic Studies (al-Itqan fi 'Ulum al-Qur'an)",1440,1505
1878,"Jalal al-Din al-Suyuti, Perfect Guide to Qur'anic Studies (al-Itqan fi 'Ulum al-Qur'an)",1440,1505
1879,"Jalal al-Din al-Suyuti, Perfect Guide to Qur'anic Studies (al-Itqan fi 'Ulum al-Qur'an)",1440,1505
1880,The Tophet of Carthage,-800,-146
1881,Circle of Concerned African Women Theologians,1989,2023
1882,The Life of Severus,512,518
1883,"""Ammonius, On the Creation of the World"" by Zacharias Scholasticus",490,520
1884,"Nea Moni, Chios",1042,2023
1888,Communion By Whitley Strieber,1987,1987
1889,Passport to the Cosmos by John Mack,1999,1999
1896,Passport to Magonia by Jacques Vallee,1969,1969
1897,"The Episcopal Church of Cherubim and Seraphim, Zion Pepe",1951,2023
1898,Shurpu Incantation Series,-1300,-610
1900,Humba Makombe Lineage,1896,2023
1901,Humba Makombe Lineage,1896,2023
1902,Dodona,-1200,392
1903,The 'Abbāsids,750,1258
1904,الطريقة القادرية في تونس القرن  19 و20   =  L'ordre Qadiri en Tunisie aux XIXe et XXe siècles,1800,2000
1905,(A brief introduction to the Islamic jurisprudence on the Maliki school of law)مختصر الأخضري في مذهب الإمام مالك,1514,1575
1906,"(Acceptable means of praising the Prophet, may God bless him and grant him peace)الوسائل المتقبلة في مدح النبي صلى الله عليه و سلم",1872,1895
1907,A treatise on the rulings of the people of Dhimma (رسالة في أحكام اهل الذمة),1425,1595
1908,"Buddhist Traders in the Chinese Quarter in Hakata, Japan",1100,1300
1909,Early Yahwism; The Original Nature of Yahweh,-1300,-1000
1910,Early Yahwism; Original Nature of Yahweh,-1300,-1000
1911,Early Yahwism; The Original Nature of Yahweh,-1300,-1000
1912,Early Yahwism; The Original Nature of Yahweh,-1300,-1000
1913,Early Yahwism; The Original Nature of Yahweh,-1300,-1000
1914,Early Yahwism; The Original Nature of Yahweh,-1300,-1000
1915,Early Yahwism; The Original Nature of Yahweh,-1300,-1000
1916,Early Yahwism; The Original Nature of Yahweh,-1300,-1000
1917,UFO Watchtower,2000,2022
1918,Contemporary Neo-Confucianism 當代新儒家,1950,2023
1919,Acropolis of Monte Polizzo,-800,-500
1921,Zhouxun 周訓,-340,-240
1924,The Deuteronomistic History,-700,-300
1928,(The gathering of the Messenger of God does not falter)وجمع رسول الله لا يتشعث,1793,1864
1938,Bahai religion,1850,2023
1939,"Panagia Parigoritissa, Arta",1290,2023
1940,"The Holy Apostles Community, Ori-Oke Iwamimo",1950,2023
1941,Tang Junyi 唐君毅,1930,2023
1942,Gre Virike: Early Bronze Age Cultic Installations,-3000,-2000
1943,Cult of Gauchito Gil,1990,2020
1944,Cakawi [sic] Cam 1969,1968,1970
1945,Theyyam Worshippers,-500,2023
1946,Palenque's Temple of the Inscriptions,650,800
1947,Temple of the Storm-God in Aleppo,-2500,-500
1948,The Serapeum of Alexandria,-246,391
1949,The Serapeum of Alexandria,-246,391
1950,Monastery of Saint Mena,-246,391
1951,Brotherhood of the Cross and Star,1956,2023
1952,Daodejing 道德經,-300,2023
1956,Gregory VIII's ‘Audita tremendi’,1187,1188
1957,Wadi Sarga Monastery,500,800
1958,The Apostolic Faith Mission in Zimbabwe,1915,2018
1959,Papyrus London 121 (PGM VII),250,350
1960,The laura in Kom el-Ahmar/ Deir al Qarabin,375,700
1961,"Grace Covenant Centre, Ado-Ekiti",1990,2023
1962,Huayan School 華嚴宗,670,845
1963,"The Church of St. Anne, Anisaraki, Selino, Crete",1457,2023
1964,The Homeric Hymn to Demeter,-600,-550
1965,"Church of St. Pelagia, Ano Viannos, Heraklion, Crete",1360,2023
1966,Cherubim & Seraphim Movement Church (Worldwide) Ayo Ni O,1972,2023
1967,The Hermitage of Sheikh Abd el-Qurna,480,750
1968,"Church of St. Mamas, Palaiochora, Selino, Crete",1355,2023
1969,"Christ Apostolic Church, Ori-Oke Aanun [sic] (Mountain of Mercy), Ojoo, Ibadan, Oyo State",1900,2023
1970,The Monastery of Saint Phoibammon in the Rock/ Phoibammon I,350,600
1971,The Homeric Hymn to Demeter,-600,-550
1972,Shepherding Movement,1970,2000
1973,The Homeric Hymn to Apollo,-655,-522
1974,"Chapel of Grace, Ile-Ife",1989,2023
1975,Monastery of Panagia (Virgin) Soumela,375,2023
1976,Who is not assisted by the religious scholar(The Jurist) (Man La Yahdhuruhu al-Faqih) من لا يحضره الفقيه,916,991
1977,Overseas Shinto Shrines,1868,2023
1978,"The Dharmalakshana Buddhist Institute 佛教法相學會, Hong Kong",1965,2023
1979,The Homeric Hymn to Hermes,-550,-500
1980,Cultic Practice at Khirbet Qeiyafa,-1020,-980
1981,(Guiding the traveler to the most honorable path in the jurisprudence of Imam Malik.)إرشاد السالك إلى أشرف المسالك في فقه الإمام مالك,1246,1332
1982,Guodian Laozi 郭店老子,-350,-300
1983,Early Byzantine Asceticism,400,600
1984,Monastery of Panagia (Virgin) Chozoviotissa,850,2023
1985,Christianity in Antioch. From the Apostolic Era to the Islamic conquest,34,638
1987,Grand Papyrus Magique (PGM IV),4,4
1988,Göttertypentext,-1500,-1000
1989,Iron Age Celtic Spain and Portugal (Celtiberia),-600,300
1990,The Ayuwang Monastery 阿育王寺,400,2023
1991,(Laws of Sharia rulings and issues of the branches of jurisprudence.) قوانين الأحكام الشرعية ومسائل الفروع الفقهية,1804,1903
1992,Kitab tesviyetü't-teveccüh ila'l hak: The Guide for One's Turning toward Truth,1556,1557
1993,Ancient Boeotians,-600,400
1994,Nigeria Fellowship of Evangelical Students (NIFES),1968,2023
1995,The Norwegian Seamen's Church in Cardiff,1866,1959
1996,Delphic Hymns 1 and 2,-138,-128
1997,Hundred and eighty precepts of Lord Lao,300,500
1998,The Chinese Christian Scroll Pelliot chinois 3847,635,1000
1999,Veli Pasha Mosque in Rethymno,1646,1924
2000,"The Community Church of Apostles Nigeria and Oversea (COCANO), Ajegunle",1933,2023
2001,The Book of Deuteronomy,-700,-500
2002,Mawangdui Laozi 馬王堆老子,-221,-194
2003,Nigerian Baptist Convention,1914,2023
2004,Recep Pasha Mosque in Rhodes,1588,2023
2006,New Life for All Nations Ministries,1972,2023
2007,Iron Age Cultic Place at Lachish,-950,-701
2008,(The beginning of the diligent and the end of the frugal) بداية المجتهد ونهاية المقتصد,1804,1903
2009,Ancient Arcadians,-800,300
2010,Bektashi Tarika,1240,2023
2011,Scripture Union Nigeria,1885,2023
2012,The Five Theological Orations of Gregory of Nazianzus (The Theologian),379,381
2013,Kara Musa Pasha Mosque in Rethymno,1683,1923
2014,Gazi Deli Huseyn Pasha Mosque in Rethymno,1550,1924
2015,الدولة الأغلبية 184-296 هجري,800,909
2016,الدولة الفاطمية 909 - 1171م,-909,1171
2017,Convent of Panagia Eleousa (Lykousada Monastery),1280,1620
2018,Panagia Akatamachetos (Porta Panagia),1283,2023
2019,"Shaanxi Great Mosque, Urumqi",1735,2023
2020,Panagia Vellas (Red Church),1293,2023
2021,The United Missionary Church of Africa,1905,2023
2022,Murad Reis Mosque in Rhodes,1557,2018
2023,الدولة الزيرية 971 - 1152,971,1152
2024,Emirzade Mosque in Chalcis,1470,2023
2025,"The Satisfaction of Souls and Words of the Wise concerning the scholars and righteous ones buried in Fez, by Muhammad ibn Ja'far al-Kattani",1000,1898
2026,Heshang Gong 河上公 commentary on the Daodejing 道德经,200,2023
2027,Hizb-ut-Tahrir,1953,2023
2028,Bulugh Al- Maram min Adillat Al- Ahkam,1372,1449
2029,كتاب تهافت الفلاسفة للغزالي,1058,1111
2030,Monastery of Our Lady of Saydnaya,547,2023
2031,الدولة الأغلبية  184-296 هجري,800,909
2032,(The light of the rulers regarding what is best for them and on them) ضياء الحكام فيما لهم وعليهم من الأحكم,1767,1828
2033,Valide Sultan Mosque in Rethymno,1650,1923
2034,"The ""Mithras-Liturgy""",300,399
2035,The Crucified God (Jürgen Moltmann),1972,2023
2036,Sultan Ibrahim Mosque in Rethymno,1646,1923
2037,"Saint Achillios Basilica, Larissa",550,2023
2038,"Cathars, Catharism, Albigenses, Albigensians, Cathari, Catharistae, ""Pure Christians""",1000,1300
2039,Psalm 109,-1000,50
2040,(Condolences to the Al-Azhar community) المقدمة العزية للجماعة الأزهرية,1752,1894
2041,PGM XXXVI (Greek ritual manual),300,399
2042,The Eighth Book Of Moses,-300,399
2043,"Saint Achillios Basilica, Prespes",900,2023
2044,P.Mich.inv. 593 (Coptic ritual manual),300,699
2045,PGM I (Greek ritual manual),251,499
2046,L'Interprétation du Coran Intitulé Tafsir al-Manar تفسير المنار,1905,1935
2047,The Norwegian Seamen's Church in Swansea,1907,1998
2048,الدولة الرستمية,-777,909
2049,The Norwegian Seamen's Church on South Georiga,1912,1932
2050,The Norwegian Church on South Georgia,1913,1932
2051,Tibeto-Vietnamese Đạo Mẫu,2022,2024
2052,Christ Way Ministries International,1992,2023
2053,(Alert the unwary)تنبيه الغافلين,1804,1903
2054,Christ Apostolic Church,1918,2023
2055,An Akkadian Tamitu-Query,-1800,-600
2056,Great Mosque at Kilwa,950,1800
2057,Paskuwatti’s Ritual to Cure Sexual Dysfunction,-1400,-1200
2058,Djinguereber Mosque,1327,2023
2059,(The Garden of Knowers)بستان العارفين,1804,1903
2060,Oke Isegun (Mountain of Victory),1931,2023
2061,OYA RELIGIOUS GROUP IN OYO,1800,1900
2063,The Mosque Cluster at Gedi,1000,1650
2064,Sha'rawi interpretation of the Coran تفسير محمّد متولّي الشعراوي,1911,1998
2065,Oke Isegun (Mountain of Victory),1931,2023
2066,MATN AL-UMDATUL AHKAAM,1146,1203
2067,Pool of Siloam,-80,70
2068,Mwanagori Cave,0,2023
2069,L'ordre Soufi Qasimite Hadfite الطريقة الصوفية القاسميّة الهادفية,1969,2022
2070,Overcomers Evangelical Mission International (Ori-Oke Asegun),2003,2018
2071,"Songs of the Sage (4Q510, 4Q511)",-30,30
2072,Unguja Ukuu Amulet Seal,700,900
2073,L'Interprétation du Coran Intitulé Tafsir  Al-Jami' li Ahkam Al Coran par Al-Qurtubi,-600,671
2074,"Revolutionary Mahdism and Resistance to Colonial Rule in the Sokoto Caliphate, 1905-1906",1905,1906
2075,L'Interprétation du Coran Intituléتفسير الجامع لأحكام ا Tafsir  Al-Jami' li Ahkam Al Coran par Al-Qurtubi تفسير الجامع لأحكام القرآن للقرطبي,600,671
2076,Kizimkazi Dimbani Mosque Inscription,1107,2023
2077,ضياء السياسات والفتاوى والنوازل مما هو في فروع الدين من المسائل,1812,1828
2078,"L'Interprétation du Coran ""Clés de l'Invisible"" تفسير ""مفاتيح الغيب""",1149,1208
2079,(Jewels of meanings and fulfillment of wishes)جواهر المعاني و بلوغ الأماني,1804,1903
2080,Daily Communal Petitions (Tefillah/Amidah),50,1000
2081,Ben Sira 36:1–22,-200,100
2082,(The spears of the Merciful Party on the Throat of the Servants of the Merciful.) رماح حزب الرحيم على نحور حزب الرحيم,1804,1903
2083,(The spirit of Morality)روح الأدب,1900,1975
2084,MAITATSINE: NIGERIA'S BLOODY RELIGIOUS TERRORIST MOVEMENT,1980,1985
2085,الحصن الرصين في علم التصريف,1766,1828
2086,Mathnawi ma'nawi,1462,2023
2087,"Al-Tabari’s interpretation of the Qur’an تفسير الطبري""جامع البيان في تأويل آي القرآن """,224,310
2088,مصباح الراوي في علم الحديث,1766,1828
2089,L'ordre Soufit karkariya en Tunisie الطريقة الكركرية في تونس,1974,2023
2090,أسهل المدارك شرح إرشاد السالك في فقه إمام الأئمة مالك,1892,1976
2091,"Kizimkazi Dimbani Mosque, Zanzibar",1107,2023
2092,Interpretation of Imam Ibn Arafaتفسير الامام ابن عرفة الورغمّي,716,803
2093,Papyrus PGM XII / pdm xii (Bilingual Greek-Demotic Ritual Manual),300,350
2094,Feathered Serpent's cult,100,1521
2095,Kaole Mosques,1200,1500
2096,Taluksangay Mosque,1885,2023
2097,منظو مة مصباح الراوي في علم الحديث-عبد الله بن فودي,1766,1829
2098,Mengzi,-323,-314
2099,Nation Protecting Shrines,1939,2023
2100,الدولة الزيانية,1235,1554
2101,"Le livre Fasl al-Maqal d'Ibn Rushd concernant le lien entre la sagesse et la charia""فصل المقال فيما بين الحكمة والشريعة من اتّصال",1126,1198
2102,"The Stele of Ieou (PGM V, 96-172)",300,399
2103,"(Revising the strong statement, an explanation of the chapter on hadith) تنقيح القول الحثيث شرح لباب الحديث",1804,1903
2104,الطريقة التجانية في تونس ق18-ق19 ATARIKA TJENIA FI TOUNES  XVIII-XIXème siècle,1700,1900
2105,Corinna's Asopides Poem,-520,-400
2106,Great Mosque of Xi'an,742,2024
2107,Mausoleum of Khoja Ahmed Yasawi,1389,2024
2108,Hazrat Khizr Mosque,1854,2024
2110,Thiền viện Trúc Lâm Bình Phước,2017,2024
2111,Tsinburbura Traditional Religion,700,1463
2112,Mengzi,-323,-314
2113,Sun Yat-sen Mausoleum,1926,2024
2114,Tijaniyyah Sufi Movement in North-Western Nigeria,1837,1990
2115,Spanish Inquisitors,1478,1834
2116,Qadiriyyah Movement in the Sokoto Caliphate.,1804,1923
2117,Tây Tạng Tự,1937,2024
2118,Samaritan Hymn by Amram Dare,200,1800
2119,Early populations of the Yucatan Peninsula,-13000,-8000
2120,تفسير رد الأذهان إلى معاني القرآن للشيخ أبوبكر غومي,1924,1992
2121,Believers in the Sanctity of Canute III Magnussøn,1157,1200
2122,Jama'at Izalat al-Bid'ah wa Iqamat al-Sunnah (JIBWIS),1978,2008
2123,The Cacaxtla Gran Basamento,650,950
2124,إراءة عرائس شموس فلك الحقائق العرفانية بأصابع حق ماهية التربية بالطريقة التجانية,1934,2024
2125,الإسلام في نيجيريا والشيخ عثمان بن فوديو الفلاتي-أدم عبد الله الالوري,1917,1992
2126,Nasrul-lahi-li Fathi Society of Nigeria (NASFAT),1984,2023
2127,Church of the Holy Apostles,330,1462
2128,Paulicians,650,1700
2129,Saint Thecla (acts of Paul and Thecla) and baptism,1,2
2130,The Danish Dominican Chronicle,1220,1261
2131,Chimú Empire Religion,900,1470
2132,"Mutima Church, Sweetheart of Makumbi Church,",1950,2016
2133,ANSAR-UD-DEEN SOCIETY OF NIGERIA,1923,2000
2134,"The Paredros of Pnouthis, the Sacred Scribe (PGM I, 42-195)",250,425
2135,Zawti Buddhism,1684,2024
2136,Panagia tou Araka,1100,1200
2137,Great Temple Of Santa Cecilia,150,1521
2138,الجماعة الأحمدية الإسلامية في نيجيريا,1916,2024
2139,Shi'a Group in Nigeria,1980,2020
2140,"St. John Chrysostom, Homilies On the Incomprehensible Nature of God",347,407
2141,(Ahl al-Sunnah Group for Preaching and Jihad)جماعة أهل السنة للدعوة والجهاد,2002,2022
2142,Noravank (Նորավանք),1105,2024
2143,City of God,410,426
2144,Surb Astvatsatsin of Areni (Սուրբ Աստուածածին եկեղեցի),1321,2024
2145,Chùa Đức Tạng,2018,2024
2146,Maruyamakyō,1870,2024
2147,الدولة الحفصية 1229-1574,-1229,1574
2148,الدولة الحسينية 1705م -1957م,1705,1957
2149,Judaism in Byzantium,330,1453
2150,Amboni Caves,-40000,2024
2151,Oshirabe,1887,1894
2152,Wang Bi's 王弼 commentary to the Daodejing 道德經: the Laozi Daodejing zhu 老子道德經注,200,2023
2153,Guishen zhi ming 鬼神之明,-400,-300
2154,Chichen Itza,650,1150
2155,Lingbao Canon: Perfect Script in Five Tablets 五篇真文 and Jade Instruction Written in Red 赤書玉訣,500,1000
2156,Oxkintok y el período del clásico medio en el norte de la Península de Yucatán.,-500,1000
2157,Blue Light Evangelicals in the Late Eighteenth-Century Royal Navy,1775,1815
2158,The Mausoleum of Galla Placidia,425,450
2159,Shan Lik Loung Literary Tradition,1500,2024
2160,Manichaeans,250,843
2161,Church of Hagios Vasileios tes Gephyras (of the bridge),1250,2024
2162,The Basilica of San Vitale,525,547
2163,The Basilica of Sant'Apollinare in Classe,532,549
2164,Basilica of San Vitale,527,2024
2165,Manichaeans,216,1400
2166,Judaism in Byzantium,395,1453
2167,Church of the Holy Saviour in Chora,300,2024
2168,"Dzibilchaltún, arquitectura, poder y cambio religioso en el norte de Yucatán",-600,1100
2169,Church of the Holy Savior in Chora,330,2024
2170,Liber Pontificalis,450,1500
2171,Mausoleum of Galla Placidia (or the Chapel of Galla Placidia),425,2024
2172,The Basilica of Sant' Apollinare Nuovo,504,561
2173,"Irenaeus of Lyons, ""Against Heresies""",130,202
2174,Church of St. Demetrios Katsouris,800,2024
2175,Hagia Sophia of Trebizond,504,2024
2176,Against Heresies,170,200
2177,The Covenant Ceremony in the Community Rule (1QS),-100,0
2178,Aladura Christianity in Nigeria,1918,2023
2179,Church of Scientology,1954,2024
2180,Cao Đài,1921,2024
2181,Communal Petitions for Days of the Week: Prayer for Friday (4Q504),-150,70
2182,Tatev (Տաթևի),800,2024
2183,"Gregory of Nyssa ""On the Soul and the Resurrection""",335,394
2184,Zvartnots (Զուարթնոց),643,2024
2187,1 Samuel 2:1-10,-900,-500
2188,Oshirabe,1887,1894
2189,"Epiphanius of Salamis (Cyprus), ""Panarion""",374,377
2190,Ezra 9,-400,350
2191,Two Aramaic Mortuary Stelae from Nerab,-700,-700
2192,Uxmal. La gran urbe y centro político religioso del Puuc,-600,1100
2193,Mayapán. La última gran urbe maya.,300,1450
