entry_id,circumcision,dress,extra_ritual_group_markers,food_taboos,hair,ornaments,permanent_scarring,tattoos_scarification,violent_external,year_from,region_id,world_region,year_scaled
1087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,969,1224,Europe,-0.18090596379777044
1101,,,,,,,,,1.0,1710,1243,North America,0.5057123349078231
1110,,,,,,,,,1.0,1845,1256,North America,0.6308047375060082
1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890,1271,East Asia,0.6725022050387365
1129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-700,1274,Europe,-1.7274187040671842
1134,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,538,1278,East Asia,-0.5802750417223465
1136,,,,,,,0.0,,0.0,1910,1280,East Asia,0.6910344128310603
1140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,1373,East Asia,-0.8749371456202935
1154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1299,East Asia,0.3111241530884241
1162,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,400,1307,East Asia,-0.7081472754893801
1172,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,500,1317,East Asia,-0.6154862365277615
1175,,,,,,,,,1.0,-1500,1320,Southwest Asia,-2.468707015760133
1178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,1322,South America,0.7716495167276683
1180,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1600,1325,Southeast Asia,0.4037851920500427
1190,,,,,,,,,1.0,-850,1334,Southwest Asia,-1.866410262509612
1191,1.0,,1.0,1.0,,,,,0.0,-300,1335,Africa,-1.3567745482207099
1192,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1945,1336,Southeast Asia,0.7234657764676267
1196,,,,,,,0.0,,0.0,1910,1343,North America,0.6910344128310603
1199,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1905,1345,Africa,0.6864013608829793
1210,,,,,,,0.0,,1.0,1920,1355,Africa,0.700300516727222
1220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1227,1409,Central Eurasia,0.05815951672320546
1223,,,1.0,,,,,,0.0,1885,1370,South Asia,0.6678691530906555
1227,,,,,,,0.0,,1.0,-800,1376,Africa,-1.8200797430288027
1228,,,,,,,,,0.0,1915,1377,Oceania-Australia,0.6956674647791411
1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950,1132,Central Eurasia,0.7280988284157076
1231,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1100,1248,East Asia,-0.05952000275805011
1234,,,1.0,,1.0,,0.0,,1.0,1880,1382,Africa,0.6632361011425747
1240,,,,,,,,,1.0,1900,1387,Africa,0.6817683089348984
1241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1837,1388,East Asia,0.6233918543890786
1246,,,,,,,0.0,,1.0,1895,1392,Africa,0.6771352569868174
1247,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1885,1393,North America,0.6678691530906555
1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1972,1394,Southwest Asia,-2.9060671196589727
1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-294,1395,Europe,-1.3512148858830129
1250,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,850,1396,Southwest Asia,-0.2911726001620965
1257,,,,,,,,,1.0,-1000,1403,Southwest Asia,-2.00540182095204
1258,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-1000,1404,Southwest Asia,-2.00540182095204
1259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,2149,Central Eurasia,0.03314103620356845
1263,,,,,,,,,1.0,-500,1411,Africa,-1.542096626143947
1268,1.0,,1.0,,,,1.0,1.0,1.0,360,1414,Southwest Asia,-0.7452116910740274
1279,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,1593,1424,Southeast Asia,0.39729891932272937
1281,,,1.0,1.0,,1.0,1.0,1.0,1.0,1910,1428,Africa,0.6910344128310603
1283,1.0,,1.0,1.0,,,0.0,0.0,1.0,1500,1431,Southeast Asia,0.3111241530884241
1289,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1500,1437,Southeast Asia,0.3111241530884241
1291,,,,,,,0.0,,0.0,-400,1439,East Asia,-1.4494355871823286
1295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,311,1446,Africa,-0.7906156001652206
1299,,,,,,,0.0,,1.0,1940,1449,Central Eurasia,0.7188327245195458
1300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1990,1450,North America,0.7651632440003551
1301,,,,,,,,,1.0,-200,1451,South America,-1.2641135092590914
1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1400,1564,Southwest Asia,-2.3760459767985145
1304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1875,1600,North America,0.6586030491944938
1307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1845,1538,North America,0.6308047375060082
1311,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1870,1460,North America,0.6539699972464128
1323,0.0,,1.0,,1.0,1.0,0.0,,1.0,1910,1470,Africa,0.6910344128310603
1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,1487,Europe,-0.9397998728934265
1335,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1575,991,Europe,0.38061993230963803
1337,,,,,,,0.0,,1.0,-1200,1488,Southwest Asia,-2.190723898875277
1340,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1957,1493,Europe,0.7345851011430209
1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1840,1497,East Asia,0.6261716855579272
1348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012,1502,Southwest Asia,0.7855486725719112
1349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1124,1503,Central Eurasia,-0.03728135340726166
1352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1505,South Asia,-1.0769382105566219
1369,,,,,,,0.0,,0.0,-750,1524,Southwest Asia,-1.7737492235479935
1370,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1935,1525,Africa,0.7141996725714649
1371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1979,1526,Southwest Asia,0.754970529714577
1374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1560,1527,Europe,0.36672077646539525
1376,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1900,1529,Africa,0.6817683089348984
1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807,1541,East Asia,0.5955935427005931
1390,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1855,1545,North America,0.64007084140217
1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,1549,Southwest Asia,-0.7452116910740274
1396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-304,1551,Africa,-1.3604809897791748
1397,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,400,1552,North America,-0.7081472754893801
1400,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,300,1555,East Asia,-0.8008083144509985
1404,,,,,,,,,0.0,-300,1560,Southwest Asia,-1.3567745482207099
1409,,,,,,,1.0,,0.0,-1500,1565,North America,-2.468707015760133
1412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1838,1568,Central Eurasia,0.6243184647786949
1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350,1573,Europe,-0.7544777949701893
1419,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,-1550,1577,Africa,-2.515037535240942
1420,,,1.0,1.0,1.0,,0.0,,1.0,1785,1578,North America,0.575208114129037
1426,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1580,1583,East Asia,0.385252984257719
1433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,1588,Europe,-0.8471388339318079
1434,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1912,1589,South America,0.6928876336102926
1436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,1593,Southwest Asia,-0.7822761066586749
1441,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1325,585,North America,0.14896733490559164
1450,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1855,1607,South America,0.64007084140217
1454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337,1612,Europe,0.16008665958098586
1461,,,,,,,,,0.0,1935,1619,Europe,0.7141996725714649
1468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,1626,Europe,-0.7776430547105939
1474,,,1.0,1.0,,,,1.0,1.0,1945,1632,South America,0.7234657764676267
1492,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1925,1650,South America,0.704933568675303
1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997,1652,Europe,0.7716495167276683
1511,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1804,1673,Africa,0.5928137115317446
1517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936,341,Africa,0.715126282961081
1521,,,,,,,0.0,,0.0,1256,1683,Europe,0.08503121802207485
1522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1781,1748,Africa,0.5715016725705723
1544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1596,331,Europe,0.40007875049157793
1555,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1970,1764,Southwest Asia,0.7466310362080314
1570,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1900,1117,South Asia,0.6817683089348984
1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000,1328,Southwest Asia,-2.932012210568226
1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200,1837,Europe,0.03314103620356845
1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1700,1839,Europe,0.49644623101166124
1624,,,,,,,0.0,,0.0,-900,582,Southwest Asia,-1.9127407819904214
1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-800,1852,Europe,-1.8200797430288027
1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,1842,North America,0.7540439193249608
1636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814,1626,Europe,-0.3245305741882792
1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,341,1869,Europe,-0.762817288476735
1654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1981,1866,Africa,0.7568237504938095
1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850,1877,Africa,0.6354377894540891
1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1650,1884,Southwest Asia,-2.6076985742025607
1689,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1516,1892,Southwest Asia,0.3259499193222831
1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,843,1893,Europe,-0.2976588728894098
1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1054,1897,Europe,-0.10214408068039464
1697,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,450,1626,Europe,-0.6618167560085707
1701,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1120,1902,Europe,-0.040987794965726396
1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,708,1909,Southwest Asia,-0.4227512754875949
1734,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1600,1941,South America,-2.5613680547217514
1737,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,661,1943,Southwest Asia,-0.4663019637995556
1759,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1195,1962,Africa,0.02850798425548752
1776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881,1969,Africa,0.6641627115321909
1777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881,1970,Africa,0.6641627115321909
1780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881,1980,Africa,0.6641627115321909
1781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969,1970,Africa,0.7457044258184151
1791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100,1985,Southwest Asia,-0.05952000275805011
1820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980,1082,Africa,0.7558971401041932
1829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986,1082,Africa,0.7614568024418903
1835,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1948,2005,Africa,0.7262456076364753
1845,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1018,2010,Europe,-0.13550205470657734
1869,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1930,2017,Africa,0.7095666206233839
1872,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1947,2063,Africa,0.7253189972468591
1897,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1951,2040,Africa,0.7290254388053238
1903,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,750,2032,Southwest Asia,-0.38383363912371504
1904,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1800,2033,Africa,0.5891072699732798
1908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100,2035,East Asia,-0.05952000275805011
1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850,2045,Southwest Asia,0.6354377894540891
1940,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1950,2044,Africa,0.7280988284157076
1943,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1990,2047,South America,0.7651632440003551
1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990,2064,Africa,0.7651632440003551
1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,2075,Africa,0.7484842569872637
1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970,1131,North America,0.7466310362080314
1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989,2072,Africa,0.7642366336107389
1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965,2077,East Asia,0.7419979842599504
1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,2092,Southwest Asia,-0.7081472754893801
1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,2094,Southwest Asia,-1.0472866780889039
1989,,,,,,,0.0,,1.0,-600,2096,Europe,-1.6347576651055655
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-600,2099,Europe,-1.6347576651055655
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968,1082,Africa,0.744777815428799
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933,2104,Africa,0.7123464517922324
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1914,1082,Africa,0.6947408543895249
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972,2118,Africa,0.7484842569872637
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-800,2108,Europe,-1.8200797430288027
2010,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1240,2109,Europe,0.07020545178821587
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1885,1082,Africa,0.6678691530906555
2016,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,909,2130,Southwest Asia,-0.23650258717474157
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1905,2119,Africa,0.6864013608829793
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,971,2131,Africa,-0.17905274301853805
2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000,2138,Europe,-0.15218104171966867
2048,0.0,0.0,1.0,,1.0,,0.0,,1.0,777,2144,Africa,-0.35881515860407803
2051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2175,Southeast Asia,0.794814776468073
2052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992,2147,Africa,0.7670164647795874
2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918,1082,Africa,0.6984472959479897
2061,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1800,1995,Africa,0.5891072699732798
2069,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1969,2164,Africa,0.7457044258184151
2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,2017,Africa,0.7772091790653655
2074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1905,1836,Africa,0.6864013608829793
2084,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1980,2194,Africa,0.7558971401041932
2089,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1974,2174,Africa,0.7503374777664961
2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700,2185,Africa,0.49644623101166124
2111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700,1673,Africa,-0.43016415860452434
2114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1837,1673,Africa,0.6233918543890786
2116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1804,1673,Africa,0.5928137115317446
2122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978,1673,Africa,0.7540439193249608
2126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1984,1082,Africa,0.759603581662658
2128,,,,,,,0.0,,1.0,650,1893,Europe,-0.47649467808533363
2131,,,,,,,0.0,,1.0,900,2199,South America,-0.24484208068128724
2133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1923,1082,Africa,0.7030803478960707
2138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1916,1082,Africa,0.6965940751687574
2139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1980,1082,Africa,0.7558971401041932
2141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2002,1082,Africa,0.7762825686757493
2146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1870,86,East Asia,0.6539699972464128
2147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1229,2210,Africa,0.06001273750243783
2149,1.0,,1.0,1.0,,,1.0,0.0,0.0,330,1893,Europe,-0.773010002762513
2160,,1.0,1.0,1.0,,,,,1.0,250,2228,Southwest Asia,-0.8471388339318079
2178,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1918,1082,Africa,0.6984472959479897
2194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952,2256,Africa,0.7299520491949401
2203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-476,501,East Asia,-1.5198579767931586
2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842,1082,Africa,0.6280249063371596
2210,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1981,2119,Africa,0.7568237504938095
2214,,,1.0,,,,,,0.0,600,2433,South America,-0.5228251975661429
2228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1972,1082,Africa,0.7484842569872637
2232,,,,,,,0.0,,1.0,1350,2289,Europe,0.17213259464599628
2233,,,,,,,0.0,,0.0,1734,2291,East Asia,0.5279509842586115
2238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700,2296,Africa,0.49644623101166124
2239,,,,,,,,,0.0,800,2297,North America,-0.3375031196429058
2240,,,,,,,0.0,,1.0,900,2298,South America,-0.24484208068128724
2241,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-750,132,Europe,-1.7737492235479935
2244,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1204,2302,Europe,0.03684747776203319
2245,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,652,2303,Europe,-0.47464145730610124
2246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,819,2329,Africa,-0.31989752224019824
2247,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,647,2330,Africa,-0.4792745092541822
2248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1631,2331,Africa,0.43251011412814444
2256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700,2342,Africa,0.49644623101166124
2264,,,,,,,0.0,,1.0,1560,2350,Europe,0.36672077646539525
2266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-571,1183,East Asia,-1.6078859638066962
2271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1964,2256,Africa,0.7410713738703343
2273,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1291,2356,East Asia,0.11746258165864133
2274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920,2357,Africa,0.700300516727222
2276,,,,,,,,,1.0,-1045,79,East Asia,-2.0470992884847683
2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700,2359,Africa,0.49644623101166124
2279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890,2360,Africa,0.6725022050387365
2283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283,103,East Asia,-0.8165606910744737
2284,,,,,,,1.0,,1.0,1300,2362,North America,0.12580207516518702
2286,,1.0,1.0,,1.0,1.0,,,0.0,-3500,2369,South America,-4.321927794992504
2290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200,2372,Africa,0.03314103620356845
2297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1173,2375,Europe,0.008122555683931438
2299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100,2377,Southwest Asia,-0.05952000275805011
2301,,,,,,,1.0,,1.0,1600,2460,Europe,0.4037851920500427
2308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,711,2385,Europe,-0.41997144431874633
2309,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,756,2386,Europe,-0.37827397678601793
2312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1800,2389,Africa,-2.7466901326449884
2313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,2390,Central Eurasia,-0.5228251975661429
2320,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,500,2398,East Asia,-0.6154862365277615
2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992,2399,East Asia,0.7670164647795874
2322,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,661,2400,Southwest Asia,-0.4663019637995556
2324,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1970,459,Africa,0.7466310362080314
2325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200,501,East Asia,-1.2641135092590914
2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900,2406,Africa,0.6817683089348984
2328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1991,2407,East Asia,0.7660898543899712
2329,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1937,2408,Southeast Asia,0.7160528933506972
2330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893,2256,Africa,0.6752820362075851
2331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,750,2409,Southwest Asia,-0.38383363912371504
2333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930,2417,Africa,0.7095666206233839
2335,,,,,,,0.0,,0.0,1914,1082,Africa,0.6947408543895249
2339,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1100,2414,Africa,-0.05952000275805011
2341,,,,,,,0.0,,1.0,600,2418,North America,-0.5228251975661429
2344,,,,,,,1.0,,1.0,900,2422,South America,-0.24484208068128724
2346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800,2428,Africa,0.5891072699732798
2347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222,2417,Africa,0.05352646477512453
2348,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1200,2424,Southwest Asia,-2.190723898875277
2349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1738,2426,Africa,0.5316574258170763
2353,,,,,,,0.0,,0.0,1617,1419,East Asia,0.4195375686735178
2360,,,,,,,1.0,,0.0,600,2450,North America,-0.5228251975661429
2363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1940,2449,Africa,0.7188327245195458
2365,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1502,2452,Africa,0.3129773738676565
2369,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1787,2456,Africa,0.5770613349082694
2371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950,2458,North America,0.7280988284157076
2373,,,,,,,0.0,,0.0,1800,2459,South America,0.5891072699732798
2375,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1655,2462,North America,0.4547487634789329
2376,,,,,,,0.0,,0.0,1780,2463,North America,0.5705750621809561
2407,,,,,,,0.0,,0.0,1760,2464,South America,0.5520428543886324
2418,,,1.0,,,,,,1.0,100,2467,South America,-0.9861303923742357
2420,,,,,,,0.0,,0.0,1690,2469,Europe,0.4871801271154994
2428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1956,2471,South Asia,0.7336584907534047
2429,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1676,2472,Europe,0.4742075816608728
2433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-312,2475,Southwest Asia,-1.367893872896104
2445,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,-400,1955,Africa,-1.4494355871823286
2451,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,328,2487,Africa,-0.7748632235417454
2455,,,,,,,0.0,,1.0,1800,2490,North America,0.5891072699732798
2464,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1898,2507,Southeast Asia,0.679915088155666
