"","Aus.PAMA_NYUNGAN.DHUWAL","Aus.PAMA_NYUNGAN.THAWA","Aus.PAMA_NYUNGAN.OMEO","Aus.PAMA_NYUNGAN.CAMBERRA_LANGUAGE","Aus.PAMA_NYUNGAN.BIGAMBAL","Aus.PAMA_NYUNGAN.DJADJALA","Aus.PAMA_NYUNGAN.COLAC","Aus.PAMA_NYUNGAN.BARRANBIYA","Aus.PAMA_NYUNGAN.YITHA_YITHA","Aus.PAMA_NYUNGAN.ALYAWARRA","Fur.FUR.FUR","AuA.MUNDA.PAHARPUR_SANTALI","AuA.ASLIAN.BATEK_DEQ","AuA.VIET_MUONG.VIETNAMESE","TK.KAM_TAI.TAI_CHIENGMAI","TK.KAM_TAI.NORTHERN_SHAN","TK.KAM_TAI.THAI_3","An.NORTHWEST_FORMOSAN.AURAN_KULON_PAZEH","An.NORTHWEST_FORMOSAN.PAZEH","An.CELEBIC.WOLIO","An.SOUTH_SULAWESI.SOPPENG_BUGINESE","An.SOUTH_SULAWESI.MANDAR","An.GREATER_CENTRAL_PHILIPPINE.TAUSUG","An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.BATAK_MANDAILING","An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.MENTAWAI","An.MALAYO_SUMBAWAN.ACEH","An.MALAYO_SUMBAWAN.CHAM_EASTERN","An.MALAYO_SUMBAWAN.CHRU","An.MALAYO_SUMBAWAN.IBAN","An.BARITO.SAMIHIM","An.OCEANIC.MEKEO","An.OCEANIC.BILEKI_NAKANAI","An.OCEANIC.HALIA_2","An.OCEANIC.SOWA","An.OCEANIC.TAPE","An.OCEANIC.NATI","An.OCEANIC.MOORIORI","An.OCEANIC.UA_POU","TAP.GREATER_ALOR.SAR_INDONESIA","Oto.OTOMACO.OTOMACO","Oto.OTOMACO.TAPARITA","Sep.MIDDLE_SEPIK.KWOMA","Chi.KUNA.CUNA","Tup.TUPI_GUARANI.GUARANI_ANTIGO","Car.CARIBAN.TIRIYO","Arw.NORTHERN_ARAWAKAN.CARIB_1665","Arw.NORTHERN_ARAWAKAN.GUINAU","Gmo.GUAMO.GUAMO","Sch.SECHURA.SECHURA","Hur.HUARPE.ALLENTIAC","Pan.PANOAN.SHARANAHUA","MZ.MIXE_ZOQUE.ULTERIOR_MIXE_C","Iro.NORTHERN_IROQUOIAN.WYANDOT","Iro.NORTHERN_IROQUOIAN.SENECA","OM.POPOLOCAN.SAN_JUAN_CHIQUIHUITLAN","OM.ZAPOTECAN.ZAPOTEC_1578","Sio.SIOUAN.HIDATSA","Sio.SIOUAN.LAKHOTA","Nam.NAMBIKUARAN.NAMBIKWARA","NDe.EYAK.EYAK","NDe.ATHAPASKAN.JICARILLA_APACHE","EA.ESKIMO.INUKTITUT_EASTERN_CANADIAN","Tot.TOTONACAN.TOTONAC_TEJERIA","Tot.TOTONACAN.TOTONAC_OZELONACAXTLA","UA.AZTECAN.NAHUATL_AMILCINGO_ZACUALPAN","UA.AZTECAN.NAHUATL_ACAXOCHITLAN","UA.AZTECAN.NAHUATL_COYOTEPEC","UA.AZTECAN.CLASSICAL_NAHUATL","UA.AZTECAN.NAHUATL_QUETZALAPA_AZOYU","UA.AZTECAN.NAHUATL_SANTA_ANA_TLACOTENCO","UA.AZTECAN.NAHUATL_JALATLACO","UA.AZTECAN.NAHUATL_AYOTOXCO","UA.AZTECAN.NAHUATL_CHILOCOYO_HUEHUETLA","UA.AZTECAN.NAHUATL_IXTACAMAXTITLAN","UA.AZTECAN.NAHUATL_CHIGNAUTLA","UA.AZTECAN.NAHUATL_CUATLAMAYAN_ANTONIO_SANTOS","UA.AZTECAN.NAHUATL_CHINANCAHUATL_ZACUALTIPAN","UA.AZTECAN.NAHUATL_ZAHUASTIPAN_SAN_AUGUSTIN_METZQUITITLAN","UA.AZTECAN.NAHUATL_XOCHIATIPAN","UA.AZTECAN.NAHUATL_TLALNEPANTLA_TAMAZUNCHALE","UA.AZTECAN.NAHUATL_HUEYATI_YAHUALICA","UA.AZTECAN.NAHUATL_IXHUATLAN_DE_MADERO","UA.AZTECAN.NAHUATL_LA_REFORMA_TEPEHUACAN_DE_GUERRERO","Jap.JAPANESE.EI_JAPANESE","Jap.JAPANESE.JAPANESE_KYOTO","Jap.JAPANESE.TOKYO_JAPANESE","Jap.JAPANESE.JAPANESE","Mas.MASCOIAN.SANAPANA_ENLHET","Pay.PAYAGUA.PAYAGUA","Mus.MUSKOGEAN.MIKASUKI","May.MAYAN.CHOL_TILA","May.MAYAN.CHONTAL_TABASCO","May.MAYAN.TZOTZIL_ZINACANTAN_1600","May.MAYAN.KICHEE_SAMAYAC_1","TC.TIMOTE_CUICA.CUICA","TC.TIMOTE_CUICA.MIRRIPU_TIMOTE","ESu.NILOTIC.MAASAI","ESu.NILOTIC.SHILLUK","Krd.HEIBAN.UTORO","HM.HMONG_MIEN.HMONG_DAW","ST.CHINESE.OLD_CHINESE","ST.CHINESE.SUZHOU_WU","ST.CHINESE.XIANG","ST.CHINESE.MIDDLE_CHINESE","ST.CHINESE.KUNMING_MANDARIN","ST.CHINESE.MANDARIN_2","ST.CHINESE.MANDARIN","ST.CHINESE.CANTONESE","ST.CHINESE.HAKKA","ST.BODO_GARO.GARO","ST.BODIC.RANG_PAS","ST.BODIC.KYIRONG","ST.BODIC.MAQU_TIBETAN","ST.BODIC.LHASA_TIBETAN","ST.BODIC.TIBETAN_LHASA","ST.BODIC.TIBETAN_WRITTEN","Tar.TARASCAN.TARASCAN","Kor.KOREAN.KOREAN","Cmu.CHIMUAN.MOCHICA","Ura.SAAMI.LULE_SAAMI","Alt.TURKIC.UYGHUR","Alt.TURKIC.TURKMEN_2","Dra.SOUTHERN_DRAVIDIAN.TODA","Dra.SOUTHERN_DRAVIDIAN.TAMIL","Alt.MONGOLIC.MONGOLIAN","IE.CELTIC.OLD_IRISH","IE.ROMANCE.LATIN","IE.ROMANCE.ROMANIAN","IE.ROMANCE.CORSICAN","IE.ROMANCE.SARDINIAN","IE.ROMANCE.PORTUGUESE","IE.ROMANCE.SPANISH","IE.ROMANCE.FRENCH","IE.SLAVIC.CROATIAN","IE.SLAVIC.BULGARIAN","IE.SLAVIC.NINILCHIK_RUSSIAN","IE.SLAVIC.RUSSIAN","IE.SLAVIC.POLISH","IE.GREEK.GREEK_ANCIENT","IE.GREEK.GREEK","IE.TOCHARIAN.COMMON_TOCHARIAN","IE.GERMANIC.GOTHIC","IE.GERMANIC.DANISH","IE.GERMANIC.ENGLISH","IE.ARMENIAN.ARMENIAN_CLASSICAL","IE.IRANIAN.PERSIAN","IE.IRANIAN.EASTERN_FARSI","IE.IRANIAN.KURDISH_CENTRAL","IE.INDIC.SANSKRIT","IE.INDIC.ORIYA","IE.INDIC.ASSAMESE","IE.INDIC.NEPALI","IE.INDIC.SADRI","IE.INDIC.KONKANI","IE.INDIC.MARATHI","IE.INDIC.HINDI","IE.INDIC.URDU","IE.INDIC.GUJARATI","IE.INDIC.PUNJABI_MAJHI","AA.WEST_CHADIC.DYARIM","AA.WEST_CHADIC.KANO","AA.WEST_CHADIC.HAUSA_2","AA.EGYPTIAN_COPTIC.LATE_EGYPTIAN","AA.EGYPTIAN_COPTIC.MIDDLE_EGYPTIAN","AA.SEMITIC.AKKADIAN","AA.SEMITIC.AKKADIAN_2","AA.SEMITIC.AMHARIC","AA.SEMITIC.UGARITIC","AA.SEMITIC.PHOENICIAN","AA.SEMITIC.BIBLICAL_HEBREW","AA.SEMITIC.HEBREW","AA.SEMITIC.ARAMAIC_ANCIENT","AA.SEMITIC.CLASSICAL_SYRIAC","AA.SEMITIC.SYRIAC_2","AA.SEMITIC.ACHAEMENID_ARAMAIC","AA.SEMITIC.AMEDYA_ARAMAIC","AA.SEMITIC.SABEAN","AA.SEMITIC.ARABIC_QURANIC","AA.SEMITIC.STANDARD_ARABIC","AA.SEMITIC.IRAQ_MUSLIM_BAGHDAD_ARABIC","AA.SEMITIC.OGADEN_ARABIC","AA.SEMITIC.ARABIC_GULF_SPOKEN","AA.SEMITIC.CAIRO_ARABIC","AA.SEMITIC.SYRIAN_ARABIC","AA.SEMITIC.TUNISIAN_ARABIC_MAGHRIB","AA.SEMITIC.MOROCCAN_ARABIC_2","Man.WESTERN_MANDE.MENDE","Man.WESTERN_MANDE.BAMBARA","NC.KWA.FONGBE","NC.KWA.TWI_FANTE","NC.DEFOID.OKA","NC.DEFOID.YORUBA","NC.PLATOID.GWARA","NC.BANTOID.TIV_1","NC.BANTOID.CUNG","NC.BANTOID.NGONI_2","NC.BANTOID.J15_GANDA","NC.BANTOID.GIKUYU","NC.BANTOID.LUGURU","NC.BANTOID.SWAHILI_CHIRAZI"
"Fur.FUR.FUR",0.00663976687882555,0.00632993536750398,0.00614724063298127,0.00636328586218574,0.00685453127196869,0.00657507087882154,0.006274870624902,0.00653280277368995,0.00603458880956986,0.00542037735133428,1,0.138415658933698,0.125030974308482,0.1237021593503,0.0859231912790296,0.0827180544502203,0.0838611243339028,0.104179280649803,0.109145481001209,0.109196577192807,0.112726484411259,0.117617113664781,0.099019280923339,0.101936211771887,0.0993312223755075,0.0998310366044963,0.0997905525627037,0.0971116084327948,0.105448962328238,0.105414650911794,0.0950072522759747,0.103034463047722,0.101706625020724,0.102159785419896,0.0944290365290338,0.0955217762856925,0.095986283078283,0.08875366488506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AuA.MUNDA.PAHARPUR_SANTALI",0.0059460830504617,0.00566862091487932,0.00550501305270898,0.00569848714584356,0.00613841012176048,0.00588814610838573,0.00561930901302508,0.00585029392651175,0.00540413042986776,0.00485408817569453,0.138415658933698,1,0.337769212671673,0.334179439939804,0.0769464411371302,0.0740761581708757,0.0750998068297665,0.0932952415628566,0.0977426024828405,0.0977883604445805,0.100949483698512,0.105329168744865,0.0886743282877599,0.0912865153410783,0.0889536799299675,0.0894012765052099,0.0893650219982203,0.0869659582095828,0.0944322743601532,0.0944015475988855,0.0850814528188731,0.0922700277769163,0.0910809144646299,0.0914867313280579,0.0845636456555885,0.0855422223833882,0.0859582002357213,0.0794812034926081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AuA.ASLIAN.BATEK_DEQ",0.00537110152742539,0.00512046976066702,0.00497268264922839,0.00514744795074426,0.0055448307232088,0.0053187670417753,0.00507592628067829,0.00528457513591824,0.00488155529613985,0.00438470169243701,0.125030974308482,0.337769212671673,1,0.410543585257502,0.0695057812032237,0.0669130523271957,0.0678377149712684,0.0842736655723083,0.0882909702126265,0.0883323034156961,0.0911877485538624,0.0951439215239459,0.0800995909522027,0.0824591815857223,0.0803519295117917,0.0807562438526026,0.0807234951277337,0.0785564189079454,0.0853007481983772,0.0852729926905956,0.0768541436964183,0.0833475891477326,0.0822734621512374,0.0826400368452865,0.076386408075838,0.0772703572088693,0.0776461103322415,0.0717954340458813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AuA.VIET_MUONG.VIETNAMESE",0.00531401807197738,0.0050660499910977,0.00491983354425152,0.0050927414600427,0.00548590089364985,0.00526223979128167,0.00502197991414231,0.00522841127310676,0.00482967468229531,0.00433810158211792,0.1237021593503,0.334179439939804,0.410543585257502,1,0.0687670816749362,0.0662019080261792,0.0671167434609582,0.083378014650505,0.0873526238345401,0.087393517753034,0.0902186155454097,0.0941327427596405,0.0792483016201771,0.0815828147931206,0.0794979583542875,0.079897975688322,0.079865575013172,0.0777215302326914,0.0843941815593739,0.0843667210339685,0.0760373466082813,0.0824617804607213,0.0813990691636383,0.0817617479435794,0.0755745820286173,0.0764491366509145,0.076820896312877,0.0710324003478956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TK.KAM_TAI.TAI_CHIENGMAI",0.00590690377844483,0.0056312698656424,0.00546874003028091,0.00566093930534471,0.00609796358950209,0.00584934858805213,0.00558228288431148,0.00581174581758353,0.00536852213204723,0.00482210415538815,0.0859231912790296,0.0769464411371302,0.0695057812032237,0.0687670816749362,1,0.86575769656939,0.838055440605063,0.140577693631016,0.147278997260257,0.147347945564789,0.152111140438149,0.158710469753693,0.133614880525008,0.137550935838621,0.134035808847994,0.134710249400059,0.134655620944299,0.131040700733678,0.142290979813132,0.142244680589727,0.128201119453611,0.139032896842971,0.137241135504376,0.137852622196962,0.127420885268665,0.12889540912573,0.129522206442538,0.119762638338639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TK.KAM_TAI.NORTHERN_SHAN",0.00568656239490561,0.00542121027438814,0.00526474318359355,0.00544977297430967,0.00587049522629871,0.00563115414828526,0.00537405062250877,0.00559495404946677,0.00516826364832978,0.00464222834548487,0.0827180544502203,0.0740761581708757,0.0669130523271957,0.0662019080261792,0.86575769656939,1,0.806794004463283,0.135333815506161,0.141785144771747,0.141851521142593,0.14643703766062,0.152790196493902,0.128630731681456,0.132419962887886,0.129035958389427,0.129685240724949,0.129632650038887,0.126152574841908,0.136983192089962,0.136938619936325,0.12341891661246,0.133846643266328,0.132121718833687,0.132710395636538,0.122667786995024,0.124087307649241,0.124690723954074,0.115295210661191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TK.KAM_TAI.THAI_3",0.00576514425056579,0.00549612526409565,0.00533749597521186,0.00552508266819988,0.0059516188254946,0.00570897032469391,0.00544831391920746,0.00567226998148475,0.00523968320197622,0.00470637868666697,0.0838611243339028,0.0750998068297665,0.0678377149712684,0.0671167434609582,0.838055440605063,0.806794004463283,1,0.137203975651695,0.143744454985453,0.143811748602611,0.148460631768558,0.154901584065756,0.130408262795774,0.134249856888434,0.130819089278172,0.131477343960646,0.13142402653083,0.127895860633737,0.13887614475295,0.138830956662601,0.125124426341794,0.135696252374842,0.13394749143899,0.134544303088931,0.124362916963251,0.12580205378615,0.126413808621306,0.116888459969526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An.NORTHWEST_FORMOSAN.AURAN_KULON_PAZEH",0.00716194286252229,0.00682774504781128,0.00663068251928968,0.00686371834954109,0.00739359712699663,0.00709215892824892,0.00676834980887413,0.00704656670198795,0.00650917133714195,0.00584665600344581,0.104179280649803,0.0932952415628566,0.0842736655723083,0.083378014650505,0.140577693631016,0.135333815506161,0.137203975651695,1,0.893770754289244,0.24503447185434,0.252955498073331,0.263929951549618,0.222196865764445,0.228742387870395,0.222896854820389,0.224018425832723,0.223927580624438,0.217916094945354,0.236624914955578,0.236547920968923,0.213193970747547,0.231206837107319,0.228227200766896,0.229244081716199,0.211896468629698,0.214348550151212,0.215390892132264,0.199161072254565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An.NORTHWEST_FORMOSAN.PAZEH",0.00750335089431863,0.00715322195304863,0.00694676550289224,0.00719091009310884,0.0077460480598618,0.00743024037728572,0.00709099535787018,0.00738247478095859,0.00681946191296709,0.00612536463838508,0.109145481001209,0.0977426024828405,0.0882909702126265,0.0873526238345401,0.147278997260257,0.141785144771747,0.143744454985453,0.893770754289244,1,0.256715204075175,0.265013823640433,0.276511426579555,0.232788934993162,0.239646480507029,0.233522292352995,0.234697328376038,0.234602152599308,0.228304100895716,0.247904765694363,0.247824101423549,0.223356874213958,0.242228409425039,0.23910673456267,0.240172089973462,0.221997520493435,0.224566492130123,0.225658522293702,0.208655030946234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An.CELEBIC.WOLIO",0.00750686356979916,0.00715657071651647,0.00695001761427483,0.00719427650018782,0.00774967435343037,0.00743371882625543,0.00709431499010875,0.00738593086858049,0.00682265442748353,0.00612823221294978,0.109196577192807,0.0977883604445805,0.0883323034156961,0.087393517753034,0.147347945564789,0.141851521142593,0.143811748602611,0.24503447185434,0.256715204075175,1,0.562311857318316,0.586707710993398,0.401270355281414,0.413091061986347,0.402534481380608,0.404559951888684,0.404395892468318,0.393539614248929,0.427326296282316,0.427187251096989,0.240502150554758,0.260822298830952,0.257460998578275,0.258608132591062,0.239038450391954,0.241804620922912,0.242980477290601,0.22467176729277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An.SOUTH_SULAWESI.SOPPENG_BUGINESE",0.00774953172464602,0.00738791524471529,0.00717468507158609,0.00742683991199437,0.00800019165117065,0.00767402249162044,0.00732364702905484,0.00762468973225768,0.00704320472064937,0.00632633449491644,0.112726484411259,0.100949483698512,0.0911877485538624,0.0902186155454097,0.152111140438149,0.14643703766062,0.148460631768558,0.252955498073331,0.265013823640433,0.562311857318317,1,0.745565828276182,0.414241889372248,0.426444714262546,0.415546879827792,0.417637826041709,0.417468463208479,0.406261243083791,0.441140119175483,0.440996579191729,0.248276664180745,0.269253685043279,0.265783726824113,0.266967943287068,0.246765648196299,0.249621238428641,0.250835105730251,0.231934545243665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An.SOUTH_SULAWESI.MANDAR",0.00808574452105847,0.00770843933989181,0.00748595819324129,0.00774905275065892,0.00834727930787657,0.00800695932616931,0.0076413828529815,0.00795548626909962,0.0073487735780945,0.0066008019965865,0.117617113664781,0.105329168744865,0.0951439215239459,0.0941327427596405,0.158710469753693,0.152790196493902,0.154901584065756,0.263929951549618,0.276511426579555,0.586707710993398,0.745565828276182,1,0.432213739667935,0.444945983112318,0.433575347027047,0.435757008770458,0.435580298144639,0.423886853696726,0.460278946958588,0.460129179504446,0.259048126833474,0.2809352340206,0.277314731949528,0.278550325546317,0.257471555544836,0.260451035324513,0.261717566159153,0.24199700641058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An.GREATER_CENTRAL_PHILIPPINE.TAUSUG",0.00680721183557472,0.00648956683848482,0.00630226481691743,0.00652375838259519,0.00702739226442776,0.00674088429953636,0.00643311344570706,0.00669755025622279,0.00618677208357002,0.00555707113407126,0.099019280923339,0.0886743282877599,0.0800995909522027,0.0792483016201771,0.133614880525008,0.128630731681456,0.130408262795774,0.222196865764445,0.232788934993162,0.401270355281414,0.414241889372247,0.432213739667935,1,0.428099966646648,0.417159832082882,0.419258894339958,0.419088874122021,0.407838152982524,0.442852412022754,0.442708314886121,0.218086964084965,0.236513241925265,0.233465220251473,0.234505439532965,0.216759683126769,0.219268042124168,0.220334306790982,0.203731997952875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An.NORTHWEST_SUMATRA_BARRIER_ISLANDS.BATAK_MANDAILING",0.00700774011663912,0.00668073786627229,0.00648791826227438,0.00671593663209589,0.00723440666697454,0.00693945869006373,0.00662262145755094,0.00689484810336835,0.00636902331964466,0.00572077250684832,0.101936211771887,0.0912865153410783,0.0824591815857223,0.0815828147931206,0.137550935838621,0.132419962887886,0.134249856888434,0.228742387870395,0.239646480507029,0.413091061986347,0.426444714262545,0.444945983112318,0.428099966646648,1,0.572524334704745,0.503224982996734,0.503020912379663,0.489516979533974,0.53154363692404,0.485693377502031,0.224511415840964,0.24348049885774,0.240342687919026,0.241413550199367,0.223145035560539,0.225727286325991,0.226824961242105,0.20973357809084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
