entry_id,violent_external,extra_ritual_group_markers,year_scaled,world_region,tip_name
2331,1,0,-0.3417688704990932,Southwest Asia,AA.SEMITIC.STANDARD_ARABIC
2333,0,0,0.7538279262820134,Africa,IE.GERMANIC.ENGLISH
2339,0,1,-0.0168037189114768,Africa,NC.DEFOID.YORUBA
2346,0,0,0.633126584263756,Africa,
2347,0,0,0.0964698482133494,Africa,Jap.JAPANESE.JAPANESE
2348,1,1,-2.152289000772956,Southwest Asia,AA.SEMITIC.BIBLICAL_HEBREW
2349,0,0,0.5755613288396639,Africa,IE.GERMANIC.ENGLISH
2363,1,0,0.7631126448988026,Africa,AA.SEMITIC.STANDARD_ARABIC
2365,1,1,0.3564419694834426,Africa,AA.SEMITIC.STANDARD_ARABIC
2369,1,0,0.6210564500619302,Africa,AA.SEMITIC.STANDARD_ARABIC
2371,0,0,0.7723973635155916,North America,
2375,1,1,0.4984981643203149,North America,IE.GERMANIC.ENGLISH
2418,1,1,-0.9452755805903807,South America,
2428,1,0,0.777968194685665,South Asia,IE.GERMANIC.ENGLISH
2429,0,1,0.5179960734155719,Europe,IE.GREEK.GREEK_ANCIENT
2433,0,0,-1.3278059876020891,Southwest Asia,IE.GREEK.GREEK_ANCIENT
2445,0,1,-1.4095115114298329,Africa,IE.GREEK.GREEK_ANCIENT
2451,0,1,-0.7335839961275907,Africa,IE.GERMANIC.ENGLISH
2464,1,1,0.7241168267082886,Southeast Asia,IE.GERMANIC.ENGLISH
2496,0,0,-1.0381227667582713,Southeast Asia,AuA.VIET_MUONG.VIETNAMESE
2526,1,1,-0.8060048013385452,North America,May.MAYAN.CHONTAL_TABASCO
2567,0,0,-0.2024980912472576,Africa,AA.SEMITIC.STANDARD_ARABIC
2614,1,0,0.7816820821323807,Africa,AA.WEST_CHADIC.HAUSA
