parameter,mean_pct,hdi_2.5%_pct,hdi_97.5%_pct
Intercept,6.811833879003856,0.36021030594266384,16.663775591405543
Intercept + Slope,18.819425459742497,1.2112709125922727,43.097677195749604
Slope,12.007591580738644,-1.2163608644027564,31.417037985999748
intercept_0,5.89928460468674,1.2212597892780548,11.365611186278688
intercept_1,2.461823137707377,7.78204729264737e-09,8.843655848017827
intercept_2,9.28982148035274,1.5120688149631256,18.574505830507256
intercept_3,0.7982473111118704,1.550617934468006e-06,2.9570764861714234
intercept_4,5.752293206147782,0.1938991303753862,14.047437798165351
intercept_5,43.244386645355235,3.2044039953071994,87.73828804686244
intercept_6,33.308049191735265,2.9599758856972436,67.02448963540387
intercept_7,7.0758204584475495,1.0123723527906072,14.62744623786053
intercept_8,11.617871752297814,0.7302625887371179,27.16047707009912
intercept_9,1.9280416367644915,0.0026958265561872344,5.990306888490606
slope_0,11.05612435414187,0.3732483570174039,23.782546874216003
slope_1,3.5704730411341288,-5.204706845992208,18.245060734172103
slope_2,14.54325122187742,-6.451034198438215,38.897705762185666
slope_3,0.7705260751936024,-2.456672012306414,4.6009389882027705
slope_4,11.166314890339837,-5.297778938731657,32.36384789637815
slope_5,27.201429581771677,-4.98770275352544,66.94634401502891
slope_6,36.23276487919076,4.532772306723942,78.72116823558505
slope_7,14.120752268716155,-2.6027780121833324,34.30949963032027
slope_8,16.62811962514306,-3.7508117178128266,40.97783535797548
slope_9,2.9988841168191627,-3.0005954618242106,10.82612247520284
intercept + slope_0,16.9554089588286,6.144679170803098,29.414314741279274
intercept + slope_1,6.032296178841501,1.1608310438694141e-08,21.764792931504125
intercept + slope_2,23.83307270223027,1.5358462955016132,48.595630796712
intercept + slope_3,1.5687733863054762,1.2386304058450803e-06,5.281951654251426
intercept + slope_4,16.91860809648751,0.3610280630776498,39.33590962424995
intercept + slope_5,70.44581622712694,36.407924143133286,99.53962249811605
intercept + slope_6,69.54081407092586,34.12373242656497,99.99869326732268
intercept + slope_7,21.196572727163666,3.891340886557631,42.444512311629104
intercept + slope_8,28.245991377440884,6.628215861100497,51.40850285450814
intercept + slope_9,4.926925753583674,0.024655284892971904,12.986126944322693
