parameter,mean_pct,hdi_2.5%_pct,hdi_97.5%_pct
Intercept,5.398763104337386,1.4241113509127188,9.53234517084844
Intercept + Slope,16.739972647731815,4.593373583504438,30.245329002640347
Slope,11.34120954339443,0.11423865333763317,23.75673342690036
intercept_0,3.4513419759092443,0.5145125742007735,6.9753026529193765
intercept_1,4.069290564218446,0.0014048134465698286,9.2166097057433
intercept_2,5.308366886884182,0.8371238398569791,10.843567973250178
intercept_3,3.514344038306691,0.4981486585423829,7.182872376552342
intercept_4,4.7804391143458895,0.5202567236040667,9.959580885033438
intercept_5,11.344850357180809,1.4028012345843495,30.24753507273387
intercept_6,11.045954881348294,1.5219589813357974,27.082504794410156
intercept_7,6.771791350001765,1.9531662713307338,13.734681655147481
intercept_8,6.507377350403195,0.6920256293968958,14.388913209676105
intercept_9,6.1836741809501214,1.2504734823158155,12.601739203759557
slope_0,5.107073380221151,-2.1940153843939454,12.921140093281075
slope_1,5.98136262624554,-6.053715750003317,20.544766763717785
slope_2,8.538077471477127,-6.239253563971151,26.523763201374045
slope_3,4.644114026025635,-2.94611951426557,11.973952856713591
slope_4,7.96426182078555,-5.142573154022809,21.787365326463913
slope_5,25.349536559761233,-0.6346409300397085,57.526879427823935
slope_6,29.904167595404378,2.9727344905434623,63.03175137212696
slope_7,18.370905178448,0.10798693485955191,39.226710772199446
slope_8,12.240380712284544,-2.368670526571668,30.192517576047344
slope_9,16.976750690719914,3.630187672230406,32.83253662166379
intercept + slope_0,8.558415356130396,1.9174118214952591,16.217207644106676
intercept + slope_1,10.050653190463981,0.0021578888864606347,25.127460337038986
intercept + slope_2,13.846444358361289,0.0008450868944305613,31.964695500614543
intercept + slope_3,8.158458064332297,1.4057882892239537,15.276380064045222
intercept + slope_4,12.744700935131377,1.0208465935630118,27.533805669521204
intercept + slope_5,36.694386916942165,5.8267169065963325,70.18978127267286
intercept + slope_6,40.950122476752576,10.176037293295861,74.79864024422692
intercept + slope_7,25.142696528449758,5.952767122506166,46.113412798153924
intercept + slope_8,18.7477580626878,3.120808430949523,37.023957129403094
intercept + slope_9,23.160424871670187,8.635475491395695,38.91158082693465
