parameter,mean_pct,hdi_2.5%_pct,hdi_97.5%_pct
Intercept,22.367383928310222,14.631233397137775,30.389791694863472
Intercept + Slope,43.95401103749831,27.556059885906866,60.40010485060784
Slope,21.586627109188093,5.579197270455566,37.98875596361922
intercept_0,19.68729886143325,11.75808498401285,27.70925512893776
intercept_1,24.72120446868908,12.707930342834004,40.980323357966604
intercept_2,25.358282744591516,14.578078991665269,37.30863712539939
intercept_3,20.46427214724987,11.73778155549368,29.159912622445443
intercept_4,19.33997006627506,8.705549879801481,29.187700685692185
intercept_5,21.371501107283898,6.095564429025272,36.336044227781535
intercept_6,28.106337902943718,13.475745744896859,51.777366397109084
intercept_7,24.712940408470658,14.704472018204312,35.76350273212558
intercept_8,23.515096324677618,12.286427286325807,38.03427743249914
intercept_9,21.01211882922975,10.847153648319093,31.169920494008746
slope_0,14.887470539224077,-0.9884880097543558,29.520574737569966
slope_1,24.83680425141094,2.699004823892338,55.060922752751054
slope_2,25.397600576638272,2.3150258649414646,53.9687246149157
slope_3,12.596843985441248,-3.2470205656677003,28.060069342469284
slope_4,22.12939545994275,-0.6871637689608932,46.43305375558204
slope_5,17.158111117100997,-10.078751486650985,47.27892375773971
slope_6,30.602216852970408,4.297982605894418,63.576180444683715
slope_7,20.72597945621636,-0.057025499790150036,43.70320144632335
slope_8,30.101650853398805,8.629096445693055,57.34736213041031
slope_9,15.712261225722015,-4.12836545187092,32.25777651534386
intercept + slope_0,34.57476940065752,20.583737922866234,49.426428388568795
intercept + slope_1,49.55800872009999,24.381909150152048,78.21370761914751
intercept + slope_2,50.75588332122979,25.592533879785602,77.74610222649076
intercept + slope_3,33.061116132690934,18.657009501612333,46.96801230439142
intercept + slope_4,41.46936552621789,17.513139341964656,65.90589763702839
intercept + slope_5,38.52961222438502,5.008964797406694,69.1909241809263
intercept + slope_6,58.70855475591421,29.065420139576787,90.78537983648351
intercept + slope_7,45.43891986468705,23.346404378539724,67.43234584816172
intercept + slope_8,53.61674717807641,30.42304842720336,78.23877680866866
intercept + slope_9,36.72438005495172,18.180775511725518,53.19218202323866
