parameter,mean_pct,hdi_2.5%_pct,hdi_97.5%_pct
Intercept,19.31377393582464,12.476616510515878,26.725285596507632
Intercept + Slope,50.79820843111491,30.78949440099891,71.04992811692348
Slope,31.48443449529027,12.523539189584536,52.924422746854674
intercept_0,17.03204002779049,9.248923399131405,24.40069212805808
intercept_1,17.9967863136066,6.7295041631575705,27.885691678135927
intercept_2,20.53164456113798,12.020421293955733,30.811362582883916
intercept_3,18.157002813287416,9.646960446391978,26.32720750057948
intercept_4,18.30343727404791,8.82133162524958,27.335401077502315
intercept_5,19.759909715328263,7.6827693018261884,32.941797378031545
intercept_6,21.75374931935081,9.643505688725245,37.15526315691029
intercept_7,20.7633524210728,11.918631870794643,30.723028180600377
intercept_8,20.667408387436467,9.642818315173288,33.6196137944421
intercept_9,21.40335828834911,11.975356496281195,33.907975115877015
slope_0,23.603951187432003,6.028087349309196,40.577722396335204
slope_1,26.33873340602129,-2.0947733724043083,55.50756989463609
slope_2,34.751383170043596,5.4194496223713085,65.47912666194186
slope_3,9.304172103839624,-6.514341943297406,27.61307562089521
slope_4,37.8252055696882,12.348691953693345,65.98118426945635
slope_5,17.93985284449248,-17.44970284036432,50.787988882427
slope_6,46.760268836441945,16.301242049281544,78.94190810588296
slope_7,33.542770368837765,7.49559134006676,58.87789019353538
slope_8,49.22103030175753,23.851340745225144,75.13685693985474
slope_9,30.274440543532293,10.369258203869094,50.20661789119885
intercept + slope_0,40.635991215222305,24.451661752567933,57.201939696686864
intercept + slope_1,44.3355197196277,14.335097387541328,72.83903259466416
intercept + slope_2,55.28302773118145,25.06738777191054,84.72255631249628
intercept + slope_3,27.461174917126954,12.571356910124695,42.33940884212043
intercept + slope_4,56.128642843736145,30.11069183913955,83.30848265030262
intercept + slope_5,37.69976255982071,0.9715744646173151,69.5614932120414
intercept + slope_6,68.5140181557929,39.798494682350025,99.84214316001848
intercept + slope_7,54.306122789910425,29.681777293164252,79.63286123135092
intercept + slope_8,69.88843868919405,46.024973065233695,92.92876343841084
intercept + slope_9,51.67779883188113,33.23056259368363,69.86759261007991
