parameter,mean_pct,hdi_2.5%_pct,hdi_97.5%_pct
Intercept,12.578257046215581,5.817524056790481,19.91962045068663
Intercept + Slope,27.46967040218561,7.805374385250335,48.293385092631134
Slope,14.891413355970032,-2.5820037973423062,36.08637756605494
intercept_0,12.39544590446317,5.751406440311966,19.542460603662217
intercept_1,15.116638764666023,4.14200346345366,30.32684494474308
intercept_2,17.53446151236704,7.969347530286039,30.800852560443538
intercept_3,12.550242030189716,5.262477448333951,20.163157691354037
intercept_4,8.815488128118133,0.10536175659460222,16.289978424714473
intercept_5,11.596692562346844,0.015849348530759713,22.00680760291365
intercept_6,16.814112968993275,3.637263825211791,36.41388636396978
intercept_7,13.689647560545557,5.6091452918896865,22.378643780356818
intercept_8,14.577756905710869,3.4729921214993187,29.039624577266554
intercept_9,10.654223518829241,2.4835290986833454,18.513814397345776
slope_0,2.5661219185201425,-11.355502903520653,16.695030352975046
slope_1,21.048366378064895,-7.052635395974299,52.768305652072684
slope_2,29.957546425382443,-0.5698305913966557,64.59514836104017
slope_3,6.042055414222044,-7.155062154544018,19.978817808991735
slope_4,4.963839184802999,-13.392592630974569,26.332852793532084
slope_5,8.655411207412692,-15.646038170840056,39.71397728478081
slope_6,30.80645581712489,-4.4832378363177305,80.3829265601832
slope_7,18.06218440354184,-5.078559830549961,41.48460418356297
slope_8,38.68306136187631,8.044918738211532,70.55170218253264
slope_9,8.938031452852025,-5.69693946696535,25.542892075634548
intercept + slope_0,14.961567822983278,3.3154279809988827,27.21907177938402
intercept + slope_1,36.165005142730955,8.13297223174603,67.96410844155818
intercept + slope_2,47.49200793774958,17.023355226664435,81.1403842351103
intercept + slope_3,18.59229744441184,6.583647423003862,30.39016963688586
intercept + slope_4,13.779327312921145,0.00019295720643086134,34.836978462515546
intercept + slope_5,20.252103769759664,7.882805657285004e-05,51.08370979844222
intercept + slope_6,47.620568786118284,9.641920715128173,96.1844768335576
intercept + slope_7,31.751831964087383,10.025383079255839,56.532999727143526
intercept + slope_8,53.26081826758705,23.7167939760691,83.73098724147742
intercept + slope_9,19.592254971681243,5.461879336300976,34.569304470225234
