parameter,mean_pct,hdi_2.5%_pct,hdi_97.5%_pct
Intercept,16.453866441702136,5.740562163347214,28.652170875047656
Intercept + Slope,32.90024111412607,12.051058175544135,56.739061234265534
Slope,16.44637467242394,-0.7936023709627023,35.643893469736774
intercept_0,13.705256173150474,6.210771161056492,21.823883834593502
intercept_1,11.464896832215857,0.5127888015141518,25.873118564604237
intercept_2,20.237314670150337,8.341154515300385,33.10874137443944
intercept_3,6.0320398576725855,0.6139384360660414,12.321078788639875
intercept_4,10.712202264912307,1.6143336564985744,20.86628418169311
intercept_5,30.80442905773665,3.083787174456994,69.32281449874594
intercept_6,40.90285570175851,11.986756448578275,77.41197030871689
intercept_7,25.25754742994164,12.85905701393073,39.736071433667895
intercept_8,25.447832727271827,6.254733245248567,46.367434104208094
intercept_9,9.140173178769018,0.9092456238699296,19.384576962011195
slope_0,12.818881992352225,-1.512273615484954,27.409896008191115
slope_1,6.159432487785551,-15.548357523217645,26.44976423163763
slope_2,18.768603503716747,-5.9401802394789875,46.24022661575964
slope_3,9.368324244463661,-0.15868465083052374,20.701935324241855
slope_4,15.621962198846328,-3.423004896578753,41.022827981130185
slope_5,18.737939704828275,-11.599793316016559,54.343256357523394
slope_6,29.08644864905587,1.003452090602437,66.61054503348088
slope_7,19.96447407861427,-3.49815234892111,44.683737302714746
slope_8,24.403357025578195,-1.615260074952758,52.39970888562811
slope_9,3.3789476296534002,-12.324923768925245,17.889837407456007
intercept + slope_0,26.52413816550272,13.407177376629209,40.55682349012339
intercept + slope_1,17.624329320001426,0.00025196045505327037,40.16966171349946
intercept + slope_2,39.005918173867165,12.469559527452148,66.46092174871539
intercept + slope_3,15.400364102136194,5.508578217515914,26.67678898522371
intercept + slope_4,26.334164463758597,4.3553148094811025,51.191161416869726
intercept + slope_5,49.542368762564934,11.399561118360326,89.91258497401546
intercept + slope_6,69.98930435081441,38.03140538627049,99.9736261715911
intercept + slope_7,45.22202150855564,21.555667795770038,69.80616464451708
intercept + slope_8,49.85118975285009,23.194865710453424,75.46437498494272
intercept + slope_9,12.519120808422384,1.1341249624698433,26.289968178865266
