parameter,mean_pct,hdi_2.5%_pct,hdi_97.5%_pct
Intercept,16.083796223887028,9.152593986428725,23.68478090510231
Intercept + Slope,36.54819233161816,19.89754105588709,55.21197278552879
Slope,20.464396107731137,5.559161642189704,39.273058869165695
intercept_0,14.624820941164502,7.671630237294619,21.85253868858107
intercept_1,16.531271604839823,5.241554536670144,28.364188473875128
intercept_2,21.635329767001956,10.69022758901143,35.32477490464912
intercept_3,13.105309353160974,5.456171574425134,20.829172324445132
intercept_4,15.1004250340043,6.069614809593308,24.835351338106626
intercept_5,18.95459983187196,4.766754120830243,40.083425231688196
intercept_6,21.668286516754076,7.144956374182978,42.92470781403742
intercept_7,18.097250298815407,9.651360563259495,28.8746217219306
intercept_8,15.417027839431338,5.168131041707785,26.489085304353168
intercept_9,12.265499283973515,3.2139374198642696,20.801845136034245
slope_0,17.909324980806982,2.7863400032768695,32.930015496701294
slope_1,20.948775199512838,-1.83170039720558,48.34889197412993
slope_2,24.4166286707969,-2.9950830919299207,51.979840470515036
slope_3,9.16554623990434,-5.010725940274364,23.556550743697652
slope_4,29.899518386012094,5.788585356340189,58.86295223590556
slope_5,17.37238063174236,-10.754143252505898,49.02197760197548
slope_6,34.71658117800619,5.898773462177694,72.63715159848039
slope_7,23.34255180630716,1.020826374835373,47.20452047439496
slope_8,18.379455973711497,-3.0629731146267076,39.74816873488691
slope_9,9.59356261971605,-6.861757035105334,25.59001303614678
intercept + slope_0,32.53414592197159,18.94979590674031,47.224163480137356
intercept + slope_1,37.480046804352746,12.59252900753525,65.26489001734646
intercept + slope_2,46.05195843779874,17.9040361107389,75.91143385703727
intercept + slope_3,22.270855593065352,8.948326049713064,34.80075698733957
intercept + slope_4,44.99994342001659,20.984521240556656,75.26002556414912
intercept + slope_5,36.326980463614255,1.9708642664325957,70.26654350386424
intercept + slope_6,56.38486769476008,24.716775230203954,93.31476976721252
intercept + slope_7,41.4398021051226,20.04072448310492,66.23108275930115
intercept + slope_8,33.796483813142856,12.590624135562917,56.23566042608038
intercept + slope_9,21.85906190368955,6.022504350843342,37.26987756625359
