label,mean,sd,hdi_2.5%,hdi_97.5%,mean_pct,hdi_2.5%_pct,hdi_97.5%_pct,error_neg,error_pos
Africa,-0.151,0.197,-0.541,0.23,46.2321564974962,36.79549874556348,55.72478545985555,9.43665775193272,9.492628962359355
Americas,0.045,0.207,-0.364,0.445,51.12481019468548,40.99916247711199,60.94497836283252,10.125647717573493,9.820168168147042
Asia,-0.475,0.16,-0.794,-0.169,38.343349547868065,31.131043780760287,45.78502721432993,7.212305767107779,7.441677666461864
Europe,0.139,0.199,-0.252,0.518,53.46941574949895,43.7331292320188,62.66799806222696,9.736286517480153,9.198582312728007
Oceania-Australia,0.008,0.457,-0.865,0.929,50.19999893334016,29.62957620002293,71.68723631400269,20.57042273331723,21.487237380662528
