entry_id,entrytag_path,ids,depth
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951]->North American English[40933]->Southeast American English[41619],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745, 13445, 13951, 40933, 41619]",15
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Castilic[14285]->Spanish[14455]->Latin American Spanish[42015],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415, 13935, 14285, 14455, 42015]",16
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Galician Romance[14287]->Macro-Portuguese[14461]->Brazil-Portugal Portuguese[14577]->Portuguese[14640]->Brazilian Portuguese[42747],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415, 13935, 14287, 14461, 14577, 14640, 42747]",18
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951]->North American English[40933],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745, 13445, 13951, 40933]",14
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Castilic[14285]->Spanish[14455]->Latin American Spanish[42015]->Caribbean Spanish[42443]->Cuban Spanish[42733],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415, 13935, 14285, 14455, 42015, 42443, 42733]",18
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736],"[1747, 1904, 2479, 4031, 5349, 6736]",6
942,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Igboid[5015]->Nuclear Igboid[6377],"[1747, 1822, 2237, 3616, 5015, 6377]",6
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349],"[1747, 1904, 2479, 4031, 5349]",5
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031],"[1747, 1904, 2479, 4031]",4
942,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237],"[1747, 1822, 2237]",3
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745, 13445]",12
942,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014]->Yoruboid[6375]->Edekiri[7956]->Ede[9517]->Eastern Ede[10813]->Southeastern Ede[11800]->Nuclear Yoruba[12689]->Lucumi-Yoruba[13394],"[1747, 1822, 2237, 3616, 5014, 6375, 7956, 9517, 10813, 11800, 12689, 13394]",12
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721]",11
942,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014]->Yoruboid[6375]->Edekiri[7956]->Ede[9517]->Eastern Ede[10813]->Southeastern Ede[11800],"[1747, 1822, 2237, 3616, 5014, 6375, 7956, 9517, 10813, 11800]",10
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290],"[1747, 1904, 2479, 4033, 5354, 6740, 8290]",7
942,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Defoid[5014]->Yoruboid[6375],"[1747, 1822, 2237, 3616, 5014, 6375]",6
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740],"[1747, 1904, 2479, 4033, 5354, 6740]",6
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354],"[1747, 1904, 2479, 4033, 5354]",5
942,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033],"[1747, 1904, 2479, 4033]",4
942,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616],"[1747, 1822, 2237, 3616]",4
943,Language[1747]->Eskimo-Aleut[1966],"[1747, 1966]",2
943,Language[1747]->Eskimo-Aleut[1966]->Eskimo[3088],"[1747, 1966, 3088]",3
943,Language[1747]->Eskimo-Aleut[1966]->Eskimo[3088]->Inuit[4394],"[1747, 1966, 3088, 4394]",4
943,Language[1747]->Eskimo-Aleut[1966]->Eskimo[3088]->Inuit[4394]->Eastern Canadian Inuktitut[5660],"[1747, 1966, 3088, 4394, 5660]",5
943,Language[1747]->Eskimo-Aleut[1966]->Eskimo[3088]->Inuit[4394]->Eastern Canadian Inuktitut[5660]->Quebec-Labrador Inuktitut[29700]->Nunatsiavut[31169],"[1747, 1966, 3088, 4394, 5660, 29700, 31169]",7
943,Language[1747]->Eskimo-Aleut[1966]->Eskimo[3088]->Inuit[4394]->Eastern Canadian Inuktitut[5660]->Quebec-Labrador Inuktitut[29700],"[1747, 1966, 3088, 4394, 5660, 29700]",6
944,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->West Slavic[6722],"[1747, 1904, 2479, 4026, 5339, 6722]",6
944,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->West Slavic[6722]->Lechitic[8271],"[1747, 1904, 2479, 4026, 5339, 6722, 8271]",7
944,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026],"[1747, 1904, 2479, 4026]",4
944,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->East Slavic[6720],"[1747, 1904, 2479, 4026, 5339, 6720]",6
944,Language[1747]->Indo-European[1904],"[1747, 1904]",2
944,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->East Slavic[6720]->Belarusian[8264],"[1747, 1904, 2479, 4026, 5339, 6720, 8264]",7
944,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->East Slavic[6720]->Ukrainian-Rusyn[8266]->Ukrainian[9672],"[1747, 1904, 2479, 4026, 5339, 6720, 8266, 9672]",8
944,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->South Slavic[6721]->Eastern South Slavic[8268]->Church Slavic[9678],"[1747, 1904, 2479, 4026, 5339, 6721, 8268, 9678]",8
944,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->East Slavic[6720]->Ukrainian-Rusyn[8266],"[1747, 1904, 2479, 4026, 5339, 6720, 8266]",7
944,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->South Slavic[6721]->Eastern South Slavic[8268],"[1747, 1904, 2479, 4026, 5339, 6721, 8268]",7
944,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->West Slavic[6722]->Lechitic[8271]->Polish[9684],"[1747, 1904, 2479, 4026, 5339, 6722, 8271, 9684]",8
944,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
944,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339],"[1747, 1904, 2479, 4026, 5339]",5
944,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Balto-Slavic[4026]->Slavic[5339]->South Slavic[6721],"[1747, 1904, 2479, 4026, 5339, 6721]",6
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Northwestern Shifted Romance[13414]->Gallo-Rhaetian[13934],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13414, 13934]",13
945,Language[1747]->Language Isolates[43177]->Basque[43306],"[1747, 43177, 43306]",3
945,Language[1747]->Language Isolates[43177],"[1747, 43177]",2
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Northwestern Shifted Romance[13414]->Gallo-Rhaetian[13934]->Oil[14282]->Central Oil[14449]->Macro-French[14570]->Global French[14636]->French[14711],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13414, 13934, 14282, 14449, 14570, 14636, 14711]",18
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Northwestern Shifted Romance[13414]->Gallo-Rhaetian[13934]->Oil[14282]->Central Oil[14449],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13414, 13934, 14282, 14449]",15
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415, 13935]",13
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736],"[1747, 1904, 2479, 4031, 5349, 6736]",6
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349],"[1747, 1904, 2479, 4031, 5349]",5
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031],"[1747, 1904, 2479, 4031]",4
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Northwestern Shifted Romance[13414]->Gallo-Rhaetian[13934]->Oil[14282]->Central Oil[14449]->Macro-French[14570]->Global French[14636],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13414, 13934, 14282, 14449, 14570, 14636]",17
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Northwestern Shifted Romance[13414],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13414]",12
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721]",11
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
945,Language[1747]->Indo-European[1904],"[1747, 1904]",2
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Northwestern Shifted Romance[13414]->Gallo-Rhaetian[13934]->Oil[14282],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13414, 13934, 14282]",14
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415]",12
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Castilic[14285]->Spanish[14455],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415, 13935, 14285, 14455]",15
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Northwestern Shifted Romance[13414]->Gallo-Rhaetian[13934]->Oil[14282]->Central Oil[14449]->Macro-French[14570],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13414, 13934, 14282, 14449, 14570]",16
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Castilic[14285],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415, 13935, 14285]",14
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855]",10
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284],"[1747, 1904, 2479, 4031, 5349, 6736, 8284]",7
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690]",8
945,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909]",9
946,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302],"[1747, 1946, 3022, 4302]",4
946,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558]->Middle Old Tibetan[6951],"[1747, 1946, 3022, 4302, 5558, 6951]",6
946,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558],"[1747, 1946, 3022, 4302, 5558]",5
946,Language[1747]->Sino-Tibetan[1946]->Bodic[3022],"[1747, 1946, 3022]",3
946,Language[1747]->Sino-Tibetan[1946],"[1747, 1946]",2
946,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558]->Middle Old Tibetan[6951]->Late Old Tibetan[8465]->Central Tibetan[9859],"[1747, 1946, 3022, 4302, 5558, 6951, 8465, 9859]",8
946,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558]->Middle Old Tibetan[6951]->Late Old Tibetan[8465],"[1747, 1946, 3022, 4302, 5558, 6951, 8465]",7
946,Language[1747]->Sino-Tibetan[1946]->Bodic[3022]->Bodish[4302]->Early Old Tibetan[5558]->Middle Old Tibetan[6951]->Late Old Tibetan[8465]->Central Tibetan[9859]->Tibetan[11041],"[1747, 1946, 3022, 4302, 5558, 6951, 8465, 9859, 11041]",9
948,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->East Greek[29393]->Ancient Greek[30700]->Attic[32457],"[1747, 1904, 2479, 4027, 5341, 29393, 30700, 32457]",8
948,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341],"[1747, 1904, 2479, 4027, 5341]",5
948,Language[1747]->Turkic[1876]->Common Turkic[2411]->Turkestan Turkic[3828]->Old Turkic[5205],"[1747, 1876, 2411, 3828, 5205]",5
948,Language[1747]->Turkic[1876]->Common Turkic[2411]->Turkestan Turkic[3828],"[1747, 1876, 2411, 3828]",4
948,Language[1747]->Turkic[1876]->Common Turkic[2411],"[1747, 1876, 2411]",3
948,Language[1747]->Indo-European[1904],"[1747, 1904]",2
948,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->East Greek[29393]->Ancient Greek[30700],"[1747, 1904, 2479, 4027, 5341, 29393, 30700]",7
948,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027],"[1747, 1904, 2479, 4027]",4
948,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Graeco-Phrygian[4027]->Greek[5341]->East Greek[29393],"[1747, 1904, 2479, 4027, 5341, 29393]",6
948,Language[1747]->Turkic[1876],"[1747, 1876]",2
948,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705]",8
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479],"[1747, 1904, 2479]",3
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033],"[1747, 1904, 2479, 4033]",4
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354],"[1747, 1904, 2479, 4033, 5354]",5
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740],"[1747, 1904, 2479, 4033, 5354, 6740]",6
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290],"[1747, 1904, 2479, 4033, 5354, 6740, 8290]",7
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745, 13445]",12
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951]->Australic English[40948]->Australian English[41632],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745, 13445, 13951, 40948, 41632]",15
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951]->North American English[40933],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745, 13445, 13951, 40933]",14
949,Language[1747]->Indo-European[1904],"[1747, 1904]",2
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951]->Australic English[40948],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745, 13445, 13951, 40948]",14
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745, 13445, 13951]",13
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745]",11
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872]",10
949,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924]",9
950,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924]",9
950,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745]",11
950,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415]",12
950,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872]->Middle-Modern English[12745]->Macro-English[13445]->English[13951],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872, 12745, 13445, 13951]",13
950,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697]->Northeast Coastal Bantu[11683]->Coastal NEC Bantu[12549]->Sabaki-Swahili[13214]->Swahili (G.40)[13783]->Mombasa-Lamu-Inland Swahili[14147],"[1747, 1822, 2237, 3616, 5004, 6347, 7890, 9419, 10697, 11683, 12549, 13214, 13783, 14147]",14
950,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Castilic[14285]->Spanish[14455],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415, 13935, 14285, 14455]",15
950,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855]->Shifted Western Romance[12721]->Southwestern Shifted Romance[13415]->West Ibero-Romance[13935]->Castilic[14285]->Spanish[14455]->Latin American Spanish[42015]->Bolivian Spanish[42429],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855, 12721, 13415, 13935, 14285, 14455, 42015, 42429]",17
950,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Germanic[4033]->Northwest Germanic[5354]->West Germanic[6740]->North Sea Germanic[8290]->Anglo-Frisian[9705]->Anglic[10924]->Later Anglic[11872],"[1747, 1904, 2479, 4033, 5354, 6740, 8290, 9705, 10924, 11872]",10
950,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419]->Northeast Savanna Bantu[10697]->Northeast Coastal Bantu[11683]->Coastal NEC Bantu[12549]->Sabaki-Swahili[13214]->Swahili (G.40)[13783],"[1747, 1822, 2237, 3616, 5004, 6347, 7890, 9419, 10697, 11683, 12549, 13214, 13783]",13
950,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909]",9
950,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284]->Romance[9690]->Italo-Western Romance[10909]->Western Romance[11855],"[1747, 1904, 2479, 4031, 5349, 6736, 8284, 9690, 10909, 11855]",10
950,Language[1747]->Atlantic-Congo[1822],"[1747, 1822]",2
950,Language[1747]->Indo-European[1904]->Classical Indo-European[2479]->Italic[4031]->Latino-Faliscan[5349]->Latinic[6736]->Imperial Latin[8284],"[1747, 1904, 2479, 4031, 5349, 6736, 8284]",7
950,Language[1747]->Atlantic-Congo[1822]->Volta-Congo[2237]->Benue-Congo[3616]->Bantoid[5004]->Southern Bantoid[6347]->Narrow Bantu[7890]->East Bantu[9419],"[1747, 1822, 2237, 3616, 5004, 6347, 7890, 9419]",8
